,wt_E17.5_f5,wt_E17.5_f4
g04429,27,29
g04430,578,554
g04431,52,59
g04432,719,750
g04433,2915,2840
g04434,2926,2854
g04435,576,564
g04436,155,136
g04437,472,379
g04438,395,454
g04439,109,98
g04440,442,386
g04441,894,842
g04442,949,863
g04443,233,199
g04444,16,18
g04445,3358,3848
g04446,772,774
g04447,11,6
g04448,736,763
g04449,1,2
g04450,229,278
g04451,68,95
g04452,7,7
g04453,536,506
g04454,243,241
g04455,581,597
g04456,7,0
g04457,357,343
g04458,316,408
g04459,10,9
g04460,157,139
g04461,0,2
g04462,3,3
g04463,2,4
g04464,99,106
g04465,1,0
g04466,1,3
g04467,0,0
g04468,159,194
g04469,670,651
g04470,169,159
g04471,2709,2629
g04472,212,197
g04473,20,36
g04474,170,175
g04475,1613,1676
g04476,2302,2206
g04477,3,1
g04478,1268,1268
g04479,253,222
g04480,41,30
g04481,2,0
g04482,950,696
g04483,558,423
g04484,80,96
g04485,599,521
g04486,1,1
g04487,30,38
g04488,5,5
g04489,115,164
g04490,30,41
g04491,376,418
g04492,66,57
g04493,10,8
g04494,0,0
g04495,527,557
g04496,484,502
g04497,1541,1750
g04498,38,39
g04499,186,146
g04500,235,182
g04501,602,595
g04502,656,640
g04503,116,122
g04504,118,148
g04505,6,11
g04506,0,0
g04507,453,448
g04508,64,79
g04509,568,484
g04510,746,749
g04511,10,9
g04512,1289,1321
g04513,861,746
g04514,131,128
g04515,174,159
g04516,101,81
g04517,0,1
g04518,1000,975
g04519,311,305
g04520,20,36
g04521,0,1
g04522,897,953
g04523,32,30
g04524,434,444
g04525,223,218
g04526,791,775
g04527,261,290
g04528,0,1
g04529,0,1
g04530,212,260
g04531,274,245
g04532,85,88
g04533,1819,1844
g04534,127,159
g04535,3,4
g04536,60,71
g04537,276,281
g04538,2,7
g04539,8,7
g04540,193,192
g04541,25,46
g04542,13,7
g04543,336,338
g04544,824,866
g04545,23,19
g04546,1,3
g04547,50,52
g04548,271,227
g04549,113,109
g04550,634,648
g04551,511,491
g04552,184,183
g04553,398,318
g04554,0,0
g04555,2,5
g04556,438,506
g04557,71,76
g04558,3441,3450
g04559,10106,9465
g04560,4243,3695
g04561,1160,1101
g04562,532,504
g04563,5,0
g04564,426,422
g04565,320,278
g04566,240,250
g04567,44,39
g04568,224,254
g04569,143,200
g04570,89,130
g04571,390,378
g04572,336,279
g04573,419,429
g04574,258,244
g04575,110,80
g04576,265,262
g04577,3,2
g04578,162,131
g04579,279,209
g04580,392,354
g04581,334,291
g04582,2968,2864
g04583,119,113
g04584,895,1100
g04585,1381,1389
g04586,3,3
g04587,1,5
g04588,40,25
g04589,0,1
g04590,1,0
g04591,1,1
g04592,9,7
g04593,78,82
g04594,174,185
g04595,318,325
g04596,1005,1011
g04597,850,794
g04598,762,754
g04599,299,398
g04600,233,214
g04601,34,38
g04602,956,945
g04603,1427,1101
g04604,249,274
g04605,722,743
g04606,5,3
g04607,5,4
g04608,160,162
g04609,2831,2691
g04610,410,451
g04611,120,110
g04612,899,868
g04613,447,448
g04614,89,101
g04615,1629,1940
g04616,7,13
g04617,5,4
g04618,124,125
g04619,186,193
g04620,343,302
g04621,279,285
g04622,77,95
g04623,1033,1104
g04624,14,21
g04625,2,1
g04626,1813,1679
g04627,17,29
g04628,50,52
g04629,7,2
g04630,2,0
g04631,514,530
g04632,35,28
g04633,78,84
g04634,25,27
g04635,202,228
g04636,1144,1207
g04637,133,126
g04638,6,20
g04639,0,1
g04640,0,0
g04641,4,2
g04642,425,384
g04643,1,1
g04644,177,156
g04645,0,0
g04646,1013,1168
g04647,11,10
g04648,2306,2508
g04649,4,5
g04650,2245,2139
g04651,551,474
g04652,6,3
g04653,3947,3782
g04654,3,7
g04655,240,290
g04656,55,41
g04657,2,1
g04658,368,341
g04659,0,3
g04660,217,218
g04661,2,1
g04662,0,0
g04663,60,74
g04664,0,3
g04665,0,1
g04666,152,137
g04667,1476,1434
g04668,23,25
g04669,1,0
g04670,7,6
g04671,0,1
g04672,0,1
g04673,362,312
g04674,21,11
g04675,242,264
g04676,1717,1573
g04677,1244,1015
g04678,369,377
g04679,1,1
g04680,0,0
g04681,702,708
g04682,296,318
g04683,1,0
g04684,29,33
g04685,321,345
g04686,2074,2255
g04687,207,185
g04688,2,8
g04689,11,9
g04690,3242,2935
g04691,445,358
g04692,120,135
g04693,3,0
g04694,7,10
g04695,599,568
g04696,226,223
g04697,66,107
g04698,25,20
g04699,0,0
g04700,1,1
g04701,18,23
g04702,2,0
g04703,0,0
g04704,8,10
g04705,2,5
g04706,0,0
g04707,0,0
g04708,0,0
g04709,0,0
g04710,12,22
g04711,0,0
g04712,0,0
g04713,3,2
g04714,13,9
g04715,4,6
g04716,3,0
g04717,223,260
g04718,220,225
g04719,786,693
g04720,190,197
g04721,1058,1051
g04722,476,462
g04723,3,11
g04724,3,1
g04725,0,1
g04726,2,3
g04727,26,22
g04728,3,6
g04729,2,6
g04730,0,0
g04731,14,17
g04732,0,0
g04733,179,167
g04734,1464,1310
g04735,317,348
g04736,32,29
g04737,746,535
g04738,85,67
g04739,2598,2409
g04740,2514,2453
g04741,508,488
g04742,0,1
g04743,0,0
g04744,0,0
g04745,594,605
g04746,37,23
g04747,54,65
g04748,0,2
g04749,0,0
g04750,654,807
g04751,0,0
g04752,2,1
g04753,1,0
g04754,5,18
g04755,771,840
g04756,180,200
g04757,187,137
g04758,601,577
g04759,193,178
g04760,0,2
g04761,0,12
g04762,0,3
g04763,2953,3210
g04764,0,1
g04765,9,9
g04766,1,0
g04767,309,298
g04768,7,11
g04769,217,199
g04770,66,71
g04771,7,8
g04772,0,0
g04773,5287,6337
g04774,980,946
g04775,3,6
g04776,148,138
g04777,1,0
g04778,117,87
g04779,53,64
g04780,701,648
g04781,83,84
g04782,2107,2102
g04783,419,375
g04784,0,1
g04785,288,251
g04786,1,3
g04787,268,295
g04788,771,842
g04789,77,74
g04790,9,10
g04791,918,685
g04792,17,26
g04793,24,30
g04794,267,209
g04795,6,11
g04796,0,0
g04797,159,182
g04798,0,0
g04799,1403,1415
g04800,51,50
g04801,236,234
g04802,9,5
g04803,875,750
g04804,50,40
g04805,0,0
g04806,1148,1162
g04807,27,15
g04808,0,0
g04809,1,0
g04810,304,311
g04811,18,26
g04812,4,9
g04813,1351,1282
g04814,465,404
g04815,1,4
g04816,742,753
g04817,141,140
g04818,0,0
g04819,400,403
g04820,8,10
g04821,17,22
g04822,1,0
g04823,45,25
g04824,852,697
g04825,15,14
g04826,34,39
g04827,765,688
g04828,21,41
g04829,0,1
g04830,199,218
g04831,367,369
g04832,43,52
g04833,129,144
g04834,125,73
g04835,3,2
g04836,937,983
g04837,162,157
g04838,393,388
g04839,116,138
g04840,3,0
g04841,1,0
g04842,0,0
g04843,0,0
g04844,0,0
g04845,150,137
g04846,789,753
g04847,715,713
g04848,73,85
g04849,1966,2215
g04850,202,166
g04851,6709,6860
g04852,332,402
g04853,1191,1135
g04854,152,117
g04855,0,2
g04856,36,44
g04857,2159,2144
g04858,0,0
g04859,661,676
g04860,76,95
g04861,2,1
g04862,834,882
g04863,0,0
g04864,1,0
g04865,737,698
g04866,68,45
g04867,279,266
g04868,937,903
g04869,1658,1829
g04870,971,842
g04871,73,63
g04872,3,8
g04873,52,58
g04874,0,0
g04875,0,0
g04876,30,40
g04877,0,0
g04878,0,0
g04879,81,84
g04880,13,12
g04881,138,159
g04882,200,170
g04883,882,967
g04884,511,530
g04885,2,2
g04886,5,5
g04887,1549,1688
g04888,491,436
g04889,0,0
g04890,183,193
g04891,1,0
g04892,1,1
g04893,0,0
g04894,0,0
g04895,0,0
g04896,2,0
g04897,0,2
g04898,456,472
g04899,94,110
g04900,1,0
g04901,1,0
g04902,1,0
g04903,1,0
g04904,0,0
g04905,0,0
g04906,13,14
g04907,589,551
g04908,132,116
g04909,1871,1889
g04910,74,69
g04911,304,303
g04912,1291,1130
g04913,0,0
g04914,923,951
g04915,181,205
g04916,0,0
g04917,0,1
g04918,18,20
g04919,0,0
g04920,0,0
g04921,19,18
g04922,289,313
g04923,737,727
g04924,685,739
g04925,659,708
g04926,413,380
g04927,561,485
g04928,0,0
g04929,0,0
g04930,21,22
g04931,2,0
g04932,11,8
g04933,30,30
g04934,279,266
g04935,655,666
g04936,286,282
g04937,220,213
g04938,258,229
g04939,100,120
g04940,629,618
g04941,1090,975
g04942,3045,3019
g04943,3,0
g04944,112,95
g04945,603,628
g04946,279,278
g04947,61,57
g04948,25,38
g04949,0,0
g04950,110,112
g04951,1209,1248
g04952,81,86
g04953,59,64
g04954,5,6
g04955,437,483
g04956,2689,2336
g04957,93,84
g04958,54,38
g04959,1149,1184
g04960,2,1
g04961,50,58
g04962,620,648
g04963,196,206
g04964,1118,1015
g04965,661,571
g04966,167,148
g04967,84,76
g04968,605,616
g04969,2,1
g04970,116,116
g04971,463,404
g04972,166,214
g04973,0,0
g04974,0,0
g04975,1859,1713
g04976,21,33
g04977,158,176
g04978,315,331
g04979,6,3
g04980,13,15
g04981,4,1
g04982,225,260
g04983,355,364
g04984,985,1131
g04985,424,466
g04986,14,20
g04987,0,1
g04988,144,186
g04989,101,110
g04990,304,358
g04991,156,136
g04992,128,142
g04993,0,2
g04994,144,128
g04995,2,1
g04996,787,782
g04997,0,3
g04998,2494,2351
g04999,53,36
g05000,1,6
g05001,165,149
g05002,8,8
g05003,0,0
g05004,8,11
g05005,9,10
g05006,2,7
g05007,782,822
g05008,2,0
g05009,509,475
g05010,61,76
g05011,16,18
g05012,2915,2854
g05013,3553,3525
g05014,19,7
g05015,4,4
g05016,2,1
g05017,925,818
g05018,31,29
g05019,96,100
g05020,622,565
g05021,6,6
g05022,170,219
g05023,21,20
g05024,2,6
g05025,2,0
g05026,481,526
g05027,4,3
g05028,545,788
g05029,113,113
g05030,1,1
g05031,274,293
g05032,304,306
g05033,552,540
g05034,222,216
g05035,1,0
g05036,452,494
g05037,2,0
g05038,496,568
g05039,665,683
g05040,708,706
g05041,180,168
g05042,616,522
g05043,138,147
g05044,195,212
g05045,67,59
g05046,553,473
g05047,383,344
g05048,502,397
g05049,440,471
g05050,105,86
g05051,2082,1698
g05052,151,167
g05053,799,758
g05054,653,672
g05055,1,4
g05056,334,352
g05057,3,8
g05058,588,722
g05059,21,13
g05060,560,473
g05061,0,1
g05062,3,3
g05063,4,4
g05064,1126,1042
g05065,0,0
g05066,5,4
g05067,2151,2055
g05068,25,19
g05069,119,142
g05070,1,1
g05071,82,130
g05072,8,8
g05073,36,33
g05074,38,31
g05075,226,238
g05076,33,26
g05077,583,576
g05078,6,8
g05079,266,240
g05080,61,86
g05081,160,199
g05082,578,610
g05083,1326,1443
g05084,1812,1569
g05085,6,12
g05086,0,0
g05087,2,1
g05088,26,27
g05089,473,414
g05090,496,500
g05091,2565,2283
g05092,1582,1378
g05093,393,419
g05094,485,442
g05095,189,187
g05096,90,109
g05097,220,201
g05098,1,5
g05099,0,0
g05100,1,2
g05101,39,28
g05102,158,161
g05103,13,18
g05104,808,938
g05105,50,40
g05106,320,387
g05107,611,556
g05108,38,32
g05109,268,238
g05110,414,401
g05111,41,61
g05112,92,100
g05113,381,426
g05114,41,50
g05115,69,38
g05116,3,4
g05117,123,158
g05118,0,0
g05119,0,0
g05120,1622,1569
g05121,192,180
g05122,427,526
g05123,44,42
g05124,611,607
g05125,141,131
g05126,821,826
g05127,31,34
g05128,47,70
g05129,2001,1695
g05130,10,16
g05131,32,30
g05132,493,555
g05133,292,292
g05134,66,81
g05135,34,44
g05136,1028,1093
g05137,173,157
g05138,640,573
g05139,503,487
g05140,172,235
g05141,28,30
g05142,165,169
g05143,323,246
g05144,451,377
g05145,824,1014
g05146,103,103
g05147,211,238
g05148,2,2
g05149,344,380
g05150,13,14
g05151,634,827
g05152,170,176
g05153,1,1
g05154,374,373
g05155,629,551
g05156,1,0
g05157,1,4
g05158,4,3
g05159,369,444
g05160,355,322
g05161,389,320
g05162,4,9
g05163,8,1
g05164,480,446
g05165,1021,939
g05166,17,7
g05167,805,838
g05168,408,395
g05169,6,4
g05170,126,150
g05171,199,219
g05172,976,911
g05173,0,0
g05174,0,0
g05175,0,0
g05176,0,0
g05177,0,1
g05178,0,0
g05179,0,0
g05180,0,0
g05181,0,0
g05182,1,0
g05183,0,0
g05184,0,0
g05185,0,0
g05186,0,0
g05187,0,1
g05188,0,0
g05189,0,0
g05190,0,0
g05191,0,0
g05192,0,0
g05193,0,0
g05194,0,0
g05195,0,0
g05196,0,0
g05197,0,0
g05198,149,151
g05199,5,5
g05200,22,28
g05201,130,127
g05202,218,192
g05203,94,108
g05204,11,12
g05205,511,525
g05206,605,663
g05207,46,39
g05208,1594,1655
g05209,824,1017
g05210,58,89
g05211,0,0
g05212,157,176
g05213,233,216
g05214,1,1
g05215,60,58
g05216,569,556
g05217,1584,1521
g05218,452,382
g05219,191,142
g05220,3,2
g05221,694,728
g05222,42,41
g05223,7,5
g05224,1,1
g05225,74,53
g05226,151,121
g05227,21,23
g05228,1149,1055
g05229,347,317
g05230,4,4
g05231,6644,6056
g05232,241,211
g05233,8,5
g05234,256,263
g05235,158,140
g05236,11,6
g05237,54,50
g05238,1,0
g05239,13,12
g05240,468,530
g05241,36,50
g05242,1,0
g05243,1118,1128
g05244,312,354
g05245,0,0
g05246,0,1
g05247,30,27
g05248,474,589
g05249,1263,1234
g05250,110,97
g05251,535,460
g05252,400,423
g05253,756,736
g05254,6,5
g05255,149,165
g05256,880,1042
g05257,653,718
g05258,178,100
g05259,159,151
g05260,3,2
g05261,0,0
g05262,216,211
g05263,175,175
g05264,90,113
g05265,83,78
g05266,786,788
g05267,1108,1098
g05268,0,0
g05269,29,22
g05270,3,1
g05271,1,1
g05272,725,869
g05273,342,356
g05274,964,844
g05275,149,103
g05276,18,28
g05277,0,0
g05278,28,36
g05279,1,0
g05280,0,1
g05281,0,0
g05282,1,0
g05283,0,1
g05284,0,0
g05285,0,0
g05286,0,0
g05287,1,0
g05288,0,0
g05289,16,10
g05290,2710,2515
g05291,1,0
g05292,0,0
g05293,0,1
g05294,7,11
g05295,20,26
g05296,11,9
g05297,5,4
g05298,263,245
g05299,61,53
g05300,4,6
g05301,0,0
g05302,0,0
g05303,0,0
g05304,31,34
g05305,0,0
g05306,1,0
g05307,1297,1223
g05308,3,5
g05309,289,321
g05310,427,452
g05311,25,16
g05312,906,1064
g05313,132,188
g05314,379,454
g05315,373,448
g05316,0,0
g05317,1,0
g05318,0,0
g05319,0,1
g05320,0,0
g05321,0,0
g05322,1,0
g05323,1,0
g05324,154,166
g05325,106,108
g05326,2,1
g05327,1167,1192
g05328,254,171
g05329,1,5
g05330,2563,2360
g05331,1,0
g05332,442,418
g05333,0,0
g05334,0,1
g05335,1,1
g05336,0,0
g05337,2187,2051
g05338,29,28
g05339,684,749
g05340,168,197
g05341,112,105
g05342,12,13
g05343,22,42
g05344,20,16
g05345,817,904
g05346,113,90
g05347,433,397
g05348,0,0
g05349,193,143
g05350,522,600
g05351,38,33
g05352,45,44
g05353,0,0
g05354,51,67
g05355,551,536
g05356,74,65
g05357,103,137
g05358,0,0
g05359,1184,1193
g05360,0,0
g05361,0,0
g05362,0,0
g05363,0,0
g05364,0,0
g05365,0,0
g05366,0,0
g05367,0,0
g05368,0,0
g05369,1,0
g05370,0,0
g05371,1,0
g05372,0,0
g05373,0,0
g05374,0,0
g05375,0,0
g05376,0,0
g05377,0,0
g05378,1,0
g05379,0,0
g05380,0,0
g05381,0,0
g05382,0,0
g05383,0,0
g05384,0,0
g05385,0,0
g05386,0,0
g05387,0,0
g05388,0,0
g05389,6,13
g05390,6,5
g05391,10,7
g05392,20,8
g05393,30,31
g05394,40,42
g05395,22,24
g05396,4,10
g05397,11,14
g05398,41,51
g05399,47,58
g05400,18,17
g05401,15,16
g05402,5,3
g05403,15,15
g05404,12,21
g05405,14,17
g05406,3,17
g05407,5,7
g05408,18,23
g05409,7,14
g05410,20,23
g05411,13,10
g05412,34,31
g05413,19,22
g05414,18,30
g05415,90,79
g05416,36,28
g05417,1279,1354
g05418,51,48
g05419,2,3
g05420,7,8
g05421,28,37
g05422,11,24
g05423,14,21
g05424,23,36
g05425,20,20
g05426,46,30
g05427,10,24
g05428,0,0
g05429,2,4
g05430,0,0
g05431,4,8
g05432,0,0
g05433,1672,1611
g05434,56,87
g05435,8,5
g05436,9245,10363
g05437,8,14
g05438,24,31
g05439,632,604
g05440,331,322
g05441,41,21
g05442,3,1
g05443,169,203
g05444,11,14
g05445,315,310
g05446,352,310
g05447,188,213
g05448,2,1
g05449,751,680
g05450,572,548
g05451,12,4
g05452,0,1
g05453,1555,1563
g05454,2,4
g05455,34,33
g05456,44,49
g05457,73,59
g05458,1660,1625
g05459,10,10
g05460,23,11
g05461,1446,1498
g05462,636,585
g05463,167,166
g05464,441,394
g05465,213,187
g05466,1349,1376
g05467,268,273
g05468,340,362
g05469,537,499
g05470,15,17
g05471,441,482
g05472,1,2
g05473,0,0
g05474,144,126
g05475,0,0
g05476,1,4
g05477,1325,1249
g05478,0,0
g05479,1,1
g05480,5,6
g05481,1,2
g05482,293,277
g05483,251,281
g05484,338,335
g05485,2248,2348
g05486,57,44
g05487,1507,1584
g05488,162,167
g05489,596,653
g05490,367,414
g05491,25,29
g05492,748,689
g05493,0,3
g05494,914,1076
g05495,168,182
g05496,520,600
g05497,340,312
g05498,1059,1048
g05499,4,7
g05500,550,620
g05501,186,215
g05502,588,543
g05503,1422,1453
g05504,191,165
g05505,77,71
g05506,1,1
g05507,1,0
g05508,0,0
g05509,0,0
g05510,0,0
g05511,0,0
g05512,1,1
g05513,12,16
g05514,0,0
g05515,0,0
g05516,0,0
g05517,0,0
g05518,0,0
g05519,0,0
g05520,0,0
g05521,0,0
g05522,0,0
g05523,0,0
g05524,0,0
g05525,0,0
g05526,0,0
g05527,1,0
g05528,0,0
g05529,0,0
g05530,0,0
g05531,0,0
g05532,0,0
g05533,0,0
g05534,0,0
g05535,0,0
g05536,1,1
g05537,0,0
g05538,0,0
g05539,0,0
g05540,0,0
g05541,0,0
g05542,0,0
g05543,0,0
g05544,0,0
g05545,0,0
g05546,0,0
g05547,0,0
g05548,0,0
g05549,0,0
g05550,1,0
g05551,0,0
g05552,0,0
g05553,0,0
g05554,0,0
g05555,0,0
g05556,0,0
g05557,0,0
g05558,0,0
g05559,0,0
g05560,0,0
g05561,0,0
g05562,0,0
g05563,0,0
g05564,0,0
g05565,0,0
g05566,0,0
g05567,0,0
g05568,0,0
g05569,0,0
g05570,0,0
g05571,0,0
g05572,0,0
g05573,0,0
g05574,0,0
g05575,0,0
g05576,0,0
g05577,0,0
g05578,0,0
g05579,0,0
g05580,0,0
g05581,0,0
g05582,0,0
g05583,0,0
g05584,0,0
g05585,0,0
g05586,0,0
g05587,0,0
g05588,0,0
g05589,0,0
g05590,0,0
g05591,0,0
g05592,0,0
g05593,0,0
g05594,0,0
g05595,0,0
g05596,0,0
g05597,0,0
g05598,0,0
g05599,0,0
g05600,0,0
g05601,0,0
g05602,0,0
g05603,0,1
g05604,0,0
g05605,0,0
g05606,0,0
g05607,0,0
g05608,0,0
g05609,0,0
g05610,0,0
g05611,0,0
g05612,0,0
g05613,0,0
g05614,0,0
g05615,0,0
g05616,0,0
g05617,0,0
g05618,0,1
g05619,0,0
g05620,0,0
g05621,0,0
g05622,0,0
g05623,0,0
g05624,0,0
g05625,0,0
g05626,0,0
g05627,0,0
g05628,0,0
g05629,0,0
g05630,0,0
g05631,0,0
g05632,0,0
g05633,0,0
g05634,0,0
g05635,0,0
g05636,0,0
g05637,0,0
g05638,0,0
g05639,0,0
g05640,0,0
g05641,0,0
g05642,0,0
g05643,0,0
g05644,0,0
g05645,0,0
g05646,0,0
g05647,0,0
g05648,0,0
g05649,0,0
g05650,0,0
g05651,0,0
g05652,357,387
g05653,61,62
g05654,306,277
g05655,1436,1451
g05656,63,65
g05657,113,75
g05658,932,874
g05659,20,15
g05660,0,1
g05661,0,0
g05662,0,0
g05663,0,0
g05664,337,328
g05665,444,398
g05666,148,116
g05667,246,239
g05668,0,0
g05669,0,0
g05670,0,0
g05671,95,99
g05672,313,258
g05673,1,0
g05674,1,0
g05675,0,0
g05676,6,5
g05677,0,1
g05678,3429,3288
g05679,1182,1131
g05680,183,154
g05681,5837,4884
g05682,20637,17601
g05683,44,31
g05684,1900,1733
g05685,0,0
g05686,0,0
g05687,47,145
g05688,21,104
g05689,5,6
g05690,4,6
g05691,3,1
g05692,0,0
g05693,0,0
g05694,0,0
g05695,0,2
g05696,212,243
g05697,1,0
g05698,0,1
g05699,1768,1924
g05700,1194,1141
g05701,936,841
g05702,0,1
g05703,21,16
g05704,390,366
g05705,18,24
g05706,0,0
g05707,2,1
g05708,664,613
g05709,1742,1739
g05710,0,1
g05711,1228,1223
g05712,1780,1659
g05713,8,15
g05714,0,0
g05715,62,103
g05716,184,174
g05717,461,533
g05718,4,1
g05719,7790,8405
g05720,0,0
g05721,859,670
g05722,573,531
g05723,447,391
g05724,54,46
g05725,94,87
g05726,9,22
g05727,0,0
g05728,0,0
g05729,0,0
g05730,0,0
g05731,46,62
g05732,6552,8851
g05733,1899,1874
g05734,525,390
g05735,673,685
g05736,452,420
g05737,260,298
g05738,865,873
g05739,11,16
g05740,2,3
g05741,222,171
g05742,823,745
g05743,169,156
g05744,2,8
g05745,1,0
g05746,989,837
g05747,0,0
g05748,0,0
g05749,65,67
g05750,6,12
g05751,147,134
g05752,1958,1980
g05753,6,4
g05754,744,736
g05755,148,162
g05756,0,0
g05757,2,1
g05758,910,928
g05759,36,25
g05760,0,0
g05761,0,0
g05762,0,0
g05763,2,0
g05764,0,0
g05765,0,0
g05766,0,0
g05767,0,0
g05768,0,0
g05769,0,0
g05770,0,0
g05771,0,0
g05772,0,0
g05773,0,0
g05774,0,1
g05775,143,175
g05776,185,211
g05777,99,79
g05778,0,0
g05779,175,173
g05780,27,29
g05781,1,0
g05782,831,696
g05783,1,0
g05784,55,61
g05785,0,0
g05786,0,0
g05787,0,0
g05788,778,831
g05789,219,250
g05790,0,0
g05791,0,0
g05792,0,0
g05793,177,177
g05794,492,490
g05795,43,42
g05796,922,935
g05797,26,36
g05798,9,6
g05799,24,26
g05800,4,2
g05801,743,809
g05802,0,0
g05803,0,0
g05804,1,0
g05805,0,0
g05806,0,0
g05807,1,0
g05808,0,0
g05809,0,0
g05810,453,443
g05811,1040,1051
g05812,65,48
g05813,874,802
g05814,1123,875
g05815,1469,1186
g05816,3401,2690
g05817,727,610
g05818,3198,2725
g05819,352,281
g05820,268,252
g05821,32,43
g05822,0,0
g05823,0,0
g05824,147,73
g05825,10,16
g05826,0,0
g05827,0,0
g05828,1,1
g05829,60,41
g05830,1,5
g05831,8,5
g05832,2,1
g05833,307,329
g05834,706,627
g05835,159,140
g05836,155,166
g05837,931,782
g05838,0,0
g05839,0,0
g05840,0,1
g05841,0,0
g05842,0,0
g05843,0,0
g05844,0,1
g05845,0,0
g05846,0,0
g05847,0,0
g05848,0,0
g05849,0,0
g05850,0,0
g05851,0,0
g05852,0,0
g05853,0,0
g05854,0,0
g05855,0,0
g05856,0,0
g05857,1,0
g05858,0,0
g05859,0,0
g05860,0,0
g05861,0,1
g05862,0,0
g05863,0,0
g05864,0,0
g05865,0,0
g05866,0,0
g05867,0,0
g05868,0,0
g05869,0,0
g05870,0,0
g05871,0,0
g05872,0,0
g05873,0,0
g05874,0,1
g05875,408,466
g05876,210,198
g05877,12,6
g05878,6,9
g05879,6,1
g05880,6,3
g05881,1437,1313
g05882,2516,2142
g05883,1437,1313
g05884,973,730
g05885,670,593
g05886,1407,1343
g05887,3809,3242
g05888,2809,2495
g05889,2217,1846
g05890,481,403
g05891,1395,1299
g05892,455,354
g05893,9,24
g05894,613,453
g05895,7530,6234
g05896,541,496
g05897,5481,4578
g05898,306,348
g05899,352,373
g05900,17,14
g05901,2830,2562
g05902,74,105
g05903,3673,3585
g05904,2012,1670
g05905,4,2
g05906,2428,2461
g05907,1600,1452
g05908,909,768
g05909,1442,1078
g05910,1967,1656
g05911,1315,1085
g05912,3600,3147
g05913,1,0
g05914,0,0
g05915,0,0
g05916,1,0
g05917,0,1
g05918,1,1
g05919,2,3
g05920,2,2
g05921,426,504
g05922,64,117
g05923,1,2
g05924,7,5
g05925,341,313
g05926,37,28
g05927,2,0
g05928,165,148
g05929,914,934
g05930,202,212
g05931,266,287
g05932,2,1
g05933,43,40
g05934,331,305
g05935,1397,1258
g05936,203,152
g05937,2,0
g05938,1,9
g05939,0,0
g05940,0,0
g05941,0,0
g05942,1,0
g05943,0,0
g05944,0,0
g05945,0,0
g05946,0,0
g05947,0,0
g05948,1,0
g05949,0,0
g05950,0,0
g05951,0,0
g05952,0,0
g05953,0,1
g05954,0,2
g05955,0,0
g05956,0,0
g05957,0,0
g05958,0,0
g05959,0,0
g05960,0,0
g05961,0,0
g05962,0,0
g05963,0,0
g05964,0,0
g05965,0,1
g05966,193,201
g05967,1459,1573
g05968,3,0
g05969,316,304
g05970,309,312
g05971,196,184
g05972,395,352
g05973,1085,1134
g05974,0,0
g05975,629,566
g05976,43,83
g05977,647,612
g05978,63,78
g05979,8,17
g05980,0,0
g05981,15,11
g05982,0,0
g05983,0,0
g05984,2,7
g05985,60,73
g05986,97,87
g05987,0,0
g05988,147,154
g05989,512,507
g05990,282,274
g05991,1185,1118
g05992,2,0
g05993,26,19
g05994,28,48
g05995,10,15
g05996,3,4
g05997,21,16
g05998,0,0
g05999,0,0
g06000,0,0
g06001,0,0
g06002,2,1
g06003,1,0
g06004,1,0
g06005,0,0
g06006,82,88
g06007,848,1054
g06008,7,11
g06009,191,193
g06010,542,541
g06011,159,150
g06012,950,801
g06013,2,5
g06014,411,422
g06015,116,138
g06016,140,131
g06017,828,836
g06018,375,373
g06019,0,0
g06020,1760,1692
g06021,3,6
g06022,2,0
g06023,2,0
g06024,535,566
g06025,0,0
g06026,925,944
g06027,420,520
g06028,80,80
g06029,5,6
g06030,128,110
g06031,4,1
g06032,338,334
g06033,345,308
g06034,2018,2119
g06035,41,34
g06036,6,7
g06037,968,896
g06038,2751,2512
g06039,711,613
g06040,24,13
g06041,552,534
g06042,31010,31727
g06043,301,341
g06044,23,32
g06045,3412,3434
g06046,203,181
g06047,196,220
g06048,167,140
g06049,1,5
g06050,1,3
g06051,293,221
g06052,227,223
g06053,0,1
g06054,14,10
g06055,423,373
g06056,496,405
g06057,4,2
g06058,0,1
g06059,1,0
g06060,8,8
g06061,366,395
g06062,1073,991
g06063,604,535
g06064,14,5
g06065,445,373
g06066,2,0
g06067,659,617
g06068,80,80
g06069,104,101
g06070,162,161
g06071,173,198
g06072,94,83
g06073,409,431
g06074,542,579
g06075,256,242
g06076,9,3
g06077,0,0
g06078,17,44
g06079,0,0
g06080,3,0
g06081,0,0
g06082,856,834
g06083,236,236
g06084,840,803
g06085,488,494
g06086,753,823
g06087,19,21
g06088,2,0
g06089,3,5
g06090,443,532
g06091,927,1010
g06092,396,447
g06093,1482,1485
g06094,1212,1294
g06095,0,0
g06096,52,38
g06097,74,71
g06098,516,540
g06099,1541,1410
g06100,320,329
g06101,9,5
g06102,1,0
g06103,0,0
g06104,83,71
g06105,338,369
g06106,3,0
g06107,307,301
g06108,4,4
g06109,0,3
g06110,2,4
g06111,0,0
g06112,225,200
g06113,1,0
g06114,683,696
g06115,3123,3268
g06116,115,122
g06117,327,318
g06118,208,191
g06119,250,223
g06120,6,7
g06121,30,29
g06122,1816,1884
g06123,281,236
g06124,81,62
g06125,123,142
g06126,1945,2322
g06127,16,31
g06128,902,1315
g06129,333,337
g06130,1510,1427
g06131,0,0
g06132,2,2
g06133,0,0
g06134,1,0
g06135,0,0
g06136,0,0
