,wt_E17.5_f5,wt_E17.5_f4
g19749,6,3
g19750,4,5
g19751,752,621
g19752,0,0
g19753,0,2
g19754,47,57
g19755,66,64
g19756,8,3
g19757,0,0
g19758,0,0
g19759,0,0
g19760,0,0
g19761,0,0
g19762,0,0
g19763,1,0
g19764,1,1
g19765,2,0
g19766,8,18
g19767,1,1
g19768,0,0
g19769,0,0
g19770,219,245
g19771,332,309
g19772,0,1
g19773,116,71
g19774,4,3
g19775,187,163
g19776,1913,1783
g19777,4,2
g19778,10,5
g19779,6,2
g19780,70,70
g19781,239,288
g19782,235,230
g19783,678,659
g19784,28,28
g19785,0,1
g19786,76,66
g19787,2,7
g19788,1,0
g19789,126,119
g19790,280,244
g19791,950,1023
g19792,484,477
g19793,220,202
g19794,454,466
g19795,33,35
g19796,8,9
g19797,997,1081
g19798,1,2
g19799,166,163
g19800,720,726
g19801,105,102
g19802,1261,1346
g19803,48,46
g19804,215,221
g19805,71,53
g19806,158,93
g19807,2,3
g19808,3,0
g19809,1,0
g19810,3,3
g19811,22,18
g19812,7,3
g19813,274,272
g19814,8,3
g19815,8,8
g19816,398,376
g19817,0,0
g19818,374,370
g19819,524,469
g19820,2017,2140
g19821,421,490
g19822,0,0
g19823,1066,1076
g19824,1396,1161
g19825,2,0
g19826,2,3
g19827,366,346
g19828,0,0
g19829,132,131
g19830,454,591
g19831,20,14
g19832,1,0
g19833,362,353
g19834,76,88
g19835,2226,2022
g19836,19,19
g19837,0,0
g19838,549,499
g19839,0,0
g19840,0,0
g19841,0,0
g19842,0,0
g19843,0,0
g19844,0,0
g19845,8,5
g19846,1,0
g19847,24,19
g19848,9,14
g19849,212,215
g19850,1910,1755
g19851,14,8
g19852,0,0
g19853,10,23
g19854,251,258
g19855,259,251
g19856,80,83
g19857,9,6
g19858,1756,1793
g19859,1230,1077
g19860,210,161
g19861,18,26
g19862,846,815
g19863,72,75
g19864,28738,24870
g19865,731,790
g19866,350,337
g19867,251,228
g19868,783,808
g19869,32,42
g19870,1228,1238
g19871,254,234
g19872,881,921
g19873,11,10
g19874,1015,1073
g19875,0,1
g19876,0,1
g19877,5,5
g19878,1,0
g19879,205,168
g19880,107,86
g19881,127,108
g19882,0,1
g19883,0,1
g19884,0,0
g19885,50,50
g19886,1,1
g19887,4,3
g19888,485,465
g19889,425,366
g19890,5252,5161
g19891,2938,2608
g19892,136,144
g19893,152,168
g19894,29,40
g19895,238,229
g19896,2532,2106
g19897,256,270
g19898,0,0
g19899,287,304
g19900,146,143
g19901,3014,2741
g19902,44,44
g19903,470,553
g19904,221,276
g19905,558,660
g19906,215,228
g19907,169,162
g19908,1143,1046
g19909,404,406
g19910,0,0
g19911,1,1
g19912,0,0
g19913,1440,1474
g19914,145,157
g19915,142,118
g19916,0,0
g19917,0,0
g19918,1,1
g19919,0,0
g19920,0,0
g19921,0,0
g19922,0,0
g19923,0,0
g19924,0,0
g19925,0,0
g19926,0,0
g19927,0,0
g19928,0,0
g19929,0,0
g19930,2,0
g19931,0,0
g19932,9,4
g19933,0,0
g19934,4,7
g19935,467,470
g19936,5,12
g19937,78,109
g19938,20,26
g19939,135,158
g19940,6,13
g19941,133,121
g19942,536,584
g19943,0,0
g19944,789,838
g19945,234,267
g19946,3117,3819
g19947,118,130
g19948,0,0
g19949,16,9
g19950,146,145
g19951,1139,1194
g19952,517,528
g19953,321,347
g19954,288,291
g19955,1,3
g19956,926,930
g19957,67,87
g19958,176,176
g19959,3,3
g19960,601,539
g19961,1317,1359
g19962,791,815
g19963,890,990
g19964,0,1
g19965,0,0
g19966,185,262
g19967,1663,1635
g19968,109,106
g19969,8,9
g19970,3,2
g19971,823,819
g19972,105,83
g19973,4711,4486
g19974,9,8
g19975,65,64
g19976,1,0
g19977,189,158
g19978,39,41
g19979,1,3
g19980,0,2
g19981,1,0
g19982,480,526
g19983,1422,1343
g19984,922,898
g19985,570,548
g19986,491,568
g19987,548,496
g19988,344,411
g19989,0,0
g19990,841,802
g19991,23,35
g19992,147,137
g19993,63,68
g19994,0,0
g19995,139,124
g19996,0,0
g19997,128,132
g19998,200,188
g19999,16,18
g20000,226,223
g20001,1387,1558
g20002,0,0
g20003,38,56
g20004,759,797
g20005,17,12
g20006,0,0
g20007,403,306
g20008,17,13
g20009,426,486
g20010,716,766
g20011,737,694
g20012,61,39
g20013,251,245
g20014,2,8
g20015,789,725
g20016,3,8
g20017,46,32
g20018,642,538
g20019,1376,1240
g20020,713,675
g20021,870,821
g20022,60,87
g20023,0,2
g20024,2,7
g20025,0,0
g20026,1006,998
g20027,42,43
g20028,15,13
g20029,644,797
g20030,64,49
g20031,293,234
g20032,397,313
g20033,376,378
g20034,144,124
g20035,2848,2760
g20036,24,25
g20037,366,353
g20038,3,0
g20039,610,547
g20040,82,101
g20041,515,553
g20042,196,165
g20043,1524,1416
g20044,582,540
g20045,78,86
g20046,15,4
g20047,262,239
g20048,97,82
g20049,691,580
g20050,251,273
g20051,8,25
g20052,573,586
g20053,247,235
g20054,5,5
g20055,1226,1136
g20056,354,345
g20057,140,99
g20058,532,566
g20059,17,7
g20060,1388,1234
g20061,493,459
g20062,13,5
g20063,3,3
g20064,1,8
g20065,6,8
g20066,467,439
g20067,51,71
g20068,436,467
g20069,81,58
g20070,148,133
g20071,0,0
g20072,55,51
g20073,16,14
g20074,349,282
g20075,158,129
g20076,4,2
g20077,437,424
g20078,1894,1816
g20079,955,961
g20080,1050,1034
g20081,2787,3012
g20082,11,11
g20083,8,12
g20084,145,134
g20085,386,358
g20086,27,19
g20087,3,0
g20088,1384,1516
g20089,640,573
g20090,1,3
g20091,0,0
g20092,1259,1154
g20093,56,56
g20094,965,1061
g20095,21,32
g20096,3,9
g20097,0,0
g20098,0,0
g20099,0,0
g20100,0,0
g20101,0,0
g20102,345,324
g20103,204,177
g20104,289,369
g20105,54,68
g20106,959,812
g20107,0,0
g20108,1,0
g20109,0,0
g20110,0,0
g20111,222,247
g20112,45,48
g20113,599,571
g20114,14,19
g20115,8,22
g20116,470,525
g20117,29,51
g20118,0,0
g20119,1125,1044
g20120,94,79
g20121,75,78
g20122,615,573
g20123,356,370
g20124,352,353
g20125,8,10
g20126,141,158
g20127,62,79
g20128,4,7
g20129,10,7
g20130,1825,1739
g20131,39,43
g20132,503,499
g20133,857,808
g20134,9,9
g20135,191,218
g20136,4388,4434
g20137,2,0
g20138,78,57
g20139,237,230
g20140,1801,1948
g20141,269,242
g20142,10,9
g20143,154,158
g20144,0,1
g20145,394,419
g20146,16,19
g20147,1076,1045
g20148,865,867
g20149,80,72
g20150,269,284
g20151,198,209
g20152,210,230
g20153,947,848
g20154,17,16
g20155,3,3
g20156,36,58
g20157,2,0
g20158,28,23
g20159,6,10
g20160,0,0
g20161,0,0
g20162,1,0
g20163,0,1
g20164,0,0
g20165,0,0
g20166,818,814
g20167,288,283
g20168,0,1
g20169,14,13
g20170,0,0
g20171,318,995
g20172,2,1
g20173,25,19
g20174,6,2
g20175,0,0
g20176,0,2
g20177,1,1
g20178,0,0
g20179,131,154
g20180,297,294
g20181,137,166
g20182,363,344
g20183,42,41
g20184,72,68
g20185,16,13
g20186,0,0
g20187,1,2
g20188,34,36
g20189,0,0
g20190,13,17
g20191,4,7
g20192,2,2
g20193,0,0
g20194,0,0
g20195,0,0
g20196,0,0
g20197,0,0
g20198,0,0
g20199,0,0
g20200,0,0
g20201,0,0
g20202,219,212
g20203,0,0
g20204,459,536
g20205,16,27
g20206,3,18
g20207,38,62
g20208,163,189
g20209,1,0
g20210,0,0
g20211,574,549
g20212,750,714
g20213,1401,1365
g20214,0,0
g20215,0,0
g20216,263,294
g20217,882,966
g20218,3,3
g20219,314,361
g20220,96,159
g20221,8,5
g20222,75,90
g20223,6189,6084
g20224,1523,1423
g20225,821,675
g20226,49,44
g20227,973,1042
g20228,132,119
g20229,13,14
g20230,12,19
g20231,2008,1884
g20232,22,18
g20233,2297,2187
g20234,1166,991
g20235,28,24
g20236,491,440
g20237,763,773
g20238,81,71
g20239,77,45
g20240,3732,4152
g20241,707,709
g20242,520,578
g20243,457,492
g20244,2080,1782
g20245,325,442
g20246,264,266
g20247,2,3
g20248,89,81
g20249,57,47
g20250,6,11
g20251,15,13
g20252,0,0
g20253,4,1
g20254,607,628
g20255,223,196
g20256,1055,912
g20257,119,123
g20258,1539,1543
g20259,316,478
g20260,5,2
g20261,51,44
g20262,1,0
g20263,73,75
g20264,74,67
g20265,136,148
g20266,0,0
g20267,990,915
g20268,4,9
g20269,0,3
g20270,223,204
g20271,189,202
g20272,13,18
g20273,4,6
g20274,105,86
g20275,192,222
g20276,3308,3281
g20277,13,16
g20278,213,230
g20279,15,14
g20280,6,7
g20281,0,0
g20282,593,644
g20283,2152,2150
g20284,69,68
g20285,266,262
g20286,236,232
g20287,297,271
g20288,656,589
g20289,23,15
g20290,84,84
g20291,205,262
g20292,2413,2418
g20293,20,15
g20294,13,11
g20295,0,1
g20296,3,0
g20297,1,0
g20298,0,0
g20299,0,0
g20300,1,1
g20301,4,8
g20302,4,0
g20303,1,1
g20304,287,215
g20305,30,26
g20306,25,22
g20307,6,7
g20308,1,1
g20309,587,661
g20310,17,17
g20311,20,11
g20312,1,0
g20313,4,5
g20314,2,3
g20315,0,2
g20316,9,6
g20317,29,37
g20318,6,5
g20319,0,1
g20320,2,0
g20321,18,24
g20322,604,710
g20323,221,267
g20324,0,0
g20325,1,1
g20326,3,0
g20327,1,0
g20328,0,0
g20329,1,0
g20330,0,0
g20331,0,1
g20332,1,1
g20333,0,0
g20334,0,0
g20335,0,0
g20336,0,0
g20337,0,0
g20338,1,1
g20339,0,0
g20340,0,0
g20341,0,0
g20342,0,0
g20343,0,0
g20344,0,0
g20345,0,0
g20346,0,0
g20347,0,0
g20348,0,0
g20349,0,0
g20350,0,0
g20351,0,0
g20352,12,5
g20353,52,63
g20354,10,15
g20355,5197,5459
g20356,0,0
g20357,0,1
g20358,0,0
g20359,0,0
g20360,0,0
g20361,0,0
g20362,0,0
g20363,0,0
g20364,0,0
g20365,0,0
g20366,0,0
g20367,0,0
g20368,0,0
g20369,0,0
g20370,0,0
g20371,0,0
g20372,0,0
g20373,0,0
g20374,0,1
g20375,0,0
g20376,0,0
g20377,0,0
g20378,0,0
g20379,0,0
g20380,0,0
g20381,0,1
g20382,0,0
g20383,0,0
g20384,0,0
g20385,0,0
g20386,0,0
g20387,0,0
g20388,0,0
g20389,767,684
g20390,0,0
g20391,0,0
g20392,0,0
g20393,0,0
g20394,0,0
g20395,783,635
g20396,27,25
g20397,2596,2919
g20398,269,312
g20399,50,47
g20400,95,130
g20401,637,611
g20402,105,118
g20403,65,67
g20404,16,22
g20405,575,730
g20406,135,120
g20407,194,236
g20408,505,492
g20409,13,14
g20410,0,0
g20411,107,111
g20412,5,7
g20413,336,316
g20414,41,20
g20415,4,8
g20416,2,3
g20417,4041,4119
g20418,417,475
g20419,3,14
g20420,0,0
g20421,1,0
g20422,954,936
g20423,696,667
g20424,2,3
g20425,1810,1705
g20426,833,834
g20427,528,503
g20428,6,3
g20429,30,27
g20430,100,91
g20431,52,66
g20432,3,2
g20433,1374,969
g20434,0,0
g20435,34,32
g20436,84,86
g20437,260,289
g20438,1385,1225
g20439,253,250
g20440,1,0
g20441,451,455
g20442,14,9
g20443,0,0
g20444,0,1
g20445,9,8
g20446,71,66
g20447,3,0
g20448,0,1
g20449,920,852
g20450,952,1042
g20451,172,198
g20452,38,30
g20453,1,6
g20454,1,1
g20455,73,56
g20456,1,1
g20457,0,0
g20458,1,0
g20459,0,0
g20460,2,0
g20461,0,0
g20462,0,0
g20463,188,189
g20464,366,304
g20465,903,777
g20466,7,1
g20467,1,0
g20468,330,325
g20469,97,99
g20470,294,462
g20471,1232,1308
g20472,64,66
g20473,100,101
g20474,333,351
g20475,0,0
g20476,0,1
g20477,4,5
g20478,376,376
g20479,1033,1059
g20480,1,2
g20481,0,0
g20482,108,97
g20483,7,5
g20484,349,309
g20485,159,101
g20486,4,10
g20487,165,158
g20488,538,464
g20489,17,2
g20490,3,4
g20491,5,13
g20492,0,0
g20493,310,368
g20494,17,37
g20495,581,707
g20496,985,921
g20497,623,582
g20498,928,837
g20499,806,741
g20500,223,231
g20501,3,5
g20502,1,1
g20503,131,125
g20504,52,50
g20505,1,1
g20506,1194,1187
g20507,40,33
g20508,5,14
g20509,243,281
g20510,0,3
g20511,477,470
g20512,1,0
g20513,87,72
g20514,490,469
g20515,0,1
g20516,489,494
g20517,742,687
g20518,24,24
g20519,328,353
g20520,506,411
g20521,0,0
g20522,818,814
g20523,104,142
g20524,21,19
g20525,36,38
g20526,260,304
g20527,48,51
g20528,41,48
g20529,2,5
g20530,720,762
g20531,64,56
g20532,0,0
g20533,0,0
g20534,0,0
g20535,0,0
g20536,0,0
g20537,0,0
g20538,0,0
g20539,0,0
g20540,0,0
g20541,0,0
g20542,0,0
g20543,1,2
g20544,0,0
g20545,0,0
g20546,0,0
g20547,0,0
g20548,15,11
g20549,2,1
g20550,637,584
g20551,188,137
g20552,687,699
g20553,325,314
g20554,4,3
g20555,214,212
g20556,64,86
g20557,507,524
g20558,470,447
g20559,4730,4729
g20560,2165,2216
g20561,39,24
g20562,1,0
g20563,0,1
g20564,0,0
g20565,0,0
g20566,3,4
g20567,3,6
g20568,12,6
g20569,7,8
g20570,92,87
g20571,12,6
g20572,2728,2516
g20573,69,86
g20574,373,438
g20575,1,4
g20576,0,0
g20577,0,0
g20578,0,0
g20579,553,540
g20580,1085,981
g20581,242,242
g20582,897,895
g20583,1830,1767
g20584,4,7
g20585,19,14
g20586,5,9
g20587,1,3
g20588,62,44
g20589,1623,1696
g20590,418,423
g20591,103,102
g20592,38,40
g20593,394,437
g20594,68,64
g20595,0,0
g20596,4,3
g20597,142,135
g20598,7,11
g20599,156,131
g20600,16,14
g20601,146,135
g20602,16,16
g20603,36,47
g20604,133,137
g20605,96,91
g20606,10,13
g20607,66,102
g20608,6,8
g20609,1,1
g20610,138,145
g20611,441,398
g20612,137,109
g20613,376,441
g20614,84,79
g20615,103,76
g20616,93,82
g20617,1163,1114
g20618,1127,1171
g20619,0,0
g20620,3,1
g20621,0,1
g20622,0,0
g20623,1,0
g20624,0,0
g20625,0,0
g20626,3,0
g20627,0,0
g20628,1,0
g20629,0,0
g20630,0,0
g20631,0,0
g20632,0,0
g20633,0,0
g20634,0,0
g20635,2,0
g20636,2,0
g20637,1,0
g20638,254,294
g20639,281,271
g20640,11,9
g20641,0,0
g20642,0,0
g20643,0,0
g20644,130,129
g20645,61,56
g20646,31,49
g20647,108,105
g20648,2,2
g20649,0,0
g20650,0,0
g20651,0,0
g20652,0,0
g20653,1,0
g20654,0,0
g20655,0,0
g20656,0,0
g20657,2087,2341
g20658,12743,12946
g20659,2000,1901
g20660,166,165
g20661,0,1
g20662,36,33
g20663,0,0
g20664,156,152
g20665,9,17
g20666,52,29
g20667,317,292
g20668,23,16
g20669,984,919
g20670,0,0
g20671,0,0
g20672,0,0
g20673,0,0
g20674,0,0
g20675,0,0
g20676,0,0
g20677,2,0
g20678,0,0
g20679,0,0
g20680,0,0
g20681,0,0
g20682,0,0
g20683,0,0
g20684,0,0
g20685,0,0
g20686,0,0
g20687,0,0
g20688,0,0
g20689,0,0
g20690,0,0
g20691,0,0
g20692,0,0
g20693,1,0
g20694,1,0
g20695,0,0
g20696,1,0
g20697,0,0
g20698,0,0
g20699,136,124
g20700,0,0
g20701,0,0
g20702,0,1
g20703,0,0
g20704,0,0
g20705,0,0
g20706,0,0
g20707,0,0
g20708,0,0
g20709,0,0
g20710,0,0
g20711,0,0
g20712,0,0
g20713,0,0
g20714,0,0
g20715,0,0
g20716,13,5
g20717,0,0
g20718,0,0
g20719,0,0
g20720,0,0
g20721,0,0
g20722,0,0
g20723,0,0
g20724,1,0
g20725,0,0
g20726,0,0
g20727,0,0
g20728,0,0
g20729,68,58
g20730,277,347
g20731,0,0
g20732,0,0
g20733,0,0
g20734,0,0
g20735,0,1
g20736,109,127
g20737,550,579
g20738,652,660
g20739,113,108
g20740,148,94
g20741,9557,10139
g20742,6374,6942
g20743,805,876
g20744,335,337
g20745,74,90
g20746,2,1
g20747,191,158
g20748,3300,3063
g20749,1234,1218
g20750,1146,1249
g20751,45,33
g20752,0,0
g20753,0,0
g20754,0,0
g20755,0,0
g20756,0,0
g20757,165,142
g20758,760,603
g20759,32,21
g20760,0,0
g20761,0,0
g20762,0,0
g20763,0,0
g20764,0,0
g20765,0,0
g20766,0,0
g20767,0,0
g20768,0,0
g20769,0,0
g20770,0,0
g20771,0,0
g20772,0,0
g20773,178,79
g20774,4,3
g20775,0,0
g20776,0,0
g20777,0,0
g20778,0,0
g20779,0,0
g20780,0,0
g20781,0,0
g20782,0,1
g20783,2,0
g20784,1835,1549
g20785,1514,1578
g20786,7,5
g20787,1980,1840
g20788,194,165
g20789,1,0
g20790,1592,1389
g20791,126,127
g20792,39,29
g20793,139,162
g20794,210,246
g20795,15,6
g20796,58,99
g20797,311,351
g20798,539,486
g20799,86,84
g20800,1133,1018
g20801,26,34
g20802,809,936
g20803,101,103
g20804,7,10
g20805,1844,1809
g20806,0,0
g20807,1,0
g20808,0,0
g20809,1280,1141
g20810,432,447
g20811,50,55
g20812,224,246
g20813,1493,1424
g20814,319,257
g20815,16,7
g20816,314,351
g20817,47,33
g20818,148,95
g20819,6174,5936
g20820,228,246
g20821,3,2
g20822,499,563
g20823,625,515
g20824,130,134
g20825,1024,1028
g20826,3,1
g20827,0,0
g20828,1,0
g20829,0,0
g20830,0,0
g20831,0,0
g20832,1,0
g20833,0,0
g20834,0,0
g20835,0,0
g20836,0,0
g20837,0,0
g20838,17,19
g20839,0,0
g20840,0,0
g20841,0,0
g20842,0,0
g20843,0,0
g20844,0,1
g20845,0,0
g20846,0,0
g20847,0,0
g20848,1,2
g20849,1,0
g20850,5,2
g20851,36,45
g20852,17,20
g20853,157,153
g20854,44,55
g20855,2,1
g20856,64,64
g20857,447,474
g20858,1,2
g20859,1024,1112
g20860,4,2
g20861,578,521
g20862,1503,1559
g20863,2,5
g20864,485,422
g20865,231,190
g20866,97,115
g20867,206,222
g20868,74,87
g20869,296,231
g20870,0,0
g20871,40,43
g20872,442,371
g20873,922,1010
g20874,1,2
g20875,532,592
g20876,9,10
g20877,349,316
g20878,382,344
g20879,288,234
g20880,619,603
g20881,17,20
g20882,621,623
g20883,19832,25050
g20884,6983,8929
g20885,332,289
g20886,28,29
g20887,101,109
g20888,309,397
g20889,778,719
g20890,874,911
g20891,177,185
g20892,18,25
g20893,525,501
g20894,127,146
g20895,1001,1056
g20896,3,4
g20897,0,0
g20898,220,238
g20899,2296,2893
g20900,505,502
g20901,662,674
g20902,3064,3212
g20903,86,92
g20904,42,34
g20905,3,4
g20906,6,6
g20907,412,383
g20908,246,244
g20909,2,3
g20910,1,0
g20911,0,2
g20912,0,0
g20913,0,0
g20914,0,0
g20915,0,0
g20916,0,0
g20917,0,0
g20918,0,0
g20919,0,0
g20920,0,0
g20921,0,0
g20922,0,0
g20923,0,0
g20924,0,0
g20925,0,0
g20926,0,0
g20927,0,0
g20928,0,0
g20929,0,0
g20930,0,0
g20931,0,0
g20932,0,0
g20933,0,0
g20934,0,0
g20935,0,0
g20936,0,0
g20937,0,0
g20938,0,0
g20939,0,0
g20940,0,0
g20941,0,0
g20942,0,0
g20943,0,0
g20944,0,0
g20945,0,0
g20946,0,0
g20947,0,0
g20948,0,0
g20949,0,0
g20950,0,0
g20951,0,0
g20952,0,0
g20953,0,0
g20954,0,0
g20955,0,0
g20956,0,0
g20957,0,0
g20958,0,0
g20959,0,0
g20960,0,0
g20961,0,0
g20962,0,0
g20963,0,0
g20964,0,0
g20965,0,0
g20966,0,0
g20967,0,0
g20968,0,0
g20969,0,0
g20970,0,0
g20971,0,0
g20972,0,0
g20973,0,0
g20974,0,0
g20975,0,0
g20976,0,0
g20977,0,0
g20978,0,0
g20979,0,0
g20980,0,0
g20981,0,0
g20982,0,0
g20983,0,0
g20984,0,0
g20985,0,0
g20986,0,0
g20987,0,0
g20988,0,0
g20989,0,0
g20990,0,0
g20991,0,0
g20992,0,0
g20993,0,0
g20994,0,0
g20995,0,0
g20996,0,0
g20997,0,0
g20998,0,0
g20999,0,0
g21000,0,0
g21001,1,0
g21002,0,0
g21003,0,0
g21004,0,0
g21005,0,0
g21006,0,0
g21007,0,0
g21008,0,0
g21009,0,0
g21010,0,0
g21011,0,0
g21012,0,0
g21013,1,0
g21014,0,0
g21015,3,1
g21016,0,0
g21017,0,0
g21018,0,0
g21019,1,0
g21020,406,367
g21021,50,64
g21022,136,151
g21023,2,7
g21024,335,325
g21025,63,75
g21026,55,63
g21027,4,8
g21028,76,67
g21029,171,141
g21030,58,69
g21031,1,0
g21032,1143,896
g21033,11,16
g21034,197,212
g21035,32,37
g21036,2,3
g21037,144,149
g21038,216,252
g21039,141,157
g21040,685,595
g21041,101,92
g21042,668,714
g21043,9,11
g21044,153,131
g21045,276,273
g21046,2021,1783
g21047,4,10
g21048,0,0
g21049,0,0
g21050,0,0
g21051,0,0
g21052,1,3
g21053,1,0
g21054,0,0
g21055,0,0
g21056,916,918
g21057,5,2
g21058,427,453
g21059,1,1
g21060,961,983
g21061,4,11
g21062,220,266
g21063,235,237
g21064,6,9
g21065,1,0
g21066,65,56
g21067,344,408
g21068,285,283
g21069,786,864
g21070,367,390
g21071,818,859
g21072,28,43
g21073,1193,1211
g21074,572,591
g21075,0,0
g21076,0,0
g21077,5,4
g21078,993,1149
g21079,1656,1056
g21080,95,105
g21081,367,360
g21082,35,35
g21083,4,1
g21084,1,2
g21085,29,27
g21086,7,9
g21087,88,100
g21088,0,0
g21089,200,164
g21090,134,115
g21091,485,496
g21092,213,238
g21093,8,5
g21094,56,34
g21095,166,154
g21096,242,211
g21097,421,434
g21098,2488,2500
g21099,1718,2473
g21100,220,191
g21101,54,24
g21102,0,0
g21103,1,0
g21104,0,0
g21105,0,0
g21106,0,0
g21107,0,0
g21108,1,0
g21109,0,0
g21110,0,0
g21111,2140,1288
g21112,4,10
g21113,0,0
g21114,0,0
g21115,0,0
g21116,41,41
g21117,6,14
g21118,815,831
g21119,246,198
g21120,4,10
g21121,1,1
g21122,638,485
g21123,145,97
g21124,3,2
g21125,410,502
g21126,129,163
g21127,216,184
g21128,48,30
g21129,584,691
g21130,900,1089
g21131,297,238
g21132,66,56
g21133,325,311
g21134,160,153
g21135,306,337
g21136,207,255
g21137,32,34
g21138,1309,1188
g21139,160,149
g21140,839,855
g21141,1,3
g21142,365,418
g21143,43,31
g21144,390,367
g21145,0,5
g21146,1,1
g21147,96,77
g21148,67,74
g21149,125,112
g21150,117,140
g21151,0,0
g21152,167,208
g21153,149,161
g21154,1346,1096
g21155,5,5
g21156,2,3
g21157,133,85
g21158,376,385
g21159,99,101
g21160,67,82
g21161,3,6
g21162,5,5
g21163,405,369
g21164,2147,1964
g21165,142,148
g21166,6,2
g21167,756,720
g21168,502,399
g21169,90,110
g21170,723,681
g21171,569,646
g21172,24,35
g21173,132,113
g21174,0,0
g21175,0,0
g21176,0,0
g21177,1,0
g21178,450,303
g21179,355,339
g21180,948,841
g21181,20,25
g21182,140,144
g21183,344,254
g21184,149,142
g21185,485,453
g21186,359,323
g21187,711,612
g21188,155,147
g21189,53,59
g21190,2556,2436
g21191,1156,1220
g21192,76,96
g21193,9,15
g21194,7988,7051
g21195,178,232
g21196,2259,2468
g21197,2026,1937
g21198,49,37
g21199,2117,2816
g21200,0,0
g21201,107,114
g21202,121,122
g21203,94,110
g21204,30,25
g21205,2676,2498
g21206,37,33
g21207,581,548
g21208,673,650
g21209,74,80
g21210,699,677
g21211,174,152
g21212,62,51
g21213,500,472
g21214,6,0
g21215,15,4
g21216,2,2
g21217,565,560
g21218,2,3
g21219,83,77
g21220,1,3
g21221,318,334
g21222,52,40
g21223,64,81
g21224,284,244
g21225,132,107
g21226,156,154
g21227,12,13
g21228,1338,1392
g21229,70,87
g21230,105,100
g21231,63,42
g21232,1162,1153
g21233,111,110
g21234,814,733
g21235,34,29
g21236,39,43
g21237,2024,1954
g21238,370,356
g21239,367,343
g21240,6,5
g21241,139,95
g21242,173,144
g21243,246,294
g21244,11,10
g21245,184,229
g21246,58,58
g21247,252,266
g21248,8,19
g21249,25,20
g21250,138,134
g21251,3,3
g21252,1,2
g21253,0,0
g21254,0,1
g21255,2,1
g21256,92,107
g21257,104,107
g21258,370,207
g21259,142,88
g21260,14,9
g21261,243,249
g21262,65,63
g21263,756,707
g21264,8,9
g21265,10,19
g21266,1348,1310
g21267,2,0
g21268,705,628
g21269,158,125
g21270,0,0
g21271,1,6
g21272,0,0
g21273,9,15
g21274,585,526
g21275,97,101
g21276,40,39
g21277,7859,7129
g21278,34952,31969
g21279,14605,13500
g21280,4,2
g21281,0,0
g21282,0,0
g21283,1,2
g21284,8,23
g21285,0,0
g21286,0,0
g21287,97,95
g21288,455,480
g21289,320,343
g21290,548,511
g21291,13,16
g21292,630,558
g21293,6,13
g21294,292,332
g21295,390,431
g21296,566,549
g21297,12,19
g21298,95,112
g21299,832,787
g21300,0,1
g21301,0,0
g21302,0,0
g21303,0,0
g21304,0,0
g21305,0,0
g21306,0,0
g21307,0,0
g21308,0,0
g21309,0,0
g21310,0,0
g21311,0,0
g21312,0,0
g21313,0,0
g21314,0,0
g21315,0,0
g21316,0,0
g21317,0,0
g21318,0,0
g21319,0,0
g21320,0,0
g21321,0,0
g21322,0,0
g21323,0,1
g21324,0,0
g21325,0,0
g21326,0,0
g21327,0,0
g21328,0,0
g21329,0,0
g21330,0,0
g21331,0,0
g21332,0,0
g21333,0,0
g21334,0,0
g21335,0,0
g21336,0,1
g21337,372,431
g21338,1739,1671
g21339,195,205
g21340,2766,2774
g21341,428,451
g21342,1051,1093
g21343,193,202
g21344,656,692
g21345,708,658
g21346,10,17
g21347,949,836
g21348,770,816
g21349,1582,1640
g21350,193,196
g21351,357,405
g21352,1,2
g21353,201,205
g21354,73,59
g21355,71,60
g21356,235,231
g21357,0,0
g21358,2,1
g21359,299,232
g21360,37,35
g21361,1327,1188
g21362,145,124
g21363,245,214
g21364,787,701
g21365,38,38
g21366,37,24
g21367,2,1
g21368,192,202
g21369,329,293
g21370,14,17
g21371,481,539
g21372,226,206
g21373,154,145
g21374,107,112
g21375,362,275
g21376,0,0
g21377,0,0
g21378,0,0
g21379,0,0
g21380,0,0
g21381,0,0
g21382,1,0
g21383,0,0
g21384,0,0
g21385,0,0
g21386,0,0
g21387,0,0
g21388,1,0
g21389,0,0
g21390,0,0
g21391,0,0
g21392,0,0
g21393,2,1
g21394,56,65
g21395,123,81
g21396,0,0
g21397,0,0
g21398,2,1
g21399,88,62
g21400,0,0
g21401,0,0
g21402,0,0
g21403,1,0
g21404,0,1
g21405,0,0
g21406,115,129
g21407,5,2
g21408,54,53
g21409,2,2
g21410,208,209
g21411,186,187
g21412,0,1
g21413,1,0
g21414,0,0
g21415,0,0
g21416,0,0
g21417,0,0
g21418,0,0
g21419,0,0
g21420,170,156
g21421,18,11
g21422,119,117
g21423,36,57
g21424,0,0
g21425,0,0
g21426,0,0
g21427,0,0
g21428,0,0
g21429,0,0
g21430,2,0
g21431,0,0
g21432,429,453
g21433,4,10
g21434,0,2
g21435,1,1
g21436,5,3
g21437,1,0
g21438,739,681
g21439,262,200
g21440,22,34
g21441,3,2
g21442,80,83
g21443,85,101
g21444,248,281
g21445,1,1
g21446,0,0
g21447,9,16
g21448,153,176
g21449,1,0
g21450,196,161
g21451,30,20
g21452,14,8
g21453,352,317
g21454,206,238
g21455,392,238
g21456,854,741
g21457,3806,3654
g21458,9,10
g21459,1202,964
g21460,3,2
g21461,0,0
g21462,1,0
g21463,2,0
