,mut_E15.5_f4,mut_E15.5_f5
g21391,0,0
g21392,0,0
g21393,4,4
g21394,60,62
g21395,88,123
g21396,0,0
g21397,0,0
g21398,2,4
g21399,43,55
g21400,0,0
g21401,0,0
g21402,0,0
g21403,0,0
g21404,0,2
g21405,0,1
g21406,103,110
g21407,0,0
g21408,52,76
g21409,0,0
g21410,221,221
g21411,197,167
g21412,1,1
g21413,0,0
g21414,0,0
g21415,0,1
g21416,0,0
g21417,0,0
g21418,0,0
g21419,0,0
g21420,169,188
g21421,18,24
g21422,136,137
g21423,67,52
g21424,0,0
g21425,0,0
g21426,0,0
g21427,0,0
g21428,0,0
g21429,0,0
g21430,0,0
g21431,0,0
g21432,393,356
g21433,7,6
g21434,6,0
g21435,0,0
g21436,11,9
g21437,1,0
g21438,756,721
g21439,360,268
g21440,28,36
g21441,1,2
g21442,36,46
g21443,87,103
g21444,226,217
g21445,1,1
g21446,0,0
g21447,7,11
g21448,262,224
g21449,0,0
g21450,55,37
g21451,45,47
g21452,14,9
g21453,227,140
g21454,235,122
g21455,52,65
g21456,254,217
g21457,77,183
g21458,3,0
g21459,81,87
g21460,2,1
g21461,1,0
g21462,0,0
g21463,0,0
g21464,0,0
g21465,0,0
g21466,0,0
g21467,11,14
g21468,0,0
g21469,0,0
g21470,0,0
g21471,0,0
g21472,0,0
g21473,0,0
g21474,0,0
g21475,0,0
g21476,1,0
g21477,4,2
g21478,685,726
g21479,5,4
g21480,5,2
g21481,6,8
g21482,64,80
g21483,67,64
g21484,1,1
g21485,13,10
g21486,51,67
g21487,0,2
g21488,372,354
g21489,848,704
g21490,13,13
g21491,9,5
g21492,25,55
g21493,855,929
g21494,622,520
g21495,25,19
g21496,20,7
g21497,256,148
g21498,1,0
g21499,0,1
g21500,57,43
g21501,227,233
g21502,841,701
g21503,212,198
g21504,1476,1231
g21505,28,38
g21506,415,342
g21507,808,669
g21508,9,12
g21509,222,211
g21510,1268,1286
g21511,731,678
g21512,199,225
g21513,1035,938
g21514,1,1
g21515,146,181
g21516,860,1008
g21517,86,99
g21518,223,267
g21519,717,656
g21520,810,805
g21521,106,125
g21522,331,260
g21523,154,112
g21524,422,399
g21525,3432,3347
g21526,635,572
g21527,0,1
g21528,3624,3483
g21529,5,6
g21530,2628,2721
g21531,5817,5884
g21532,6,9
g21533,11,20
g21534,10,19
g21535,498,461
g21536,18,18
g21537,22,14
g21538,467,455
g21539,415,419
g21540,1,2
g21541,0,0
g21542,0,0
g21543,16,13
g21544,513,314
g21545,1674,1676
g21546,36,44
g21547,0,1
g21548,0,0
g21549,353,317
g21550,510,538
g21551,539,423
g21552,14,15
g21553,36,20
g21554,3207,3016
g21555,8,15
g21556,57,50
g21557,4,0
g21558,1,2
g21559,1089,1020
g21560,838,694
g21561,1328,1267
g21562,2018,1910
g21563,319,332
g21564,69,83
g21565,2377,2119
g21566,6,12
g21567,171,155
g21568,161,116
g21569,14,11
g21570,6,4
g21571,424,365
g21572,10,9
g21573,127,68
g21574,12,15
g21575,476,454
g21576,161,193
g21577,168,176
g21578,589,328
g21579,3,2
g21580,2,0
g21581,61,53
g21582,133,119
g21583,982,677
g21584,696,693
g21585,10,5
g21586,11,4
g21587,449,296
g21588,0,0
g21589,50,49
g21590,508,466
g21591,2,1
g21592,391,362
g21593,5,4
g21594,28,32
g21595,1686,1451
g21596,7,4
g21597,145,123
g21598,721,789
g21599,22,20
g21600,13,9
g21601,957,801
g21602,36,49
g21603,55,68
g21604,1,1
g21605,14,15
g21606,228,230
g21607,12,22
g21608,94,92
g21609,48,13
g21610,343,335
g21611,0,0
g21612,1,1
g21613,0,0
g21614,0,0
g21615,617,581
g21616,746,740
g21617,1,0
g21618,5005,4095
g21619,0,0
g21620,376,366
g21621,182,197
g21622,0,2
g21623,0,0
g21624,762,668
g21625,38,27
g21626,2,6
g21627,0,0
g21628,2,0
g21629,0,0
g21630,0,0
g21631,0,0
g21632,0,0
g21633,1,1
g21634,0,0
g21635,0,0
g21636,0,0
g21637,2,0
g21638,0,0
g21639,3,1
g21640,1,0
g21641,5,0
g21642,0,1
g21643,326,302
g21644,713,615
g21645,344,342
g21646,34,44
g21647,1068,1045
g21648,8,23
g21649,97,75
g21650,557,527
g21651,1,0
g21652,38,79
g21653,1,0
g21654,1,2
g21655,2,0
g21656,4,4
g21657,5,7
g21658,103,88
g21659,66,57
g21660,106,63
g21661,0,0
g21662,19,11
g21663,56,51
g21664,3,3
g21665,473,503
g21666,15,27
g21667,2723,2615
g21668,430,363
g21669,65,56
g21670,116,104
g21671,3225,3081
g21672,44,42
g21673,0,3
g21674,2,2
g21675,2,2
g21676,5,4
g21677,52,54
g21678,206,230
g21679,2208,1888
g21680,356,354
g21681,565,481
g21682,1,1
g21683,0,0
g21684,1,2
g21685,0,0
g21686,0,0
g21687,30,42
g21688,1,0
g21689,131,180
g21690,131,181
g21691,9,1
g21692,1,0
g21693,0,0
g21694,0,0
g21695,0,0
g21696,38,31
g21697,0,0
g21698,0,0
g21699,0,0
g21700,0,2
g21701,1,2
g21702,29,51
g21703,3,1
g21704,33,31
g21705,4,1
g21706,0,0
g21707,1108,1090
g21708,101,100
g21709,59,41
g21710,209,192
g21711,36,31
g21712,44,32
g21713,757,561
g21714,7,5
g21715,37,62
g21716,0,0
g21717,582,555
g21718,145,163
g21719,480,447
g21720,134,90
g21721,54,51
g21722,34,50
g21723,226,209
g21724,2768,2220
g21725,0,0
g21726,194,165
g21727,342,357
g21728,0,0
g21729,1,0
g21730,1846,1642
g21731,459,538
g21732,470,442
g21733,255,242
g21734,814,860
g21735,473,415
g21736,68,69
g21737,263,266
g21738,241,236
g21739,743,541
g21740,666,603
g21741,195,193
g21742,1564,1226
g21743,360,247
g21744,314,354
g21745,124,76
g21746,6,8
g21747,1522,1429
g21748,6,5
g21749,2,1
g21750,19,20
g21751,1,0
g21752,0,0
g21753,458,460
g21754,0,0
g21755,230,235
g21756,21,27
g21757,0,0
g21758,175,162
g21759,0,0
g21760,1,1
g21761,0,0
g21762,9,11
g21763,77,88
g21764,661,556
g21765,2278,2261
g21766,630,554
g21767,3,4
g21768,0,0
g21769,386,387
g21770,0,0
g21771,0,0
g21772,250,239
g21773,620,528
g21774,7,7
g21775,166,124
g21776,4,7
g21777,2936,2753
g21778,46,69
g21779,370,341
g21780,46,34
g21781,99,112
g21782,4,3
g21783,1,0
g21784,221,207
g21785,181,235
g21786,185,206
g21787,0,0
g21788,361,307
g21789,56,37
g21790,0,1
g21791,23,27
g21792,22,51
g21793,1144,1083
g21794,572,507
g21795,1,2
g21796,378,415
g21797,1098,1053
g21798,2,4
g21799,2,9
g21800,0,0
g21801,1,1
g21802,439,421
g21803,381,320
g21804,5,2
g21805,10,16
g21806,10,17
g21807,3,6
g21808,0,1
g21809,6,5
g21810,408,408
g21811,593,527
g21812,6,10
g21813,340,331
g21814,1140,891
g21815,7,8
g21816,3446,3570
g21817,0,0
g21818,450,398
g21819,118,87
g21820,45,61
g21821,5,5
g21822,226,200
g21823,257,232
g21824,1745,1628
g21825,151,185
g21826,727,574
g21827,66,57
g21828,1270,1277
g21829,264,243
g21830,498,417
g21831,435,501
g21832,452,472
g21833,23,25
g21834,7781,7372
g21835,57,51
g21836,269,241
g21837,33,18
g21838,777,777
g21839,710,807
g21840,723,649
g21841,3,3
g21842,0,0
g21843,184,175
g21844,32,42
g21845,3,7
g21846,3,8
g21847,0,1
g21848,83,75
g21849,5,4
g21850,137,118
g21851,147,125
g21852,170,164
g21853,72,53
g21854,135,118
g21855,532,581
g21856,602,484
g21857,598,540
g21858,269,229
g21859,0,1
g21860,31,51
g21861,15,31
g21862,6,7
g21863,375,383
g21864,9,18
g21865,0,0
g21866,373,388
g21867,0,0
g21868,1,0
g21869,0,0
g21870,70,42
g21871,710,527
g21872,197,253
g21873,1,0
g21874,45,54
g21875,1,0
g21876,1,0
g21877,467,403
g21878,584,614
g21879,79,70
g21880,526,425
g21881,135,162
g21882,15,7
g21883,57,64
g21884,486,471
g21885,57,60
g21886,0,0
g21887,0,0
g21888,0,0
g21889,0,0
g21890,0,0
g21891,0,0
g21892,0,1
g21893,0,0
g21894,0,0
g21895,0,0
g21896,0,0
g21897,0,0
g21898,0,0
g21899,0,0
g21900,0,0
g21901,0,0
g21902,0,0
g21903,0,1
g21904,0,0
g21905,0,0
g21906,0,0
g21907,0,0
g21908,0,0
g21909,0,1
g21910,0,0
g21911,0,0
g21912,0,0
g21913,0,0
g21914,0,0
g21915,0,0
g21916,3,0
g21917,0,0
g21918,0,0
g21919,0,0
g21920,55,48
g21921,127,132
g21922,4,9
g21923,1028,893
g21924,766,586
g21925,353,384
g21926,246,275
g21927,0,1
g21928,588,463
g21929,5,8
g21930,1,0
g21931,220,225
g21932,520,494
g21933,1,3
g21934,11,7
g21935,2630,2294
g21936,930,836
g21937,0,0
g21938,399,411
g21939,4,9
g21940,1427,1347
g21941,200,170
g21942,90,82
g21943,0,1
g21944,268,250
g21945,245,212
g21946,59,55
g21947,1382,1265
g21948,85,105
g21949,169,174
g21950,162,181
g21951,496,439
g21952,1,1
g21953,69,51
g21954,0,0
g21955,0,2
g21956,797,709
g21957,0,2
g21958,14,17
g21959,11,7
g21960,256,238
g21961,360,335
g21962,76,68
g21963,59,74
g21964,240,279
g21965,550,494
g21966,9,6
g21967,7,3
g21968,777,740
g21969,145,143
g21970,988,865
g21971,785,865
g21972,19,30
g21973,12,13
g21974,279,226
g21975,0,2
g21976,355,338
g21977,628,425
g21978,19,9
g21979,15,15
g21980,2,3
g21981,470,404
g21982,385,438
g21983,1,2
g21984,225,230
g21985,0,0
g21986,746,710
g21987,1315,1255
g21988,3,7
g21989,212,230
g21990,389,352
g21991,2817,1555
g21992,15,13
g21993,55,46
g21994,20529,17914
g21995,3824,3256
g21996,251,223
g21997,24,32
g21998,9902,8846
g21999,7,8
g22000,1,2
g22001,741,730
g22002,0,0
g22003,48,38
g22004,225,189
g22005,0,0
g22006,2,1
g22007,0,0
g22008,216,142
g22009,792,775
g22010,7,11
g22011,792,700
g22012,4,3
g22013,622,697
g22014,81,91
g22015,29,23
g22016,177,159
g22017,4,5
g22018,129,115
g22019,631,527
g22020,572,599
g22021,11,13
g22022,729,757
g22023,7,4
g22024,79,67
g22025,6,13
g22026,281,266
g22027,1449,1257
g22028,62,60
g22029,550,569
g22030,77,71
g22031,1596,1348
g22032,0,3
g22033,55,66
g22034,54,41
g22035,398,461
g22036,116,118
g22037,547,393
g22038,1778,1593
g22039,757,744
g22040,0,0
g22041,3,1
g22042,0,2
g22043,0,0
g22044,543,473
g22045,11,10
g22046,1113,1109
g22047,36,45
g22048,4,3
g22049,184,174
g22050,37,26
g22051,596,511
g22052,56,37
g22053,3886,3608
g22054,88,114
g22055,359,329
g22056,282,302
g22057,20,16
g22058,117,113
g22059,4,5
g22060,1223,1139
g22061,483,397
g22062,310,331
g22063,729,551
g22064,2668,2922
g22065,5,6
g22066,4,0
g22067,1,1
g22068,1,0
g22069,0,0
g22070,0,0
g22071,67,55
g22072,0,0
g22073,0,2
g22074,1,1
g22075,0,0
g22076,0,0
g22077,0,0
g22078,0,0
g22079,88,97
g22080,0,0
g22081,35,56
g22082,1,2
g22083,3,3
g22084,12,16
g22085,2,1
g22086,0,3
g22087,1,0
g22088,0,0
g22089,0,0
g22090,0,1
g22091,0,0
g22092,0,0
g22093,0,0
g22094,0,0
g22095,0,0
g22096,0,0
g22097,0,0
g22098,0,0
g22099,0,0
g22100,0,0
g22101,0,0
g22102,0,0
g22103,0,0
g22104,0,0
g22105,0,0
g22106,0,0
g22107,0,0
g22108,0,0
g22109,0,1
g22110,0,0
g22111,0,0
g22112,0,0
g22113,0,0
g22114,0,0
g22115,0,0
g22116,0,0
g22117,0,0
g22118,0,1
g22119,0,0
g22120,0,0
g22121,0,0
g22122,0,0
g22123,0,0
g22124,0,0
g22125,1,0
g22126,0,0
g22127,0,0
g22128,0,0
g22129,0,0
g22130,0,0
g22131,0,0
g22132,0,0
g22133,0,0
g22134,0,0
g22135,1,0
g22136,0,0
g22137,0,0
g22138,0,0
g22139,0,0
g22140,0,0
g22141,0,2
g22142,0,0
g22143,0,0
g22144,3694,1139
g22145,17722,6032
g22146,17746,6176
g22147,0,1
g22148,21,9
g22149,1260,1192
g22150,0,0
g22151,1,2
g22152,0,1
g22153,0,0
g22154,0,1
g22155,0,0
g22156,0,0
g22157,0,0
g22158,0,0
g22159,0,0
g22160,0,0
g22161,0,0
g22162,0,0
g22163,0,0
g22164,0,0
g22165,0,0
g22166,0,0
g22167,0,2
g22168,1,0
g22169,0,0
g22170,0,0
g22171,0,0
g22172,0,0
g22173,11,15
g22174,24,12
g22175,0,2
g22176,37,40
g22177,0,1
g22178,1,0
g22179,62,60
g22180,0,0
g22181,1,3
g22182,56,46
g22183,11,4
g22184,0,0
g22185,0,0
g22186,0,0
g22187,0,0
g22188,0,0
g22189,0,0
g22190,0,0
g22191,0,0
g22192,0,0
g22193,0,0
g22194,0,0
g22195,0,0
g22196,1,0
g22197,1,0
g22198,0,0
g22199,0,0
g22200,0,0
g22201,0,0
g22202,1,0
g22203,0,0
g22204,0,0
g22205,0,1
g22206,0,2
g22207,0,1
g22208,0,0
g22209,0,0
g22210,0,2
g22211,0,0
g22212,0,0
g22213,0,0
g22214,0,0
g22215,0,0
g22216,0,0
g22217,0,0
g22218,0,0
g22219,0,0
g22220,0,0
g22221,0,0
g22222,0,1
g22223,0,0
g22224,0,5
g22225,629,549
g22226,53,31
g22227,0,1
g22228,4,2
g22229,0,0
g22230,708,688
g22231,703,464
g22232,199,153
g22233,257,224
g22234,9,7
g22235,521,409
g22236,691,644
g22237,410,385
g22238,606,533
g22239,1337,1229
g22240,458,374
g22241,1058,851
g22242,1362,1162
g22243,498,500
g22244,0,5
g22245,0,0
g22246,1,0
g22247,0,0
g22248,0,0
g22249,1,0
g22250,0,0
g22251,0,0
g22252,0,3
g22253,27,33
g22254,39,34
g22255,0,0
g22256,0,0
g22257,0,0
g22258,0,1
g22259,0,0
g22260,0,0
g22261,0,0
g22262,0,1
g22263,0,0
g22264,0,0
g22265,0,0
g22266,0,0
g22267,0,0
g22268,0,0
g22269,0,0
g22270,0,0
g22271,0,0
g22272,0,0
g22273,0,0
g22274,0,0
g22275,0,0
g22276,0,0
g22277,0,0
g22278,0,0
g22279,0,0
g22280,0,0
g22281,0,0
g22282,19,18
g22283,173,165
g22284,778,616
g22285,4,3
g22286,14,12
g22287,0,0
g22288,0,0
g22289,0,0
g22290,0,0
g22291,1,0
g22292,0,0
g22293,0,0
g22294,0,1
g22295,0,0
g22296,0,0
g22297,0,0
g22298,0,0
g22299,0,0
g22300,0,0
g22301,0,0
g22302,0,0
g22303,0,0
g22304,0,0
g22305,0,0
g22306,0,0
g22307,0,0
g22308,0,0
g22309,0,0
g22310,0,0
g22311,1,1
g22312,0,0
g22313,0,0
g22314,0,0
g22315,0,0
g22316,0,0
g22317,0,0
g22318,0,0
g22319,0,0
g22320,0,0
g22321,0,0
g22322,0,0
g22323,0,0
g22324,1,0
g22325,0,0
g22326,0,0
g22327,1,0
g22328,0,0
g22329,1,0
g22330,0,0
g22331,0,0
g22332,34,47
g22333,1422,1392
g22334,336,313
g22335,53,56
g22336,443,344
g22337,1,4
g22338,3,5
g22339,7,5
g22340,400,376
g22341,16,14
g22342,734,668
g22343,134,103
g22344,5,4
g22345,0,2
g22346,465,415
g22347,67,54
g22348,220,258
g22349,1972,1912
g22350,175,153
g22351,1,1
g22352,2282,2268
g22353,46,40
g22354,35,46
g22355,423,417
g22356,668,596
g22357,487,434
g22358,1557,1418
g22359,44,35
g22360,1,1
g22361,481,403
g22362,83,64
g22363,583,755
g22364,110,122
g22365,4,3
g22366,1334,1173
g22367,8531,8427
g22368,13,16
g22369,360,368
g22370,3085,2846
g22371,163,103
g22372,243,233
g22373,12,5
g22374,1417,1496
g22375,41,42
g22376,1523,1347
g22377,125,108
g22378,0,1
g22379,122,89
g22380,286,290
g22381,0,0
g22382,1037,1151
g22383,471,509
g22384,491,447
g22385,1519,1431
g22386,1189,1104
g22387,4,9
g22388,283,281
g22389,15,11
g22390,5,1
g22391,2,3
g22392,48,54
g22393,0,0
g22394,0,0
g22395,836,747
g22396,2,0
g22397,800,771
g22398,545,425
g22399,17,36
g22400,3,5
g22401,24,24
g22402,1340,1209
g22403,404,372
g22404,144,109
g22405,1140,1084
g22406,2480,2458
g22407,4074,3932
g22408,0,0
g22409,8,16
g22410,1094,954
g22411,182,197
g22412,223,195
g22413,63,51
g22414,412,317
g22415,344,387
g22416,809,791
g22417,1455,1297
g22418,43,46
g22419,454,364
g22420,0,1
g22421,0,0
g22422,0,0
g22423,1,3
g22424,1,0
g22425,2,1
g22426,0,0
g22427,0,0
g22428,2,0
g22429,897,847
g22430,4,5
g22431,0,1
g22432,42,47
g22433,276,297
g22434,135,111
g22435,395,324
g22436,52,39
g22437,4,6
g22438,92,80
g22439,6,11
g22440,0,0
g22441,75,93
g22442,0,0
g22443,0,0
g22444,0,0
g22445,1,1
g22446,0,0
g22447,1430,1531
g22448,11,21
g22449,16,30
g22450,335,321
g22451,3,1
g22452,1,1
g22453,3403,2166
g22454,753,775
g22455,751,518
g22456,4,4
g22457,0,1
g22458,725,620
g22459,113,105
g22460,25,21
g22461,0,0
g22462,0,0
g22463,1131,1042
g22464,23,18
g22465,35,50
g22466,346,337
g22467,175,164
g22468,1113,986
g22469,190,161
g22470,1618,1501
g22471,12,17
g22472,166,205
g22473,645,655
g22474,657,573
g22475,3,2
g22476,13,17
g22477,573,511
g22478,0,0
g22479,194,202
g22480,1673,1431
g22481,1792,1773
g22482,139,98
g22483,4,2
g22484,217,265
g22485,283,244
g22486,0,0
g22487,77,67
g22488,3,1
g22489,0,0
g22490,0,0
g22491,1,1
g22492,0,1
g22493,149,117
g22494,287,275
g22495,388,347
g22496,24,34
g22497,1875,1713
g22498,516,446
g22499,10,12
g22500,1443,1463
g22501,694,648
g22502,32,23
g22503,531,399
g22504,61,82
g22505,7,3
g22506,316,242
g22507,1500,1437
g22508,515,457
g22509,62,56
g22510,70,81
g22511,1124,1235
g22512,2887,2818
g22513,189,183
g22514,17,26
g22515,1,1
g22516,164,180
g22517,87,90
g22518,211,234
g22519,104,98
g22520,204,230
g22521,376,318
g22522,424,425
g22523,672,546
g22524,177,111
g22525,206,191
g22526,10,15
g22527,1093,964
g22528,8975,8309
g22529,34,43
g22530,9,8
g22531,0,0
g22532,167,193
g22533,391,372
g22534,639,640
g22535,1714,1630
g22536,148,147
g22537,98,92
g22538,0,2
g22539,16,12
g22540,6,1
g22541,656,620
g22542,332,231
g22543,525,514
g22544,227,240
g22545,260,221
g22546,2095,1845
g22547,621,617
g22548,1,1
g22549,42,42
g22550,6,12
g22551,13,16
g22552,90,73
g22553,866,779
g22554,804,648
g22555,6457,5868
g22556,44,38
g22557,12,21
g22558,323,236
g22559,509,481
g22560,419,414
g22561,467,454
g22562,0,0
g22563,19,16
g22564,297,280
g22565,111,89
g22566,64,71
g22567,83,70
g22568,104,96
g22569,63,68
g22570,162,147
g22571,157,205
g22572,325,333
g22573,351,282
g22574,109,112
g22575,1549,1531
g22576,3,5
g22577,243,270
g22578,173,193
g22579,1246,1159
g22580,2,7
g22581,626,607
g22582,408,287
g22583,102,88
g22584,91,88
g22585,2,3
g22586,1474,1204
g22587,226,194
g22588,613,628
g22589,149,139
g22590,17,26
g22591,382,318
g22592,328,241
g22593,900,781
g22594,124,103
g22595,289,246
g22596,874,849
g22597,227,248
g22598,206,212
g22599,74,52
g22600,88,85
g22601,450,398
g22602,38,48
g22603,908,794
g22604,872,863
g22605,98,83
g22606,3,4
g22607,0,0
g22608,0,3
g22609,0,1
g22610,412,467
g22611,145,132
g22612,302,252
g22613,454,446
g22614,113,94
g22615,407,326
g22616,14,8
g22617,58,61
g22618,749,759
g22619,342,290
g22620,466,453
g22621,1270,1204
g22622,907,884
g22623,0,0
g22624,835,810
g22625,0,3
g22626,3244,3311
g22627,842,758
g22628,696,671
g22629,1018,744
g22630,1,1
g22631,1,2
g22632,12,4
g22633,10,4
g22634,890,864
g22635,1213,1146
g22636,0,1
g22637,0,0
g22638,0,0
g22639,0,2
g22640,2,3
g22641,0,0
g22642,0,0
g22643,9,2
g22644,202,181
g22645,147,169
g22646,223,212
g22647,864,755
g22648,0,0
g22649,0,0
g22650,1472,1550
g22651,1,1
g22652,425,460
g22653,634,669
g22654,19,22
g22655,39,42
g22656,1823,1843
g22657,0,0
g22658,148,132
g22659,338,262
g22660,161,161
g22661,566,493
g22662,75,64
g22663,644,591
g22664,794,844
g22665,0,1
g22666,0,0
g22667,722,606
g22668,3,5
g22669,152,148
g22670,471,472
g22671,442,373
g22672,1,1
g22673,6,2
g22674,618,541
g22675,84,100
g22676,123,87
g22677,2657,2544
g22678,226,259
g22679,0,0
g22680,0,1
g22681,1,2
g22682,0,0
g22683,0,0
g22684,173,238
g22685,3,1
g22686,17,22
g22687,9206,9578
g22688,1,0
g22689,2,0
g22690,0,0
g22691,0,0
g22692,1,6
g22693,86,79
g22694,395,410
g22695,46,55
g22696,56,67
g22697,397,381
g22698,2,7
g22699,72,84
g22700,313,339
g22701,107,57
g22702,9,9
g22703,158,163
g22704,19,29
g22705,20,10
g22706,316,247
g22707,281,236
g22708,13,20
g22709,0,0
g22710,13,9
g22711,16,16
g22712,0,1
g22713,15,12
g22714,1,3
g22715,5,6
g22716,41,46
g22717,865,873
g22718,171,184
g22719,1,0
g22720,8,4
g22721,1,0
g22722,62,68
g22723,887,785
g22724,72,46
g22725,68,59
g22726,5,10
g22727,0,0
g22728,0,0
g22729,0,0
g22730,1,3
g22731,0,1
g22732,2,0
g22733,0,0
g22734,0,1
g22735,0,0
g22736,0,0
g22737,0,0
g22738,0,0
g22739,0,0
g22740,0,0
g22741,1,1
g22742,0,0
g22743,0,0
g22744,0,0
g22745,0,0
g22746,0,1
g22747,0,0
g22748,0,0
g22749,0,1
g22750,0,0
g22751,5,7
g22752,292,172
g22753,76,51
g22754,0,1
g22755,1,0
g22756,276,279
g22757,863,770
g22758,85,71
g22759,918,895
g22760,60,55
g22761,1,1
g22762,3,2
g22763,448,377
g22764,26,28
g22765,1713,1559
g22766,77,63
g22767,457,669
g22768,6,7
g22769,144,115
g22770,2366,1480
g22771,46,49
g22772,762,580
g22773,161,137
g22774,2663,2100
g22775,1189,937
g22776,66,78
g22777,45,37
g22778,463,321
g22779,2,2
g22780,1174,907
g22781,26,32
g22782,4,0
g22783,1,1
g22784,1,2
g22785,403,461
g22786,98,133
g22787,1223,770
g22788,300,171
g22789,1384,1023
g22790,476,451
g22791,4,3
g22792,5,5
g22793,200,157
g22794,112,121
g22795,860,944
g22796,5,7
g22797,118,99
g22798,65,71
g22799,904,805
g22800,74,60
g22801,173,182
g22802,527,469
g22803,2253,2306
g22804,268,240
g22805,13,25
g22806,1,5
g22807,0,3
g22808,3,1
g22809,6,6
g22810,962,840
g22811,22,22
g22812,0,0
g22813,506,470
g22814,86,80
g22815,0,0
g22816,0,0
g22817,0,0
g22818,0,0
g22819,0,0
g22820,0,0
g22821,0,0
g22822,0,0
g22823,1,1
g22824,0,0
g22825,0,1
g22826,38,27
g22827,5061,3683
g22828,73,60
g22829,2358,2315
g22830,284,339
g22831,59,46
g22832,3395,3315
g22833,7,13
g22834,4,3
g22835,106994,94143
g22836,10539,9406
g22837,21495,18712
g22838,4,4
g22839,771,717
g22840,0,0
g22841,0,0
g22842,1,2
g22843,6,13
g22844,70,59
g22845,292,276
g22846,4258,4004
g22847,427,416
g22848,118,155
g22849,42,60
g22850,10254,11166
g22851,1,5
g22852,10064,9780
g22853,40,38
g22854,29,25
g22855,2128,2054
g22856,686,695
g22857,29,35
g22858,52,61
g22859,83,77
g22860,1613,1257
g22861,0,0
g22862,14,21
g22863,92,76
g22864,369,407
g22865,0,0
g22866,9,9
g22867,1799,1583
g22868,1198,1110
g22869,18,23
g22870,156,134
g22871,284,225
g22872,1,0
g22873,2,0
g22874,2,0
g22875,1,0
g22876,51,33
g22877,182,177
g22878,2144,2363
g22879,3,1
g22880,203,205
g22881,156,180
g22882,0,0
g22883,0,0
g22884,0,0
g22885,869,872
g22886,1,8
g22887,663,516
g22888,26,25
g22889,1,2
g22890,346,380
g22891,360,342
g22892,325,315
g22893,3,1
g22894,622,385
g22895,795,801
g22896,168,143
g22897,9,12
g22898,555,446
g22899,1,0
g22900,2,3
g22901,6,6
g22902,529,481
g22903,7,2
g22904,1,0
g22905,0,6
g22906,0,0
g22907,0,0
g22908,0,0
g22909,0,0
g22910,0,1
g22911,0,1
g22912,91,68
g22913,216,185
g22914,306,244
g22915,15,11
g22916,69,52
g22917,862,837
g22918,45,37
g22919,203,210
g22920,90,110
g22921,646,617
g22922,1174,1145
g22923,30,26
g22924,182,199
g22925,166,139
g22926,91,97
g22927,478,435
g22928,0,0
g22929,1,0
g22930,0,0
g22931,3,2
g22932,978,894
g22933,15,12
g22934,1326,1270
g22935,1,0
g22936,14,15
g22937,36,54
g22938,644,554
g22939,4,3
g22940,97,108
g22941,0,1
g22942,1,0
g22943,6,4
g22944,229,200
g22945,13,10
g22946,12822,11436
g22947,5880,4967
g22948,12,8
g22949,0,1
g22950,9,6
g22951,610,556
g22952,316,317
g22953,301,273
g22954,1327,1405
g22955,0,0
g22956,1,0
g22957,2,0
g22958,1071,1003
g22959,3,3
g22960,2,0
g22961,0,2
g22962,0,1
g22963,0,1
g22964,0,0
g22965,832,826
g22966,0,0
g22967,2717,2423
g22968,118,108
g22969,87,55
g22970,251,237
g22971,2,0
g22972,2,4
g22973,16,9
g22974,314,348
g22975,1726,1621
g22976,4330,3841
g22977,63,41
g22978,5,0
g22979,7,9
g22980,125,114
g22981,446,405
g22982,393,343
g22983,745,764
g22984,1,1
g22985,0,1
g22986,3,1
g22987,1046,889
g22988,2,2
g22989,1450,1321
g22990,1,2
g22991,1478,1439
g22992,307,272
g22993,0,0
g22994,658,648
g22995,70,54
g22996,206,196
g22997,110,84
g22998,111,78
g22999,2,5
g23000,393,351
g23001,240,193
g23002,564,656
g23003,203,190
g23004,1,0
g23005,1490,1261
g23006,26,40
g23007,0,0
g23008,500,470
g23009,192,209
g23010,760,605
g23011,56,63
g23012,0,1
g23013,1,2
g23014,0,0
g23015,0,0
g23016,0,1
g23017,0,0
g23018,0,0
g23019,0,0
g23020,0,6
g23021,1,2
g23022,2,0
g23023,0,1
g23024,0,0
g23025,0,0
g23026,0,0
g23027,0,0
g23028,0,0
g23029,0,0
g23030,0,0
g23031,2,3
g23032,32,22
g23033,1,0
g23034,39,68
g23035,15,13
g23036,23,12
g23037,3,3
g23038,0,0
g23039,0,0
g23040,0,0
g23041,0,0
g23042,0,0
g23043,0,0
g23044,0,0
g23045,0,0
g23046,0,0
g23047,0,0
g23048,0,0
g23049,0,0
g23050,0,0
g23051,0,0
g23052,0,0
g23053,0,0
g23054,0,0
g23055,0,0
g23056,0,0
g23057,0,0
g23058,0,0
g23059,0,0
g23060,0,0
g23061,0,0
g23062,0,0
g23063,0,0
g23064,0,0
g23065,0,0
g23066,0,0
g23067,0,0
g23068,0,0
g23069,0,0
g23070,0,0
g23071,0,0
g23072,0,0
g23073,89,70
g23074,0,0
g23075,0,0
g23076,0,0
g23077,0,0
g23078,0,0
g23079,0,0
g23080,0,0
g23081,0,0
g23082,0,1
g23083,1,0
g23084,4,9
g23085,686,578
g23086,2,3
g23087,58,56
g23088,772,719
g23089,517,508
g23090,420,282
g23091,2,1
g23092,303,278
g23093,0,4
g23094,188,198
g23095,104,131
g23096,580,635
g23097,88,90
g23098,145,166
g23099,83,103
g23100,542,455
g23101,207,196
g23102,605,559
g23103,313,320
g23104,146,176
