,mut_E15.5_f4,mut_E15.5_f5
g04137,1354,1597
g04138,18,25
g04139,608,576
g04140,427,403
g04141,20,21
g04142,535,483
g04143,7,7
g04144,2014,1621
g04145,5,1
g04146,0,0
g04147,140,89
g04148,792,717
g04149,228,180
g04150,1155,1022
g04151,2429,2083
g04152,753,617
g04153,196,126
g04154,5,0
g04155,430,359
g04156,346,307
g04157,106,95
g04158,1329,1137
g04159,389,349
g04160,21,14
g04161,806,616
g04162,33,22
g04163,155,140
g04164,453,469
g04165,362,348
g04166,618,629
g04167,105,92
g04168,432,359
g04169,116,108
g04170,697,649
g04171,1687,1351
g04172,62,60
g04173,94,65
g04174,0,0
g04175,372,392
g04176,125,129
g04177,177,109
g04178,68,38
g04179,27,30
g04180,199,132
g04181,2554,1842
g04182,394,294
g04183,82,54
g04184,788,890
g04185,2052,1800
g04186,39,32
g04187,0,0
g04188,122,134
g04189,7,8
g04190,42,61
g04191,639,585
g04192,198,175
g04193,68,56
g04194,0,0
g04195,6,6
g04196,699,638
g04197,0,0
g04198,108,101
g04199,27,25
g04200,143,129
g04201,0,0
g04202,0,1
g04203,0,1
g04204,236,253
g04205,356,362
g04206,158,151
g04207,1669,1232
g04208,167,150
g04209,11,16
g04210,454,376
g04211,1307,1072
g04212,2169,1861
g04213,1193,292
g04214,35,34
g04215,1108,856
g04216,850,821
g04217,1108,893
g04218,100,89
g04219,1248,1183
g04220,23,19
g04221,1677,1356
g04222,11,9
g04223,11,13
g04224,323,361
g04225,62,71
g04226,397,417
g04227,2,2
g04228,1151,1235
g04229,3,3
g04230,1,0
g04231,6,3
g04232,637,584
g04233,5,6
g04234,2,1
g04235,820,721
g04236,11,16
g04237,1033,1060
g04238,154,152
g04239,144,116
g04240,502,438
g04241,61,65
g04242,70,72
g04243,2,3
g04244,1,0
g04245,141,141
g04246,91,81
g04247,471,364
g04248,17,12
g04249,213,200
g04250,0,0
g04251,0,0
g04252,0,1
g04253,0,2
g04254,1040,1065
g04255,60,45
g04256,23,19
g04257,452,469
g04258,849,716
g04259,11,15
g04260,461,442
g04261,0,1
g04262,0,0
g04263,140,145
g04264,3,6
g04265,1364,1216
g04266,336,299
g04267,1578,1580
g04268,2657,2489
g04269,0,0
g04270,254,240
g04271,2,2
g04272,403,406
g04273,108,86
g04274,917,799
g04275,1620,1584
g04276,0,1
g04277,1009,955
g04278,312,266
g04279,15,14
g04280,18,30
g04281,2380,2169
g04282,181,186
g04283,1004,945
g04284,830,902
g04285,384,334
g04286,805,779
g04287,1800,1677
g04288,1319,1218
g04289,1465,1335
g04290,2434,1804
g04291,16,14
g04292,0,0
g04293,0,0
g04294,19,22
g04295,80,69
g04296,4,5
g04297,232,212
g04298,240,229
g04299,55,64
g04300,718,610
g04301,1402,1549
g04302,19,28
g04303,68,82
g04304,5217,5253
g04305,96,72
g04306,293,327
g04307,1134,994
g04308,179,184
g04309,9,13
g04310,2041,1961
g04311,2,3
g04312,602,541
g04313,11,21
g04314,419,370
g04315,12,7
g04316,961,952
g04317,6,4
g04318,662,672
g04319,199,180
g04320,19,26
g04321,2,0
g04322,1,2
g04323,356,343
g04324,2,2
g04325,10,0
g04326,110,103
g04327,28,20
g04328,1128,878
g04329,1,1
g04330,67,71
g04331,1,0
g04332,89,65
g04333,1244,1118
g04334,1,0
g04335,672,709
g04336,120,125
g04337,336,330
g04338,57,51
g04339,308,260
g04340,2194,2378
g04341,12,16
g04342,0,0
g04343,0,0
g04344,217,218
g04345,597,537
g04346,1443,1523
g04347,41,54
g04348,20,8
g04349,793,601
g04350,327,304
g04351,1,0
g04352,238,184
g04353,3,0
g04354,2,3
g04355,49,26
g04356,1,2
g04357,0,0
g04358,94,75
g04359,0,0
g04360,307,254
g04361,2,7
g04362,641,554
g04363,390,302
g04364,208,187
g04365,72,61
g04366,980,873
g04367,242,216
g04368,1,1
g04369,6,5
g04370,32,28
g04371,676,640
g04372,12,12
g04373,6,10
g04374,31,38
g04375,0,1
g04376,246,240
g04377,19,24
g04378,3,7
g04379,1,0
g04380,3,5
g04381,12,7
g04382,1,0
g04383,1,1
g04384,0,0
g04385,0,0
g04386,0,1
g04387,48,58
g04388,0,4
g04389,514,355
g04390,116,84
g04391,145,129
g04392,2,0
g04393,119,82
g04394,5,6
g04395,0,0
g04396,1,1
g04397,0,5
g04398,83,75
g04399,435,365
g04400,382,437
g04401,364,352
g04402,203,199
g04403,1,0
g04404,0,0
g04405,7,5
g04406,73,48
g04407,280,223
g04408,0,0
g04409,1932,1816
g04410,19,19
g04411,939,931
g04412,340,326
g04413,429,420
g04414,257,221
g04415,150,129
g04416,292,212
g04417,4,4
g04418,1,1
g04419,780,778
g04420,592,586
g04421,220,204
g04422,591,416
g04423,21,15
g04424,7,4
g04425,346,285
g04426,83,94
g04427,13,16
g04428,529,549
g04429,22,34
g04430,594,519
g04431,66,78
g04432,941,971
g04433,3324,3301
g04434,3378,3351
g04435,575,627
g04436,245,178
g04437,515,402
g04438,197,136
g04439,98,87
g04440,503,455
g04441,1152,1054
g04442,1064,867
g04443,296,236
g04444,27,20
g04445,7854,4006
g04446,958,893
g04447,11,10
g04448,803,817
g04449,3,4
g04450,227,285
g04451,104,95
g04452,6,8
g04453,644,593
g04454,67,34
g04455,911,613
g04456,1,4
g04457,216,149
g04458,291,249
g04459,14,4
g04460,178,174
g04461,0,1
g04462,1,2
g04463,4,4
g04464,49,31
g04465,1,0
g04466,1,1
g04467,0,0
g04468,123,114
g04469,773,683
g04470,165,124
g04471,3626,3590
g04472,248,208
g04473,35,16
g04474,192,172
g04475,1544,1373
g04476,3464,3091
g04477,1,0
g04478,1267,1081
g04479,392,255
g04480,32,27
g04481,5,3
g04482,800,700
g04483,653,643
g04484,99,73
g04485,824,861
g04486,0,1
g04487,42,25
g04488,10,4
g04489,93,85
g04490,25,20
g04491,483,411
g04492,69,78
g04493,11,16
g04494,3,1
g04495,551,512
g04496,595,580
g04497,1228,1134
g04498,36,39
g04499,55,80
g04500,61,86
g04501,566,490
g04502,299,242
g04503,53,41
g04504,162,127
g04505,3,6
g04506,0,0
g04507,497,431
g04508,93,62
g04509,578,387
g04510,941,814
g04511,13,10
g04512,1182,1157
g04513,1057,1027
g04514,425,260
g04515,232,178
g04516,90,84
g04517,1,0
g04518,611,539
g04519,397,326
g04520,46,37
g04521,0,1
g04522,935,932
g04523,45,29
g04524,496,450
g04525,254,217
g04526,1121,744
g04527,142,166
g04528,0,0
g04529,0,0
g04530,326,315
g04531,332,262
g04532,95,88
g04533,1666,1633
g04534,164,168
g04535,1,1
g04536,63,61
g04537,283,312
g04538,7,2
g04539,6,10
g04540,149,206
g04541,17,19
g04542,9,17
g04543,398,394
g04544,925,866
g04545,22,6
g04546,4,1
g04547,45,31
g04548,321,300
g04549,119,116
g04550,771,640
g04551,692,637
g04552,245,217
g04553,399,420
g04554,0,0
g04555,0,1
g04556,488,442
g04557,24,15
g04558,3498,3180
g04559,10106,9333
g04560,4275,4159
g04561,1464,1429
g04562,617,587
g04563,5,6
g04564,485,467
g04565,363,296
g04566,255,225
g04567,37,34
g04568,134,128
g04569,34,52
g04570,97,72
g04571,467,419
g04572,380,345
g04573,515,502
g04574,263,255
g04575,121,105
g04576,129,114
g04577,3,8
g04578,229,188
g04579,290,314
g04580,428,430
g04581,484,426
g04582,4348,4141
g04583,127,118
g04584,405,368
g04585,1620,1371
g04586,1,2
g04587,0,0
g04588,31,31
g04589,0,1
g04590,2,0
g04591,0,0
g04592,7,9
g04593,71,73
g04594,154,153
g04595,337,305
g04596,914,828
g04597,1035,1001
g04598,756,821
g04599,264,221
g04600,287,263
g04601,33,25
g04602,1146,1057
g04603,1802,1395
g04604,325,301
g04605,774,486
g04606,1,0
g04607,17,11
g04608,203,176
g04609,2902,2484
g04610,391,341
g04611,138,128
g04612,1027,995
g04613,482,444
g04614,136,129
g04615,2483,2286
g04616,9,6
g04617,1,3
g04618,112,130
g04619,146,159
g04620,336,288
g04621,327,310
g04622,112,85
g04623,1214,1160
g04624,26,29
g04625,0,5
g04626,1481,1233
g04627,29,21
g04628,52,55
g04629,7,9
g04630,1,0
g04631,799,675
g04632,30,34
g04633,101,91
g04634,38,40
g04635,240,190
g04636,1285,1196
g04637,137,157
g04638,16,13
g04639,0,0
g04640,0,0
g04641,96,10
g04642,487,462
g04643,4,6
g04644,188,159
g04645,0,0
g04646,1004,895
g04647,3,8
g04648,2558,2472
g04649,9,5
g04650,3549,2794
g04651,881,652
g04652,21,13
g04653,4684,4230
g04654,3,2
g04655,279,295
g04656,57,64
g04657,0,0
g04658,487,606
g04659,3,2
g04660,206,174
g04661,1,0
g04662,0,0
g04663,48,56
g04664,4,2
g04665,1,1
g04666,206,198
g04667,1486,1482
g04668,20,26
g04669,0,1
g04670,4,5
g04671,2,1
g04672,0,2
g04673,490,403
g04674,24,24
g04675,106,123
g04676,1762,1770
g04677,1224,1285
g04678,578,370
g04679,0,0
g04680,0,0
g04681,539,614
g04682,143,158
g04683,0,0
g04684,80,71
g04685,363,340
g04686,2014,2008
g04687,127,135
g04688,2,2
g04689,3,1
g04690,4563,4375
g04691,25,31
g04692,176,164
g04693,0,1
g04694,15,12
g04695,833,740
g04696,244,294
g04697,67,70
g04698,25,28
g04699,0,0
g04700,2,0
g04701,17,22
g04702,0,0
g04703,0,0
g04704,10,10
g04705,2,5
g04706,0,0
g04707,0,0
g04708,0,0
g04709,0,0
g04710,12,10
g04711,0,0
g04712,0,0
g04713,4,4
g04714,9,5
g04715,5,3
g04716,2,0
g04717,230,216
g04718,254,240
g04719,869,913
g04720,198,178
g04721,1223,1136
g04722,584,514
g04723,2,10
g04724,4,2
g04725,1,0
g04726,3,4
g04727,23,32
g04728,7,4
g04729,7,6
g04730,0,1
g04731,25,20
g04732,0,0
g04733,201,203
g04734,2075,1361
g04735,278,254
g04736,23,29
g04737,866,950
g04738,100,98
g04739,2999,2045
g04740,2794,2730
g04741,433,496
g04742,3,2
g04743,0,1
g04744,0,0
g04745,632,705
g04746,24,5
g04747,39,38
g04748,0,0
g04749,0,1
g04750,905,735
g04751,0,0
g04752,0,3
g04753,0,0
g04754,3,2
g04755,822,867
g04756,190,195
g04757,260,272
g04758,627,633
g04759,167,235
g04760,1,1
g04761,5,16
g04762,0,4
g04763,2999,3112
g04764,1,1
g04765,10,9
g04766,1,0
g04767,277,284
g04768,13,4
g04769,273,253
g04770,71,64
g04771,3,2
g04772,0,0
g04773,4256,4289
g04774,954,895
g04775,2,2
g04776,216,162
g04777,0,1
g04778,96,107
g04779,60,75
g04780,694,619
g04781,67,88
g04782,1597,1379
g04783,300,264
g04784,6,1
g04785,180,218
g04786,0,0
g04787,256,182
g04788,600,570
g04789,71,59
g04790,7,12
g04791,618,653
g04792,7,5
g04793,21,10
g04794,243,237
g04795,11,28
g04796,0,0
g04797,220,181
g04798,2,1
g04799,1607,1392
g04800,67,65
g04801,263,232
g04802,0,1
g04803,680,527
g04804,33,29
g04805,0,0
g04806,1081,1044
g04807,19,16
g04808,0,1
g04809,0,0
g04810,315,308
g04811,25,28
g04812,2,8
g04813,1556,1577
g04814,432,392
g04815,1,1
g04816,582,615
g04817,128,136
g04818,0,0
g04819,288,363
g04820,11,2
g04821,12,17
g04822,0,0
g04823,47,54
g04824,621,512
g04825,10,9
g04826,17,27
g04827,345,337
g04828,8,4
g04829,1,1
g04830,198,253
g04831,365,328
g04832,54,59
g04833,236,215
g04834,107,116
g04835,0,1
g04836,845,748
g04837,298,345
g04838,204,211
g04839,67,76
g04840,1,0
g04841,0,1
g04842,0,0
g04843,1,2
g04844,0,0
g04845,120,136
g04846,932,876
g04847,675,711
g04848,22,14
g04849,2119,1899
g04850,221,188
g04851,5242,4893
g04852,270,238
g04853,1216,1331
g04854,178,181
g04855,0,1
g04856,44,39
g04857,2089,1830
g04858,1,0
g04859,646,641
g04860,187,203
g04861,1,4
g04862,410,227
g04863,0,0
g04864,1,1
g04865,637,596
g04866,57,62
g04867,245,233
g04868,989,959
g04869,1317,1373
g04870,1195,1147
g04871,64,68
g04872,9,7
g04873,41,69
g04874,0,0
g04875,0,0
g04876,32,41
g04877,0,0
g04878,0,0
g04879,120,102
g04880,11,7
g04881,146,131
g04882,215,210
g04883,1027,945
g04884,478,481
g04885,1,0
g04886,2,2
g04887,1714,1492
g04888,501,507
g04889,0,0
g04890,177,159
g04891,0,1
g04892,1,0
g04893,0,0
g04894,0,0
g04895,0,1
g04896,1,1
g04897,2,3
g04898,618,536
g04899,128,120
g04900,0,0
g04901,0,0
g04902,2,1
g04903,0,1
g04904,0,0
g04905,0,4
g04906,9,16
g04907,395,399
g04908,109,122
g04909,1869,1858
g04910,78,84
g04911,270,273
g04912,1414,1390
g04913,0,0
g04914,1067,876
g04915,172,169
g04916,1,0
g04917,1,1
g04918,14,17
g04919,0,0
g04920,0,0
g04921,17,26
g04922,289,283
g04923,811,776
g04924,722,771
g04925,764,762
g04926,515,548
g04927,667,697
g04928,0,1
g04929,0,0
g04930,24,42
g04931,0,0
g04932,7,8
g04933,54,55
g04934,295,252
g04935,757,664
g04936,303,283
g04937,237,177
g04938,308,302
g04939,72,64
g04940,667,613
g04941,1149,1118
g04942,4080,3109
g04943,4,0
g04944,154,129
g04945,617,569
g04946,306,325
g04947,79,59
g04948,53,54
g04949,0,1
g04950,127,128
g04951,1339,1210
g04952,116,124
g04953,68,65
g04954,12,8
g04955,456,440
g04956,2167,2023
g04957,83,67
g04958,6,6
g04959,1234,935
g04960,1,0
g04961,65,67
g04962,809,720
g04963,219,207
g04964,1061,1021
g04965,626,570
g04966,177,173
g04967,63,54
g04968,631,593
g04969,1,2
g04970,171,153
g04971,496,519
g04972,186,198
g04973,0,1
g04974,1,0
g04975,1177,1022
g04976,16,17
g04977,120,120
g04978,307,286
g04979,4,4
g04980,17,24
g04981,5,10
g04982,240,228
g04983,514,330
g04984,1023,1082
g04985,382,451
g04986,14,13
g04987,0,0
g04988,116,134
g04989,108,143
g04990,395,330
g04991,184,212
g04992,133,150
g04993,0,0
g04994,170,88
g04995,2,0
g04996,744,612
g04997,0,0
g04998,3104,2469
g04999,83,48
g05000,4,6
g05001,155,179
g05002,41,27
g05003,1,0
g05004,5,3
g05005,2,9
g05006,5,2
g05007,806,793
g05008,0,1
g05009,588,496
g05010,76,76
g05011,25,20
g05012,2512,1741
g05013,4204,4262
g05014,11,16
g05015,1,6
g05016,0,0
g05017,1232,1187
g05018,45,30
g05019,114,122
g05020,600,595
g05021,3,7
g05022,92,85
g05023,24,25
g05024,6,10
g05025,1,1
g05026,548,485
g05027,15,9
g05028,477,340
g05029,104,110
g05030,1,1
g05031,427,397
g05032,424,336
g05033,644,522
g05034,264,263
g05035,0,1
g05036,578,520
g05037,2,0
g05038,545,504
g05039,606,564
g05040,885,880
g05041,134,108
g05042,105,118
g05043,627,413
g05044,392,293
g05045,13,11
g05046,507,460
g05047,404,351
g05048,626,431
g05049,608,515
g05050,119,118
g05051,2525,2398
g05052,114,138
g05053,706,586
g05054,764,627
g05055,2,1
g05056,261,261
g05057,0,1
g05058,679,780
g05059,23,19
g05060,415,475
g05061,0,1
g05062,0,1
g05063,5,3
g05064,798,656
g05065,0,0
g05066,6,4
g05067,1994,2064
g05068,17,10
g05069,152,148
g05070,1,2
g05071,78,62
g05072,11,11
g05073,28,29
g05074,44,39
g05075,252,258
g05076,44,41
g05077,613,567
g05078,6,4
g05079,260,290
g05080,21,19
g05081,55,52
g05082,272,241
g05083,1280,1277
g05084,1631,1504
g05085,7,3
g05086,0,0
g05087,0,0
g05088,15,9
g05089,655,583
g05090,483,403
g05091,2814,2795
g05092,1857,1576
g05093,573,407
g05094,519,457
g05095,275,222
g05096,172,131
g05097,397,320
g05098,3,2
g05099,0,1
g05100,0,0
g05101,33,40
g05102,172,178
g05103,9,14
g05104,994,786
g05105,30,40
g05106,300,268
g05107,660,655
g05108,37,37
g05109,270,280
g05110,423,359
g05111,47,43
g05112,128,114
g05113,472,401
g05114,49,47
g05115,65,59
g05116,1,1
g05117,109,155
g05118,0,0
g05119,1,0
g05120,1290,1265
g05121,213,214
g05122,201,219
g05123,21,22
g05124,697,639
g05125,161,156
g05126,890,731
g05127,34,34
g05128,75,66
g05129,1923,2016
g05130,9,10
g05131,37,36
g05132,544,521
g05133,278,322
g05134,72,43
g05135,19,16
g05136,1161,1038
g05137,156,144
g05138,582,569
g05139,642,633
g05140,165,140
g05141,25,27
g05142,70,55
g05143,424,371
g05144,438,405
g05145,568,587
g05146,48,66
g05147,169,181
g05148,0,0
g05149,365,346
g05150,28,27
g05151,617,582
g05152,186,144
g05153,0,0
g05154,363,297
g05155,698,549
g05156,1,1
g05157,0,0
g05158,5,2
g05159,344,394
g05160,361,318
g05161,306,357
g05162,4,6
g05163,8,9
g05164,550,455
g05165,1182,1140
g05166,13,7
g05167,867,742
g05168,462,474
g05169,8,5
g05170,143,140
g05171,234,191
g05172,1101,989
g05173,0,0
g05174,1,0
g05175,0,0
g05176,0,0
g05177,0,0
g05178,0,0
g05179,0,0
g05180,0,0
g05181,0,0
g05182,0,0
g05183,0,0
g05184,0,0
g05185,0,0
g05186,0,0
g05187,0,0
g05188,0,0
g05189,0,0
g05190,0,0
g05191,0,0
g05192,0,0
g05193,0,0
g05194,0,0
g05195,0,0
g05196,0,0
g05197,0,0
g05198,159,151
g05199,2,2
g05200,10,17
g05201,22,16
g05202,184,214
g05203,3,8
g05204,1,2
g05205,494,439
g05206,911,743
g05207,79,81
g05208,1999,1707
g05209,1229,1342
g05210,112,133
g05211,0,0
g05212,150,116
g05213,130,104
g05214,4,2
g05215,62,64
g05216,611,523
g05217,1582,1595
g05218,447,397
g05219,160,131
g05220,1,1
g05221,829,653
g05222,51,67
g05223,7,10
g05224,0,0
g05225,64,68
g05226,171,187
g05227,26,29
g05228,1262,1191
g05229,383,331
g05230,3,3
g05231,6833,6183
g05232,215,199
g05233,2,2
g05234,377,347
g05235,117,135
g05236,9,7
g05237,26,32
g05238,0,1
g05239,5,9
g05240,373,402
g05241,26,32
g05242,2,1
g05243,1410,1196
g05244,446,338
g05245,0,0
g05246,1,1
g05247,16,12
g05248,346,434
g05249,1172,1044
g05250,96,105
g05251,575,481
g05252,347,309
g05253,898,958
g05254,4,5
g05255,172,144
g05256,668,662
g05257,607,573
g05258,6,22
g05259,127,125
g05260,1,0
g05261,0,0
g05262,273,238
g05263,218,195
g05264,115,99
g05265,94,74
g05266,889,777
g05267,1244,1075
g05268,0,0
g05269,17,22
g05270,2,5
g05271,1,1
g05272,346,292
g05273,128,157
g05274,1047,973
g05275,62,38
g05276,18,8
g05277,0,0
g05278,25,16
g05279,2,0
g05280,27,1
g05281,2,1
g05282,1,0
g05283,14,1
g05284,1,0
g05285,2,4
g05286,2,0
g05287,5,0
g05288,0,0
g05289,6,14
g05290,59,124
g05291,0,0
g05292,0,0
g05293,0,0
g05294,26,21
g05295,11,4
g05296,1,1
g05297,10,7
g05298,248,142
g05299,108,77
g05300,563,274
g05301,2,2
g05302,1,2
g05303,0,0
g05304,0,0
g05305,1,0
g05306,0,0
g05307,1469,1498
g05308,5,5
g05309,137,157
g05310,320,309
g05311,21,22
g05312,831,856
g05313,140,153
g05314,518,427
g05315,509,422
g05316,0,0
g05317,0,0
g05318,0,0
g05319,0,0
g05320,0,1
g05321,0,0
g05322,1,2
g05323,0,0
g05324,204,201
g05325,117,89
g05326,1,1
g05327,1261,1121
g05328,210,164
g05329,0,2
g05330,2547,2670
g05331,1,2
g05332,493,525
g05333,0,0
g05334,0,0
g05335,0,1
g05336,0,0
g05337,2669,2359
g05338,40,43
g05339,711,679
g05340,200,185
g05341,161,139
g05342,6,3
g05343,13,8
g05344,15,18
g05345,509,563
g05346,79,67
g05347,487,482
g05348,0,1
g05349,151,181
g05350,773,602
g05351,37,38
g05352,42,51
g05353,0,0
g05354,56,40
g05355,746,668
g05356,76,63
g05357,131,146
g05358,1,0
g05359,773,859
g05360,0,0
g05361,0,0
g05362,0,0
g05363,0,0
g05364,0,0
g05365,0,0
g05366,0,0
g05367,0,0
g05368,0,0
g05369,0,0
g05370,0,0
g05371,0,0
g05372,0,0
g05373,0,0
g05374,0,0
g05375,0,0
g05376,0,0
g05377,0,0
g05378,0,0
g05379,0,0
g05380,0,0
g05381,0,0
g05382,0,0
g05383,0,0
g05384,0,0
g05385,0,0
g05386,0,0
g05387,0,0
g05388,0,0
g05389,4,7
g05390,3,1
g05391,5,5
g05392,7,9
g05393,8,21
g05394,19,21
g05395,26,11
g05396,2,15
g05397,9,6
g05398,33,43
g05399,40,38
g05400,9,21
g05401,10,12
g05402,0,4
g05403,7,12
g05404,8,15
g05405,16,8
g05406,3,7
g05407,1,3
g05408,5,3
g05409,10,6
g05410,11,21
g05411,12,4
g05412,28,26
g05413,19,19
g05414,15,18
g05415,71,70
g05416,27,25
g05417,895,938
g05418,41,36
g05419,3,7
g05420,14,8
g05421,25,16
g05422,12,13
g05423,9,10
g05424,20,16
g05425,15,12
g05426,23,31
g05427,6,7
g05428,0,0
g05429,4,4
g05430,0,0
g05431,10,5
g05432,0,0
g05433,1917,1767
g05434,87,61
g05435,8,11
g05436,10500,9652
g05437,22,20
g05438,41,32
g05439,973,856
g05440,405,346
g05441,25,29
g05442,6,1
g05443,267,251
g05444,13,8
g05445,388,351
g05446,369,390
g05447,110,83
g05448,1,2
g05449,761,659
g05450,645,679
g05451,3,6
g05452,0,2
g05453,1862,1661
g05454,1,1
g05455,74,68
g05456,139,119
g05457,102,102
g05458,1598,1527
g05459,14,12
g05460,27,16
g05461,1706,1523
g05462,588,450
g05463,227,288
g05464,469,484
g05465,197,232
g05466,1324,1285
g05467,257,302
g05468,283,296
g05469,481,411
g05470,13,11
g05471,461,425
g05472,4,4
g05473,0,0
g05474,157,99
g05475,0,0
g05476,17,14
g05477,842,795
g05478,0,0
g05479,0,0
g05480,7,6
g05481,4,2
g05482,252,252
g05483,147,125
g05484,354,410
g05485,2477,2365
g05486,76,60
g05487,1281,921
g05488,137,133
g05489,183,143
g05490,139,102
g05491,39,22
g05492,915,848
g05493,3,1
g05494,1075,1130
g05495,159,170
g05496,600,547
g05497,352,315
g05498,1155,1146
g05499,3,9
g05500,698,757
g05501,224,256
g05502,470,538
g05503,1087,1240
g05504,205,213
g05505,91,106
g05506,1,0
g05507,0,0
g05508,0,2
g05509,0,0
g05510,0,0
g05511,0,0
g05512,0,0
g05513,46,37
g05514,0,0
g05515,0,0
g05516,0,0
g05517,0,1
g05518,0,0
g05519,0,0
g05520,0,0
g05521,0,0
g05522,0,0
g05523,0,0
g05524,0,0
g05525,0,0
g05526,0,0
g05527,0,0
g05528,0,0
g05529,0,0
g05530,0,0
g05531,0,0
g05532,0,0
g05533,0,0
g05534,0,0
g05535,0,0
g05536,0,0
g05537,0,0
g05538,0,0
g05539,0,0
g05540,0,0
g05541,0,0
g05542,0,0
g05543,0,0
g05544,0,0
g05545,0,0
g05546,0,1
g05547,0,1
g05548,0,0
g05549,0,0
g05550,0,0
g05551,0,0
g05552,0,0
g05553,0,0
g05554,0,0
g05555,0,0
g05556,0,0
g05557,0,0
g05558,0,0
g05559,0,0
g05560,0,0
g05561,0,0
g05562,0,0
g05563,0,0
g05564,0,0
g05565,0,0
g05566,0,0
g05567,0,0
g05568,0,0
g05569,0,0
g05570,0,0
g05571,0,0
g05572,0,0
g05573,0,0
g05574,0,0
g05575,0,0
g05576,0,0
g05577,0,0
g05578,0,0
g05579,0,0
g05580,0,0
g05581,0,0
g05582,0,0
g05583,0,0
g05584,0,0
g05585,0,0
g05586,0,0
g05587,0,0
g05588,0,0
g05589,0,0
g05590,0,0
g05591,0,0
g05592,0,0
g05593,0,0
g05594,0,0
g05595,0,0
g05596,0,0
g05597,0,0
g05598,0,0
g05599,0,0
g05600,0,0
g05601,0,0
g05602,0,0
g05603,0,0
g05604,0,0
g05605,0,0
g05606,0,0
g05607,0,0
g05608,0,0
g05609,0,0
g05610,0,0
g05611,0,0
g05612,0,0
g05613,0,0
g05614,0,0
g05615,0,0
g05616,0,0
g05617,0,0
g05618,0,0
g05619,0,0
g05620,0,0
g05621,0,0
g05622,0,0
g05623,0,0
g05624,0,0
g05625,0,0
g05626,0,0
g05627,0,0
g05628,0,0
g05629,0,0
g05630,0,0
g05631,0,0
g05632,0,0
g05633,0,0
g05634,0,0
g05635,0,0
g05636,0,1
g05637,0,0
g05638,0,0
g05639,0,0
g05640,0,0
g05641,0,0
g05642,0,0
g05643,0,0
g05644,0,0
g05645,0,0
g05646,0,0
g05647,0,0
g05648,0,0
g05649,0,0
g05650,0,0
g05651,0,0
g05652,327,261
g05653,34,23
g05654,322,311
g05655,1428,1317
g05656,84,87
g05657,96,95
g05658,1105,1112
g05659,1,1
g05660,0,0
g05661,0,0
g05662,0,1
g05663,0,0
g05664,233,241
g05665,608,570
g05666,171,153
g05667,261,240
g05668,0,1
g05669,1,2
g05670,1,0
g05671,40,32
g05672,310,266
g05673,3,0
g05674,0,0
g05675,0,0
g05676,8,10
g05677,3,3
g05678,3250,3193
g05679,1370,1325
g05680,223,180
g05681,1104,598
g05682,2947,1764
g05683,7,5
g05684,2303,2123
g05685,0,0
g05686,0,1
g05687,13,17
g05688,2,1
g05689,4,5
g05690,2,1
g05691,0,1
g05692,1,0
g05693,0,0
g05694,0,0
g05695,1,1
g05696,276,229
g05697,0,0
g05698,0,0
g05699,1941,1810
g05700,1591,1504
g05701,542,457
g05702,0,0
g05703,8,16
g05704,430,390
g05705,44,42
g05706,0,0
g05707,6,5
g05708,802,786
g05709,2190,1888
g05710,0,1
g05711,1279,1324
g05712,1730,1796
g05713,38,25
g05714,0,0
g05715,67,84
g05716,244,229
g05717,630,589
g05718,0,0
g05719,4816,4487
g05720,2,2
g05721,1067,1148
g05722,391,336
g05723,494,460
g05724,66,65
g05725,70,84
g05726,8,8
g05727,0,0
g05728,0,0
g05729,0,0
g05730,0,0
g05731,59,43
g05732,4060,4147
g05733,1758,1422
g05734,728,289
g05735,830,747
g05736,435,432
g05737,243,279
g05738,868,776
g05739,25,30
g05740,3,5
g05741,205,187
g05742,893,805
g05743,153,166
g05744,13,7
g05745,0,0
g05746,871,898
g05747,0,0
g05748,0,0
g05749,54,41
g05750,7,8
g05751,147,138
g05752,2074,1786
g05753,5,12
g05754,889,739
g05755,167,158
g05756,0,1
g05757,2,2
g05758,971,845
g05759,31,32
g05760,0,0
g05761,0,0
g05762,0,0
g05763,0,0
g05764,0,0
g05765,0,0
g05766,0,0
g05767,0,0
g05768,0,0
g05769,0,0
g05770,0,0
g05771,0,0
g05772,0,0
g05773,0,0
g05774,0,0
g05775,172,174
g05776,146,154
g05777,39,23
g05778,0,0
g05779,137,95
g05780,10,19
g05781,1,0
g05782,725,682
g05783,0,3
g05784,20,38
g05785,0,0
g05786,0,0
g05787,1,0
g05788,1122,897
g05789,309,258
g05790,0,0
g05791,0,0
g05792,0,0
g05793,157,176
g05794,506,500
g05795,46,29
g05796,940,845
g05797,34,16
g05798,5,2
g05799,16,21
g05800,3,4
g05801,800,784
g05802,1,0
g05803,0,1
g05804,0,0
g05805,0,1
g05806,0,0
g05807,0,0
g05808,0,0
g05809,0,0
g05810,745,609
g05811,1306,1489
g05812,83,104
g05813,966,1075
g05814,1391,1700
g05815,1740,2068
g05816,3857,4296
g05817,856,903
g05818,4156,4436
g05819,372,463
g05820,289,318
g05821,49,51
g05822,0,1
g05823,0,0
g05824,94,144
g05825,16,9
g05826,0,0
g05827,0,0
g05828,0,2
g05829,57,64
g05830,1,5
g05831,17,20
g05832,1,2
g05833,360,438
g05834,744,898
g05835,579,306
g05836,220,255
g05837,713,1127
g05838,0,0
g05839,0,0
g05840,0,0
g05841,0,0
g05842,0,1
g05843,0,0
