,het_E17.5_f5,het_E17.5_f4
g15177,35,36
g15178,794,793
g15179,239,229
g15180,259,243
g15181,391,314
g15182,380,356
g15183,903,774
g15184,216,230
g15185,1297,1012
g15186,516,445
g15187,1463,1315
g15188,147,135
g15189,169,131
g15190,3525,3366
g15191,2243,2211
g15192,0,0
g15193,8,6
g15194,128,117
g15195,0,0
g15196,846,790
g15197,19,14
g15198,9,7
g15199,37,22
g15200,174,213
g15201,0,0
g15202,0,0
g15203,1,1
g15204,0,0
g15205,58,82
g15206,3436,4643
g15207,35,42
g15208,10,8
g15209,0,0
g15210,0,0
g15211,0,0
g15212,0,0
g15213,8,8
g15214,1,3
g15215,28,53
g15216,0,3
g15217,0,0
g15218,6,3
g15219,52,38
g15220,7,3
g15221,0,1
g15222,17,5
g15223,386,343
g15224,66,22
g15225,1064,189
g15226,0,2
g15227,3058,2942
g15228,1,1
g15229,510,601
g15230,3375,2568
g15231,3566,2993
g15232,2686,2364
g15233,4379,3411
g15234,2026,1418
g15235,928,663
g15236,987,393
g15237,1177,885
g15238,793,566
g15239,1887,1828
g15240,499,433
g15241,3125,1982
g15242,760,440
g15243,4066,2284
g15244,1,0
g15245,0,0
g15246,28,32
g15247,0,0
g15248,1,2
g15249,1,0
g15250,5826,7126
g15251,13256,14364
g15252,8360,9019
g15253,4,2
g15254,14,16
g15255,12270,17466
g15256,15241,22957
g15257,5786,10522
g15258,52233,49447
g15259,168,306
g15260,147,155
g15261,3,2
g15262,1659,772
g15263,1674,1611
g15264,0,0
g15265,0,0
g15266,0,0
g15267,0,0
g15268,0,0
g15269,0,0
g15270,0,0
g15271,0,0
g15272,65,50
g15273,2891,2427
g15274,16,12
g15275,145,180
g15276,4,3
g15277,1,0
g15278,30,31
g15279,3,1
g15280,478,467
g15281,3,2
g15282,21,33
g15283,819,826
g15284,0,1
g15285,1493,1833
g15286,15,18
g15287,8,12
g15288,325,473
g15289,725,529
g15290,1501,1345
g15291,148,180
g15292,346,328
g15293,126,118
g15294,1002,838
g15295,141,116
g15296,511,439
g15297,9,10
g15298,1619,1544
g15299,515,460
g15300,556,441
g15301,237,213
g15302,216,179
g15303,5,12
g15304,58,56
g15305,1,0
g15306,326,314
g15307,1522,1594
g15308,67,58
g15309,143,87
g15310,1310,1180
g15311,19,16
g15312,648,730
g15313,414,326
g15314,876,852
g15315,1177,1158
g15316,4,4
g15317,909,611
g15318,988,877
g15319,0,0
g15320,0,0
g15321,5,0
g15322,639,665
g15323,613,549
g15324,157,105
g15325,1,0
g15326,318,254
g15327,1037,917
g15328,354,360
g15329,2042,1808
g15330,248,225
g15331,714,541
g15332,384,378
g15333,697,748
g15334,315,279
g15335,383,311
g15336,55,60
g15337,35,33
g15338,61,53
g15339,71,79
g15340,76,89
g15341,1241,1007
g15342,4,5
g15343,416,398
g15344,230,220
g15345,845,781
g15346,220,183
g15347,143,132
g15348,138,69
g15349,38,27
g15350,157,138
g15351,221,189
g15352,1165,846
g15353,100,79
g15354,11,7
g15355,0,0
g15356,2,0
g15357,33,19
g15358,2581,1312
g15359,49,26
g15360,4809,3855
g15361,68,51
g15362,0,0
g15363,0,0
g15364,0,0
g15365,0,0
g15366,233,224
g15367,0,1
g15368,0,0
g15369,3,3
g15370,580,452
g15371,796,568
g15372,3353,2502
g15373,207,189
g15374,44,24
g15375,613,574
g15376,21,28
g15377,536,370
g15378,238,220
g15379,56,39
g15380,683,866
g15381,508,477
g15382,71,66
g15383,253,207
g15384,362,376
g15385,15,14
g15386,0,2
g15387,38,47
g15388,263,220
g15389,2,0
g15390,413,303
g15391,225,198
g15392,211,218
g15393,19,20
g15394,0,0
g15395,259,245
g15396,45,51
g15397,382,341
g15398,3137,2500
g15399,42,32
g15400,921,659
g15401,0,0
g15402,3389,3230
g15403,0,0
g15404,0,0
g15405,186,190
g15406,449,486
g15407,71,50
g15408,0,1
g15409,0,0
g15410,0,0
g15411,1,0
g15412,1,1
g15413,1,0
g15414,0,0
g15415,2,4
g15416,1,1
g15417,0,0
g15418,271,242
g15419,1288,1058
g15420,54,42
g15421,0,1
g15422,550,504
g15423,329,252
g15424,0,0
g15425,163,252
g15426,1673,1575
g15427,1,1
g15428,110,109
g15429,337,291
g15430,51,40
g15431,3170,3237
g15432,1,1
g15433,1212,1263
g15434,2825,2621
g15435,279,274
g15436,219,206
g15437,0,1
g15438,3302,2671
g15439,609,539
g15440,3,1
g15441,100,96
g15442,1,0
g15443,72,68
g15444,1,0
g15445,1,0
g15446,2,2
g15447,508,418
g15448,5692,4800
g15449,1879,1667
g15450,912,546
g15451,482,411
g15452,490,449
g15453,1126,1035
g15454,2,2
g15455,1378,1089
g15456,1740,1862
g15457,158,110
g15458,13,11
g15459,281,245
g15460,13,14
g15461,15,12
g15462,597,613
g15463,174,181
g15464,657,555
g15465,801,705
g15466,1,2
g15467,784,727
g15468,779,713
g15469,1,2
g15470,9,11
g15471,35,33
g15472,895,752
g15473,266,195
g15474,28,12
g15475,232,159
g15476,538,464
g15477,95,86
g15478,642,471
g15479,0,0
g15480,0,1
g15481,11,24
g15482,336,269
g15483,414,363
g15484,229,201
g15485,1,1
g15486,201,113
g15487,40,14
g15488,1400,1223
g15489,634,521
g15490,22,37
g15491,0,1
g15492,0,1
g15493,0,0
g15494,0,0
g15495,0,1
g15496,0,0
g15497,82,104
g15498,213,214
g15499,672,698
g15500,303,277
g15501,192,159
g15502,198,176
g15503,0,0
g15504,14,13
g15505,10,14
g15506,0,0
g15507,87,54
g15508,0,0
g15509,0,0
g15510,0,1
g15511,0,1
g15512,142,104
g15513,106,98
g15514,743,680
g15515,62,52
g15516,93,110
g15517,0,3
g15518,3,7
g15519,1171,1161
g15520,879,944
g15521,473,499
g15522,0,0
g15523,26,30
g15524,1,0
g15525,139,155
g15526,383,392
g15527,29,19
g15528,32,26
g15529,2,1
g15530,314,258
g15531,288,193
g15532,47,48
g15533,515,461
g15534,5,3
g15535,3020,2665
g15536,4,8
g15537,244,272
g15538,134,130
g15539,134,130
g15540,586,420
g15541,171,134
g15542,1434,1396
g15543,13,20
g15544,2,10
g15545,13,9
g15546,276,261
g15547,670,839
g15548,2056,1935
g15549,4,2
g15550,2,2
g15551,424,489
g15552,764,650
g15553,159,141
g15554,375,329
g15555,12,12
g15556,530,499
g15557,1139,991
g15558,12,7
g15559,366,347
g15560,12,4
g15561,1503,1449
g15562,0,0
g15563,814,710
g15564,0,2
g15565,5,12
g15566,869,760
g15567,1135,1001
g15568,58,49
g15569,260,240
g15570,0,0
g15571,0,0
g15572,0,0
g15573,0,0
g15574,0,0
g15575,0,0
g15576,0,0
g15577,0,0
g15578,0,0
g15579,0,0
g15580,0,0
g15581,8,3
g15582,326,327
g15583,2,5
g15584,406,450
g15585,0,1
g15586,319,220
g15587,30,37
g15588,119,131
g15589,1185,1109
g15590,187,168
g15591,538,365
g15592,32,21
g15593,138,107
g15594,261,234
g15595,221,156
g15596,177,186
g15597,176,160
g15598,163,148
g15599,732,666
g15600,505,446
g15601,2372,2022
g15602,156,124
g15603,330,238
g15604,18,17
g15605,0,0
g15606,13,15
g15607,7,2
g15608,259,174
g15609,0,0
g15610,2,1
g15611,77,45
g15612,710,624
g15613,0,0
g15614,13,21
g15615,284,235
g15616,219,150
g15617,2465,1731
g15618,19,27
g15619,20,36
g15620,2,0
g15621,2,0
g15622,1066,1231
g15623,1293,1298
g15624,1575,1533
g15625,31,31
g15626,140,133
g15627,11,7
g15628,584,445
g15629,0,0
g15630,0,0
g15631,223,227
g15632,837,806
g15633,398,378
g15634,12,15
g15635,1,2
g15636,0,0
g15637,202,175
g15638,202,176
g15639,574,382
g15640,845,585
g15641,411,333
g15642,1683,1362
g15643,224,167
g15644,67,80
g15645,343,312
g15646,16,10
g15647,368,415
g15648,1,0
g15649,56,57
g15650,0,0
g15651,0,0
g15652,2,1
g15653,16,15
g15654,221,166
g15655,1,1
g15656,787,700
g15657,2631,1791
g15658,10,7
g15659,99,93
g15660,420,316
g15661,0,0
g15662,0,0
g15663,1,0
g15664,2,1
g15665,1,1
g15666,486,452
g15667,4,5
g15668,40,64
g15669,18,17
g15670,462,527
g15671,99,70
g15672,0,1
g15673,0,0
g15674,0,0
g15675,263,249
g15676,52,33
g15677,0,0
g15678,1142,893
g15679,97,83
g15680,22,16
g15681,1,0
g15682,2,3
g15683,144,115
g15684,2,0
g15685,149,164
g15686,181,109
g15687,52,43
g15688,862,683
g15689,147,156
g15690,1,0
g15691,1324,1051
g15692,231,170
g15693,1176,1131
g15694,623,536
g15695,1541,1107
g15696,7,3
g15697,4,1
g15698,103,84
g15699,1384,1239
g15700,236,228
g15701,325,261
g15702,0,0
g15703,631,618
g15704,253,266
g15705,500,454
g15706,858,716
g15707,230,210
g15708,236,193
g15709,0,1
g15710,319,267
g15711,1896,1498
g15712,38,36
g15713,1,1
g15714,0,0
g15715,10,9
g15716,1389,1040
g15717,2,3
g15718,15,12
g15719,4,2
g15720,308,269
g15721,137,156
g15722,2392,2001
g15723,143,137
g15724,1,1
g15725,980,991
g15726,0,0
g15727,489,475
g15728,6,13
g15729,0,0
g15730,23,17
g15731,0,0
g15732,680,666
g15733,311,291
g15734,0,0
g15735,89,68
g15736,66,63
g15737,15,16
g15738,152,136
g15739,193,151
g15740,351,278
g15741,5,2
g15742,59,39
g15743,72,51
g15744,211,141
g15745,1,0
g15746,0,2
g15747,117,133
g15748,1778,3078
g15749,18,261
g15750,226,246
g15751,0,2
g15752,0,0
g15753,699,625
g15754,669,622
g15755,754,618
g15756,1,1
g15757,0,1
g15758,857,973
g15759,773,690
g15760,0,0
g15761,0,1
g15762,0,0
g15763,31,34
g15764,235,202
g15765,2310,2083
g15766,13,6
g15767,199,155
g15768,46,62
g15769,1,1
g15770,38,29
g15771,135,131
g15772,383,288
g15773,1396,1403
g15774,12,11
g15775,0,0
g15776,7,4
g15777,592,531
g15778,3,9
g15779,681,601
g15780,1676,1527
g15781,1593,1254
g15782,150,167
g15783,771,727
g15784,0,1
g15785,0,1
g15786,0,0
g15787,1,0
g15788,1,0
g15789,2,2
g15790,394,452
g15791,191,171
g15792,359,270
g15793,145,138
g15794,411,452
g15795,15,18
g15796,817,625
g15797,8,7
g15798,363,341
g15799,193,184
g15800,263,238
g15801,4,2
g15802,73,53
g15803,24,8
g15804,21,19
g15805,0,0
g15806,536,517
g15807,156,130
g15808,43,35
g15809,218,181
g15810,321,295
g15811,11,21
g15812,2,8
g15813,4,3
g15814,3,2
g15815,1220,1040
g15816,164,175
g15817,2484,2150
g15818,6,7
g15819,9,17
g15820,0,0
g15821,2,3
g15822,212,192
g15823,21,30
g15824,0,5
g15825,501,527
g15826,14,17
g15827,525,453
g15828,3388,2869
g15829,468,327
g15830,214,211
g15831,919,848
g15832,1341,1277
g15833,43,36
g15834,0,0
g15835,629,475
g15836,18,19
g15837,307,263
g15838,5,5
g15839,4,7
g15840,12,7
g15841,3,2
g15842,11,17
g15843,706,693
g15844,7,5
g15845,7,12
g15846,633,478
g15847,26,18
g15848,2,1
g15849,1,0
g15850,112,108
g15851,142,141
g15852,1,2
g15853,0,3
g15854,205,193
g15855,0,3
g15856,0,0
g15857,0,12
g15858,100,65
g15859,5,4
g15860,1116,1015
g15861,2,3
g15862,127,127
g15863,64,55
g15864,458,417
g15865,2049,1537
g15866,372,413
g15867,16,13
g15868,0,1
g15869,58,55
g15870,0,0
g15871,1884,1762
g15872,0,0
g15873,0,0
g15874,0,1
g15875,0,0
g15876,0,0
g15877,200,199
g15878,359,241
g15879,0,0
g15880,323,237
g15881,6,8
g15882,2642,2337
g15883,9,8
g15884,572,558
g15885,323,291
g15886,883,958
g15887,437,518
g15888,2183,1221
g15889,1521,1599
g15890,0,0
g15891,317,300
g15892,12,9
g15893,197,186
g15894,1,0
g15895,1486,1371
g15896,692,600
g15897,97,50
g15898,2,1
g15899,54,40
g15900,0,0
g15901,1891,1691
g15902,5,3
g15903,552,487
g15904,213,181
g15905,2361,2095
g15906,67,80
g15907,3,2
g15908,0,0
g15909,0,0
g15910,0,0
g15911,100,88
g15912,17,16
g15913,368,360
g15914,90,78
g15915,2,3
g15916,0,0
g15917,753,722
g15918,452,337
g15919,718,526
g15920,338,278
g15921,298,312
g15922,1726,1845
g15923,3,0
g15924,1340,1134
g15925,250,217
g15926,81,81
g15927,227,192
g15928,5,0
g15929,308,288
g15930,4,11
g15931,2,15
g15932,93,82
g15933,169,179
g15934,69,57
g15935,417,382
g15936,62,43
g15937,1,0
g15938,667,497
g15939,88,76
g15940,2,1
g15941,420,362
g15942,573,373
g15943,12,15
g15944,20,13
g15945,903,815
g15946,0,1
g15947,270,219
g15948,365,311
g15949,125,113
g15950,181,159
g15951,6,7
g15952,479,373
g15953,0,0
g15954,1226,1027
g15955,123,107
g15956,702,662
g15957,0,0
g15958,0,1
g15959,1,1
g15960,40,38
g15961,774,930
g15962,6,5
g15963,0,0
g15964,237,220
g15965,29,37
g15966,490,411
g15967,74,55
g15968,2031,1770
g15969,159,109
g15970,117,136
g15971,180,187
g15972,2,5
g15973,508,431
g15974,21,25
g15975,186,128
g15976,9,1
g15977,30,22
g15978,24,24
g15979,405,378
g15980,0,0
g15981,3,5
g15982,286,233
g15983,0,0
g15984,156,149
g15985,0,0
g15986,1097,1034
g15987,31,37
g15988,22,32
g15989,227,260
g15990,22,26
g15991,0,1
g15992,926,783
g15993,1887,1625
g15994,156,136
g15995,197,164
g15996,573,462
g15997,94,82
g15998,701,535
g15999,8,5
g16000,5,3
g16001,130,150
g16002,26,28
g16003,1115,817
g16004,357,322
g16005,91,88
g16006,11,7
g16007,2,0
g16008,509,520
g16009,959,913
g16010,366,297
g16011,153,163
g16012,0,1
g16013,0,0
g16014,75,64
g16015,2139,1899
g16016,0,0
g16017,0,0
g16018,129,105
g16019,0,4
g16020,207,195
g16021,3,3
g16022,37,24
g16023,0,0
g16024,0,0
g16025,0,0
g16026,0,0
g16027,1033,791
g16028,269,188
g16029,885,805
g16030,45,47
g16031,257,228
g16032,0,0
g16033,1,1
g16034,0,0
g16035,252,221
g16036,15,17
g16037,282,238
g16038,4,3
g16039,1049,855
g16040,1499,1319
g16041,0,0
g16042,0,0
g16043,1472,1406
g16044,740,711
g16045,1255,1113
g16046,2,1
g16047,38,49
g16048,1440,1489
g16049,507,475
g16050,1554,1240
g16051,848,665
g16052,828,764
g16053,603,551
g16054,278,189
g16055,148,115
g16056,734,625
g16057,150,111
g16058,5,3
g16059,13,14
g16060,72,54
g16061,68,66
g16062,148,139
g16063,153,126
g16064,199,197
g16065,602,563
g16066,0,0
g16067,488,376
g16068,182,133
g16069,419,365
g16070,42,23
g16071,1,0
g16072,0,0
g16073,0,0
g16074,0,0
g16075,0,0
g16076,0,0
g16077,0,0
g16078,0,0
g16079,0,0
g16080,0,0
g16081,0,0
g16082,0,0
g16083,0,0
g16084,0,0
g16085,0,0
g16086,0,0
g16087,0,0
g16088,0,0
g16089,0,0
g16090,0,0
g16091,0,0
g16092,0,0
g16093,0,0
g16094,0,0
g16095,0,0
g16096,0,0
g16097,0,0
g16098,0,0
g16099,0,0
g16100,0,0
g16101,0,0
g16102,0,0
g16103,0,0
g16104,0,0
g16105,0,0
g16106,0,0
g16107,0,0
g16108,0,0
g16109,0,0
g16110,0,2
g16111,246,264
g16112,290,276
g16113,0,2
g16114,230,191
g16115,948,770
g16116,229,221
g16117,323,251
g16118,576,518
g16119,752,647
g16120,436,457
g16121,85,54
g16122,563,562
g16123,7,5
g16124,426,409
g16125,30,27
g16126,0,0
g16127,29903,31157
g16128,147,133
g16129,211,161
g16130,10,13
g16131,20,22
g16132,16451,12290
g16133,4220,4191
g16134,647,565
g16135,980,828
g16136,725,699
g16137,102,107
g16138,479,449
g16139,10,6
g16140,91,88
g16141,0,0
g16142,94,108
g16143,1,0
g16144,1,1
g16145,29,33
g16146,12,28
g16147,0,0
g16148,0,0
g16149,0,0
g16150,0,0
g16151,0,0
g16152,0,0
g16153,969,916
g16154,559,414
g16155,2,3
g16156,1797,1662
g16157,285,270
g16158,11,15
g16159,948,782
g16160,2,0
g16161,498,342
g16162,0,1
g16163,0,0
g16164,0,0
g16165,1,0
g16166,516,417
g16167,163,195
g16168,481,426
g16169,10,7
g16170,157,124
g16171,352,318
g16172,127,143
g16173,316,296
g16174,0,1
g16175,80,66
g16176,177,213
g16177,543,522
g16178,978,872
g16179,199,223
g16180,84,54
g16181,1,1
g16182,0,0
g16183,15,25
g16184,1,2
g16185,6,2
g16186,6,5
g16187,225,259
g16188,844,550
g16189,861,689
g16190,1299,1026
g16191,188,181
g16192,2,6
g16193,97,70
g16194,10,10
g16195,690,285
g16196,338,263
g16197,694,559
g16198,16,11
g16199,53,52
g16200,81,97
g16201,4,3
g16202,117,106
g16203,71,81
g16204,1470,1560
g16205,958,866
g16206,366,201
g16207,242,196
g16208,3,2
g16209,598,577
g16210,830,589
g16211,0,0
g16212,308,276
g16213,0,0
g16214,590,496
g16215,267,194
g16216,221,232
g16217,18,14
g16218,748,514
g16219,25,26
g16220,0,0
g16221,6,3
g16222,3,0
g16223,470,362
g16224,103,84
g16225,0,3
g16226,453,370
g16227,1336,1209
g16228,20,11
g16229,0,0
g16230,0,1
g16231,0,1
g16232,1,1
g16233,1428,1108
g16234,5,3
g16235,0,0
g16236,0,2
g16237,0,0
g16238,0,1
g16239,0,0
g16240,0,0
g16241,172,148
g16242,1750,1755
g16243,0,0
g16244,47,42
g16245,652,586
g16246,244,222
g16247,322,270
g16248,145,149
g16249,12,5
g16250,2,0
g16251,140,119
g16252,903,763
g16253,10,16
g16254,0,0
g16255,3429,3407
g16256,0,0
g16257,1886,2079
g16258,2,0
g16259,5,7
g16260,1052,941
g16261,279,147
g16262,491,470
g16263,674,672
g16264,4,0
g16265,118,79
g16266,311,346
g16267,2,3
g16268,372,443
g16269,0,0
g16270,1,1
g16271,327,305
g16272,35,28
g16273,1488,1393
g16274,3,0
g16275,1561,1193
g16276,0,0
g16277,801,801
g16278,122,65
g16279,1230,991
g16280,4,3
g16281,3,0
g16282,1982,1945
g16283,4,3
g16284,703,595
g16285,169,128
g16286,302,271
g16287,2,6
g16288,1366,1262
g16289,118,91
g16290,4455,4258
g16291,625,570
g16292,165,153
g16293,273,224
g16294,383,378
g16295,826,825
g16296,0,0
g16297,0,0
g16298,0,0
g16299,0,0
g16300,0,0
g16301,0,0
g16302,0,0
g16303,0,0
g16304,1,0
g16305,0,0
g16306,0,0
g16307,0,0
g16308,0,0
g16309,0,0
g16310,0,0
g16311,0,0
g16312,0,0
g16313,1,1
g16314,0,0
g16315,0,0
g16316,1,0
g16317,0,0
g16318,0,0
g16319,130,128
g16320,661,596
g16321,967,952
g16322,630,589
g16323,149,170
g16324,420,402
g16325,7,3
g16326,18,22
g16327,189,236
g16328,47,31
g16329,361,246
g16330,320,240
g16331,7,5
g16332,208,170
g16333,268,255
g16334,0,1
g16335,1,1
g16336,851,886
g16337,0,1
g16338,345,323
g16339,1,2
g16340,4,2
g16341,184,140
g16342,6,11
g16343,61,86
g16344,455,426
g16345,171,174
g16346,99,102
g16347,0,1
g16348,0,0
g16349,12,17
g16350,1,0
g16351,2071,2106
g16352,8,6
g16353,130,123
g16354,153,118
g16355,337,385
g16356,58,69
g16357,182,175
g16358,641,627
g16359,783,762
g16360,645,569
g16361,84,73
g16362,2,3
g16363,0,0
g16364,0,0
g16365,0,0
g16366,0,0
g16367,0,0
g16368,0,0
g16369,0,0
g16370,11,7
g16371,0,0
g16372,0,0
g16373,0,0
g16374,0,0
g16375,0,0
g16376,124,87
g16377,26,18
g16378,681,605
g16379,264,270
g16380,1145,935
g16381,0,0
g16382,77,26
g16383,339,393
g16384,2541,2245
g16385,4,2
g16386,4129,3566
g16387,656,597
g16388,599,581
g16389,6,1
g16390,3201,2919
g16391,494,498
g16392,0,0
g16393,354,290
g16394,1385,1114
g16395,585,502
g16396,97,73
g16397,498,467
g16398,458,410
g16399,48,46
g16400,28,22
g16401,327,339
g16402,5,6
g16403,178,154
g16404,295,260
g16405,4,2
g16406,589,581
g16407,1037,1054
g16408,67,85
g16409,62,65
g16410,277,375
g16411,11,11
g16412,607,515
g16413,779,646
g16414,0,2
g16415,73,73
g16416,0,0
g16417,0,0
g16418,0,0
g16419,0,0
g16420,0,0
g16421,0,0
g16422,0,0
g16423,0,0
g16424,0,0
g16425,0,0
g16426,2617,2341
g16427,0,2
g16428,0,0
g16429,0,2
g16430,0,0
g16431,0,0
g16432,0,0
g16433,0,0
g16434,0,0
g16435,0,0
g16436,0,0
g16437,0,0
g16438,0,0
g16439,0,0
g16440,0,1
g16441,0,0
g16442,0,0
g16443,0,0
g16444,0,0
g16445,0,0
g16446,1,0
g16447,0,0
g16448,0,0
g16449,2,0
g16450,0,1
g16451,435,311
g16452,0,0
g16453,82,65
g16454,2,1
g16455,1,0
g16456,0,0
g16457,15,6
g16458,4,6
g16459,0,0
g16460,79,68
g16461,127,122
g16462,62,59
g16463,1007,935
g16464,11,6
g16465,234,160
g16466,13,20
g16467,0,2
g16468,633,545
g16469,0,3
g16470,1,0
g16471,834,817
g16472,1,1
g16473,1068,1049
g16474,1,0
g16475,106,53
g16476,34,35
g16477,408,423
g16478,0,1
g16479,0,2
g16480,0,0
g16481,0,2
g16482,174,137
g16483,46,32
g16484,0,0
g16485,0,0
g16486,83,70
g16487,5,3
g16488,1720,1284
g16489,3,1
g16490,171,156
g16491,0,1
g16492,99,110
g16493,354,373
g16494,1,1
g16495,182,145
g16496,6,4
g16497,0,0
g16498,501,407
g16499,1331,1087
g16500,11,8
g16501,0,0
g16502,124,110
g16503,9,3
g16504,51,56
g16505,134,126
g16506,79,63
g16507,53,52
g16508,1314,1228
g16509,307,293
g16510,1,1
g16511,818,755
g16512,290,183
g16513,2315,2064
g16514,18,14
g16515,0,0
g16516,4,4
g16517,311,335
g16518,74,74
g16519,616,565
g16520,916,1036
g16521,1,0
g16522,5,0
g16523,0,0
g16524,1,0
g16525,0,0
g16526,443,435
g16527,59,57
g16528,7,2
g16529,0,1
g16530,0,3
g16531,1,2
g16532,95,74
g16533,711,612
g16534,124,100
g16535,0,0
g16536,0,0
g16537,155,160
g16538,0,0
g16539,1,0
g16540,0,1
g16541,35,48
g16542,1,1
g16543,2,2
g16544,11,15
g16545,218,195
g16546,1296,1011
g16547,2,1
g16548,1834,1699
g16549,210,248
g16550,1,18
g16551,1419,1134
g16552,1,2
g16553,472,551
g16554,94,86
g16555,623,507
g16556,2,3
g16557,47,32
g16558,129,107
g16559,666,605
g16560,497,345
g16561,51,54
g16562,0,1
g16563,214,169
g16564,1113,944
g16565,375,295
g16566,3,1
g16567,195,136
g16568,94,75
g16569,0,0
g16570,233,239
g16571,524,387
g16572,119,91
g16573,0,2
g16574,45,67
g16575,27,41
g16576,622,510
g16577,437,376
g16578,322,299
g16579,6,8
g16580,71,73
g16581,327,241
g16582,149,176
g16583,1,6
g16584,1249,1249
g16585,154,139
g16586,2,0
g16587,701,595
g16588,682,659
g16589,6,9
g16590,377,292
g16591,100,82
g16592,732,774
g16593,635,615
g16594,268,240
g16595,138,120
g16596,465,389
g16597,238,202
g16598,86,62
g16599,13,7
g16600,3568,3488
g16601,18,18
g16602,977,863
g16603,3,0
g16604,976,851
g16605,82,69
g16606,1416,1502
g16607,0,0
g16608,30,21
g16609,201,172
g16610,1049,918
g16611,14,5
g16612,13,4
g16613,0,0
g16614,169,130
g16615,228,214
g16616,227,344
g16617,30,30
g16618,64,112
g16619,66,139
g16620,135,249
g16621,273,635
g16622,46,272
g16623,0,0
g16624,176,150
g16625,143,202
g16626,179,556
g16627,0,11
g16628,60,59
g16629,6,2
g16630,193,184
g16631,1,1
g16632,10,15
g16633,26,22
g16634,0,1
g16635,893,881
g16636,369,330
g16637,104,108
g16638,516,473
g16639,3,1
g16640,1,1
g16641,0,1
g16642,0,0
g16643,0,0
g16644,0,0
g16645,0,0
g16646,0,1
g16647,1,0
g16648,3,6
g16649,201,255
g16650,756,691
g16651,1,1
g16652,58,47
g16653,152,161
g16654,427,387
g16655,0,1
g16656,2,1
g16657,247,239
g16658,172,165
g16659,12,10
g16660,1150,1163
g16661,1394,1201
g16662,149,151
g16663,32,29
g16664,477,492
g16665,17,17
g16666,0,0
g16667,0,0
g16668,354,265
g16669,1231,879
g16670,121,73
g16671,95,57
g16672,649,674
g16673,100,87
g16674,43,30
g16675,1395,1133
g16676,3741,3099
g16677,4,5
g16678,1204,1010
g16679,179,107
g16680,55,54
g16681,131,92
g16682,304,232
g16683,79,74
g16684,4,7
g16685,0,2
g16686,13,17
g16687,373,342
g16688,554,485
g16689,372,269
g16690,1820,1760
g16691,110,113
g16692,3,4
g16693,782,854
g16694,828,749
g16695,3,2
g16696,10,10
g16697,680,484
g16698,3,2
g16699,198,215
g16700,44,54
g16701,509,535
g16702,2,1
g16703,926,788
g16704,296,284
g16705,1,0
g16706,177,184
g16707,48,63
g16708,473,467
g16709,951,893
g16710,141,146
g16711,528,437
g16712,38,22
g16713,187,237
g16714,1170,1035
g16715,2957,3555
g16716,126,138
g16717,698,627
g16718,464,483
g16719,6634,6922
g16720,883,693
g16721,1,1
g16722,568,543
g16723,104,96
g16724,225,269
g16725,892,1054
g16726,642,572
g16727,24,27
g16728,0,0
g16729,0,0
g16730,0,0
g16731,0,0
g16732,0,1
g16733,0,0
g16734,0,0
g16735,0,0
g16736,0,0
g16737,0,0
g16738,0,0
g16739,0,1
g16740,0,0
g16741,0,0
g16742,1,1
g16743,1945,2101
g16744,5,7
g16745,508,556
g16746,118,89
g16747,9,23
g16748,279,276
g16749,2,10
g16750,247,217
g16751,1553,1354
g16752,11,12
g16753,3660,2889
g16754,64,61
g16755,5,1
g16756,1,0
g16757,58,52
g16758,0,1
g16759,5,2
g16760,25,24
g16761,598,512
g16762,2,0
g16763,1,0
g16764,21,22
g16765,48,31
g16766,86,95
g16767,249,193
g16768,6,5
g16769,586,498
g16770,0,0
g16771,124,104
g16772,100,112
g16773,292,246
g16774,0,1
g16775,0,0
g16776,6,3
g16777,127,89
g16778,55,39
g16779,632,610
g16780,59,54
g16781,510,420
g16782,2,0
g16783,1283,1098
g16784,0,0
g16785,0,0
g16786,0,0
g16787,0,0
g16788,0,0
g16789,0,0
g16790,0,0
g16791,0,0
g16792,682,552
g16793,2345,2072
g16794,0,0
g16795,337,291
g16796,589,679
g16797,278,247
g16798,12,6
g16799,1,0
g16800,298,253
g16801,0,2
g16802,1,1
g16803,339,198
g16804,1,0
g16805,321,290
g16806,7,2
g16807,2,1
g16808,8652,7180
g16809,925,890
g16810,118,80
g16811,317,296
g16812,40,50
g16813,6,7
g16814,338,255
g16815,522,517
g16816,1,0
g16817,3,5
g16818,346,431
g16819,522,412
g16820,325,221
g16821,796,591
g16822,2,1
g16823,700,609
g16824,0,3
g16825,380,330
g16826,182,166
g16827,193,234
g16828,26,29
g16829,3,5
g16830,0,0
g16831,571,414
g16832,137,137
g16833,124,136
g16834,793,641
g16835,25,13
g16836,357,318
g16837,115,99
g16838,60,97
g16839,19,30
g16840,2,0
g16841,17,15
g16842,501,330
g16843,51,45
g16844,163,151
g16845,519,541
g16846,553,565
g16847,153,138
g16848,1588,1512
g16849,980,887
g16850,495,406
g16851,85,91
g16852,281,305
g16853,71,74
g16854,7,10
g16855,504,468
g16856,657,601
g16857,204,189
g16858,628,514
g16859,119,124
g16860,1269,874
g16861,47,64
g16862,449,625
g16863,568,502
g16864,1191,1054
g16865,3508,2879
g16866,209,221
g16867,319,265
g16868,31,27
g16869,19,17
g16870,170,151
g16871,154,129
g16872,507,548
g16873,331,344
g16874,332,285
g16875,0,0
g16876,0,0
g16877,5,4
g16878,0,0
g16879,0,0
g16880,120,98
g16881,12,6
g16882,775,646
g16883,17,12
