,het_E15.5_f4,het_E15.5_f5
g04240,528,522
g04241,78,59
g04242,54,90
g04243,1,9
g04244,3,1
g04245,145,152
g04246,90,85
g04247,374,467
g04248,5,17
g04249,197,259
g04250,0,0
g04251,0,1
g04252,1,0
g04253,0,0
g04254,1116,1224
g04255,47,60
g04256,12,21
g04257,380,541
g04258,778,888
g04259,8,15
g04260,485,452
g04261,0,0
g04262,0,0
g04263,154,148
g04264,1,2
g04265,1355,1608
g04266,314,353
g04267,1634,1792
g04268,2802,2431
g04269,0,0
g04270,337,387
g04271,0,0
g04272,462,423
g04273,133,127
g04274,981,911
g04275,1880,1878
g04276,1,5
g04277,859,1190
g04278,268,281
g04279,21,24
g04280,27,36
g04281,2461,2619
g04282,262,205
g04283,1045,992
g04284,892,946
g04285,421,425
g04286,869,905
g04287,1868,1927
g04288,1619,1413
g04289,1664,1579
g04290,2223,2422
g04291,19,13
g04292,0,0
g04293,0,0
g04294,30,28
g04295,94,92
g04296,5,4
g04297,248,262
g04298,223,252
g04299,88,85
g04300,700,747
g04301,1689,1877
g04302,26,20
g04303,82,92
g04304,5887,5823
g04305,95,79
g04306,334,337
g04307,1145,1188
g04308,260,232
g04309,10,15
g04310,2005,2488
g04311,4,3
g04312,655,658
g04313,19,10
g04314,416,472
g04315,9,29
g04316,1161,1107
g04317,7,10
g04318,610,817
g04319,183,179
g04320,20,29
g04321,1,0
g04322,0,0
g04323,340,461
g04324,1,2
g04325,1,2
g04326,112,129
g04327,26,35
g04328,849,1113
g04329,2,2
g04330,67,95
g04331,0,0
g04332,78,96
g04333,1205,1364
g04334,0,0
g04335,771,738
g04336,142,174
g04337,343,476
g04338,52,63
g04339,269,309
g04340,2424,2716
g04341,22,23
g04342,1,0
g04343,0,0
g04344,281,263
g04345,878,650
g04346,1650,1613
g04347,90,71
g04348,17,9
g04349,722,724
g04350,278,382
g04351,0,0
g04352,263,212
g04353,0,0
g04354,0,1
g04355,38,58
g04356,0,0
g04357,0,0
g04358,63,111
g04359,0,1
g04360,326,284
g04361,2,7
g04362,599,743
g04363,358,434
g04364,218,235
g04365,63,51
g04366,1065,1030
g04367,234,270
g04368,1,2
g04369,8,3
g04370,45,28
g04371,890,821
g04372,16,15
g04373,9,11
g04374,39,32
g04375,0,0
g04376,319,312
g04377,23,20
g04378,5,6
g04379,0,1
g04380,7,4
g04381,11,8
g04382,1,1
g04383,0,0
g04384,0,0
g04385,0,0
g04386,1,0
g04387,46,54
g04388,1,6
g04389,439,507
g04390,122,113
g04391,126,147
g04392,0,0
g04393,130,87
g04394,12,8
g04395,0,1
g04396,2,1
g04397,3,1
g04398,84,76
g04399,516,464
g04400,521,465
g04401,448,368
g04402,249,205
g04403,1,0
g04404,1,0
g04405,3,3
g04406,74,79
g04407,307,235
g04408,1,0
g04409,1999,1978
g04410,21,26
g04411,1139,1073
g04412,377,474
g04413,616,527
g04414,293,277
g04415,244,125
g04416,279,280
g04417,4,6
g04418,1,1
g04419,786,819
g04420,555,693
g04421,212,212
g04422,543,554
g04423,6,11
g04424,4,5
g04425,373,384
g04426,115,70
g04427,18,21
g04428,621,591
g04429,26,40
g04430,520,719
g04431,47,95
g04432,1159,1147
g04433,3970,3888
g04434,4004,3952
g04435,670,716
g04436,216,273
g04437,408,576
g04438,245,194
g04439,111,146
g04440,596,503
g04441,1208,1192
g04442,1022,1066
g04443,291,281
g04444,28,11
g04445,6840,5886
g04446,965,1107
g04447,10,13
g04448,868,904
g04449,4,2
g04450,245,278
g04451,108,92
g04452,8,5
g04453,649,740
g04454,67,59
g04455,703,724
g04456,3,3
g04457,222,204
g04458,314,284
g04459,11,6
g04460,195,224
g04461,3,3
g04462,4,5
g04463,6,4
g04464,52,49
g04465,0,0
g04466,0,0
g04467,0,0
g04468,156,134
g04469,731,759
g04470,141,151
g04471,4092,4169
g04472,211,239
g04473,25,35
g04474,221,167
g04475,1608,1654
g04476,3448,3506
g04477,3,0
g04478,1141,1359
g04479,391,382
g04480,25,50
g04481,2,1
g04482,786,935
g04483,884,738
g04484,106,93
g04485,987,949
g04486,1,1
g04487,68,38
g04488,6,5
g04489,109,78
g04490,22,19
g04491,478,476
g04492,58,74
g04493,11,17
g04494,0,2
g04495,603,584
g04496,607,726
g04497,1203,1443
g04498,33,29
g04499,99,110
g04500,122,111
g04501,620,551
g04502,234,290
g04503,42,52
g04504,165,184
g04505,3,2
g04506,0,0
g04507,456,492
g04508,82,62
g04509,595,546
g04510,855,965
g04511,7,12
g04512,1241,1318
g04513,1254,1156
g04514,415,353
g04515,252,238
g04516,94,105
g04517,1,0
g04518,703,772
g04519,384,396
g04520,30,59
g04521,0,0
g04522,993,1148
g04523,43,34
g04524,622,475
g04525,288,232
g04526,1012,992
g04527,142,157
g04528,0,0
g04529,0,0
g04530,295,345
g04531,329,305
g04532,130,114
g04533,2027,1851
g04534,193,152
g04535,6,6
g04536,82,72
g04537,364,426
g04538,5,0
g04539,10,14
g04540,204,280
g04541,15,17
g04542,12,15
g04543,415,476
g04544,1016,999
g04545,10,17
g04546,4,5
g04547,62,46
g04548,357,319
g04549,134,126
g04550,687,908
g04551,990,674
g04552,373,226
g04553,586,453
g04554,0,1
g04555,3,2
g04556,493,532
g04557,22,7
g04558,3617,3656
g04559,10747,10879
g04560,4543,5150
g04561,1739,1502
g04562,696,667
g04563,4,3
g04564,614,548
g04565,351,347
g04566,229,237
g04567,43,33
g04568,210,212
g04569,72,38
g04570,57,93
g04571,510,452
g04572,451,406
g04573,515,606
g04574,306,277
g04575,138,143
g04576,107,167
g04577,4,10
g04578,186,264
g04579,312,340
g04580,498,455
g04581,424,521
g04582,4082,4923
g04583,124,133
g04584,355,478
g04585,1649,1630
g04586,2,3
g04587,1,0
g04588,22,37
g04589,3,2
g04590,0,0
g04591,1,2
g04592,11,10
g04593,89,76
g04594,182,216
g04595,336,366
g04596,877,958
g04597,1152,1255
g04598,935,977
g04599,264,262
g04600,325,285
g04601,29,29
g04602,1218,1263
g04603,1457,2313
g04604,365,346
g04605,671,733
g04606,0,0
g04607,18,20
g04608,196,172
g04609,2831,2962
g04610,400,419
g04611,159,150
g04612,998,1172
g04613,470,567
g04614,134,157
g04615,2429,2724
g04616,8,7
g04617,5,6
g04618,131,148
g04619,197,178
g04620,350,376
g04621,364,372
g04622,101,100
g04623,1233,1450
g04624,39,28
g04625,1,1
g04626,1292,1601
g04627,25,40
g04628,71,76
g04629,7,7
g04630,4,0
g04631,834,755
g04632,28,31
g04633,98,98
g04634,42,32
g04635,223,249
g04636,1140,1463
g04637,139,217
g04638,17,15
g04639,0,0
g04640,0,0
g04641,20,16
g04642,470,555
g04643,2,2
g04644,173,185
g04645,0,0
g04646,1125,1147
g04647,9,2
g04648,2681,2775
g04649,4,3
g04650,3325,3430
g04651,761,822
g04652,20,14
g04653,4764,4695
g04654,2,8
g04655,298,300
g04656,67,68
g04657,1,1
g04658,461,805
g04659,4,2
g04660,209,190
g04661,1,1
g04662,0,0
g04663,70,60
g04664,1,2
g04665,0,0
g04666,259,248
g04667,1641,1706
g04668,23,30
g04669,0,0
g04670,4,4
g04671,0,0
g04672,0,0
g04673,456,507
g04674,24,25
g04675,101,111
g04676,2135,1890
g04677,1387,1579
g04678,473,568
g04679,1,0
g04680,0,0
g04681,567,630
g04682,269,168
g04683,0,0
g04684,89,90
g04685,369,414
g04686,2215,2347
g04687,130,126
g04688,3,3
g04689,2,1
g04690,5111,4826
g04691,22,17
g04692,176,202
g04693,1,0
g04694,14,17
g04695,1068,971
g04696,243,289
g04697,102,91
g04698,30,29
g04699,0,0
g04700,2,3
g04701,22,19
g04702,0,1
g04703,0,0
g04704,13,11
g04705,2,4
g04706,0,0
g04707,0,0
g04708,0,0
g04709,0,0
g04710,8,17
g04711,0,0
g04712,0,0
g04713,2,4
g04714,10,14
g04715,9,2
g04716,1,1
g04717,227,310
g04718,255,232
g04719,939,992
g04720,240,182
g04721,1294,1354
g04722,635,593
g04723,4,4
g04724,3,5
g04725,0,1
g04726,4,4
g04727,32,34
g04728,6,3
g04729,11,6
g04730,1,0
g04731,30,41
g04732,1,0
g04733,210,210
g04734,1640,2022
g04735,266,298
g04736,17,16
g04737,1160,1045
g04738,126,87
g04739,2556,2987
g04740,2876,3071
g04741,451,565
g04742,0,0
g04743,0,0
g04744,0,0
g04745,809,781
g04746,26,11
g04747,44,39
g04748,2,1
g04749,0,0
g04750,780,789
g04751,0,0
g04752,0,2
g04753,1,0
g04754,0,5
g04755,985,875
g04756,256,228
g04757,223,305
g04758,719,835
g04759,244,243
g04760,0,0
g04761,5,2
g04762,1,0
g04763,3399,3606
g04764,2,1
g04765,10,17
g04766,0,0
g04767,307,334
g04768,14,11
g04769,264,230
g04770,74,57
g04771,4,1
g04772,0,0
g04773,4891,4867
g04774,1318,921
g04775,2,3
g04776,160,239
g04777,1,1
g04778,115,115
g04779,103,81
g04780,699,736
g04781,87,84
g04782,1608,1618
g04783,740,336
g04784,5,2
g04785,204,248
g04786,2,0
g04787,251,237
g04788,837,573
g04789,81,64
g04790,21,8
g04791,644,755
g04792,9,14
g04793,32,28
g04794,235,295
g04795,12,22
g04796,0,0
g04797,222,215
g04798,0,0
g04799,1563,1616
g04800,40,62
g04801,198,260
g04802,0,2
g04803,604,706
g04804,30,32
g04805,0,0
g04806,981,1197
g04807,17,22
g04808,0,0
g04809,1,0
g04810,305,326
g04811,25,25
g04812,5,6
g04813,1839,1593
g04814,495,501
g04815,2,2
g04816,470,689
g04817,153,149
g04818,0,0
g04819,370,415
g04820,6,13
g04821,16,13
g04822,1,1
g04823,41,48
g04824,597,741
g04825,13,19
g04826,30,22
g04827,415,373
g04828,8,10
g04829,2,5
g04830,267,263
g04831,327,356
g04832,44,55
g04833,220,258
g04834,95,122
g04835,1,0
g04836,884,796
g04837,275,343
g04838,235,206
g04839,101,97
g04840,1,1
g04841,1,0
g04842,0,0
g04843,0,0
g04844,0,0
g04845,135,143
g04846,928,924
g04847,882,750
g04848,27,34
g04849,2316,2168
g04850,252,209
g04851,5406,5724
g04852,314,285
g04853,1504,1693
g04854,194,181
g04855,0,1
g04856,46,44
g04857,2053,2101
g04858,1,0
g04859,646,709
g04860,150,189
g04861,0,1
g04862,264,332
g04863,0,0
g04864,0,2
g04865,730,673
g04866,55,46
g04867,267,236
g04868,1102,1091
g04869,1490,1308
g04870,1121,1264
g04871,69,54
g04872,10,17
g04873,64,52
g04874,0,0
g04875,0,0
g04876,62,51
g04877,0,0
g04878,0,0
g04879,116,109
g04880,18,20
g04881,164,156
g04882,236,229
g04883,1088,992
g04884,509,560
g04885,2,3
g04886,12,6
g04887,1595,1795
g04888,539,541
g04889,0,0
g04890,198,186
g04891,0,0
g04892,0,0
g04893,0,2
g04894,0,0
g04895,0,0
g04896,0,3
g04897,3,0
g04898,675,613
g04899,143,138
g04900,0,1
g04901,1,0
g04902,1,1
g04903,5,2
g04904,0,2
g04905,1,1
g04906,5,22
g04907,427,387
g04908,150,130
g04909,2145,2010
g04910,93,76
g04911,281,308
g04912,1504,1794
g04913,0,0
g04914,1016,1087
g04915,189,175
g04916,0,0
g04917,1,0
g04918,10,12
g04919,0,0
g04920,0,0
g04921,23,15
g04922,258,274
g04923,929,861
g04924,796,772
g04925,1009,835
g04926,576,603
g04927,754,772
g04928,0,1
g04929,0,0
g04930,34,46
g04931,0,0
g04932,3,9
g04933,59,57
g04934,281,287
g04935,919,790
g04936,300,315
g04937,206,230
g04938,344,317
g04939,66,65
g04940,817,713
g04941,1148,1189
g04942,3946,3803
g04943,1,1
g04944,148,159
g04945,606,690
g04946,374,337
g04947,83,90
g04948,52,47
g04949,2,1
g04950,121,140
g04951,1335,1456
g04952,106,124
g04953,84,81
g04954,6,9
g04955,423,477
g04956,2050,2477
g04957,95,90
g04958,6,4
g04959,1044,1215
g04960,1,1
g04961,43,102
g04962,863,801
g04963,244,269
g04964,996,1136
g04965,708,622
g04966,184,175
g04967,71,43
g04968,653,682
g04969,3,4
g04970,232,201
g04971,539,598
g04972,213,208
g04973,0,0
g04974,0,0
g04975,1136,1275
g04976,22,20
g04977,160,147
g04978,345,386
g04979,3,8
g04980,16,30
g04981,7,12
g04982,234,263
g04983,497,480
g04984,1204,1115
g04985,516,447
g04986,16,20
g04987,0,1
g04988,143,109
g04989,128,159
g04990,472,378
g04991,214,246
g04992,145,173
g04993,1,0
g04994,152,166
g04995,5,0
g04996,729,790
g04997,2,0
g04998,2879,3022
g04999,59,52
g05000,3,4
g05001,181,173
g05002,34,29
g05003,0,0
g05004,2,1
g05005,4,5
g05006,4,7
g05007,852,904
g05008,0,0
g05009,467,642
g05010,126,100
g05011,34,26
g05012,2329,2325
g05013,4187,4822
g05014,15,9
g05015,9,3
g05016,3,0
g05017,1443,1427
g05018,40,37
g05019,109,160
g05020,604,648
g05021,7,1
g05022,93,110
g05023,16,24
g05024,1,4
g05025,0,1
g05026,538,624
g05027,17,13
g05028,450,366
g05029,130,118
g05030,0,1
g05031,467,440
g05032,426,473
g05033,586,627
g05034,276,272
g05035,0,0
g05036,590,609
g05037,1,2
g05038,592,531
g05039,691,699
g05040,1112,945
g05041,126,110
g05042,118,132
g05043,570,567
g05044,413,399
g05045,14,18
g05046,557,507
g05047,432,424
g05048,522,608
g05049,550,730
g05050,132,119
g05051,2069,3179
g05052,125,150
g05053,644,718
g05054,709,772
g05055,3,4
g05056,303,317
g05057,2,1
g05058,723,772
g05059,16,33
g05060,438,610
g05061,0,0
g05062,5,5
g05063,8,2
g05064,692,867
g05065,1,0
g05066,4,2
g05067,2262,2272
g05068,9,17
g05069,306,182
g05070,0,2
g05071,62,82
g05072,5,7
g05073,38,44
g05074,36,77
g05075,306,289
g05076,44,43
g05077,615,643
g05078,6,4
g05079,302,278
g05080,24,31
g05081,58,66
g05082,217,319
g05083,1188,1519
g05084,1451,1820
g05085,7,3
g05086,0,0
g05087,2,3
g05088,26,20
g05089,607,719
g05090,464,530
g05091,3083,3461
g05092,1732,1981
g05093,449,521
g05094,602,632
g05095,289,262
g05096,170,141
g05097,420,377
g05098,5,5
g05099,1,0
g05100,2,0
g05101,44,35
g05102,188,197
g05103,22,16
g05104,884,1003
g05105,34,47
g05106,396,263
g05107,761,737
g05108,48,41
g05109,384,302
g05110,428,419
g05111,65,50
g05112,109,126
g05113,569,480
g05114,63,48
g05115,49,58
g05116,4,1
g05117,106,160
g05118,1,0
g05119,0,0
g05120,1467,1458
g05121,259,195
g05122,219,211
g05123,24,19
g05124,740,723
g05125,183,150
g05126,840,1031
g05127,33,50
g05128,59,65
g05129,2671,2196
g05130,11,19
g05131,39,40
g05132,577,587
g05133,294,352
g05134,68,64
g05135,21,27
g05136,1235,1302
g05137,143,182
g05138,533,699
g05139,663,833
g05140,190,162
g05141,33,34
g05142,111,72
g05143,467,474
g05144,471,472
g05145,595,601
g05146,74,76
g05147,190,154
g05148,1,0
g05149,393,408
g05150,28,37
g05151,717,657
g05152,178,200
g05153,1,0
g05154,309,367
g05155,688,753
g05156,1,1
g05157,0,0
g05158,2,2
g05159,470,419
g05160,424,383
g05161,305,362
g05162,4,2
g05163,7,6
g05164,625,505
g05165,1417,1346
g05166,8,11
g05167,900,877
g05168,542,558
g05169,4,14
g05170,183,165
g05171,272,202
g05172,1287,1100
g05173,0,0
g05174,0,0
g05175,0,0
g05176,0,0
g05177,0,0
g05178,0,0
g05179,0,0
g05180,0,0
g05181,0,0
g05182,0,0
g05183,0,0
g05184,0,0
g05185,0,0
g05186,0,0
g05187,0,0
g05188,0,0
g05189,0,0
g05190,0,0
g05191,1,0
g05192,0,0
g05193,0,0
g05194,0,0
g05195,0,0
g05196,0,0
g05197,0,0
g05198,201,185
g05199,7,6
g05200,15,9
g05201,30,35
g05202,215,263
g05203,5,6
g05204,7,2
g05205,548,577
g05206,705,997
g05207,53,95
g05208,1998,2013
g05209,1313,1490
g05210,107,120
g05211,0,0
g05212,132,174
g05213,97,114
g05214,0,0
g05215,78,69
g05216,521,646
g05217,1709,1845
g05218,491,473
g05219,172,158
g05220,0,0
g05221,685,846
g05222,38,89
g05223,6,8
g05224,0,1
g05225,80,61
g05226,193,201
g05227,35,44
g05228,1441,1238
g05229,450,406
g05230,1,4
g05231,7299,7075
g05232,244,267
g05233,9,14
g05234,406,446
g05235,162,142
g05236,11,12
g05237,54,42
g05238,0,0
g05239,8,3
g05240,464,456
g05241,43,45
g05242,3,0
g05243,1371,1376
g05244,397,445
g05245,1,0
g05246,0,0
g05247,29,26
g05248,436,463
g05249,1207,1386
g05250,118,121
g05251,547,567
g05252,387,384
g05253,1186,1005
g05254,8,6
g05255,146,222
g05256,739,806
g05257,662,653
g05258,6,19
g05259,189,120
g05260,1,0
g05261,0,0
g05262,291,255
g05263,239,212
g05264,113,98
g05265,82,88
g05266,937,925
g05267,1265,1323
g05268,1,0
g05269,24,18
g05270,3,7
g05271,0,0
g05272,422,326
g05273,143,147
g05274,1135,1173
g05275,69,73
g05276,13,9
g05277,0,0
g05278,27,25
g05279,1,0
g05280,6,6
g05281,1,0
g05282,0,1
g05283,2,1
g05284,0,1
g05285,1,0
g05286,0,0
g05287,1,0
g05288,1,0
g05289,2,8
g05290,49,112
g05291,0,0
g05292,0,0
g05293,0,0
g05294,25,26
g05295,14,12
g05296,1,2
g05297,4,11
g05298,257,270
g05299,92,117
g05300,576,505
g05301,4,0
g05302,4,0
g05303,0,0
g05304,0,0
g05305,1,5
g05306,0,0
g05307,1430,1764
g05308,5,7
g05309,128,164
g05310,336,348
g05311,16,22
g05312,1054,987
g05313,190,160
g05314,563,526
g05315,551,518
g05316,0,0
g05317,0,0
g05318,0,0
g05319,0,0
g05320,0,0
g05321,0,0
g05322,0,0
g05323,0,0
g05324,193,210
g05325,76,103
g05326,1,2
g05327,1090,1339
g05328,216,174
g05329,0,4
g05330,2642,3035
g05331,0,0
g05332,643,580
g05333,0,0
g05334,0,0
g05335,1,0
g05336,1,2
g05337,2284,2833
g05338,39,75
g05339,792,761
g05340,183,226
g05341,176,177
g05342,1,10
g05343,9,11
g05344,15,33
g05345,579,631
g05346,64,77
g05347,526,589
g05348,0,2
g05349,165,183
g05350,749,737
g05351,57,51
g05352,53,63
g05353,1,0
g05354,58,75
g05355,860,814
g05356,85,89
g05357,141,188
g05358,0,0
g05359,757,933
g05360,0,0
g05361,0,0
g05362,0,0
g05363,0,0
g05364,0,0
g05365,0,0
g05366,0,0
g05367,0,0
g05368,0,0
g05369,0,0
g05370,0,0
g05371,0,0
g05372,0,0
g05373,0,0
g05374,0,0
g05375,0,0
g05376,0,0
g05377,0,0
g05378,1,0
g05379,0,0
g05380,0,0
g05381,0,0
g05382,0,0
g05383,0,0
g05384,0,0
g05385,0,0
g05386,0,0
g05387,0,0
g05388,0,0
g05389,6,5
g05390,2,1
g05391,8,8
g05392,4,7
g05393,19,13
g05394,31,20
g05395,13,16
g05396,4,3
g05397,10,12
g05398,33,45
g05399,53,42
g05400,7,22
g05401,6,9
g05402,1,9
g05403,7,10
g05404,16,12
g05405,21,15
g05406,8,3
g05407,4,6
g05408,14,18
g05409,9,10
g05410,14,18
g05411,13,13
g05412,30,27
g05413,21,35
g05414,22,22
g05415,71,69
g05416,28,30
g05417,1027,1028
g05418,44,41
g05419,7,4
g05420,12,7
g05421,19,21
g05422,12,15
g05423,8,16
g05424,14,23
g05425,18,12
g05426,25,22
g05427,12,13
g05428,0,0
g05429,3,5
g05430,1,0
g05431,22,16
g05432,1,0
g05433,1958,1981
g05434,76,92
g05435,9,16
g05436,10120,11653
g05437,23,6
g05438,47,36
g05439,1227,1081
g05440,374,370
g05441,37,22
g05442,3,4
g05443,302,333
g05444,20,6
g05445,469,434
g05446,397,410
g05447,126,87
g05448,5,3
g05449,786,897
g05450,645,809
g05451,2,6
g05452,1,2
g05453,1908,2152
g05454,0,2
g05455,86,73
g05456,123,137
g05457,116,131
g05458,1621,1691
g05459,11,6
g05460,37,24
g05461,1698,1762
g05462,566,593
g05463,326,294
g05464,454,516
g05465,258,248
g05466,1392,1445
g05467,349,340
g05468,381,401
g05469,453,511
g05470,16,13
g05471,601,455
g05472,3,2
g05473,0,1
g05474,109,135
g05475,0,0
g05476,15,9
g05477,797,989
g05478,0,0
g05479,0,0
g05480,37,7
g05481,6,4
g05482,224,308
g05483,156,171
g05484,470,413
g05485,2857,2695
g05486,66,57
g05487,995,1284
g05488,141,154
g05489,141,209
g05490,88,129
g05491,30,28
g05492,908,968
g05493,5,2
g05494,1027,1292
g05495,225,201
g05496,625,648
g05497,371,411
g05498,1167,1428
g05499,8,6
g05500,755,785
g05501,256,245
g05502,624,642
g05503,1272,1303
g05504,251,237
g05505,100,113
g05506,0,0
g05507,1,0
g05508,0,0
g05509,0,0
g05510,0,0
g05511,1,1
g05512,0,0
g05513,52,64
g05514,0,0
g05515,0,0
g05516,0,0
g05517,0,0
g05518,0,0
g05519,0,0
g05520,0,0
g05521,0,0
g05522,0,0
g05523,0,0
g05524,0,0
g05525,0,0
g05526,0,0
g05527,0,0
g05528,0,0
g05529,0,0
g05530,0,0
g05531,0,0
g05532,0,0
g05533,0,0
g05534,0,0
g05535,0,0
g05536,0,0
g05537,0,0
g05538,0,0
g05539,0,0
g05540,0,0
g05541,0,0
g05542,0,0
g05543,0,0
g05544,0,0
g05545,0,0
g05546,1,0
g05547,0,0
g05548,0,0
g05549,0,0
g05550,0,0
g05551,0,0
g05552,0,0
g05553,0,0
g05554,0,0
g05555,0,0
g05556,0,0
g05557,0,0
g05558,0,0
g05559,0,0
g05560,0,0
g05561,0,0
g05562,0,0
g05563,0,0
g05564,0,0
g05565,0,0
g05566,0,0
g05567,0,0
g05568,0,0
g05569,0,0
g05570,0,0
g05571,0,0
g05572,0,0
g05573,0,0
g05574,0,0
g05575,0,0
g05576,0,0
g05577,0,0
g05578,0,0
g05579,0,0
g05580,0,0
g05581,0,0
g05582,0,1
g05583,0,0
g05584,0,0
g05585,0,0
g05586,0,0
g05587,0,0
g05588,0,0
g05589,0,0
g05590,0,0
g05591,0,0
g05592,0,0
g05593,0,0
g05594,0,0
g05595,0,0
g05596,0,0
g05597,0,0
g05598,0,0
g05599,0,0
g05600,0,0
g05601,0,0
g05602,0,0
g05603,0,0
g05604,0,0
g05605,0,0
g05606,0,0
g05607,0,0
g05608,0,0
g05609,0,0
g05610,0,0
g05611,0,0
g05612,0,0
g05613,0,0
g05614,0,0
g05615,0,0
g05616,0,0
g05617,0,0
g05618,0,0
g05619,0,0
g05620,0,0
g05621,0,0
g05622,0,0
g05623,0,0
g05624,0,0
g05625,0,0
g05626,0,1
g05627,0,0
g05628,0,0
g05629,0,0
g05630,0,0
g05631,0,0
g05632,0,0
g05633,0,0
g05634,0,0
g05635,0,0
g05636,0,0
g05637,0,0
g05638,0,0
g05639,0,0
g05640,0,0
g05641,0,0
g05642,0,0
g05643,0,0
g05644,0,0
g05645,0,0
g05646,0,0
g05647,0,0
g05648,0,0
g05649,0,0
g05650,0,0
g05651,0,0
g05652,323,342
g05653,38,28
g05654,313,421
g05655,1498,1608
g05656,72,99
g05657,96,116
g05658,1306,1203
g05659,3,5
g05660,1,1
g05661,0,0
g05662,0,2
g05663,0,0
g05664,220,227
g05665,649,655
g05666,148,184
g05667,257,290
g05668,2,0
g05669,1,0
g05670,1,0
g05671,43,53
g05672,282,288
g05673,1,4
g05674,0,0
g05675,0,1
g05676,8,14
g05677,2,0
g05678,3678,3398
g05679,1370,1603
g05680,228,216
g05681,772,837
g05682,2156,2446
g05683,6,10
g05684,2052,2543
g05685,0,0
g05686,0,0
g05687,38,32
g05688,4,4
g05689,4,3
g05690,6,4
g05691,2,3
g05692,0,0
g05693,0,0
g05694,1,0
g05695,1,0
g05696,304,282
g05697,1,0
g05698,0,0
g05699,1870,2010
g05700,1747,1780
g05701,530,547
g05702,0,0
g05703,12,13
g05704,446,456
g05705,33,29
g05706,0,0
g05707,1,4
g05708,911,879
g05709,2055,2252
g05710,0,0
g05711,1273,1484
g05712,1699,1959
g05713,40,30
g05714,0,0
g05715,52,90
g05716,237,261
g05717,695,637
g05718,0,2
g05719,4999,4941
g05720,1,0
g05721,1307,1299
g05722,451,437
g05723,425,489
g05724,46,76
g05725,88,90
g05726,7,7
g05727,0,0
g05728,0,0
g05729,0,0
g05730,0,0
g05731,52,51
g05732,5156,5424
g05733,1578,1909
g05734,546,536
g05735,820,869
g05736,512,443
g05737,220,292
g05738,783,923
g05739,6,20
g05740,0,2
g05741,270,199
g05742,1120,916
g05743,150,198
g05744,10,8
g05745,0,0
g05746,852,1062
g05747,0,1
g05748,0,0
g05749,27,52
g05750,11,10
g05751,166,128
g05752,2212,2098
g05753,8,13
g05754,973,955
g05755,161,161
g05756,1,0
g05757,0,1
g05758,951,995
g05759,20,26
g05760,0,0
g05761,0,2
g05762,0,0
g05763,1,0
g05764,0,0
g05765,0,1
g05766,0,0
g05767,0,0
g05768,0,0
g05769,0,0
g05770,0,0
g05771,0,0
g05772,0,0
g05773,0,0
g05774,1,1
g05775,179,196
g05776,154,142
g05777,28,23
g05778,1,0
g05779,162,97
g05780,12,12
g05781,0,0
g05782,616,808
g05783,3,1
g05784,36,53
g05785,0,0
g05786,0,0
g05787,0,0
g05788,1162,1039
g05789,341,285
g05790,0,0
g05791,0,0
g05792,1,0
g05793,171,177
g05794,505,542
g05795,49,51
g05796,897,1013
g05797,25,22
g05798,11,12
g05799,24,21
g05800,2,3
g05801,837,969
g05802,0,0
g05803,0,0
g05804,1,0
g05805,2,0
g05806,0,0
g05807,0,0
g05808,0,0
g05809,0,0
g05810,974,784
g05811,1728,1670
g05812,82,143
g05813,1365,1171
g05814,1730,1624
g05815,2104,2028
g05816,4814,4560
g05817,1080,948
g05818,4960,4768
g05819,467,538
g05820,398,328
g05821,64,45
g05822,0,0
g05823,0,0
g05824,3,198
g05825,40,22
g05826,0,0
g05827,0,0
g05828,3,2
g05829,80,80
g05830,5,4
g05831,18,20
g05832,6,1
g05833,531,459
g05834,1056,851
g05835,721,310
g05836,291,248
g05837,927,1110
g05838,0,0
g05839,0,0
g05840,0,0
g05841,0,0
g05842,0,0
g05843,0,0
g05844,0,0
g05845,0,0
g05846,0,0
g05847,0,0
g05848,0,0
g05849,0,0
g05850,0,0
g05851,0,0
g05852,0,0
g05853,0,0
g05854,0,0
g05855,0,0
g05856,0,0
g05857,0,0
g05858,0,0
g05859,0,0
g05860,0,0
g05861,0,0
g05862,0,0
g05863,0,0
g05864,0,0
g05865,0,0
g05866,0,0
g05867,0,0
g05868,0,0
g05869,0,0
g05870,0,0
g05871,0,0
g05872,0,0
g05873,0,0
g05874,0,0
g05875,538,499
g05876,295,291
g05877,7,14
g05878,2,5
g05879,1,2
g05880,7,9
g05881,2128,1854
g05882,3301,3291
g05883,2125,1852
g05884,1561,1375
g05885,1028,977
g05886,2215,2028
g05887,5532,5595
g05888,4770,4351
g05889,3433,3522
g05890,777,705
g05891,2100,1946
g05892,644,566
g05893,33,26
g05894,766,894
g05895,9442,9860
g05896,792,687
g05897,7361,7513
g05898,556,516
g05899,405,404
g05900,18,27
g05901,2479,3559
g05902,74,71
g05903,4963,4721
g05904,2354,2819
g05905,13,9
g05906,3582,3562
g05907,2266,2207
g05908,1250,1342
g05909,1581,1970
g05910,3685,2841
g05911,1556,1877
g05912,5483,4914
g05913,1,0
g05914,0,0
g05915,0,1
g05916,0,0
g05917,0,1
g05918,4,0
g05919,6,2
g05920,14,13
g05921,541,624
g05922,80,69
g05923,0,0
g05924,2,1
g05925,254,241
g05926,20,11
g05927,1,2
g05928,301,226
g05929,1001,1071
g05930,230,208
g05931,339,364
g05932,4,2
g05933,67,55
g05934,532,509
g05935,762,886
g05936,215,276
g05937,4,2
g05938,0,0
g05939,0,0
g05940,0,0
