,het_E15.5_f4,het_E15.5_f5
g21862,7,8
g21863,382,451
g21864,15,16
g21865,1,1
g21866,393,387
g21867,0,0
g21868,0,0
g21869,1,0
g21870,54,85
g21871,647,698
g21872,215,255
g21873,0,2
g21874,80,68
g21875,0,2
g21876,2,1
g21877,437,497
g21878,746,697
g21879,76,78
g21880,455,524
g21881,138,175
g21882,22,11
g21883,109,78
g21884,474,552
g21885,47,59
g21886,0,0
g21887,0,0
g21888,0,0
g21889,0,1
g21890,0,0
g21891,0,0
g21892,0,0
g21893,0,0
g21894,0,0
g21895,0,0
g21896,0,0
g21897,0,0
g21898,0,0
g21899,0,0
g21900,0,1
g21901,1,0
g21902,0,0
g21903,0,0
g21904,0,0
g21905,0,0
g21906,0,0
g21907,0,0
g21908,0,0
g21909,0,0
g21910,0,0
g21911,0,0
g21912,0,0
g21913,0,0
g21914,0,0
g21915,0,0
g21916,1,3
g21917,0,3
g21918,1,1
g21919,0,0
g21920,61,60
g21921,97,111
g21922,4,2
g21923,1012,1190
g21924,655,821
g21925,446,469
g21926,423,311
g21927,0,2
g21928,565,579
g21929,10,14
g21930,2,2
g21931,307,245
g21932,561,464
g21933,3,5
g21934,12,9
g21935,2845,2854
g21936,1017,975
g21937,0,2
g21938,390,444
g21939,6,7
g21940,1545,1393
g21941,234,187
g21942,95,110
g21943,0,1
g21944,223,322
g21945,331,278
g21946,55,54
g21947,1461,1390
g21948,112,111
g21949,170,177
g21950,182,205
g21951,456,600
g21952,0,1
g21953,65,91
g21954,2,0
g21955,1,2
g21956,762,989
g21957,1,2
g21958,17,16
g21959,9,7
g21960,291,262
g21961,362,381
g21962,87,97
g21963,72,62
g21964,300,373
g21965,768,589
g21966,57,10
g21967,11,4
g21968,961,924
g21969,189,156
g21970,870,1061
g21971,897,960
g21972,29,28
g21973,30,9
g21974,224,266
g21975,0,0
g21976,404,488
g21977,525,609
g21978,17,24
g21979,17,16
g21980,2,2
g21981,430,421
g21982,462,476
g21983,0,3
g21984,202,321
g21985,0,0
g21986,737,829
g21987,1464,1454
g21988,0,3
g21989,256,241
g21990,392,399
g21991,2396,2369
g21992,13,14
g21993,43,58
g21994,23421,22232
g21995,4263,4081
g21996,270,238
g21997,27,35
g21998,11247,9696
g21999,14,16
g22000,2,3
g22001,776,782
g22002,0,0
g22003,61,71
g22004,197,208
g22005,0,0
g22006,0,0
g22007,0,0
g22008,170,194
g22009,901,840
g22010,9,20
g22011,692,838
g22012,3,3
g22013,767,752
g22014,108,92
g22015,17,35
g22016,162,182
g22017,4,3
g22018,118,127
g22019,570,675
g22020,553,680
g22021,11,12
g22022,583,880
g22023,5,4
g22024,122,95
g22025,12,11
g22026,368,324
g22027,1504,1452
g22028,59,65
g22029,487,749
g22030,88,82
g22031,1478,1641
g22032,4,3
g22033,67,82
g22034,49,71
g22035,365,490
g22036,114,127
g22037,439,550
g22038,1788,1783
g22039,854,767
g22040,0,0
g22041,0,3
g22042,0,0
g22043,0,0
g22044,591,564
g22045,9,12
g22046,1188,1216
g22047,67,58
g22048,0,5
g22049,207,190
g22050,47,43
g22051,633,667
g22052,45,40
g22053,3948,4361
g22054,113,142
g22055,359,362
g22056,316,315
g22057,27,22
g22058,143,112
g22059,5,3
g22060,1258,1379
g22061,435,561
g22062,292,435
g22063,688,692
g22064,3503,3141
g22065,3,6
g22066,1,2
g22067,1,0
g22068,1,1
g22069,0,0
g22070,0,0
g22071,80,75
g22072,0,0
g22073,0,0
g22074,0,0
g22075,2,0
g22076,0,0
g22077,0,0
g22078,0,0
g22079,101,115
g22080,0,1
g22081,50,37
g22082,1,0
g22083,1,3
g22084,5,7
g22085,1,1
g22086,0,2
g22087,0,0
g22088,0,0
g22089,0,0
g22090,0,0
g22091,0,0
g22092,1,0
g22093,0,0
g22094,0,0
g22095,0,0
g22096,0,0
g22097,0,0
g22098,0,0
g22099,0,0
g22100,0,0
g22101,0,1
g22102,0,0
g22103,0,0
g22104,0,0
g22105,0,0
g22106,0,0
g22107,0,0
g22108,0,0
g22109,0,0
g22110,0,0
g22111,0,0
g22112,0,0
g22113,0,0
g22114,0,0
g22115,0,0
g22116,0,0
g22117,0,0
g22118,0,0
g22119,0,0
g22120,0,0
g22121,0,0
g22122,0,0
g22123,0,0
g22124,0,0
g22125,0,0
g22126,0,0
g22127,0,0
g22128,0,0
g22129,0,0
g22130,0,0
g22131,0,0
g22132,0,0
g22133,0,0
g22134,0,0
g22135,0,0
g22136,0,0
g22137,0,0
g22138,0,0
g22139,0,0
g22140,0,0
g22141,0,1
g22142,0,0
g22143,0,0
g22144,1700,942
g22145,7978,4475
g22146,7979,4553
g22147,1,0
g22148,10,8
g22149,666,816
g22150,0,0
g22151,3,3
g22152,0,0
g22153,0,0
g22154,0,1
g22155,1,0
g22156,0,0
g22157,0,0
g22158,0,0
g22159,0,0
g22160,0,0
g22161,0,0
g22162,0,0
g22163,0,0
g22164,0,0
g22165,0,0
g22166,0,0
g22167,0,0
g22168,0,0
g22169,0,1
g22170,0,0
g22171,1,0
g22172,0,0
g22173,18,17
g22174,14,17
g22175,3,10
g22176,50,51
g22177,0,1
g22178,0,0
g22179,63,79
g22180,0,0
g22181,3,3
g22182,50,41
g22183,2,13
g22184,0,1
g22185,0,0
g22186,0,0
g22187,0,0
g22188,0,0
g22189,0,0
g22190,0,0
g22191,0,0
g22192,0,0
g22193,0,0
g22194,0,0
g22195,0,0
g22196,0,0
g22197,0,0
g22198,0,0
g22199,0,0
g22200,0,0
g22201,0,0
g22202,0,0
g22203,0,0
g22204,0,0
g22205,0,0
g22206,0,2
g22207,0,0
g22208,0,0
g22209,0,0
g22210,0,0
g22211,0,0
g22212,0,0
g22213,0,0
g22214,0,0
g22215,0,0
g22216,0,0
g22217,0,0
g22218,0,0
g22219,0,0
g22220,0,0
g22221,0,0
g22222,0,0
g22223,0,1
g22224,0,0
g22225,626,707
g22226,42,42
g22227,0,0
g22228,0,0
g22229,1,0
g22230,874,741
g22231,721,622
g22232,256,213
g22233,260,263
g22234,4,7
g22235,457,490
g22236,723,800
g22237,495,423
g22238,639,654
g22239,1434,1414
g22240,520,458
g22241,991,1150
g22242,1362,1335
g22243,636,551
g22244,2,1
g22245,0,0
g22246,0,1
g22247,0,0
g22248,0,0
g22249,0,0
g22250,0,0
g22251,0,0
g22252,2,1
g22253,28,50
g22254,41,58
g22255,0,0
g22256,0,0
g22257,0,0
g22258,0,0
g22259,0,0
g22260,0,0
g22261,0,0
g22262,0,0
g22263,0,0
g22264,0,0
g22265,0,0
g22266,1,0
g22267,0,0
g22268,0,0
g22269,0,0
g22270,0,0
g22271,1,0
g22272,0,0
g22273,1,0
g22274,0,0
g22275,0,0
g22276,1,0
g22277,0,0
g22278,0,0
g22279,0,0
g22280,1,0
g22281,0,0
g22282,18,17
g22283,214,187
g22284,764,851
g22285,6,9
g22286,12,13
g22287,2,0
g22288,1,0
g22289,0,0
g22290,0,0
g22291,0,0
g22292,0,0
g22293,0,0
g22294,0,0
g22295,0,0
g22296,0,0
g22297,0,0
g22298,0,0
g22299,0,0
g22300,0,0
g22301,0,0
g22302,0,1
g22303,0,0
g22304,0,0
g22305,0,0
g22306,0,0
g22307,0,0
g22308,0,0
g22309,0,0
g22310,0,0
g22311,0,0
g22312,0,1
g22313,0,0
g22314,0,0
g22315,0,0
g22316,0,0
g22317,0,0
g22318,0,0
g22319,0,0
g22320,0,0
g22321,0,0
g22322,0,0
g22323,0,0
g22324,0,0
g22325,0,0
g22326,0,0
g22327,0,0
g22328,0,0
g22329,1,0
g22330,0,0
g22331,0,0
g22332,10,53
g22333,1412,1739
g22334,326,341
g22335,64,53
g22336,372,418
g22337,5,6
g22338,3,4
g22339,9,7
g22340,454,427
g22341,9,20
g22342,667,814
g22343,129,159
g22344,9,8
g22345,0,4
g22346,461,476
g22347,49,48
g22348,185,295
g22349,2070,2168
g22350,183,183
g22351,1,0
g22352,2408,2475
g22353,30,35
g22354,42,55
g22355,451,499
g22356,757,761
g22357,526,480
g22358,1585,1718
g22359,32,36
g22360,0,2
g22361,410,589
g22362,67,85
g22363,871,734
g22364,104,107
g22365,10,1
g22366,1563,1501
g22367,8542,10055
g22368,19,18
g22369,363,408
g22370,3389,3232
g22371,148,148
g22372,229,294
g22373,14,13
g22374,1232,1692
g22375,34,32
g22376,1330,1752
g22377,109,113
g22378,0,0
g22379,113,125
g22380,304,331
g22381,1,0
g22382,1139,1306
g22383,468,494
g22384,520,496
g22385,1609,1743
g22386,1390,1177
g22387,10,8
g22388,426,311
g22389,48,38
g22390,1,3
g22391,5,4
g22392,46,35
g22393,1,0
g22394,2,0
g22395,732,943
g22396,1,1
g22397,791,821
g22398,420,543
g22399,24,25
g22400,6,4
g22401,16,23
g22402,1345,1367
g22403,457,461
g22404,111,161
g22405,1225,1227
g22406,2886,2625
g22407,3895,4686
g22408,0,1
g22409,8,9
g22410,1141,1103
g22411,311,251
g22412,198,300
g22413,50,67
g22414,464,444
g22415,382,415
g22416,945,974
g22417,1614,1541
g22418,55,55
g22419,451,503
g22420,0,0
g22421,0,0
g22422,0,0
g22423,3,0
g22424,1,0
g22425,0,0
g22426,0,1
g22427,0,2
g22428,2,1
g22429,1031,934
g22430,14,5
g22431,1,0
g22432,58,50
g22433,370,352
g22434,131,141
g22435,410,376
g22436,43,45
g22437,5,1
g22438,111,76
g22439,15,14
g22440,1,0
g22441,91,76
g22442,0,1
g22443,0,0
g22444,1,0
g22445,2,1
g22446,0,0
g22447,2038,1628
g22448,26,23
g22449,16,19
g22450,313,321
g22451,5,0
g22452,2,2
g22453,2927,3017
g22454,766,817
g22455,639,615
g22456,4,9
g22457,1,0
g22458,721,839
g22459,104,121
g22460,16,22
g22461,1,1
g22462,0,0
g22463,1100,1249
g22464,10,22
g22465,43,38
g22466,423,443
g22467,228,203
g22468,1202,1133
g22469,226,194
g22470,1860,1787
g22471,24,29
g22472,184,236
g22473,693,698
g22474,689,641
g22475,4,2
g22476,23,22
g22477,493,564
g22478,0,0
g22479,287,213
g22480,1535,1932
g22481,1817,2007
g22482,117,170
g22483,1,2
g22484,234,326
g22485,326,268
g22486,0,0
g22487,39,81
g22488,0,3
g22489,0,2
g22490,0,0
g22491,0,0
g22492,1,0
g22493,164,136
g22494,323,270
g22495,453,432
g22496,29,43
g22497,1999,2086
g22498,533,547
g22499,10,21
g22500,1449,1841
g22501,697,734
g22502,26,34
g22503,495,494
g22504,92,113
g22505,7,6
g22506,330,317
g22507,1559,1625
g22508,538,563
g22509,44,40
g22510,149,128
g22511,1096,1539
g22512,3077,3409
g22513,181,179
g22514,29,33
g22515,0,0
g22516,176,209
g22517,90,96
g22518,240,301
g22519,85,88
g22520,292,215
g22521,445,421
g22522,468,472
g22523,689,684
g22524,157,155
g22525,203,215
g22526,7,10
g22527,1252,1166
g22528,10191,10204
g22529,50,50
g22530,10,2
g22531,0,0
g22532,212,217
g22533,445,399
g22534,715,890
g22535,1775,1924
g22536,158,161
g22537,109,102
g22538,3,1
g22539,25,22
g22540,3,3
g22541,724,790
g22542,409,317
g22543,581,542
g22544,255,220
g22545,216,274
g22546,2288,2221
g22547,660,658
g22548,0,1
g22549,46,43
g22550,10,12
g22551,9,15
g22552,77,91
g22553,917,869
g22554,845,761
g22555,6821,5637
g22556,41,47
g22557,17,16
g22558,335,304
g22559,527,535
g22560,519,451
g22561,613,544
g22562,0,1
g22563,27,32
g22564,343,278
g22565,93,98
g22566,80,77
g22567,104,75
g22568,123,121
g22569,82,72
g22570,144,161
g22571,206,197
g22572,282,453
g22573,307,357
g22574,115,109
g22575,1530,2217
g22576,3,5
g22577,270,314
g22578,176,191
g22579,1382,1354
g22580,7,4
g22581,721,681
g22582,450,357
g22583,111,90
g22584,80,88
g22585,8,3
g22586,1434,1410
g22587,253,236
g22588,636,841
g22589,221,155
g22590,26,31
g22591,398,449
g22592,285,333
g22593,891,955
g22594,108,115
g22595,337,398
g22596,1000,1051
g22597,253,260
g22598,191,239
g22599,84,76
g22600,86,85
g22601,441,501
g22602,40,64
g22603,906,954
g22604,1065,978
g22605,110,89
g22606,4,1
g22607,1,0
g22608,3,3
g22609,0,1
g22610,535,437
g22611,147,164
g22612,300,324
g22613,448,564
g22614,131,135
g22615,433,475
g22616,12,15
g22617,66,67
g22618,678,904
g22619,307,383
g22620,425,502
g22621,1354,1402
g22622,986,1071
g22623,0,1
g22624,841,944
g22625,0,2
g22626,3031,3858
g22627,857,877
g22628,954,721
g22629,674,1067
g22630,0,0
g22631,1,1
g22632,14,3
g22633,3,8
g22634,887,941
g22635,1233,1234
g22636,2,1
g22637,1,0
g22638,0,0
g22639,1,0
g22640,1,0
g22641,0,0
g22642,1,0
g22643,4,2
g22644,193,216
g22645,205,162
g22646,204,241
g22647,806,871
g22648,0,0
g22649,0,0
g22650,1763,1639
g22651,0,2
g22652,483,427
g22653,582,763
g22654,20,26
g22655,38,57
g22656,2136,1919
g22657,1,1
g22658,163,153
g22659,373,356
g22660,196,167
g22661,570,545
g22662,84,87
g22663,646,615
g22664,910,923
g22665,0,0
g22666,1,0
g22667,663,658
g22668,2,1
g22669,190,165
g22670,551,603
g22671,396,404
g22672,0,0
g22673,8,6
g22674,856,830
g22675,118,131
g22676,144,119
g22677,2575,3134
g22678,217,287
g22679,0,1
g22680,1,1
g22681,0,0
g22682,1,0
g22683,0,0
g22684,198,284
g22685,0,3
g22686,13,25
g22687,9233,10876
g22688,0,0
g22689,0,0
g22690,0,0
g22691,1,0
g22692,6,9
g22693,99,78
g22694,611,595
g22695,65,68
g22696,104,80
g22697,498,403
g22698,3,3
g22699,103,108
g22700,361,342
g22701,81,93
g22702,12,14
g22703,160,180
g22704,24,23
g22705,17,23
g22706,344,312
g22707,275,290
g22708,23,14
g22709,1,0
g22710,7,13
g22711,14,16
g22712,1,1
g22713,16,12
g22714,1,1
g22715,11,6
g22716,41,49
g22717,979,975
g22718,212,240
g22719,0,0
g22720,9,7
g22721,4,3
g22722,90,65
g22723,1166,868
g22724,71,66
g22725,85,83
g22726,12,11
g22727,0,0
g22728,0,0
g22729,1,0
g22730,4,2
g22731,1,0
g22732,2,0
g22733,0,0
g22734,0,0
g22735,0,0
g22736,1,0
g22737,0,0
g22738,0,0
g22739,0,0
g22740,0,0
g22741,0,0
g22742,0,0
g22743,0,0
g22744,0,0
g22745,0,0
g22746,0,0
g22747,2,0
g22748,0,0
g22749,1,0
g22750,2,0
g22751,13,9
g22752,203,251
g22753,58,77
g22754,0,0
g22755,1,1
g22756,324,329
g22757,854,869
g22758,88,68
g22759,1123,927
g22760,67,57
g22761,1,1
g22762,1,1
g22763,450,451
g22764,16,20
g22765,1818,1711
g22766,55,89
g22767,491,740
g22768,7,4
g22769,93,127
g22770,1763,2197
g22771,34,58
g22772,600,698
g22773,146,199
g22774,2634,2667
g22775,1219,1226
g22776,77,96
g22777,30,44
g22778,393,429
g22779,5,3
g22780,1110,1174
g22781,32,44
g22782,1,3
g22783,2,2
g22784,3,3
g22785,479,555
g22786,135,128
g22787,1055,1111
g22788,242,236
g22789,1528,1161
g22790,467,505
g22791,0,0
g22792,3,0
g22793,187,204
g22794,135,134
g22795,1118,1092
g22796,19,11
g22797,227,128
g22798,78,64
g22799,1031,892
g22800,64,83
g22801,225,196
g22802,590,556
g22803,2453,2860
g22804,243,334
g22805,17,26
g22806,2,2
g22807,0,0
g22808,2,3
g22809,4,6
g22810,894,1036
g22811,15,24
g22812,0,0
g22813,520,553
g22814,78,81
g22815,0,0
g22816,1,0
g22817,0,0
g22818,0,0
g22819,0,0
g22820,0,0
g22821,2,0
g22822,0,0
g22823,1,0
g22824,0,0
g22825,0,0
g22826,24,27
g22827,5067,4762
g22828,71,70
g22829,2850,2179
g22830,356,300
g22831,59,71
g22832,4012,3184
g22833,9,17
g22834,2,4
g22835,116908,109464
g22836,11933,11030
g22837,23143,26168
g22838,2,6
g22839,781,813
g22840,0,1
g22841,0,0
g22842,1,1
g22843,12,12
g22844,55,64
g22845,329,322
g22846,4710,4821
g22847,514,494
g22848,190,158
g22849,50,45
g22850,9064,13587
g22851,6,4
g22852,12338,11888
g22853,39,41
g22854,17,18
g22855,2510,2260
g22856,801,798
g22857,48,32
g22858,43,68
g22859,72,88
g22860,1419,1698
g22861,1,0
g22862,16,20
g22863,106,98
g22864,350,540
g22865,0,0
g22866,2,10
g22867,1895,1907
g22868,1175,1303
g22869,19,26
g22870,188,174
g22871,285,330
g22872,0,0
g22873,1,1
g22874,0,0
g22875,0,1
g22876,76,46
g22877,170,223
g22878,2326,2610
g22879,2,3
g22880,169,209
g22881,121,164
g22882,1,0
g22883,0,0
g22884,0,0
g22885,857,955
g22886,6,6
g22887,574,656
g22888,38,31
g22889,1,0
g22890,396,402
g22891,397,392
g22892,355,370
g22893,3,2
g22894,532,560
g22895,896,934
g22896,223,180
g22897,9,15
g22898,491,553
g22899,6,4
g22900,5,2
g22901,16,5
g22902,628,510
g22903,1,13
g22904,0,0
g22905,4,7
g22906,2,0
g22907,0,1
g22908,0,0
g22909,0,0
g22910,1,1
g22911,0,0
g22912,82,96
g22913,231,230
g22914,344,349
g22915,21,18
g22916,61,63
g22917,870,889
g22918,45,58
g22919,235,226
g22920,120,133
g22921,778,696
g22922,1219,1463
g22923,36,33
g22924,221,260
g22925,151,149
g22926,119,123
g22927,571,508
g22928,2,4
g22929,0,0
g22930,0,0
g22931,3,3
g22932,804,1106
g22933,17,18
g22934,1378,1376
g22935,0,0
g22936,16,12
g22937,49,61
g22938,709,692
g22939,4,1
g22940,111,108
g22941,0,0
g22942,0,0
g22943,5,3
g22944,301,296
g22945,12,13
g22946,14804,13668
g22947,6083,6183
g22948,6,12
g22949,1,2
g22950,5,13
g22951,680,641
g22952,368,362
g22953,324,346
g22954,1394,1493
g22955,3,4
g22956,0,0
g22957,0,1
g22958,923,1172
g22959,0,3
g22960,0,0
g22961,0,0
g22962,0,0
g22963,0,1
g22964,0,0
g22965,916,948
g22966,0,0
g22967,2511,2978
g22968,112,131
g22969,63,66
g22970,259,250
g22971,1,1
g22972,4,3
g22973,16,25
g22974,356,381
g22975,1845,1974
g22976,4689,4436
g22977,48,58
g22978,0,1
g22979,5,6
g22980,118,89
g22981,495,483
g22982,388,427
g22983,824,908
g22984,1,1
g22985,0,1
g22986,2,1
g22987,1096,1071
g22988,1,2
g22989,1548,1610
g22990,0,0
g22991,1726,1646
g22992,314,341
g22993,1,1
g22994,651,770
g22995,61,46
g22996,218,223
g22997,87,87
g22998,98,110
g22999,0,1
g23000,401,403
g23001,228,236
g23002,697,726
g23003,301,241
g23004,2,2
g23005,1498,1397
g23006,36,30
g23007,0,0
g23008,580,584
g23009,192,223
g23010,727,787
g23011,72,93
g23012,0,0
g23013,1,0
g23014,0,0
g23015,1,0
g23016,0,0
g23017,0,0
g23018,0,0
g23019,0,0
g23020,0,1
g23021,1,2
g23022,0,0
g23023,0,0
g23024,0,0
g23025,0,0
g23026,0,1
g23027,0,0
g23028,0,0
g23029,0,0
g23030,0,0
g23031,1,1
g23032,19,38
g23033,0,0
g23034,72,68
g23035,16,21
g23036,22,25
g23037,1,2
g23038,0,0
g23039,0,0
g23040,0,0
g23041,0,0
g23042,0,1
g23043,0,0
g23044,0,0
g23045,0,0
g23046,0,0
g23047,0,0
g23048,0,0
g23049,0,0
g23050,0,0
g23051,0,0
g23052,0,0
g23053,0,0
g23054,0,0
g23055,0,0
g23056,0,0
g23057,0,0
g23058,0,0
g23059,0,0
g23060,0,0
g23061,0,0
g23062,0,0
g23063,0,0
g23064,0,0
g23065,0,0
g23066,0,0
g23067,0,0
g23068,0,0
g23069,0,0
g23070,0,0
g23071,0,0
g23072,0,0
g23073,78,74
g23074,0,0
g23075,0,0
g23076,0,0
g23077,0,0
g23078,0,0
g23079,0,0
g23080,0,0
g23081,0,0
g23082,0,0
g23083,0,0
g23084,13,6
g23085,671,655
g23086,0,4
g23087,70,65
g23088,833,799
g23089,555,606
g23090,353,391
g23091,4,3
g23092,390,341
g23093,2,5
g23094,236,198
g23095,166,139
g23096,769,773
g23097,79,82
g23098,223,185
g23099,86,90
g23100,461,530
g23101,138,264
g23102,593,626
g23103,376,340
g23104,165,162
g23105,1170,1571
g23106,375,387
g23107,1,0
g23108,1,0
g23109,4,1
g23110,1301,1296
g23111,452,384
g23112,402,341
g23113,494,346
g23114,6,5
g23115,0,0
g23116,191,261
g23117,2,7
g23118,0,0
g23119,0,0
g23120,1,6
g23121,6,3
g23122,0,3
g23123,756,674
g23124,470,432
g23125,5,1
g23126,246,219
g23127,1425,1498
g23128,121,140
g23129,2276,2953
g23130,62,68
g23131,939,1285
g23132,485,574
g23133,474,454
g23134,31,34
g23135,457,485
g23136,185,181
g23137,60,47
g23138,82,77
g23139,1090,975
g23140,7,8
g23141,458,453
g23142,214,190
g23143,1030,954
g23144,2017,2211
g23145,140,145
g23146,124,119
g23147,0,0
g23148,143,217
g23149,1479,1308
g23150,597,486
g23151,1801,2028
g23152,129,107
g23153,656,670
g23154,63,62
g23155,1,0
g23156,5,2
g23157,933,820
g23158,0,1
g23159,2,0
g23160,1,0
g23161,0,0
g23162,0,0
g23163,1,0
g23164,0,0
g23165,20,43
g23166,1,0
g23167,43,31
g23168,0,0
g23169,259,344
g23170,5,2
g23171,545,465
g23172,679,575
g23173,302,348
g23174,1,1
g23175,21,24
g23176,10,10
g23177,1,0
g23178,1,0
g23179,612,593
g23180,136,185
g23181,14,26
g23182,2,0
g23183,1000,1633
g23184,736,679
g23185,156,176
g23186,702,620
g23187,0,0
g23188,351,391
g23189,0,8
g23190,253,246
g23191,383,367
g23192,4,0
g23193,338,376
g23194,1212,1109
g23195,0,1
g23196,1,0
g23197,170,152
g23198,106,152
g23199,1393,1498
g23200,752,950
g23201,26,41
g23202,763,733
g23203,89,80
g23204,927,1111
g23205,7,4
g23206,335,351
g23207,1,2
g23208,1,1
g23209,255,412
g23210,147,182
g23211,42,53
g23212,1920,1863
g23213,15,26
g23214,19,24
g23215,3,6
g23216,0,0
g23217,435,437
g23218,2,2
g23219,76,98
g23220,28,42
g23221,143,185
g23222,332,274
g23223,639,667
g23224,758,793
g23225,123,150
g23226,1,0
g23227,0,0
g23228,1,0
g23229,1,0
g23230,2,0
g23231,633,691
g23232,67,98
g23233,716,859
g23234,76,87
g23235,3,4
g23236,2488,2837
g23237,822,866
g23238,342,311
g23239,0,0
g23240,0,0
g23241,0,0
g23242,0,0
g23243,0,0
g23244,0,0
g23245,0,0
g23246,0,0
g23247,0,1
g23248,5645,7637
g23249,257,332
g23250,0,1
g23251,0,0
g23252,0,0
g23253,0,0
g23254,1,1
g23255,14,19
g23256,149,157
g23257,42,33
g23258,2,1
g23259,210,284
g23260,4,13
g23261,20,40
g23262,582,623
g23263,0,0
g23264,34,44
g23265,701,698
g23266,55,70
g23267,5,11
g23268,240,289
g23269,418,452
g23270,4458,3434
g23271,0,0
g23272,3663,3404
g23273,207,204
g23274,301,320
g23275,485,480
g23276,8,14
g23277,102,160
g23278,0,1
g23279,990,1117
g23280,902,947
g23281,417,404
g23282,1,0
g23283,153,141
g23284,211,183
g23285,0,0
g23286,1,0
g23287,607,685
g23288,463,448
g23289,1752,2053
g23290,9,16
g23291,0,0
g23292,0,5
g23293,9,7
g23294,205,199
g23295,340,357
g23296,136,121
g23297,925,997
g23298,5,3
g23299,1,0
g23300,5,2
g23301,55,32
g23302,1,0
g23303,0,0
g23304,0,0
g23305,1,0
g23306,0,0
g23307,0,0
g23308,0,0
g23309,0,0
g23310,0,0
g23311,0,1
g23312,0,0
g23313,0,0
g23314,0,0
g23315,0,0
g23316,0,0
g23317,0,0
g23318,0,0
g23319,0,0
g23320,0,0
g23321,0,0
g23322,106,101
g23323,192,189
g23324,309,266
g23325,13,5
g23326,2,1
g23327,252,265
g23328,8,1
g23329,536,516
g23330,280,324
g23331,9,14
g23332,13,20
g23333,3,2
g23334,2,1
g23335,0,0
g23336,0,0
g23337,0,0
g23338,0,0
g23339,306,317
g23340,278,254
g23341,896,981
g23342,8,8
g23343,474,493
g23344,323,421
g23345,16,25
g23346,2,0
g23347,114,104
g23348,290,371
g23349,28,29
g23350,27,12
g23351,0,0
g23352,25,29
g23353,1,0
g23354,63,36
g23355,0,0
g23356,234,282
g23357,955,879
g23358,212,233
g23359,92,121
g23360,2,1
g23361,0,2
g23362,6,2
g23363,117,90
g23364,0,0
g23365,28,39
g23366,0,6
g23367,136,113
g23368,0,0
g23369,0,0
g23370,29,38
g23371,121,153
g23372,3,2
g23373,51,41
g23374,0,1
g23375,1345,1542
g23376,264,280
g23377,181,205
g23378,6,10
g23379,653,634
g23380,845,420
g23381,183,92
g23382,32,30
g23383,1183,1491
g23384,353,433
g23385,70,87
g23386,196,190
g23387,55,43
g23388,92,125
g23389,0,0
g23390,0,0
g23391,148,141
g23392,28,17
g23393,400,441
g23394,79,91
g23395,804,857
g23396,1397,1468
g23397,175,195
g23398,58,85
g23399,11,10
g23400,17,26
g23401,22,24
g23402,1082,867
g23403,58,87
g23404,2008,2404
g23405,2,3
g23406,1693,1858
g23407,359,385
g23408,12,19
g23409,1,0
g23410,1,0
g23411,6,1
g23412,274,322
g23413,109,142
g23414,285,339
g23415,2,4
g23416,638,653
g23417,179,201
g23418,283,243
g23419,597,654
g23420,1,0
g23421,596,585
g23422,836,777
g23423,989,1224
g23424,86,103
g23425,86,103
g23426,1008,1057
g23427,7,12
g23428,168,276
g23429,390,455
g23430,4,4
g23431,34,30
g23432,458,408
g23433,170,121
g23434,436,417
g23435,3011,2775
g23436,314,341
g23437,874,859
g23438,559,525
g23439,29,43
g23440,5,2
g23441,630,602
g23442,662,548
g23443,2086,1897
g23444,1,2
g23445,1,0
g23446,5,3
g23447,103,104
g23448,144,155
g23449,952,1172
g23450,910,927
g23451,78,56
g23452,273,324
g23453,7,6
g23454,153,142
g23455,36,61
g23456,3,1
g23457,551,589
g23458,6,14
g23459,914,859
g23460,24,24
g23461,483,573
g23462,0,0
g23463,14,15
g23464,0,1
g23465,0,1
g23466,395,283
g23467,1924,1953
g23468,669,559
g23469,63,53
g23470,899,775
g23471,238,222
g23472,921,862
g23473,409,360
g23474,474,443
g23475,303,222
g23476,673,707
g23477,644,576
g23478,387,390
g23479,425,499
g23480,3,1
g23481,173,191
g23482,464,431
g23483,2,7
g23484,0,0
g23485,327,363
g23486,797,701
g23487,1461,1345
g23488,380,335
g23489,49,49
g23490,2581,2545
g23491,20,12
g23492,115,121
g23493,9,5
g23494,21,23
g23495,110,144
g23496,87,125
g23497,88,120
g23498,74,67
g23499,231,305
g23500,8,4
g23501,0,0
g23502,0,0
g23503,0,0
g23504,5513,4914
g23505,1598,1523
g23506,462,428
g23507,0,0
g23508,0,0
g23509,978,865
g23510,585,638
g23511,182,133
g23512,1371,1512
g23513,28,15
g23514,167,174
g23515,326,591
g23516,1015,1039
g23517,57,83
g23518,257,242
g23519,1225,1015
g23520,536,490
g23521,13,16
g23522,1437,1508
g23523,33,31
g23524,412,483
g23525,1,1
g23526,0,0
g23527,757,833
g23528,17,16
g23529,263,359
g23530,2664,2511
g23531,2,6
g23532,3,1
g23533,0,0
g23534,3,1
g23535,135,151
g23536,2,3
g23537,701,737
g23538,84,84
g23539,334,308
g23540,316,357
g23541,0,0
g23542,661,880
g23543,0,0
g23544,0,0
g23545,0,0
g23546,142,168
g23547,483,575
g23548,584,601
g23549,500,569
g23550,0,1
g23551,144,151
g23552,30,50
g23553,1094,1224
g23554,2172,2173
g23555,3169,2732
g23556,178,148
g23557,17,16
g23558,128,186
g23559,148,105
g23560,0,0
g23561,6,5
g23562,1050,979
g23563,1268,1783
g23564,62,62
g23565,589,644
g23566,351,370
g23567,63,71
g23568,358,354
g23569,237,302
g23570,125,140
