,wt_E15.5_f5,wt_E15.5_f4
g01699,4,2
g01700,0,0
g01701,373,436
g01702,0,1
g01703,188,219
g01704,432,554
g01705,241,263
g01706,2,1
g01707,2088,1981
g01708,7,12
g01709,2,4
g01710,15,10
g01711,0,0
g01712,164,186
g01713,567,655
g01714,29,30
g01715,46,1
g01716,502,587
g01717,108,121
g01718,13,7
g01719,1210,1237
g01720,0,0
g01721,282,300
g01722,781,867
g01723,14,12
g01724,59,55
g01725,3,4
g01726,127,99
g01727,250,242
g01728,183,210
g01729,479,540
g01730,1835,1897
g01731,2,2
g01732,0,2
g01733,135,133
g01734,151,138
g01735,1339,1319
g01736,0,1
g01737,407,439
g01738,0,0
g01739,292,233
g01740,946,956
g01741,23,30
g01742,33,41
g01743,41,33
g01744,491,502
g01745,0,3
g01746,0,1
g01747,31,43
g01748,0,0
g01749,1759,1737
g01750,180,169
g01751,14,37
g01752,26,31
g01753,4,3
g01754,0,0
g01755,0,0
g01756,0,0
g01757,145,112
g01758,2,1
g01759,188,174
g01760,427,449
g01761,0,0
g01762,645,694
g01763,0,0
g01764,2,1
g01765,73,80
g01766,17,20
g01767,217,249
g01768,5,3
g01769,44,47
g01770,0,0
g01771,1,1
g01772,230,227
g01773,359,346
g01774,22,36
g01775,81,73
g01776,477,789
g01777,1,4
g01778,214,240
g01779,45,66
g01780,6648,5738
g01781,904,760
g01782,0,0
g01783,0,0
g01784,231,280
g01785,1346,1456
g01786,7,16
g01787,45,51
g01788,54,56
g01789,142,147
g01790,0,0
g01791,0,0
g01792,0,0
g01793,3,5
g01794,649,540
g01795,1440,1439
g01796,4267,4245
g01797,69,50
g01798,403,346
g01799,1,0
g01800,215,239
g01801,495,537
g01802,707,765
g01803,1672,2192
g01804,0,0
g01805,13,11
g01806,610,718
g01807,1021,1137
g01808,408,427
g01809,94,77
g01810,605,755
g01811,390,462
g01812,246,256
g01813,157,193
g01814,127,154
g01815,7763,8455
g01816,14,21
g01817,207,214
g01818,4,2
g01819,274,229
g01820,573,613
g01821,56,87
g01822,0,2
g01823,0,0
g01824,48,45
g01825,1204,1261
g01826,1,1
g01827,599,692
g01828,65,74
g01829,0,1
g01830,546,540
g01831,0,1
g01832,341,274
g01833,60,62
g01834,124,159
g01835,0,1
g01836,803,843
g01837,2087,2446
g01838,482,515
g01839,160,200
g01840,573,562
g01841,0,0
g01842,19,27
g01843,1,3
g01844,74,86
g01845,0,0
g01846,174,160
g01847,1,1
g01848,700,804
g01849,12,15
g01850,28,28
g01851,394,430
g01852,45,56
g01853,665,658
g01854,465,704
g01855,431,501
g01856,1839,1684
g01857,368,307
g01858,981,1075
g01859,7,9
g01860,2063,1744
g01861,7,6
g01862,473,396
g01863,237,266
g01864,378,328
g01865,819,752
g01866,478,439
g01867,2,4
g01868,2,0
g01869,0,0
g01870,311,299
g01871,83,94
g01872,702,717
g01873,49,47
g01874,374,409
g01875,36,46
g01876,56,50
g01877,17,18
g01878,33,48
g01879,2,0
g01880,0,0
g01881,1325,1338
g01882,2329,2362
g01883,53,61
g01884,21,24
g01885,707,741
g01886,2,3
g01887,22,24
g01888,117,90
g01889,1125,808
g01890,0,0
g01891,0,0
g01892,6,13
g01893,673,911
g01894,393,466
g01895,57,41
g01896,1038,1240
g01897,1123,1097
g01898,863,833
g01899,21,32
g01900,33,29
g01901,52,48
g01902,17,16
g01903,0,0
g01904,267,386
g01905,0,1
g01906,433,486
g01907,256,210
g01908,183,179
g01909,308,310
g01910,1,0
g01911,0,0
g01912,0,0
g01913,664,801
g01914,3,3
g01915,4,4
g01916,25,11
g01917,0,1
g01918,93,127
g01919,21,26
g01920,560,515
g01921,1378,1540
g01922,48,49
g01923,2,0
g01924,0,0
g01925,0,0
g01926,454,543
g01927,709,448
g01928,9,15
g01929,1,6
g01930,50,51
g01931,0,1
g01932,512,468
g01933,1128,1065
g01934,100,79
g01935,329,342
g01936,14,9
g01937,0,0
g01938,24,27
g01939,655,643
g01940,25,21
g01941,956,912
g01942,129,119
g01943,416,403
g01944,140,148
g01945,1,3
g01946,1,0
g01947,0,4
g01948,204,208
g01949,0,1
g01950,0,0
g01951,322,386
g01952,22,34
g01953,13,26
g01954,1072,1086
g01955,1543,1378
g01956,94,88
g01957,15,14
g01958,122,142
g01959,653,661
g01960,870,907
g01961,81,70
g01962,0,1
g01963,1,4
g01964,8781,9148
g01965,3907,4659
g01966,17306,20585
g01967,141,147
g01968,0,0
g01969,206,171
g01970,2929,2505
g01971,4,1
g01972,1080,1290
g01973,118,127
g01974,12,10
g01975,428,493
g01976,33,54
g01977,971,1037
g01978,1607,1759
g01979,668,809
g01980,1,0
g01981,11,8
g01982,13,10
g01983,5,3
g01984,8,11
g01985,5,3
g01986,6,4
g01987,1,3
g01988,7,3
g01989,1,0
g01990,10,6
g01991,1,1
g01992,1,0
g01993,3,0
g01994,3,3
g01995,4,3
g01996,4,1
g01997,0,0
g01998,1,0
g01999,2,2
g02000,2,0
g02001,0,1
g02002,63,58
g02003,0,1
g02004,62,53
g02005,12,14
g02006,136,138
g02007,2753,3059
g02008,1,0
g02009,12,4
g02010,194,213
g02011,316,357
g02012,593,676
g02013,495,488
g02014,925,969
g02015,2011,2076
g02016,2245,2016
g02017,593,638
g02018,367,374
g02019,0,0
g02020,0,0
g02021,399,528
g02022,406,466
g02023,0,0
g02024,659,523
g02025,4,3
g02026,12,12
g02027,0,1
g02028,0,0
g02029,0,0
g02030,0,0
g02031,0,0
g02032,0,0
g02033,0,0
g02034,1,0
g02035,583,638
g02036,0,0
g02037,0,0
g02038,1,0
g02039,0,0
g02040,299,330
g02041,700,851
g02042,0,0
g02043,1,2
g02044,109,184
g02045,5,10
g02046,0,1
g02047,66,51
g02048,130,134
g02049,621,754
g02050,14,9
g02051,4070,4884
g02052,7,11
g02053,436,445
g02054,3,10
g02055,713,696
g02056,155,152
g02057,101,105
g02058,27,33
g02059,340,438
g02060,6,5
g02061,231,193
g02062,5445,5048
g02063,976,919
g02064,10,3
g02065,0,1
g02066,0,2
g02067,0,3
g02068,448,374
g02069,319,303
g02070,514,514
g02071,11,6
g02072,537,623
g02073,931,1029
g02074,35,59
g02075,1323,1639
g02076,1308,1451
g02077,570,528
g02078,149,256
g02079,779,774
g02080,346,384
g02081,747,669
g02082,957,1064
g02083,303,298
g02084,2153,2110
g02085,880,896
g02086,923,1006
g02087,328,338
g02088,36,45
g02089,141,159
g02090,916,993
g02091,907,1045
g02092,380,461
g02093,1634,2016
g02094,35,38
g02095,3869,3762
g02096,43,60
g02097,250,349
g02098,29,16
g02099,284,170
g02100,189,248
g02101,5,4
g02102,279,350
g02103,542,528
g02104,633,771
g02105,633,771
g02106,1857,2078
g02107,0,0
g02108,0,2
g02109,562,527
g02110,207,268
g02111,616,648
g02112,87,77
g02113,50,50
g02114,449,529
g02115,1524,1868
g02116,865,806
g02117,1624,1917
g02118,635,721
g02119,87,89
g02120,2170,2268
g02121,599,566
g02122,343,400
g02123,383,344
g02124,15,4
g02125,109,166
g02126,437,523
g02127,15,16
g02128,12,9
g02129,12,10
g02130,551,619
g02131,6,7
g02132,578,640
g02133,1244,1419
g02134,156,209
g02135,123,130
g02136,3,1
g02137,450,503
g02138,1294,1256
g02139,1583,1707
g02140,9,16
g02141,1359,1525
g02142,673,751
g02143,355,334
g02144,34891,37754
g02145,10,10
g02146,3425,4067
g02147,495,577
g02148,21,41
g02149,22,16
g02150,16,21
g02151,134,145
g02152,37,51
g02153,411,515
g02154,432,489
g02155,17,13
g02156,198,278
g02157,810,858
g02158,489,478
g02159,94,98
g02160,1,0
g02161,452,463
g02162,168,165
g02163,85,94
g02164,603,539
g02165,561,662
g02166,16,26
g02167,29,25
g02168,555,616
g02169,12,6
g02170,1383,1534
g02171,9,15
g02172,153,141
g02173,1036,1162
g02174,2854,3208
g02175,218,190
g02176,58,46
g02177,26,29
g02178,177,160
g02179,119,136
g02180,4,3
g02181,0,0
g02182,7,13
g02183,1,1
g02184,0,0
g02185,0,0
g02186,3,4
g02187,0,0
g02188,2,4
g02189,9,7
g02190,135,128
g02191,12,10
g02192,102,73
g02193,110,93
g02194,0,0
g02195,46,44
g02196,0,0
g02197,0,0
g02198,46,66
g02199,73,112
g02200,215,363
g02201,537,626
g02202,500,441
g02203,0,1
g02204,1114,1011
g02205,45,27
g02206,320,333
g02207,38,67
g02208,525,403
g02209,394,456
g02210,970,1018
g02211,253,301
g02212,26,41
g02213,232,294
g02214,1759,2760
g02215,0,0
g02216,103,102
g02217,34,31
g02218,572,498
g02219,3,4
g02220,1,0
g02221,363,342
g02222,14,11
g02223,589,755
g02224,86,100
g02225,390,433
g02226,288,236
g02227,0,0
g02228,0,0
g02229,1,2
g02230,659,774
g02231,549,621
g02232,16,40
g02233,1847,2005
g02234,766,775
g02235,339,323
g02236,94,89
g02237,1,0
g02238,1117,1059
g02239,1,0
g02240,0,0
g02241,0,0
g02242,42,33
g02243,9790,9998
g02244,46,41
g02245,91,104
g02246,28,28
g02247,0,1
g02248,1,0
g02249,0,0
g02250,0,0
g02251,1,0
g02252,898,982
g02253,7,12
g02254,1,0
g02255,56,36
g02256,308,300
g02257,28,31
g02258,224,291
g02259,162,199
g02260,52,84
g02261,569,519
g02262,19,11
g02263,246,241
g02264,3103,3332
g02265,1,0
g02266,2,3
g02267,445,553
g02268,1300,1143
g02269,4,3
g02270,6,5
g02271,1015,1067
g02272,1,3
g02273,0,0
g02274,600,695
g02275,82,98
g02276,499,449
g02277,13,16
g02278,0,0
g02279,1019,1108
g02280,540,738
g02281,2237,2287
g02282,685,753
g02283,4795,5046
g02284,22,29
g02285,0,0
g02286,0,0
g02287,0,0
g02288,0,0
g02289,0,0
g02290,447,492
g02291,0,1
g02292,8,12
g02293,630,768
g02294,1,3
g02295,524,520
g02296,2,1
g02297,1347,1315
g02298,163,105
g02299,0,3
g02300,103,100
g02301,514,509
g02302,286,267
g02303,191,139
g02304,1,2
g02305,3,4
g02306,12,13
g02307,1352,1234
g02308,0,0
g02309,1,0
g02310,597,561
g02311,322,237
g02312,243,242
g02313,206,245
g02314,158,179
g02315,0,0
g02316,428,475
g02317,98,127
g02318,480,487
g02319,259,331
g02320,69,79
g02321,1,2
g02322,54,52
g02323,2,0
g02324,403,404
g02325,202,193
g02326,1318,1461
g02327,2,1
g02328,1198,1278
g02329,0,0
g02330,1320,1062
g02331,0,0
g02332,0,0
g02333,7930,10878
g02334,6785,8367
g02335,0,0
g02336,44,66
g02337,1,1
g02338,0,1
g02339,0,0
g02340,0,0
g02341,0,0
g02342,2022,2013
g02343,159,151
g02344,305,342
g02345,103,89
g02346,1772,1325
g02347,0,0
g02348,0,2
g02349,0,0
g02350,1627,1749
g02351,0,0
g02352,0,0
g02353,0,0
g02354,0,0
g02355,0,0
g02356,0,0
g02357,797,762
g02358,405,253
g02359,203,211
g02360,1,0
g02361,7,9
g02362,0,0
g02363,6,10
g02364,456,393
g02365,4,7
g02366,5,2
g02367,2,10
g02368,0,0
g02369,0,0
g02370,0,0
g02371,0,0
g02372,0,0
g02373,458,404
g02374,24,28
g02375,122,139
g02376,263,261
g02377,0,4
g02378,5,0
g02379,10,9
g02380,29,34
g02381,82,50
g02382,62,88
g02383,118,112
g02384,7,13
g02385,35,43
g02386,2053,2006
g02387,101,100
g02388,11,10
g02389,0,0
g02390,766,758
g02391,11,16
g02392,481,400
g02393,0,0
g02394,288,354
g02395,483,449
g02396,0,2
g02397,1462,1690
g02398,54,50
g02399,1690,1432
g02400,3,6
g02401,109,89
g02402,0,0
g02403,4,1
g02404,601,680
g02405,91,122
g02406,0,0
g02407,0,0
g02408,0,0
g02409,1,1
g02410,4,7
g02411,0,0
g02412,1761,1939
g02413,17,23
g02414,0,0
g02415,20,20
g02416,380,267
g02417,0,0
g02418,326,404
g02419,1,1
g02420,306,361
g02421,208,250
g02422,1816,1749
g02423,78,109
g02424,15,26
g02425,0,3
g02426,6,7
g02427,15,12
g02428,2,0
g02429,525,397
g02430,100,92
g02431,25,22
g02432,4,6
g02433,1935,1842
g02434,71,58
g02435,0,0
g02436,1,0
g02437,271,293
g02438,15,13
g02439,0,1
g02440,0,0
g02441,31,28
g02442,0,0
g02443,0,1
g02444,1092,1114
g02445,3320,3143
g02446,500,503
g02447,456,453
g02448,0,0
g02449,176,246
g02450,1,0
g02451,2942,3069
g02452,341,340
g02453,625,736
g02454,79,66
g02455,1025,978
g02456,535,553
g02457,794,819
g02458,1,2
g02459,247,247
g02460,0,0
g02461,0,0
g02462,0,0
g02463,0,0
g02464,0,0
g02465,0,0
g02466,0,0
g02467,0,0
g02468,0,0
g02469,336,393
g02470,1,2
g02471,0,0
g02472,0,0
g02473,2656,2659
g02474,1,1
g02475,141,139
g02476,16,9
g02477,255,252
g02478,23,61
g02479,214,240
g02480,31,34
g02481,43,50
g02482,321,243
g02483,78,66
g02484,44,16
g02485,0,2
g02486,0,1
g02487,3,0
g02488,505,545
g02489,50,26
g02490,475,534
g02491,796,792
g02492,0,0
g02493,102,103
g02494,1249,1421
g02495,559,635
g02496,507,546
g02497,1286,1326
g02498,0,2
g02499,53,60
g02500,348,321
g02501,2,1
g02502,7,6
g02503,265,336
g02504,0,0
g02505,94,98
g02506,2,2
g02507,125,175
g02508,3,5
g02509,1508,1615
g02510,1394,1362
g02511,1,0
g02512,17,12
g02513,0,0
g02514,0,0
g02515,53,51
g02516,1089,1132
g02517,68,68
g02518,2642,2971
g02519,1,0
g02520,162,158
g02521,15,33
g02522,278,284
g02523,27,40
g02524,197,178
g02525,16,13
g02526,136,182
g02527,3160,3166
g02528,835,839
g02529,27,16
g02530,53,55
g02531,1431,1855
g02532,141,129
g02533,11,11
g02534,601,728
g02535,632,699
g02536,71,76
g02537,443,543
g02538,36,34
g02539,1505,1797
g02540,340,350
g02541,145,180
g02542,1038,1072
g02543,45,68
g02544,854,730
g02545,0,0
g02546,1,0
g02547,677,594
g02548,126,155
g02549,979,1113
g02550,1108,978
g02551,2,5
g02552,4042,4959
g02553,1110,1260
g02554,746,881
g02555,12,4
g02556,322,353
g02557,7,22
g02558,0,1
g02559,248,213
g02560,29,34
g02561,72,81
g02562,70,104
g02563,2,0
g02564,0,0
g02565,0,0
g02566,0,0
g02567,0,0
g02568,440,551
g02569,0,0
g02570,462,470
g02571,1057,1034
g02572,624,660
g02573,337,307
g02574,13567,14379
g02575,1,4
g02576,1344,1154
g02577,1032,1018
g02578,36,38
g02579,218,206
g02580,6,8
g02581,725,706
g02582,7,3
g02583,0,2
g02584,280,263
g02585,2,3
g02586,802,632
g02587,691,778
g02588,3886,3759
g02589,118,110
g02590,623,648
g02591,6,3
g02592,295,303
g02593,687,715
g02594,2337,2226
g02595,867,1064
g02596,186,171
g02597,19,33
g02598,1451,1776
g02599,139,138
g02600,3578,3647
g02601,2483,2338
g02602,1526,1346
g02603,0,1
g02604,3483,3378
g02605,10,18
g02606,184,219
g02607,616,649
g02608,966,953
g02609,387,434
g02610,652,651
g02611,338,357
g02612,176,198
g02613,229,293
g02614,990,1096
g02615,422,466
g02616,110,102
g02617,86,142
g02618,1065,1127
g02619,35,47
g02620,359,437
g02621,464,491
g02622,2,0
g02623,1,1
g02624,0,0
g02625,0,0
g02626,0,0
g02627,0,0
g02628,0,0
g02629,0,0
g02630,0,0
g02631,0,0
g02632,0,0
g02633,0,0
g02634,0,0
g02635,0,0
g02636,0,0
g02637,0,0
g02638,0,0
g02639,0,0
g02640,0,0
g02641,0,0
g02642,0,0
g02643,0,0
g02644,0,0
g02645,0,0
g02646,0,0
g02647,0,0
g02648,0,0
g02649,0,0
g02650,0,0
g02651,1,0
g02652,0,0
g02653,0,0
g02654,0,0
g02655,0,0
g02656,0,0
g02657,0,0
g02658,0,0
g02659,0,0
g02660,0,0
g02661,0,0
g02662,0,0
g02663,0,0
g02664,1,0
g02665,0,0
g02666,0,0
g02667,0,0
g02668,0,0
g02669,0,0
g02670,0,0
g02671,0,0
g02672,0,0
g02673,0,0
g02674,0,0
g02675,0,0
g02676,0,0
g02677,0,0
g02678,0,0
g02679,0,0
g02680,0,0
g02681,0,0
g02682,3,3
g02683,37,55
g02684,2,2
g02685,0,0
g02686,2,0
g02687,6,2
g02688,0,1
g02689,133,111
g02690,203,211
g02691,974,928
g02692,678,778
g02693,527,583
g02694,150,176
g02695,32,31
g02696,56,59
g02697,2399,2523
g02698,414,436
g02699,57,62
g02700,42,60
g02701,15,8
g02702,322,487
g02703,980,1046
g02704,1949,2194
g02705,917,903
g02706,7,5
g02707,2,1
g02708,49,51
g02709,26,44
g02710,75,112
g02711,435,549
g02712,81,71
g02713,974,988
g02714,16,21
g02715,0,0
g02716,16,35
g02717,0,1
g02718,29,33
g02719,48,58
g02720,301,338
g02721,6,4
g02722,252,312
g02723,1833,1757
g02724,564,637
g02725,204,204
g02726,10,17
g02727,6,9
g02728,2,3
g02729,1504,1679
g02730,1,1
g02731,662,542
g02732,1135,1190
g02733,121,126
g02734,1,2
g02735,1374,1394
g02736,173,154
g02737,491,552
g02738,9,9
g02739,1194,1137
g02740,35,25
g02741,348,363
g02742,5,18
g02743,3857,4165
g02744,172,196
g02745,181,191
g02746,1481,1689
g02747,612,550
g02748,1345,1343
g02749,359,407
g02750,2,1
g02751,3,5
g02752,437,519
g02753,512,603
g02754,92,102
g02755,1224,1374
g02756,605,640
g02757,129,129
g02758,682,813
g02759,645,627
g02760,5,12
g02761,2,7
g02762,1308,1525
g02763,105,120
g02764,97,99
g02765,1035,912
g02766,9,9
g02767,19,15
g02768,780,808
g02769,54,63
g02770,457,492
g02771,2327,2236
g02772,437,443
g02773,429,429
g02774,856,1011
g02775,2364,2481
g02776,158,154
g02777,19,14
g02778,93,109
g02779,557,578
g02780,29,45
g02781,628,498
g02782,5,3
g02783,0,1
g02784,3,0
g02785,21,23
g02786,0,0
g02787,0,0
g02788,231,215
g02789,1,0
g02790,0,1
g02791,1027,1224
g02792,0,0
g02793,1857,1710
g02794,2,4
g02795,277,281
g02796,1,1
g02797,11,10
g02798,36,34
g02799,7,15
g02800,26,44
g02801,16,18
g02802,10,2
g02803,3,1
g02804,216,270
g02805,571,554
g02806,197,217
g02807,10,19
g02808,10883,12471
g02809,419,428
g02810,26,30
g02811,0,0
g02812,0,0
g02813,25,24
g02814,15,12
g02815,2,38
g02816,2217,1735
g02817,257,192
g02818,52,38
g02819,63,45
g02820,122,177
g02821,175,187
g02822,711,729
g02823,413,400
g02824,209,213
g02825,254,288
g02826,214,208
g02827,0,0
g02828,1035,933
g02829,35,36
g02830,0,1
g02831,2,0
g02832,247,221
g02833,1187,1060
g02834,1453,1699
g02835,955,1035
g02836,491,535
g02837,778,742
g02838,940,1006
g02839,1392,1417
g02840,784,787
g02841,839,872
g02842,915,1058
g02843,1,3
g02844,0,0
g02845,1798,2032
g02846,133,120
g02847,0,0
g02848,528,578
g02849,68,80
g02850,240,240
g02851,298,371
g02852,113,145
g02853,2333,2407
g02854,7,8
g02855,6,4
g02856,3564,3566
g02857,3056,2712
g02858,900,937
g02859,102,93
g02860,2,0
g02861,2,1
g02862,300,319
g02863,333,331
g02864,506,506
g02865,77,71
g02866,306,302
g02867,1,0
g02868,710,513
g02869,0,1
g02870,2,1
g02871,0,0
g02872,18,10
g02873,137,211
g02874,119,165
g02875,0,0
g02876,36,28
g02877,0,0
g02878,0,0
g02879,0,0
g02880,0,0
g02881,228,882
g02882,514,560
g02883,1482,1625
g02884,213,240
g02885,1000,878
g02886,91,88
g02887,368,371
g02888,32,23
g02889,3,4
g02890,2407,2761
g02891,111,124
g02892,4,8
g02893,8154,9007
g02894,0,1
g02895,23,36
g02896,2424,2084
g02897,9,2
g02898,184,181
g02899,190,212
g02900,66,83
g02901,131,147
g02902,607,563
g02903,207,262
g02904,3,1
g02905,51,44
g02906,12,10
g02907,3,4
g02908,2,6
g02909,128,111
g02910,1164,1144
g02911,184,180
g02912,352,318
g02913,1991,3662
g02914,423,156
g02915,1991,3662
g02916,2,2
g02917,1331,941
g02918,1,2
g02919,1097,1138
g02920,662,790
g02921,3,4
g02922,237,276
g02923,1032,1178
g02924,0,0
g02925,8,28
g02926,3248,3404
g02927,40,57
g02928,0,3
g02929,189,198
g02930,191,169
g02931,7,16
g02932,166,114
g02933,16,10
g02934,161,191
g02935,0,0
g02936,309,321
g02937,32,26
g02938,342,390
g02939,1116,961
g02940,0,2
g02941,1708,2020
g02942,0,0
g02943,0,0
g02944,1191,1295
g02945,330,337
g02946,37,22
g02947,610,368
g02948,0,0
g02949,445,510
g02950,903,937
g02951,381,427
g02952,1069,1480
g02953,0,2
g02954,9,10
g02955,0,0
g02956,43,43
g02957,14,8
g02958,384,396
g02959,0,0
g02960,180,322
g02961,641,612
g02962,573,600
g02963,141,128
g02964,9,6
g02965,456,506
g02966,361,432
g02967,11,5
g02968,1,0
g02969,160,145
g02970,1018,1146
g02971,354,500
g02972,1,0
g02973,0,0
g02974,1246,1343
g02975,351,388
g02976,205,182
g02977,4,12
g02978,805,810
g02979,718,690
g02980,306,294
g02981,99,134
g02982,12,14
g02983,0,3
g02984,0,0
g02985,141,147
g02986,3,7
g02987,0,0
g02988,0,0
g02989,1,0
g02990,0,0
g02991,0,0
g02992,0,0
g02993,2,2
g02994,1,1
g02995,3,6
g02996,272,236
g02997,8164,9475
g02998,15196,17370
g02999,44,48
g03000,9,6
g03001,825,973
g03002,43,53
g03003,41,41
g03004,44,61
g03005,1,2
g03006,1,1
g03007,2,0
g03008,0,2
g03009,0,0
g03010,3,0
g03011,0,0
g03012,7,6
g03013,1,0
g03014,0,0
g03015,0,0
g03016,65,69
g03017,751,811
g03018,741,986
g03019,0,0
g03020,0,0
g03021,0,0
g03022,0,0
g03023,0,0
g03024,0,0
g03025,0,0
g03026,0,0
g03027,2,0
g03028,0,0
g03029,0,0
g03030,0,0
g03031,0,0
g03032,0,0
g03033,0,0
g03034,395,317
g03035,4,2
g03036,742,762
g03037,1,3
g03038,165,231
g03039,600,604
g03040,2,8
g03041,396,487
g03042,1,2
g03043,1329,1470
g03044,126,159
g03045,1372,1628
g03046,272,268
g03047,6,21
g03048,411,423
g03049,7009,7005
g03050,0,0
g03051,5185,4956
g03052,344,397
g03053,864,1062
g03054,395,490
g03055,14,9
g03056,14,19
g03057,68,67
g03058,91,72
g03059,7,11
g03060,0,0
g03061,1,0
g03062,2,0
g03063,0,0
g03064,0,0
g03065,0,0
g03066,45,54
g03067,0,0
g03068,0,1
g03069,2,2
g03070,494,612
g03071,696,693
g03072,234,228
g03073,6068,5993
g03074,760,710
g03075,477,485
g03076,530,622
g03077,154,139
g03078,108,112
g03079,513,516
g03080,513,583
g03081,271,278
g03082,162,168
g03083,544,574
g03084,494,484
g03085,116,135
g03086,3145,3705
g03087,5,2
g03088,0,0
g03089,2,4
g03090,0,0
g03091,1574,1756
g03092,75,70
g03093,6,4
g03094,2851,2575
g03095,1311,1592
g03096,5,10
g03097,1,1
g03098,2865,2894
g03099,27,11
g03100,3543,3750
g03101,7,4
g03102,316,167
g03103,9,8
g03104,0,0
g03105,18,11
g03106,1,0
g03107,6,14
g03108,1,0
g03109,2519,2575
g03110,2,3
g03111,718,634
g03112,6,6
g03113,6,9
g03114,883,816
g03115,2,0
g03116,98,130
g03117,1,2
g03118,130,145
g03119,45,48
g03120,253,237
g03121,420,407
g03122,1358,1763
g03123,0,0
g03124,3,1
g03125,0,0
g03126,17,29
g03127,2,7
g03128,1,0
g03129,733,820
g03130,1200,1070
g03131,696,676
g03132,0,0
g03133,51,43
g03134,1010,1232
g03135,1028,2902
g03136,252,266
g03137,4179,4783
g03138,70,75
g03139,16,39
g03140,610,663
g03141,1,1
g03142,1,0
g03143,0,0
g03144,0,0
g03145,260,266
g03146,1746,1309
g03147,7155,9819
g03148,18456,25082
g03149,859,959
g03150,2450,2362
g03151,12,11
g03152,0,1
g03153,1,0
g03154,6,22
g03155,727,799
g03156,706,757
g03157,392,534
g03158,14,11
g03159,259,297
g03160,0,0
g03161,1940,1841
g03162,36,34
g03163,0,0
g03164,474,530
g03165,818,806
g03166,124,145
g03167,6,8
g03168,63,74
g03169,56,74
g03170,76,78
g03171,614,633
g03172,597,599
g03173,448,541
g03174,0,0
g03175,0,0
g03176,0,0
g03177,0,0
g03178,0,0
g03179,0,0
g03180,0,0
g03181,0,0
g03182,0,0
g03183,0,0
g03184,0,0
g03185,0,0
g03186,0,0
g03187,0,0
g03188,0,0
g03189,0,0
g03190,0,0
g03191,0,0
g03192,0,0
g03193,0,0
g03194,0,0
g03195,0,0
g03196,0,0
g03197,0,0
g03198,0,0
g03199,0,0
g03200,0,0
g03201,0,1
g03202,1,0
g03203,142,132
g03204,134,145
g03205,277,318
g03206,0,1
g03207,2123,2410
g03208,334,294
g03209,198,190
g03210,3129,2776
g03211,12,13
g03212,25,30
g03213,374,445
g03214,884,917
g03215,5,7
g03216,104,133
g03217,7,7
g03218,2,14
g03219,289,332
g03220,160,192
g03221,284,305
g03222,190,181
g03223,2396,2462
g03224,110,113
g03225,51,82
g03226,2,0
g03227,547,620
g03228,357,381
g03229,119,160
g03230,432,470
g03231,173,219
g03232,12,4
g03233,0,1
g03234,0,0
g03235,0,1
g03236,2728,2710
g03237,31,34
g03238,11,7
g03239,364,467
g03240,138,142
g03241,995,1105
g03242,139,173
g03243,6,3
g03244,360,371
g03245,16,13
g03246,18,19
g03247,883,831
g03248,46,44
g03249,1351,1358
g03250,953,1032
g03251,21,24
g03252,343,365
g03253,757,754
g03254,711,793
g03255,7,3
g03256,896,1148
g03257,0,0
g03258,678,776
g03259,1929,1993
g03260,175,198
g03261,1,0
g03262,352,364
g03263,591,533
g03264,483,439
g03265,0,0
g03266,207,241
g03267,489,504
g03268,307,323
g03269,22,14
g03270,387,346
g03271,38,30
g03272,11,22
g03273,2662,2671
g03274,0,0
g03275,389,462
g03276,63,90
g03277,0,2
g03278,45,40
g03279,1,2
g03280,5,5
g03281,1160,1611
g03282,452,552
g03283,1,3
g03284,77,80
g03285,866,877
g03286,120,140
g03287,35,63
g03288,447,443
g03289,134,91
g03290,943,1114
g03291,437,428
g03292,464,466
g03293,72,106
g03294,173,210
g03295,51,66
g03296,347,290
g03297,3646,3081
g03298,99,73
g03299,113,177
g03300,14,12
g03301,1041,1019
g03302,1036,1017
g03303,79,102
g03304,14,17
g03305,380,454
g03306,21,16
g03307,23,10
g03308,6,5
g03309,246,224
g03310,173,180
g03311,113,115
g03312,86,89
g03313,319,384
g03314,3,8
g03315,274,333
g03316,4,0
g03317,0,0
g03318,1340,1374
g03319,195,246
g03320,256,232
g03321,36,73
g03322,17,42
g03323,27,71
g03324,555,539
g03325,84,103
g03326,10,11
g03327,1,3
g03328,1314,1257
g03329,3,4
g03330,148,177
g03331,9,4
g03332,7,9
g03333,0,0
g03334,2,2
g03335,13,9
g03336,93,101
g03337,247,298
g03338,29092,30032
g03339,0,0
g03340,2,2
g03341,23,10
g03342,8,6
g03343,7604,8081
g03344,1087,1144
g03345,5,7
g03346,45,71
g03347,814,1263
g03348,1,3
