,wt_E15.5_f5,wt_E15.5_f4
g05648,0,0
g05649,0,0
g05650,0,0
g05651,0,0
g05652,315,349
g05653,23,31
g05654,341,259
g05655,1336,1420
g05656,88,79
g05657,117,101
g05658,1058,1188
g05659,2,4
g05660,0,0
g05661,0,0
g05662,1,0
g05663,0,0
g05664,195,220
g05665,660,572
g05666,176,162
g05667,260,237
g05668,0,1
g05669,0,0
g05670,0,0
g05671,26,42
g05672,275,287
g05673,1,0
g05674,0,0
g05675,0,1
g05676,10,3
g05677,4,2
g05678,3155,3346
g05679,1498,1315
g05680,230,233
g05681,767,735
g05682,2243,2409
g05683,12,8
g05684,2422,2161
g05685,0,0
g05686,1,0
g05687,13,55
g05688,3,12
g05689,0,1
g05690,1,8
g05691,0,6
g05692,1,0
g05693,0,0
g05694,0,0
g05695,1,1
g05696,243,280
g05697,0,0
g05698,0,0
g05699,1732,1995
g05700,1662,1532
g05701,552,480
g05702,0,0
g05703,6,18
g05704,388,434
g05705,38,42
g05706,0,0
g05707,2,2
g05708,795,796
g05709,2075,2067
g05710,0,0
g05711,1307,1237
g05712,1818,1762
g05713,29,22
g05714,1,0
g05715,72,53
g05716,246,242
g05717,595,591
g05718,2,1
g05719,4410,4649
g05720,0,0
g05721,1229,1039
g05722,385,493
g05723,481,431
g05724,61,52
g05725,67,82
g05726,8,13
g05727,0,0
g05728,0,0
g05729,0,0
g05730,0,0
g05731,53,59
g05732,3674,5361
g05733,1747,1564
g05734,435,611
g05735,848,788
g05736,428,462
g05737,287,269
g05738,842,753
g05739,27,14
g05740,6,3
g05741,176,226
g05742,865,961
g05743,145,154
g05744,2,10
g05745,0,0
g05746,972,816
g05747,0,0
g05748,0,0
g05749,53,37
g05750,12,8
g05751,122,146
g05752,1810,1975
g05753,2,8
g05754,831,933
g05755,142,173
g05756,0,0
g05757,1,1
g05758,853,948
g05759,25,20
g05760,0,0
g05761,0,0
g05762,0,0
g05763,0,0
g05764,0,0
g05765,0,1
g05766,0,0
g05767,0,0
g05768,0,0
g05769,0,0
g05770,0,0
g05771,0,0
g05772,0,0
g05773,1,0
g05774,0,1
g05775,159,182
g05776,116,163
g05777,13,45
g05778,0,1
g05779,94,159
g05780,12,20
g05781,0,0
g05782,723,659
g05783,2,1
g05784,51,48
g05785,0,0
g05786,0,0
g05787,0,0
g05788,925,1077
g05789,295,320
g05790,0,0
g05791,0,0
g05792,0,0
g05793,168,171
g05794,523,502
g05795,30,43
g05796,911,953
g05797,26,34
g05798,11,10
g05799,19,20
g05800,0,1
g05801,886,849
g05802,1,0
g05803,0,0
g05804,0,0
g05805,0,0
g05806,1,0
g05807,0,0
g05808,0,0
g05809,0,0
g05810,741,599
g05811,1606,1450
g05812,111,89
g05813,1122,1153
g05814,1587,1338
g05815,2019,1795
g05816,4498,4189
g05817,934,929
g05818,4553,4275
g05819,525,433
g05820,341,343
g05821,61,47
g05822,0,0
g05823,1,0
g05824,196,97
g05825,11,22
g05826,0,0
g05827,0,0
g05828,0,1
g05829,66,72
g05830,0,2
g05831,25,18
g05832,0,1
g05833,478,469
g05834,807,848
g05835,283,209
g05836,268,270
g05837,1168,1183
g05838,0,0
g05839,0,0
g05840,0,0
g05841,0,0
g05842,0,0
g05843,0,0
g05844,0,0
g05845,0,0
g05846,0,0
g05847,0,0
g05848,0,0
g05849,0,0
g05850,0,0
g05851,0,0
g05852,1,0
g05853,0,0
g05854,0,0
g05855,0,0
g05856,1,0
g05857,0,1
g05858,0,0
g05859,0,0
g05860,0,0
g05861,0,0
g05862,0,0
g05863,0,0
g05864,0,0
g05865,0,0
g05866,0,0
g05867,0,0
g05868,0,0
g05869,0,0
g05870,0,0
g05871,0,0
g05872,0,0
g05873,0,0
g05874,1,0
g05875,466,466
g05876,271,255
g05877,15,4
g05878,6,4
g05879,1,1
g05880,2,2
g05881,1745,1811
g05882,3183,2730
g05883,1744,1810
g05884,1333,1143
g05885,968,826
g05886,2007,1910
g05887,5558,4715
g05888,4080,3417
g05889,3526,2921
g05890,700,677
g05891,1938,1742
g05892,684,555
g05893,20,17
g05894,858,683
g05895,9699,8409
g05896,693,667
g05897,7046,6109
g05898,526,504
g05899,392,422
g05900,19,27
g05901,3547,3301
g05902,72,82
g05903,4709,4159
g05904,2813,2512
g05905,12,8
g05906,3543,3388
g05907,2247,2124
g05908,1301,1143
g05909,2000,1692
g05910,2740,2159
g05911,1839,1637
g05912,4696,4968
g05913,2,2
g05914,0,1
g05915,2,1
g05916,0,0
g05917,0,0
g05918,0,0
g05919,3,5
g05920,19,15
g05921,558,541
g05922,46,88
g05923,0,0
g05924,2,1
g05925,209,269
g05926,9,25
g05927,0,0
g05928,242,265
g05929,932,935
g05930,186,202
g05931,326,300
g05932,3,6
g05933,51,35
g05934,455,421
g05935,787,818
g05936,233,201
g05937,0,3
g05938,1,1
g05939,0,0
g05940,0,0
g05941,1,0
g05942,0,0
g05943,0,0
g05944,0,0
g05945,0,0
g05946,0,0
g05947,1,0
g05948,0,0
g05949,0,0
g05950,0,0
g05951,0,0
g05952,0,0
g05953,0,0
g05954,0,0
g05955,1,0
g05956,0,0
g05957,0,0
g05958,0,0
g05959,0,0
g05960,0,0
g05961,0,0
g05962,0,0
g05963,0,0
g05964,0,0
g05965,1,1
g05966,220,194
g05967,1257,1424
g05968,1,4
g05969,357,348
g05970,497,435
g05971,240,275
g05972,264,305
g05973,1030,1198
g05974,0,0
g05975,545,582
g05976,14,56
g05977,703,693
g05978,84,78
g05979,11,9
g05980,0,0
g05981,35,31
g05982,0,0
g05983,0,0
g05984,3,2
g05985,32,32
g05986,96,105
g05987,0,0
g05988,187,172
g05989,534,671
g05990,76,114
g05991,297,486
g05992,0,0
g05993,15,26
g05994,24,22
g05995,5,2
g05996,1,0
g05997,10,6
g05998,0,0
g05999,0,0
g06000,0,0
g06001,0,0
g06002,0,0
g06003,0,0
g06004,0,0
g06005,0,0
g06006,10,8
g06007,665,785
g06008,9,8
g06009,173,203
g06010,490,620
g06011,175,188
g06012,725,806
g06013,2,0
g06014,615,795
g06015,174,237
g06016,169,157
g06017,705,728
g06018,299,308
g06019,1,2
g06020,2190,2014
g06021,13,8
g06022,1,1
g06023,2,1
g06024,465,533
g06025,0,0
g06026,23,10
g06027,514,571
g06028,99,111
g06029,8,6
g06030,118,105
g06031,1,2
g06032,386,359
g06033,337,331
g06034,986,2006
g06035,41,62
g06036,9,7
g06037,1354,1037
g06038,2882,3200
g06039,757,799
g06040,14,13
g06041,497,529
g06042,23042,18681
g06043,354,330
g06044,20,45
g06045,3408,4338
g06046,157,199
g06047,222,256
g06048,220,178
g06049,0,1
g06050,2,1
g06051,228,182
g06052,155,119
g06053,0,0
g06054,11,6
g06055,510,533
g06056,502,637
g06057,0,1
g06058,0,1
g06059,0,0
g06060,19,13
g06061,396,439
g06062,1004,894
g06063,419,410
g06064,5,4
g06065,272,347
g06066,1,2
g06067,928,712
g06068,82,74
g06069,53,58
g06070,196,178
g06071,259,260
g06072,84,101
g06073,464,509
g06074,450,457
g06075,191,178
g06076,9,7
g06077,1,1
g06078,17,31
g06079,0,0
g06080,2,0
g06081,1,0
g06082,1003,881
g06083,263,349
g06084,531,624
g06085,295,351
g06086,554,593
g06087,22,5
g06088,1,0
g06089,1,7
g06090,370,417
g06091,529,562
g06092,357,485
g06093,1844,1941
g06094,1304,1295
g06095,4,2
g06096,43,50
g06097,69,82
g06098,622,629
g06099,1730,1717
g06100,430,448
g06101,14,12
g06102,0,0
g06103,0,1
g06104,23,26
g06105,110,118
g06106,1,0
g06107,195,191
g06108,5,5
g06109,1,0
g06110,2,0
g06111,0,1
g06112,213,220
g06113,1,1
g06114,894,753
g06115,3882,3651
g06116,93,100
g06117,274,260
g06118,166,149
g06119,152,205
g06120,8,8
g06121,34,43
g06122,1427,1644
g06123,237,270
g06124,93,94
g06125,98,94
g06126,1007,1514
g06127,23,27
g06128,612,1370
g06129,415,381
g06130,2131,1822
g06131,1,0
g06132,0,0
g06133,0,0
g06134,0,0
g06135,0,0
g06136,0,0
g06137,0,0
g06138,0,0
g06139,154,196
g06140,0,0
g06141,0,0
g06142,0,0
g06143,0,2
g06144,0,0
g06145,0,0
g06146,0,0
g06147,0,0
g06148,27,27
g06149,1022,1012
g06150,355,344
g06151,0,2
g06152,16,13
g06153,1300,1259
g06154,24,17
g06155,110,95
g06156,448,443
g06157,214,141
g06158,14,8
g06159,270,363
g06160,4,1
g06161,4,2
g06162,0,0
g06163,162,197
g06164,1,1
g06165,141,164
g06166,144,146
g06167,343,354
g06168,159,196
g06169,876,963
g06170,0,2
g06171,39,41
g06172,3,1
g06173,671,572
g06174,1,3
g06175,346,303
g06176,694,728
g06177,169,190
g06178,410,387
g06179,709,729
g06180,14,19
g06181,146,143
g06182,433,420
g06183,350,343
g06184,795,1028
g06185,1135,1255
g06186,842,717
g06187,6,3
g06188,48,70
g06189,1,3
g06190,0,0
g06191,30,59
g06192,68,80
g06193,42,72
g06194,462,472
g06195,143,129
g06196,382,323
g06197,186,164
g06198,5469,5325
g06199,686,740
g06200,1781,1858
g06201,373,425
g06202,2376,2561
g06203,23,30
g06204,0,0
g06205,0,0
g06206,1,0
g06207,804,835
g06208,31,31
g06209,1122,1483
g06210,546,576
g06211,36,77
g06212,645,618
g06213,703,740
g06214,540,567
g06215,1459,1507
g06216,182,210
g06217,304,385
g06218,2113,1596
g06219,1640,1805
g06220,323,378
g06221,51,78
g06222,1,2
g06223,23,39
g06224,1914,2143
g06225,29,43
g06226,0,0
g06227,3844,3586
g06228,4,4
g06229,0,0
g06230,26,23
g06231,2,0
g06232,4,10
g06233,0,0
g06234,351,438
g06235,2105,2049
g06236,2,6
g06237,2,9
g06238,69,59
g06239,0,0
g06240,2045,2913
g06241,78,81
g06242,1904,1984
g06243,2,0
g06244,111,153
g06245,14,13
g06246,379,459
g06247,143,168
g06248,2581,2689
g06249,6,9
g06250,593,646
g06251,88,136
g06252,0,0
g06253,60,101
g06254,511,644
g06255,2,1
g06256,416,393
g06257,629,732
g06258,1,0
g06259,0,0
g06260,5,7
g06261,0,0
g06262,0,0
g06263,62,68
g06264,188,222
g06265,112,139
g06266,1174,1211
g06267,8,4
g06268,3,2
g06269,2930,3153
g06270,81,74
g06271,798,783
g06272,0,0
g06273,1,5
g06274,3,5
g06275,21,43
g06276,0,0
g06277,61,83
g06278,0,0
g06279,0,0
g06280,0,0
g06281,0,0
g06282,0,0
g06283,0,0
g06284,0,0
g06285,0,0
g06286,0,0
g06287,0,0
g06288,0,0
g06289,0,0
g06290,0,0
g06291,0,0
g06292,0,0
g06293,0,0
g06294,45,32
g06295,0,1
g06296,22,35
g06297,0,0
g06298,110,107
g06299,34,32
g06300,7,9
g06301,56,77
g06302,54,50
g06303,32,24
g06304,1,0
g06305,91,76
g06306,23,29
g06307,0,5
g06308,549,549
g06309,429,390
g06310,3,2
g06311,310,387
g06312,6,3
g06313,3,5
g06314,1,4
g06315,244,271
g06316,1350,1064
g06317,450,478
g06318,1,0
g06319,77,81
g06320,408,432
g06321,144,166
g06322,241,207
g06323,32,24
g06324,140,150
g06325,945,1245
g06326,66,94
g06327,0,0
g06328,6,10
g06329,0,0
g06330,1,0
g06331,0,0
g06332,1202,1265
g06333,0,0
g06334,0,2
g06335,0,1
g06336,0,0
g06337,2,5
g06338,371,368
g06339,0,0
g06340,0,0
g06341,1,0
g06342,0,0
g06343,0,1
g06344,0,0
g06345,0,0
g06346,0,0
g06347,0,0
g06348,1,1
g06349,234,272
g06350,7,7
g06351,189,168
g06352,895,1044
g06353,59,66
g06354,88,104
g06355,94,100
g06356,41,35
g06357,70,92
g06358,36,49
g06359,17,13
g06360,54,47
g06361,1,0
g06362,4,3
g06363,119,109
g06364,80,78
g06365,14,34
g06366,40,47
g06367,21,34
g06368,59,57
g06369,37,42
g06370,120,148
g06371,174,180
g06372,289,306
g06373,168,183
g06374,198,219
g06375,28,36
g06376,214,202
g06377,127,144
g06378,6,9
g06379,39,49
g06380,33,20
g06381,14,13
g06382,60,43
g06383,0,0
g06384,0,0
g06385,0,0
g06386,0,0
g06387,322,361
g06388,218,222
g06389,3,3
g06390,305,295
g06391,529,506
g06392,3,0
g06393,504,469
g06394,1975,1939
g06395,21,11
g06396,289,299
g06397,0,0
g06398,0,0
g06399,0,0
g06400,0,1
g06401,1622,1558
g06402,38,143
g06403,0,1
g06404,1325,1120
g06405,0,0
g06406,623,652
g06407,2508,2372
g06408,0,0
g06409,424,323
g06410,496,468
g06411,289,346
g06412,287,346
g06413,0,0
g06414,270,314
g06415,0,5
g06416,978,1097
g06417,114,90
g06418,0,1
g06419,31,30
g06420,2,2
g06421,203,197
g06422,620,543
g06423,57,69
g06424,314,323
g06425,658,651
g06426,0,0
g06427,112,118
g06428,220,228
g06429,0,1
g06430,1008,1113
g06431,28,33
g06432,624,693
g06433,2055,2011
g06434,727,767
g06435,117,138
g06436,33,57
g06437,26,27
g06438,45,41
g06439,293,281
g06440,1353,1580
g06441,1,0
g06442,0,1
g06443,866,848
g06444,430,576
g06445,1494,1684
g06446,8,9
g06447,144,141
g06448,0,3
g06449,147,177
g06450,1084,1075
g06451,2,1
g06452,45,61
g06453,402,373
g06454,128,144
g06455,0,1
g06456,392,402
g06457,45,29
g06458,2,0
g06459,68,57
g06460,16,18
g06461,1088,1046
g06462,2,5
g06463,0,0
g06464,16,16
g06465,325,412
g06466,1232,1297
g06467,163,160
g06468,31,37
g06469,497,586
g06470,0,0
g06471,3011,2875
g06472,329,351
g06473,0,1
g06474,0,0
g06475,0,0
g06476,0,0
g06477,4,3
g06478,186,189
g06479,323,359
g06480,1095,1124
g06481,43,41
g06482,0,0
g06483,67,109
g06484,32,23
g06485,8346,8463
g06486,16,18
g06487,97,113
g06488,1001,1056
g06489,2,2
g06490,19,15
g06491,68,82
g06492,1,0
g06493,0,3
g06494,733,719
g06495,151,114
g06496,9,2
g06497,291,310
g06498,67,94
g06499,7,2
g06500,438,414
g06501,406,448
g06502,2,0
g06503,28,40
g06504,583,632
g06505,1,1
g06506,885,1069
g06507,81,115
g06508,496,477
g06509,447,506
g06510,14,8
g06511,115,133
g06512,365,402
g06513,351,384
g06514,652,631
g06515,2,6
g06516,0,0
g06517,0,0
g06518,1,1
g06519,1,0
g06520,249,302
g06521,1292,1791
g06522,591,627
g06523,27,41
g06524,1520,1538
g06525,219,237
g06526,3,0
g06527,332,370
g06528,111,101
g06529,4,1
g06530,135,112
g06531,4,4
g06532,7,9
g06533,666,692
g06534,1,1
g06535,0,0
g06536,222,219
g06537,954,909
g06538,379,489
g06539,5,13
g06540,23,25
g06541,331,311
g06542,39,44
g06543,286,291
g06544,965,1068
g06545,1505,1647
g06546,20,26
g06547,1,0
g06548,35,35
g06549,186,200
g06550,630,606
g06551,509,542
g06552,767,671
g06553,4,5
g06554,1,1
g06555,1,1
g06556,136,154
g06557,556,524
g06558,200,218
g06559,675,723
g06560,23,17
g06561,61,51
g06562,1,1
g06563,0,0
g06564,1,3
g06565,355,374
g06566,2378,2367
g06567,2,3
g06568,0,0
g06569,1,0
g06570,72,49
g06571,261,272
g06572,479,404
g06573,67,56
g06574,2466,2121
g06575,1,0
g06576,275,317
g06577,1623,1494
g06578,160,241
g06579,145,147
g06580,27,29
g06581,12,6
g06582,8,8
g06583,4,2
g06584,18,18
g06585,190,198
g06586,300,365
g06587,109,104
g06588,347,349
g06589,587,533
g06590,68,71
g06591,800,841
g06592,35,33
g06593,111,154
g06594,350,399
g06595,1052,1146
g06596,2,0
g06597,0,0
g06598,3,3
g06599,0,1
g06600,0,0
g06601,3671,3548
g06602,22,20
g06603,1018,985
g06604,10,15
g06605,17,20
g06606,0,0
g06607,1517,1362
g06608,2784,2828
g06609,414,450
g06610,71,126
g06611,671,701
g06612,272,334
g06613,316,284
g06614,122,108
g06615,234,244
g06616,56,28
g06617,280,311
g06618,232,227
g06619,0,0
g06620,206,177
g06621,0,0
g06622,35,28
g06623,18,7
g06624,982,1096
g06625,15,30
g06626,123,123
g06627,315,398
g06628,21,26
g06629,0,1
g06630,60,58
g06631,0,0
g06632,403,479
g06633,471,525
g06634,184,198
g06635,174,155
g06636,358,389
g06637,133,116
g06638,450,450
g06639,45,48
g06640,1,0
g06641,4,1
g06642,5,9
g06643,0,0
g06644,3,2
g06645,1720,1728
g06646,2,1
g06647,1,0
g06648,1255,1365
g06649,3,2
g06650,794,857
g06651,988,1037
g06652,11,5
g06653,12,32
g06654,2248,2591
g06655,18,33
g06656,2,5
g06657,278,314
g06658,262,295
g06659,1195,1195
g06660,557,564
g06661,1,2
g06662,1,2
g06663,0,0
g06664,0,0
g06665,0,0
g06666,11,18
g06667,449,651
g06668,0,0
g06669,1,0
g06670,0,0
g06671,20,21
g06672,411,414
g06673,2,1
g06674,111,153
g06675,1158,1347
g06676,73,49
g06677,377,384
g06678,45,32
g06679,494,556
g06680,518,521
g06681,3,0
g06682,471,574
g06683,300,266
g06684,702,610
g06685,211,277
g06686,112,142
g06687,0,0
g06688,0,0
g06689,111,116
g06690,418,380
g06691,0,0
g06692,610,619
g06693,124,121
g06694,4,4
g06695,0,0
g06696,499,576
g06697,1,0
g06698,146,177
g06699,737,1044
g06700,704,851
g06701,616,568
g06702,157,146
g06703,6,6
g06704,27,36
g06705,16,16
g06706,2,1
g06707,2950,2817
g06708,33,22
g06709,602,698
g06710,142,150
g06711,0,0
g06712,0,0
g06713,0,0
g06714,0,0
g06715,0,0
g06716,0,1
g06717,0,0
g06718,0,0
g06719,0,0
g06720,0,0
g06721,0,0
g06722,0,0
g06723,1,5
g06724,0,1
g06725,0,1
g06726,2,1
g06727,0,0
g06728,0,0
g06729,0,0
g06730,0,0
g06731,0,0
g06732,0,0
g06733,0,0
g06734,0,0
g06735,0,0
g06736,0,0
g06737,0,0
g06738,0,0
g06739,0,0
g06740,0,0
g06741,0,0
g06742,0,0
g06743,0,0
g06744,0,0
g06745,0,0
g06746,0,0
g06747,0,0
g06748,0,0
g06749,0,0
g06750,0,0
g06751,0,0
g06752,0,0
g06753,0,0
g06754,0,0
g06755,0,0
g06756,0,0
g06757,0,0
g06758,0,1
g06759,0,0
g06760,0,0
g06761,0,0
g06762,0,0
g06763,0,0
g06764,0,0
g06765,0,0
g06766,3,1
g06767,0,0
g06768,0,0
g06769,0,0
g06770,0,0
g06771,0,0
g06772,0,0
g06773,0,0
g06774,0,0
g06775,0,0
g06776,0,0
g06777,0,0
g06778,0,0
g06779,0,0
g06780,0,0
g06781,0,0
g06782,0,0
g06783,0,4
g06784,0,0
g06785,0,0
g06786,2,1
g06787,0,0
g06788,0,0
g06789,0,0
g06790,0,0
g06791,0,0
g06792,0,0
g06793,0,0
g06794,0,0
g06795,5,0
g06796,0,0
g06797,0,0
g06798,0,0
g06799,0,0
g06800,3,0
g06801,0,0
g06802,0,2
g06803,0,0
g06804,0,0
g06805,0,0
g06806,0,0
g06807,0,0
g06808,0,0
g06809,1,1
g06810,0,0
g06811,1,5
g06812,4121,4014
g06813,163,126
g06814,255,239
g06815,283,271
g06816,505,459
g06817,530,593
g06818,45,53
g06819,3,0
g06820,0,3
g06821,9,8
g06822,1,3
g06823,4,0
g06824,73,66
g06825,0,0
g06826,1316,1418
g06827,26,39
g06828,3,10
g06829,859,953
g06830,270,293
g06831,0,0
g06832,62,61
g06833,2,0
g06834,16,18
g06835,0,0
g06836,0,0
g06837,382,394
g06838,697,691
g06839,975,1013
g06840,0,0
g06841,0,0
g06842,87,103
g06843,531,544
g06844,0,3
g06845,2,10
g06846,83,103
g06847,378,432
g06848,4269,4198
g06849,88,109
g06850,259,278
g06851,136,128
g06852,316,392
g06853,232,237
g06854,291,258
g06855,17,23
g06856,201,259
g06857,0,0
g06858,0,0
g06859,1279,1416
g06860,913,1007
g06861,579,603
g06862,85,100
g06863,55,107
g06864,0,0
g06865,111,118
g06866,725,738
g06867,526,508
g06868,60,56
g06869,774,920
g06870,279,279
g06871,3,1
g06872,1380,1442
g06873,56,51
g06874,638,639
g06875,41,32
g06876,516,504
g06877,26,24
g06878,116,173
g06879,497,425
g06880,2475,2241
g06881,308,308
g06882,25,39
g06883,240,228
g06884,1558,1718
g06885,997,1225
g06886,691,742
g06887,466,504
g06888,2678,2912
g06889,588,638
g06890,807,888
g06891,797,716
g06892,3,1
g06893,16,19
g06894,415,352
g06895,1319,1392
g06896,92,81
g06897,63,50
g06898,77,72
g06899,509,576
g06900,9,11
g06901,2,0
g06902,5,4
g06903,11,13
g06904,65,69
g06905,1,1
g06906,536,487
g06907,0,0
g06908,568,492
g06909,2000,2266
g06910,0,1
g06911,0,0
g06912,0,3
g06913,697,653
g06914,3,0
g06915,68,65
g06916,357,297
g06917,69,57
g06918,6,3
g06919,929,1096
g06920,85,84
g06921,0,0
g06922,0,0
g06923,0,0
g06924,2,1
g06925,0,0
g06926,0,0
g06927,0,0
g06928,0,0
g06929,0,0
g06930,0,0
g06931,0,0
g06932,0,0
g06933,0,0
g06934,0,0
g06935,10,5
g06936,687,599
g06937,9,3
g06938,703,768
g06939,2050,1903
g06940,493,542
g06941,16,9
g06942,12,8
g06943,939,990
g06944,3,4
g06945,393,414
g06946,8,4
g06947,331,340
g06948,1315,1384
g06949,278,231
g06950,42,46
g06951,0,2
g06952,4,1
g06953,611,667
g06954,105,95
g06955,47,24
g06956,201,188
g06957,495,504
g06958,41,40
g06959,130,119
g06960,118,71
g06961,669,572
g06962,4241,4999
g06963,41,45
g06964,601,673
g06965,212,247
g06966,158,195
g06967,281,291
g06968,142,175
g06969,1,3
g06970,4,2
g06971,1,0
g06972,194,193
g06973,567,655
g06974,334,379
g06975,938,895
g06976,11,13
g06977,17,17
g06978,2541,2337
g06979,44,50
g06980,3499,3638
g06981,2013,3612
g06982,335,359
g06983,4545,4297
g06984,1285,1316
g06985,179,209
g06986,74,73
g06987,1017,975
g06988,102,70
g06989,998,1034
g06990,339,399
g06991,334,358
g06992,485,548
g06993,103,101
g06994,78,134
g06995,360,414
g06996,651,625
g06997,5,1
g06998,3,7
g06999,267,339
g07000,146,190
g07001,1,0
g07002,112,122
g07003,45,44
g07004,1053,1157
g07005,204,184
g07006,0,0
g07007,1,2
g07008,0,0
g07009,655,644
g07010,0,0
g07011,3,0
g07012,160,133
g07013,5,9
g07014,0,3
g07015,541,518
g07016,79,131
g07017,6,7
g07018,1,0
g07019,39,29
g07020,31,24
g07021,634,674
g07022,1,0
g07023,1,0
g07024,104,190
g07025,0,0
g07026,0,0
g07027,3,2
g07028,0,0
g07029,0,0
g07030,0,0
g07031,1541,1763
g07032,2,0
g07033,150,145
g07034,48,54
g07035,168,183
g07036,1035,1057
g07037,4,6
g07038,614,777
g07039,25,24
g07040,255,232
g07041,1966,2026
g07042,1,0
g07043,1202,1176
g07044,6,0
g07045,1937,2133
g07046,61,74
g07047,1,0
g07048,0,0
g07049,1,0
g07050,1047,1013
g07051,3,4
g07052,1,3
g07053,0,0
g07054,16,9
g07055,374,364
g07056,844,951
g07057,1,5
g07058,0,0
g07059,5,4
g07060,0,0
g07061,27,16
g07062,1245,1193
g07063,28,20
g07064,240,263
g07065,0,0
g07066,0,0
g07067,0,0
g07068,0,0
g07069,0,0
g07070,0,0
g07071,0,0
g07072,0,0
g07073,0,0
g07074,0,0
g07075,0,0
g07076,0,0
g07077,0,0
g07078,0,0
g07079,0,0
g07080,0,0
g07081,0,0
g07082,0,0
g07083,0,0
g07084,0,0
g07085,0,0
g07086,0,0
g07087,0,0
g07088,3,9
g07089,0,0
g07090,0,0
g07091,0,0
g07092,0,0
g07093,0,0
g07094,0,0
g07095,2,2
g07096,0,0
g07097,0,0
g07098,0,0
g07099,0,0
g07100,0,1
g07101,0,0
g07102,0,0
g07103,0,0
g07104,0,0
g07105,0,0
g07106,0,0
g07107,0,0
g07108,0,0
g07109,0,1
g07110,0,0
g07111,0,0
g07112,10,11
g07113,178,202
g07114,24,37
g07115,421,444
g07116,89,91
g07117,999,1177
g07118,144,193
g07119,53,40
g07120,81,97
g07121,1117,1132
g07122,0,0
g07123,375,384
g07124,14,15
g07125,0,0
g07126,0,0
g07127,0,0
g07128,2,4
g07129,184,171
g07130,1,0
g07131,133,108
g07132,835,854
g07133,1270,1449
g07134,11,12
g07135,96,119
g07136,743,924
g07137,14,10
g07138,761,645
g07139,155,143
g07140,1131,1080
g07141,1677,1653
g07142,732,800
g07143,235,194
g07144,183,180
g07145,1778,1608
g07146,0,0
g07147,245,243
g07148,28,27
g07149,502,505
g07150,0,0
g07151,0,0
g07152,0,1
g07153,0,0
g07154,0,0
g07155,1080,1089
g07156,263,302
g07157,607,657
g07158,0,0
g07159,1,0
g07160,164,240
g07161,0,0
g07162,0,0
g07163,0,0
g07164,0,0
g07165,0,0
g07166,2,2
g07167,0,0
g07168,0,0
g07169,0,0
g07170,0,0
g07171,0,0
g07172,0,0
g07173,0,0
g07174,0,0
g07175,0,0
g07176,0,0
g07177,0,0
g07178,0,0
g07179,1,0
g07180,0,0
g07181,0,0
g07182,0,0
g07183,0,0
g07184,0,0
g07185,0,0
g07186,0,0
g07187,0,0
g07188,0,0
g07189,0,0
g07190,0,0
g07191,395,418
g07192,0,0
g07193,101242,109756
g07194,473,508
g07195,364,379
g07196,2,5
g07197,1,1
g07198,273,296
g07199,919,903
g07200,864,866
g07201,271,366
g07202,1,0
g07203,3,11
g07204,0,0
g07205,0,0
g07206,2,0
g07207,0,0
g07208,68,92
g07209,355,695
g07210,0,0
g07211,7,12
g07212,43,47
g07213,1,0
g07214,0,0
g07215,0,0
g07216,0,0
g07217,1,0
g07218,0,0
g07219,0,0
g07220,2,0
g07221,0,0
g07222,1,0
g07223,0,0
g07224,0,1
g07225,0,0
g07226,215,190
g07227,131,156
g07228,966,1013
g07229,0,0
g07230,0,0
g07231,1277,1393
g07232,73,80
g07233,763,779
g07234,58,56
g07235,0,0
g07236,1544,1489
g07237,552,527
g07238,3037,2791
g07239,2410,2073
g07240,3,2
g07241,98,88
g07242,165,218
g07243,724,786
g07244,454,420
g07245,390,376
g07246,0,0
g07247,0,0
g07248,0,0
g07249,0,0
g07250,0,0
g07251,0,1
g07252,2,0
g07253,0,0
g07254,0,0
g07255,0,0
g07256,0,0
g07257,0,0
g07258,0,0
g07259,0,0
g07260,0,0
g07261,0,0
g07262,0,0
g07263,0,0
g07264,0,0
g07265,0,0
g07266,0,0
g07267,0,0
g07268,0,0
g07269,0,0
g07270,0,0
g07271,0,0
g07272,0,0
g07273,0,1
g07274,0,0
g07275,0,0
g07276,0,0
g07277,0,0
g07278,0,0
g07279,0,0
g07280,0,0
g07281,0,0
g07282,0,0
g07283,0,0
g07284,0,0
g07285,0,0
g07286,0,0
g07287,0,0
g07288,0,0
g07289,0,0
g07290,0,0
g07291,0,0
g07292,0,0
g07293,0,0
g07294,0,0
g07295,0,0
g07296,0,0
g07297,0,0
g07298,0,0
g07299,0,0
g07300,0,0
g07301,0,0
g07302,0,0
g07303,0,0
g07304,0,0
g07305,0,0
g07306,0,0
g07307,0,0
g07308,0,0
g07309,0,0
g07310,0,0
g07311,0,0
g07312,0,0
g07313,0,0
g07314,0,0
g07315,0,0
g07316,0,0
g07317,0,0
g07318,0,0
g07319,0,0
g07320,0,0
g07321,0,0
g07322,0,0
g07323,1,0
g07324,0,0
g07325,0,0
g07326,0,0
g07327,0,0
g07328,0,0
g07329,0,0
g07330,0,0
g07331,0,0
g07332,0,0
g07333,0,0
g07334,0,0
g07335,0,0
g07336,0,0
g07337,0,0
g07338,0,0
g07339,0,0
g07340,0,0
g07341,0,0
g07342,0,0
g07343,0,0
g07344,0,0
g07345,0,0
g07346,0,0
g07347,0,0
g07348,0,0
g07349,0,0
g07350,0,0
g07351,0,0
g07352,0,0
g07353,0,0
g07354,0,0
