,mut_E14.5_f5,mut_E14.5_f4
g11699,50,37
g11700,0,0
g11701,25,27
g11702,642,504
g11703,457,442
g11704,836,888
g11705,161,164
g11706,1,5
g11707,27,31
g11708,7,6
g11709,1194,1406
g11710,350,366
g11711,35,29
g11712,312,356
g11713,495,468
g11714,37,28
g11715,1155,956
g11716,311,315
g11717,7427,7250
g11718,294,245
g11719,15,18
g11720,109,55
g11721,86,55
g11722,495,488
g11723,715,705
g11724,541,447
g11725,767,819
g11726,1256,1220
g11727,616,574
g11728,9,8
g11729,1221,1182
g11730,810,793
g11731,318,277
g11732,12,4
g11733,865,809
g11734,1096,1068
g11735,121947,115931
g11736,60,37
g11737,595,347
g11738,70,68
g11739,392,418
g11740,45,54
g11741,71,79
g11742,1052,902
g11743,372,351
g11744,522,496
g11745,0,1
g11746,515,428
g11747,60,44
g11748,0,0
g11749,521,408
g11750,518,477
g11751,65,59
g11752,175,195
g11753,278,273
g11754,535,552
g11755,8,4
g11756,391,385
g11757,201,166
g11758,41,24
g11759,300,325
g11760,191,189
g11761,369,366
g11762,2,0
g11763,0,2
g11764,11,6
g11765,654,661
g11766,108,95
g11767,534,507
g11768,1,0
g11769,1,0
g11770,1427,1411
g11771,168,190
g11772,313,242
g11773,729,693
g11774,427,361
g11775,14,11
g11776,1297,1243
g11777,821,721
g11778,145,127
g11779,640,639
g11780,69,52
g11781,2,1
g11782,285,278
g11783,97,93
g11784,21,14
g11785,44,34
g11786,788,944
g11787,128,128
g11788,237,270
g11789,28,13
g11790,28,15
g11791,504,441
g11792,353,383
g11793,726,694
g11794,488,608
g11795,291,261
g11796,178,143
g11797,137,113
g11798,93,136
g11799,69,59
g11800,146,134
g11801,2167,2261
g11802,91,65
g11803,58,50
g11804,98,85
g11805,1576,1525
g11806,2199,2342
g11807,30,28
g11808,639,607
g11809,542,557
g11810,639,527
g11811,21,14
g11812,536,589
g11813,3,2
g11814,2385,2605
g11815,2754,2756
g11816,1018,915
g11817,126,84
g11818,15,4
g11819,1,0
g11820,0,1
g11821,0,0
g11822,0,0
g11823,0,0
g11824,0,0
g11825,0,0
g11826,35,22
g11827,25,42
g11828,1,3
g11829,17,12
g11830,814,712
g11831,350,408
g11832,31,37
g11833,331,360
g11834,5,13
g11835,1205,1138
g11836,1450,1214
g11837,249,259
g11838,180,204
g11839,216,278
g11840,115,133
g11841,327,410
g11842,54,47
g11843,687,659
g11844,1580,1474
g11845,665,511
g11846,474,425
g11847,71,52
g11848,828,964
g11849,169,194
g11850,53,59
g11851,17,21
g11852,270,313
g11853,416,352
g11854,2705,2465
g11855,381,297
g11856,753,821
g11857,51,55
g11858,425,372
g11859,109,90
g11860,1786,1789
g11861,394,401
g11862,896,939
g11863,18903,13881
g11864,0,0
g11865,219,248
g11866,0,4
g11867,1,2
g11868,716,619
g11869,1730,1171
g11870,24,26
g11871,375,361
g11872,495,440
g11873,1104,989
g11874,1519,1365
g11875,563,558
g11876,499,586
g11877,57,49
g11878,210,177
g11879,325,301
g11880,20,19
g11881,4,5
g11882,384,448
g11883,1015,888
g11884,112,122
g11885,127,102
g11886,192,155
g11887,172,148
g11888,10204,10169
g11889,39,29
g11890,1,3
g11891,0,0
g11892,298,277
g11893,0,6
g11894,0,0
g11895,2,0
g11896,40,56
g11897,1999,2128
g11898,880,691
g11899,2296,2356
g11900,0,1
g11901,19,10
g11902,170,102
g11903,0,0
g11904,0,1
g11905,3,0
g11906,0,0
g11907,1,1
g11908,0,0
g11909,0,0
g11910,0,0
g11911,0,0
g11912,0,0
g11913,0,0
g11914,2,0
g11915,37,28
g11916,8,8
g11917,2,1
g11918,0,1
g11919,41,42
g11920,2,1
g11921,1,1
g11922,0,1
g11923,61,64
g11924,3,4
g11925,43,29
g11926,6,4
g11927,1,0
g11928,0,0
g11929,0,0
g11930,1,0
g11931,0,0
g11932,213,217
g11933,158,129
g11934,0,1
g11935,0,0
g11936,0,1
g11937,1,1
g11938,448,371
g11939,862,800
g11940,0,0
g11941,0,0
g11942,0,0
g11943,0,0
g11944,0,0
g11945,0,0
g11946,0,0
g11947,0,0
g11948,0,0
g11949,0,0
g11950,0,0
g11951,0,0
g11952,0,0
g11953,0,0
g11954,0,0
g11955,0,0
g11956,113,123
g11957,862,844
g11958,813,842
g11959,17,18
g11960,2,2
g11961,2,0
g11962,0,0
g11963,0,2
g11964,0,0
g11965,704,704
g11966,19,19
g11967,1679,1572
g11968,22,17
g11969,0,0
g11970,1,0
g11971,0,0
g11972,0,0
g11973,0,2
g11974,0,0
g11975,0,0
g11976,0,0
g11977,0,0
g11978,0,0
g11979,0,0
g11980,0,0
g11981,0,0
g11982,0,0
g11983,0,0
g11984,0,0
g11985,0,0
g11986,0,0
g11987,0,0
g11988,0,0
g11989,0,0
g11990,0,0
g11991,0,0
g11992,0,0
g11993,0,0
g11994,0,0
g11995,0,1
g11996,0,0
g11997,0,0
g11998,0,0
g11999,0,0
g12000,0,0
g12001,0,0
g12002,0,0
g12003,0,0
g12004,1,0
g12005,0,1
g12006,0,0
g12007,0,0
g12008,0,0
g12009,0,0
g12010,0,1
g12011,698,734
g12012,1340,1193
g12013,309,321
g12014,10,12
g12015,1781,1778
g12016,314,297
g12017,68,52
g12018,827,741
g12019,0,2
g12020,761,710
g12021,139,133
g12022,250,233
g12023,501,464
g12024,787,768
g12025,456,402
g12026,77,59
g12027,46,58
g12028,160,160
g12029,38,32
g12030,199,167
g12031,715,437
g12032,0,0
g12033,8,1
g12034,1,0
g12035,18,9
g12036,58,22
g12037,6,6
g12038,923,1053
g12039,35,31
g12040,187,202
g12041,373,318
g12042,1704,2023
g12043,334,273
g12044,2,2
g12045,0,0
g12046,94,64
g12047,0,0
g12048,1270,1223
g12049,140,119
g12050,2,2
g12051,337,264
g12052,369,390
g12053,691,693
g12054,77,66
g12055,0,0
g12056,383,341
g12057,106,83
g12058,24,18
g12059,125,91
g12060,171,201
g12061,1377,1448
g12062,0,0
g12063,137,141
g12064,157,84
g12065,0,0
g12066,789,708
g12067,1,0
g12068,6,13
g12069,7,1
g12070,303,409
g12071,1872,1872
g12072,51,43
g12073,0,2
g12074,756,660
g12075,1,0
g12076,4,3
g12077,836,856
g12078,3,9
g12079,649,611
g12080,176,165
g12081,2,0
g12082,0,1
g12083,208,187
g12084,18,12
g12085,114,115
g12086,501,534
g12087,1007,983
g12088,99,129
g12089,3,2
g12090,278,253
g12091,0,0
g12092,4,2
g12093,742,773
g12094,4,9
g12095,3,3
g12096,164,170
g12097,9,8
g12098,0,0
g12099,11,11
g12100,1558,1554
g12101,639,523
g12102,1,4
g12103,1177,1037
g12104,553,628
g12105,96,98
g12106,0,0
g12107,1371,1420
g12108,146,102
g12109,1,0
g12110,1,0
g12111,0,0
g12112,0,0
g12113,76,60
g12114,996,1035
g12115,5,7
g12116,1405,1538
g12117,79,78
g12118,2,0
g12119,213,166
g12120,662,601
g12121,30,38
g12122,483,488
g12123,800,817
g12124,895,962
g12125,2058,2069
g12126,46,37
g12127,0,0
g12128,0,0
g12129,52,43
g12130,0,0
g12131,2,0
g12132,0,2
g12133,0,0
g12134,0,0
g12135,17,13
g12136,1,2
g12137,94,46
g12138,24,13
g12139,157,100
g12140,4788,5682
g12141,14,15
g12142,98,78
g12143,491,490
g12144,140,127
g12145,14,7
g12146,8,9
g12147,2,6
g12148,3,4
g12149,4,10
g12150,59,40
g12151,223,199
g12152,0,0
g12153,666,594
g12154,0,0
g12155,133,128
g12156,143,154
g12157,100,100
g12158,0,0
g12159,42,27
g12160,5,6
g12161,209,184
g12162,76,64
g12163,335,323
g12164,4603,4691
g12165,265,286
g12166,1456,1763
g12167,126,111
g12168,11,12
g12169,704,673
g12170,0,10
g12171,989,1345
g12172,1486,1353
g12173,31,21
g12174,330,267
g12175,3,5
g12176,20,21
g12177,904,774
g12178,1,1
g12179,290,205
g12180,0,0
g12181,20,20
g12182,2,2
g12183,180,177
g12184,99,73
g12185,54,54
g12186,1200,1221
g12187,362,440
g12188,352,392
g12189,543,539
g12190,2,0
g12191,0,0
g12192,0,0
g12193,0,0
g12194,0,1
g12195,0,0
g12196,0,0
g12197,0,0
g12198,0,0
g12199,0,0
g12200,0,0
g12201,0,0
g12202,0,0
g12203,0,0
g12204,0,0
g12205,277,219
g12206,968,753
g12207,1143,1198
g12208,241,202
g12209,234,217
g12210,7,3
g12211,253,235
g12212,0,0
g12213,572,484
g12214,13,8
g12215,0,0
g12216,0,0
g12217,2,1
g12218,0,0
g12219,65,71
g12220,3689,3834
g12221,42,37
g12222,6,12
g12223,425,398
g12224,322,285
g12225,486,538
g12226,3,1
g12227,553,508
g12228,113,143
g12229,91,96
g12230,553,592
g12231,50,38
g12232,264,277
g12233,562,580
g12234,1016,887
g12235,298,283
g12236,20,25
g12237,27,19
g12238,14,8
g12239,197,216
g12240,262,268
g12241,95,90
g12242,796,768
g12243,487,520
g12244,139,126
g12245,267,298
g12246,0,0
g12247,201,206
g12248,302,337
g12249,63,70
g12250,241,222
g12251,75,51
g12252,5,2
g12253,218,173
g12254,41,25
g12255,20,18
g12256,52,53
g12257,42,32
g12258,465,442
g12259,0,0
g12260,300,317
g12261,14,21
g12262,165,115
g12263,412,374
g12264,45,45
g12265,6,3
g12266,3,0
g12267,461,447
g12268,4,0
g12269,2,0
g12270,333,316
g12271,594,567
g12272,290,241
g12273,35,32
g12274,22,12
g12275,3,5
g12276,9888,9044
g12277,207,205
g12278,750,690
g12279,14,11
g12280,707,535
g12281,1,2
g12282,18,19
g12283,1158,1326
g12284,668,598
g12285,52,53
g12286,7,2
g12287,2103,1973
g12288,59,78
g12289,526,389
g12290,338,352
g12291,270,221
g12292,1197,1265
g12293,86,87
g12294,483,491
g12295,84,74
g12296,4,3
g12297,62,65
g12298,815,802
g12299,5,8
g12300,167,185
g12301,48,42
g12302,156,171
g12303,241,247
g12304,0,0
g12305,6,5
g12306,117,161
g12307,307,330
g12308,2650,2745
g12309,21,12
g12310,281,253
g12311,87,80
g12312,1713,1761
g12313,421,390
g12314,1321,1205
g12315,3,4
g12316,85,85
g12317,1537,1293
g12318,40,29
g12319,260,222
g12320,580,522
g12321,110,107
g12322,704,650
g12323,0,0
g12324,12,15
g12325,40,48
g12326,2796,2745
g12327,274,251
g12328,118,131
g12329,60,74
g12330,751,654
g12331,595,630
g12332,285,276
g12333,1076,994
g12334,9,8
g12335,123,119
g12336,164,217
g12337,169,169
g12338,1015,1036
g12339,1349,1502
g12340,219,232
g12341,254,265
g12342,127,155
g12343,894,982
g12344,112,94
g12345,0,0
g12346,300,234
g12347,2951,2799
g12348,356,346
g12349,128,91
g12350,1994,1820
g12351,645,313
g12352,0,0
g12353,2618,2478
g12354,30,24
g12355,371,366
g12356,5,7
g12357,222,225
g12358,0,6
g12359,280,265
g12360,384,331
g12361,0,0
g12362,2,8
g12363,1126,1172
g12364,0,0
g12365,1587,1496
g12366,6,6
g12367,456,429
g12368,296,207
g12369,6,0
g12370,0,0
g12371,27,24
g12372,0,1
g12373,2097,2082
g12374,244,218
g12375,740,710
g12376,4,2
g12377,275,345
g12378,1228,1190
g12379,75,47
g12380,677,630
g12381,1,1
g12382,9,3
g12383,511,460
g12384,490,457
g12385,383,301
g12386,3,1
g12387,282,217
g12388,66,61
g12389,0,0
g12390,2,1
g12391,409,388
g12392,248,209
g12393,4,0
g12394,196,192
g12395,469,451
g12396,20,15
g12397,474,478
g12398,183,118
g12399,108,91
g12400,360,304
g12401,1874,1387
g12402,3,0
g12403,30,15
g12404,733,707
g12405,348,362
g12406,13,4
g12407,2260,2197
g12408,919,982
g12409,50,49
g12410,1,1
g12411,0,0
g12412,7,1
g12413,0,0
g12414,1,0
g12415,0,0
g12416,0,0
g12417,946,1029
g12418,0,0
g12419,5,3
g12420,17,20
g12421,518,421
g12422,0,0
g12423,5,2
g12424,147,145
g12425,1396,1335
g12426,55,49
g12427,47,54
g12428,0,0
g12429,1,2
g12430,715,747
g12431,39,18
g12432,288,305
g12433,0,5
g12434,845,867
g12435,187,199
g12436,5716,5836
g12437,0,0
g12438,337,310
g12439,85,89
g12440,644,708
g12441,136,150
g12442,249,245
g12443,2,2
g12444,601,551
g12445,2,1
g12446,4,10
g12447,0,0
g12448,0,0
g12449,0,0
g12450,0,0
g12451,0,0
g12452,0,0
g12453,0,0
g12454,0,0
g12455,0,0
g12456,0,0
g12457,0,0
g12458,0,0
g12459,0,0
g12460,0,0
g12461,1159,1027
g12462,495,394
g12463,76,85
g12464,4,1
g12465,0,0
g12466,0,1
g12467,206,187
g12468,13,8
g12469,214,229
g12470,552,540
g12471,107,111
g12472,9,11
g12473,797,724
g12474,24,14
g12475,5,2
g12476,1369,1268
g12477,21,32
g12478,565,599
g12479,65,77
g12480,1212,1086
g12481,212,211
g12482,125,108
g12483,0,1
g12484,64,39
g12485,309,298
g12486,109,114
g12487,241,229
g12488,261,181
g12489,890,876
g12490,324,318
g12491,97,73
g12492,705,660
g12493,114,111
g12494,757,648
g12495,71,60
g12496,0,0
g12497,38,18
g12498,1,0
g12499,529,452
g12500,1868,1577
g12501,114,107
g12502,48,29
g12503,27,22
g12504,0,0
g12505,183,69
g12506,23,11
g12507,8,2
g12508,2,1
g12509,176,169
g12510,1929,2024
g12511,153,166
g12512,50,36
g12513,873,617
g12514,157,175
g12515,0,0
g12516,2,1
g12517,0,1
g12518,0,0
g12519,0,0
g12520,0,0
g12521,1,0
g12522,1,1
g12523,2,1
g12524,0,1
g12525,0,0
g12526,0,0
g12527,0,0
g12528,0,0
g12529,0,0
g12530,0,0
g12531,0,0
g12532,0,0
g12533,0,0
g12534,0,0
g12535,0,0
g12536,0,0
g12537,0,0
g12538,0,0
g12539,0,0
g12540,0,0
g12541,0,0
g12542,0,0
g12543,0,0
g12544,0,0
g12545,0,0
g12546,0,0
g12547,1,0
g12548,0,0
g12549,0,0
g12550,1,0
g12551,1,2
g12552,0,0
g12553,0,0
g12554,1,1
g12555,165,144
g12556,0,0
g12557,1,0
g12558,374,287
g12559,0,1
g12560,1004,1029
g12561,1,0
g12562,28,12
g12563,1507,1526
g12564,331,353
g12565,435,403
g12566,16,13
g12567,79,76
g12568,334,373
g12569,150,182
g12570,155,184
g12571,707,613
g12572,53,47
g12573,99,76
g12574,4,0
g12575,9173,9290
g12576,18109,17902
g12577,54,32
g12578,188,221
g12579,9,9
g12580,913,932
g12581,2,3
g12582,1189,1156
g12583,0,0
g12584,19,26
g12585,100,110
g12586,23,20
g12587,128,130
g12588,686,646
g12589,772,681
g12590,99,93
g12591,0,0
g12592,197,164
g12593,0,1
g12594,153,132
g12595,89,75
g12596,297,344
g12597,1024,981
g12598,85,69
g12599,964,1029
g12600,1,0
g12601,557,583
g12602,575,682
g12603,0,1
g12604,271,255
g12605,19,23
g12606,4,5
g12607,5,7
g12608,61,68
g12609,0,0
g12610,0,0
g12611,4,5
g12612,50,46
g12613,1,0
g12614,7,2
g12615,694,462
g12616,1622,1501
g12617,88,92
g12618,8,9
g12619,128,159
g12620,100,102
g12621,2,2
g12622,2,1
g12623,0,0
g12624,197,218
g12625,2,0
g12626,13,5
g12627,167,141
g12628,1061,1052
g12629,530,539
g12630,272,264
g12631,1582,1713
g12632,0,4
g12633,6,5
g12634,323,311
g12635,0,0
g12636,24,16
g12637,0,0
g12638,2,5
g12639,19,12
g12640,2,1
g12641,35,34
g12642,0,1
g12643,24,16
g12644,93,87
g12645,221,176
g12646,0,0
g12647,647,600
g12648,1743,1889
g12649,184,168
g12650,269,289
g12651,254,280
g12652,313,318
g12653,174,156
g12654,6,2
g12655,903,936
g12656,0,2
g12657,1,4
g12658,557,457
g12659,114,95
g12660,860,909
g12661,3,0
g12662,9,10
g12663,1449,1467
g12664,1,0
g12665,0,1
g12666,19,34
g12667,129,104
g12668,443,435
g12669,78,99
g12670,104,108
g12671,391,441
g12672,566,610
g12673,1,2
g12674,8,4
g12675,273,233
g12676,69,75
g12677,11,16
g12678,899,940
g12679,186,154
g12680,126,100
g12681,147,154
g12682,87,73
g12683,746,679
g12684,1,1
g12685,606,624
g12686,0,0
g12687,165,89
g12688,232,219
g12689,179,128
g12690,99,76
g12691,0,0
g12692,15,12
g12693,714,637
g12694,232,239
g12695,555,623
g12696,165,164
g12697,465,432
g12698,105,116
g12699,1074,1104
g12700,4,4
g12701,92,107
g12702,14,20
g12703,0,0
g12704,0,1
g12705,0,0
g12706,0,0
g12707,0,0
g12708,239,236
g12709,0,0
g12710,0,0
g12711,0,0
g12712,0,0
g12713,0,0
g12714,0,0
g12715,0,0
g12716,221,177
g12717,1129,1118
g12718,679,707
g12719,358,390
g12720,578,477
g12721,0,0
g12722,14,26
g12723,267,220
g12724,8,3
g12725,8,3
g12726,1085,1133
g12727,643,611
g12728,28,16
g12729,468,401
g12730,936,924
g12731,1168,1094
g12732,565,582
g12733,2316,2001
g12734,137,97
g12735,1964,1501
g12736,721,676
g12737,2,0
g12738,105,88
g12739,340,388
g12740,122,111
g12741,20,21
g12742,22,23
g12743,2,0
g12744,0,0
g12745,0,0
g12746,0,0
g12747,365,442
g12748,687,715
g12749,855,988
g12750,263,284
g12751,312,314
g12752,3720,3441
g12753,7,9
g12754,503,524
g12755,2,3
g12756,549,462
g12757,73,67
g12758,650,501
g12759,214,234
g12760,12,6
g12761,2,1
g12762,157,112
g12763,253,217
g12764,399,454
g12765,51,52
g12766,1351,1220
g12767,728,675
g12768,1371,1271
g12769,7838,6602
g12770,434,335
g12771,3,0
g12772,0,0
g12773,9,25
g12774,1620,1462
g12775,373,415
g12776,9,8
g12777,436,376
g12778,55,84
g12779,1811,1741
g12780,7,2
g12781,460,405
g12782,5,1
g12783,963,980
g12784,7,4
g12785,3,4
g12786,0,0
g12787,1327,1324
g12788,249,265
g12789,17,20
g12790,1,2
g12791,255,279
g12792,2155,2195
g12793,21,11
g12794,31,21
g12795,255,293
g12796,2134,2058
g12797,3,1
g12798,322,348
g12799,184,176
g12800,776,864
g12801,439,469
g12802,0,1
g12803,59,46
g12804,464,384
g12805,1296,1234
g12806,692,698
g12807,13851,14023
g12808,213,253
g12809,1581,1517
g12810,126,100
g12811,183,158
g12812,589,511
g12813,846,782
g12814,196,222
g12815,548,501
g12816,136,146
g12817,9,8
g12818,924,852
g12819,64,72
g12820,236,248
g12821,1624,1385
g12822,863,879
g12823,425,458
g12824,340,318
g12825,524,479
g12826,11,11
g12827,1298,1325
g12828,158,165
g12829,8,3
g12830,4,3
g12831,0,3
g12832,0,0
g12833,12,8
g12834,371,392
g12835,348,339
g12836,233,243
g12837,209,172
g12838,655,622
g12839,346,322
g12840,313,392
g12841,578,589
g12842,496,384
g12843,27,19
g12844,1016,1023
g12845,1259,1365
g12846,37,15
g12847,42,39
g12848,10,9
g12849,887,832
g12850,39,49
g12851,84,103
g12852,333,336
g12853,1991,1853
g12854,8,11
g12855,29,33
g12856,89,128
g12857,404,416
g12858,1007,805
g12859,92,83
g12860,178,202
g12861,174,188
g12862,2703,2338
g12863,392,372
g12864,199,195
g12865,1502,1548
g12866,1319,1266
g12867,823,660
g12868,3,1
g12869,638,604
g12870,359,353
g12871,13,5
g12872,269,255
g12873,455,448
g12874,105,94
g12875,475,407
g12876,371,308
g12877,21,30
g12878,448,392
g12879,297,305
g12880,935,998
g12881,531,420
g12882,1,0
g12883,347,420
g12884,362,353
g12885,5,11
g12886,11,12
g12887,324,281
g12888,16,16
g12889,468,471
g12890,14,13
g12891,28,49
g12892,16,12
g12893,718,582
g12894,1254,1253
g12895,384,327
g12896,117,95
g12897,28,29
g12898,139,147
g12899,239,207
g12900,253,262
g12901,1510,1361
g12902,341,273
g12903,447,398
g12904,59,69
g12905,399,480
g12906,753,758
g12907,45,35
g12908,9,8
g12909,762,701
g12910,97,109
g12911,802,824
g12912,1650,1550
g12913,6992,8761
g12914,186,188
g12915,707,678
g12916,585,561
g12917,4,1
g12918,157,148
g12919,45,30
g12920,1,0
g12921,10,5
g12922,1126,1011
g12923,1065,948
g12924,0,0
g12925,2804,2615
g12926,296,274
g12927,0,0
g12928,1,0
g12929,679,551
g12930,14,6
g12931,1752,1680
g12932,46,64
g12933,0,0
g12934,3,4
g12935,367,373
g12936,392,424
g12937,1,1
g12938,45,22
g12939,637,627
g12940,260,314
g12941,1,1
g12942,4,2
g12943,232,164
g12944,1,0
g12945,0,0
g12946,0,0
g12947,0,0
g12948,0,0
g12949,0,0
g12950,0,0
g12951,0,1
g12952,1,0
g12953,0,0
g12954,0,0
g12955,0,0
g12956,0,0
g12957,0,0
g12958,0,0
g12959,0,0
g12960,0,0
g12961,0,0
g12962,0,0
g12963,0,0
g12964,0,0
g12965,0,0
g12966,0,0
g12967,0,0
g12968,0,0
g12969,0,0
g12970,0,0
g12971,0,0
g12972,0,1
g12973,613,678
g12974,2159,2157
g12975,1,0
g12976,389,378
g12977,281,296
g12978,1784,1694
g12979,272,234
g12980,2414,2441
g12981,41,61
g12982,441,384
g12983,16,18
g12984,787,771
g12985,1262,1389
g12986,57,30
g12987,131,162
g12988,3,3
g12989,8,6
g12990,345,278
g12991,8,13
g12992,591,651
g12993,406,498
g12994,612,587
g12995,1067,1053
g12996,103,97
g12997,573,509
g12998,302,280
g12999,24,12
g13000,28,28
g13001,3,0
g13002,278,262
g13003,3252,2840
g13004,56,44
g13005,171,149
g13006,0,0
g13007,0,0
g13008,1217,1248
g13009,561,549
g13010,648,542
g13011,914,952
g13012,3707,4295
g13013,109,67
g13014,193,153
g13015,472,413
g13016,13,15
g13017,0,0
g13018,1468,1514
g13019,0,1
g13020,0,0
g13021,0,2
g13022,67,73
g13023,50,44
g13024,112,103
g13025,1490,1559
g13026,13784,11451
g13027,110,83
g13028,1297,1192
g13029,194,210
g13030,2,3
g13031,675,610
g13032,682,722
g13033,1418,1489
g13034,304,299
g13035,400,452
g13036,169,170
g13037,63,59
g13038,171,116
g13039,4,1
g13040,0,0
g13041,12,19
g13042,406,361
g13043,127,110
g13044,2,6
g13045,22,29
g13046,0,0
g13047,17,9
g13048,0,0
g13049,0,2
g13050,229,194
g13051,2,1
g13052,16,15
g13053,1108,1059
g13054,2,0
g13055,10,10
g13056,0,0
g13057,946,731
g13058,240,221
g13059,1683,1742
g13060,49,34
g13061,9,13
g13062,1032,998
g13063,121,138
g13064,32,44
g13065,0,0
g13066,63,54
g13067,142,126
g13068,1316,1195
g13069,1,5
g13070,278,254
g13071,730,876
g13072,2,7
g13073,156,127
g13074,259,126
g13075,0,0
g13076,415,390
g13077,81,45
g13078,56,29
g13079,143,135
g13080,222,205
g13081,0,0
g13082,97,82
g13083,112,92
g13084,6,3
g13085,1105,1005
g13086,747,681
g13087,1237,1153
g13088,40,28
g13089,416,408
g13090,228,215
g13091,44,34
g13092,752,916
g13093,416,429
g13094,0,0
g13095,22,15
g13096,74,74
g13097,579,592
g13098,0,0
g13099,0,0
g13100,607,608
g13101,15,13
g13102,320,372
g13103,2,1
g13104,2,1
g13105,2,2
g13106,109,96
g13107,69,82
g13108,1166,1141
g13109,130,130
g13110,790,605
g13111,18,22
g13112,0,2
g13113,206,193
g13114,936,1104
g13115,2104,2260
g13116,168,158
g13117,1481,1383
g13118,10,8
g13119,29,30
g13120,3,2
g13121,14,17
g13122,196,166
g13123,1476,1312
g13124,926,787
g13125,121,117
g13126,388,335
g13127,326,289
g13128,2398,2412
g13129,715,621
g13130,487,504
g13131,105,96
g13132,209,193
g13133,63,42
g13134,5,12
g13135,4,10
g13136,2,2
g13137,0,0
g13138,1142,1001
g13139,1049,955
g13140,266,228
g13141,44,29
g13142,863,718
g13143,666,579
g13144,32,25
g13145,0,0
g13146,0,0
g13147,1948,2020
g13148,110,154
g13149,60,95
g13150,810,791
g13151,14,19
g13152,29,32
g13153,91,106
g13154,166,156
g13155,260,198
g13156,515,499
g13157,9,12
g13158,194,228
g13159,841,938
g13160,999,936
g13161,6,6
g13162,1614,1533
g13163,0,0
g13164,797,841
g13165,5,10
g13166,3,0
g13167,4,7
g13168,24,33
g13169,437,325
g13170,169,160
g13171,308,315
g13172,45,49
g13173,361,366
g13174,420,433
g13175,0,1
g13176,23,40
g13177,32,24
g13178,628,662
g13179,0,0
g13180,1,3
g13181,0,1
g13182,2,2
g13183,369,326
g13184,577,370
g13185,11,10
g13186,0,0
g13187,1364,1504
g13188,85,103
g13189,4,3
g13190,78,74
g13191,29,37
g13192,1,0
g13193,452,556
g13194,364,357
g13195,551,537
g13196,2,2
g13197,268,262
g13198,256,242
g13199,119363,100062
g13200,710,700
g13201,1461,1403
g13202,235,155
g13203,3,2
g13204,353,340
g13205,0,0
g13206,0,0
g13207,0,0
g13208,922,931
g13209,1300,1247
g13210,30,28
g13211,0,0
g13212,67,76
g13213,532,537
g13214,202,210
g13215,137,126
g13216,0,0
g13217,1300,1348
g13218,0,1
g13219,250,256
g13220,1995,1956
g13221,122,107
g13222,0,0
g13223,61,58
g13224,130,113
g13225,4,3
g13226,856,977
g13227,1178,1093
g13228,508,524
g13229,0,0
g13230,379,353
g13231,455,481
g13232,2,3
g13233,137,109
g13234,1840,1622
g13235,5,6
g13236,567,612
g13237,224,245
g13238,376,372
g13239,1228,1124
g13240,149,138
g13241,102,75
g13242,0,0
g13243,51,61
g13244,371,262
g13245,130,115
g13246,5,1
g13247,166,214
g13248,200,199
g13249,34,42
g13250,494,468
g13251,2,10
g13252,1,3
g13253,183,225
g13254,32,30
g13255,3041,3203
g13256,1258,1324
g13257,11,8
g13258,906,748
g13259,70,47
g13260,0,0
g13261,1,0
g13262,0,0
g13263,0,0
g13264,0,0
g13265,0,0
g13266,37,15
g13267,0,0
g13268,0,0
g13269,0,0
g13270,0,0
g13271,0,0
g13272,0,1
g13273,0,0
g13274,1,0
g13275,0,0
g13276,0,0
g13277,0,1
g13278,0,0
g13279,0,0
g13280,0,0
g13281,0,0
g13282,0,0
g13283,0,0
g13284,0,0
g13285,0,0
g13286,0,0
g13287,0,0
g13288,0,0
g13289,0,0
g13290,0,0
g13291,0,0
g13292,0,0
g13293,4,6
g13294,3,1
g13295,0,0
g13296,0,0
g13297,1,0
g13298,0,0
g13299,0,0
g13300,0,0
g13301,0,0
g13302,0,0
g13303,0,0
g13304,0,0
g13305,1,0
g13306,0,0
g13307,1,0
g13308,0,0
g13309,0,0
g13310,0,0
g13311,0,0
g13312,0,0
g13313,0,0
g13314,0,0
g13315,0,0
g13316,1,0
g13317,0,0
g13318,0,0
g13319,0,0
g13320,0,0
g13321,0,0
g13322,0,0
g13323,0,0
g13324,0,0
g13325,0,0
g13326,0,0
g13327,0,0
g13328,0,0
g13329,0,0
g13330,0,0
g13331,0,0
g13332,1,0
g13333,0,0
g13334,0,0
g13335,0,0
g13336,0,0
g13337,0,0
g13338,0,0
g13339,0,0
g13340,0,0
g13341,0,0
g13342,0,0
g13343,0,0
g13344,0,0
g13345,0,0
g13346,0,0
g13347,1,0
g13348,0,0
g13349,0,0
g13350,0,0
g13351,0,0
g13352,0,0
g13353,0,0
g13354,0,0
g13355,0,0
g13356,0,0
g13357,0,0
g13358,0,0
g13359,0,0
g13360,0,0
g13361,0,0
g13362,0,0
g13363,0,0
g13364,0,0
g13365,0,0
g13366,0,0
g13367,0,0
g13368,0,0
g13369,0,0
g13370,0,0
g13371,0,0
g13372,0,0
g13373,0,0
g13374,0,0
g13375,0,0
g13376,0,0
g13377,0,0
g13378,0,0
g13379,0,0
g13380,0,0
g13381,0,0
g13382,0,0
g13383,0,0
g13384,0,0
g13385,0,0
g13386,0,0
g13387,0,0
g13388,0,0
g13389,0,0
g13390,0,0
g13391,0,0
g13392,0,0
g13393,0,0
g13394,0,0
g13395,0,0
g13396,0,0
g13397,0,0
g13398,1,0
g13399,0,0
g13400,0,0
g13401,0,0
g13402,0,0
g13403,0,0
g13404,0,0
g13405,0,0
