,het_E16.5_f4,het_E16.5_f5
g04670,6,8
g04671,2,0
g04672,3,1
g04673,427,417
g04674,18,10
g04675,150,131
g04676,2181,2097
g04677,1446,1552
g04678,412,418
g04679,0,1
g04680,0,0
g04681,714,663
g04682,205,209
g04683,1,1
g04684,35,59
g04685,358,415
g04686,2663,2482
g04687,216,214
g04688,6,4
g04689,7,5
g04690,4659,4644
g04691,735,631
g04692,205,182
g04693,1,1
g04694,14,10
g04695,524,635
g04696,244,291
g04697,69,85
g04698,21,25
g04699,0,0
g04700,1,2
g04701,31,18
g04702,1,1
g04703,0,0
g04704,11,9
g04705,1,3
g04706,0,0
g04707,0,0
g04708,0,0
g04709,0,0
g04710,13,18
g04711,0,0
g04712,0,0
g04713,2,8
g04714,7,11
g04715,6,13
g04716,1,1
g04717,265,283
g04718,269,245
g04719,898,967
g04720,216,236
g04721,1390,1316
g04722,626,551
g04723,5,3
g04724,3,3
g04725,3,1
g04726,8,1
g04727,24,21
g04728,8,6
g04729,10,4
g04730,1,0
g04731,33,29
g04732,0,1
g04733,209,181
g04734,2825,2768
g04735,275,301
g04736,26,26
g04737,796,968
g04738,83,75
g04739,4855,4525
g04740,3032,2886
g04741,659,742
g04742,0,0
g04743,0,0
g04744,0,0
g04745,712,719
g04746,35,23
g04747,68,64
g04748,0,0
g04749,1,0
g04750,1031,880
g04751,0,0
g04752,8,1
g04753,1,1
g04754,5,7
g04755,952,889
g04756,232,226
g04757,192,250
g04758,662,701
g04759,275,259
g04760,0,0
g04761,6,6
g04762,0,0
g04763,3825,3441
g04764,0,0
g04765,6,11
g04766,1,0
g04767,310,328
g04768,12,12
g04769,297,240
g04770,85,91
g04771,7,14
g04772,0,0
g04773,5561,5256
g04774,1204,1076
g04775,5,2
g04776,196,258
g04777,0,0
g04778,90,142
g04779,78,74
g04780,708,741
g04781,71,82
g04782,2222,2130
g04783,370,346
g04784,0,0
g04785,279,321
g04786,2,2
g04787,294,268
g04788,872,787
g04789,88,75
g04790,11,7
g04791,927,994
g04792,15,14
g04793,24,22
g04794,243,277
g04795,14,20
g04796,0,0
g04797,193,222
g04798,0,0
g04799,1609,1476
g04800,71,48
g04801,270,240
g04802,5,3
g04803,1066,960
g04804,47,51
g04805,0,0
g04806,1262,1092
g04807,24,15
g04808,0,0
g04809,1,2
g04810,316,344
g04811,22,28
g04812,5,8
g04813,1724,1564
g04814,528,508
g04815,1,3
g04816,669,602
g04817,155,149
g04818,0,0
g04819,366,464
g04820,9,7
g04821,13,21
g04822,0,0
g04823,38,52
g04824,748,819
g04825,18,7
g04826,33,18
g04827,998,772
g04828,20,23
g04829,4,3
g04830,269,256
g04831,454,548
g04832,48,41
g04833,178,198
g04834,140,161
g04835,3,3
g04836,1307,1122
g04837,188,239
g04838,350,364
g04839,163,138
g04840,0,0
g04841,0,0
g04842,0,0
g04843,1,0
g04844,0,1
g04845,148,145
g04846,863,814
g04847,984,845
g04848,242,105
g04849,2667,2244
g04850,263,275
g04851,8674,7490
g04852,501,429
g04853,1633,1538
g04854,165,177
g04855,0,1
g04856,41,35
g04857,2473,2246
g04858,0,0
g04859,813,696
g04860,156,128
g04861,2,0
g04862,483,555
g04863,0,0
g04864,4,0
g04865,1157,1057
g04866,114,80
g04867,324,304
g04868,1145,1089
g04869,1945,1599
g04870,1410,1422
g04871,60,65
g04872,6,6
g04873,73,67
g04874,1,0
g04875,0,0
g04876,46,40
g04877,1,0
g04878,0,0
g04879,124,125
g04880,14,17
g04881,187,136
g04882,231,232
g04883,1274,1123
g04884,732,629
g04885,3,0
g04886,15,7
g04887,2007,1916
g04888,585,630
g04889,0,36
g04890,196,261
g04891,0,3
g04892,1,177
g04893,0,144
g04894,0,3
g04895,0,0
g04896,1,0
g04897,0,1
g04898,500,587
g04899,112,93
g04900,0,1
g04901,0,0
g04902,0,29
g04903,0,14
g04904,0,3
g04905,2,21
g04906,12,14
g04907,619,599
g04908,179,142
g04909,2584,2349
g04910,98,87
g04911,359,345
g04912,1649,1564
g04913,1,1
g04914,1343,1234
g04915,296,238
g04916,2,0
g04917,0,0
g04918,11,14
g04919,0,0
g04920,0,0
g04921,25,25
g04922,316,311
g04923,885,895
g04924,886,832
g04925,860,797
g04926,527,523
g04927,611,630
g04928,0,0
g04929,0,0
g04930,33,25
g04931,0,0
g04932,7,13
g04933,42,58
g04934,355,356
g04935,1112,956
g04936,339,319
g04937,245,233
g04938,297,283
g04939,82,87
g04940,811,738
g04941,1373,1263
g04942,4518,4354
g04943,0,4
g04944,142,161
g04945,828,795
g04946,366,336
g04947,70,75
g04948,45,46
g04949,3,0
g04950,133,145
g04951,1497,1477
g04952,120,139
g04953,82,64
g04954,8,17
g04955,538,509
g04956,3030,2810
g04957,100,91
g04958,111,88
g04959,1330,1350
g04960,0,2
g04961,54,76
g04962,794,823
g04963,230,242
g04964,1310,1290
g04965,804,754
g04966,217,172
g04967,83,73
g04968,780,763
g04969,1,2
g04970,156,165
g04971,447,506
g04972,259,222
g04973,0,0
g04974,1,0
g04975,2248,1843
g04976,31,29
g04977,181,132
g04978,371,334
g04979,5,10
g04980,15,18
g04981,1,5
g04982,230,287
g04983,506,535
g04984,1543,1211
g04985,616,484
g04986,19,10
g04987,1,1
g04988,159,104
g04989,112,118
g04990,423,398
g04991,159,157
g04992,142,158
g04993,0,0
g04994,214,247
g04995,4,0
g04996,1134,1035
g04997,1,2
g04998,4594,4586
g04999,76,82
g05000,5,6
g05001,175,189
g05002,3,8
g05003,0,0
g05004,6,9
g05005,11,11
g05006,10,7
g05007,1012,938
g05008,0,1
g05009,637,659
g05010,69,54
g05011,21,19
g05012,4110,3433
g05013,4097,4047
g05014,8,13
g05015,2,6
g05016,0,1
g05017,1076,1177
g05018,24,278
g05019,119,132
g05020,689,760
g05021,5,8
g05022,169,172
g05023,14,33
g05024,8,4
g05025,0,1
g05026,667,470
g05027,6,3
g05028,826,576
g05029,144,120
g05030,0,1
g05031,362,360
g05032,458,509
g05033,767,747
g05034,269,257
g05035,1,0
g05036,621,641
g05037,1,1
g05038,606,566
g05039,978,909
g05040,1092,1003
g05041,240,176
g05042,572,328
g05043,656,573
g05044,275,282
g05045,40,25
g05046,595,583
g05047,467,445
g05048,939,864
g05049,565,580
g05050,100,96
g05051,2205,2785
g05052,123,148
g05053,889,808
g05054,940,828
g05055,4,5
g05056,378,361
g05057,3,4
g05058,898,787
g05059,26,14
g05060,583,759
g05061,1,0
g05062,2,14
g05063,3,3
g05064,1217,1228
g05065,2,1
g05066,9,5
g05067,2602,2501
g05068,23,20
g05069,116,125
g05070,1,0
g05071,75,78
g05072,14,9
g05073,37,45
g05074,36,41
g05075,295,291
g05076,33,36
g05077,700,619
g05078,6,4
g05079,336,327
g05080,52,54
g05081,157,124
g05082,756,564
g05083,1626,1502
g05084,2140,2266
g05085,4,10
g05086,0,0
g05087,0,2
g05088,33,25
g05089,644,620
g05090,527,507
g05091,3075,3123
g05092,2245,2213
g05093,616,552
g05094,668,697
g05095,243,249
g05096,142,137
g05097,393,390
g05098,1,5
g05099,0,0
g05100,0,1
g05101,33,31
g05102,159,189
g05103,24,27
g05104,1137,1024
g05105,65,49
g05106,368,334
g05107,917,826
g05108,28,47
g05109,280,296
g05110,602,555
g05111,38,48
g05112,126,126
g05113,437,442
g05114,56,74
g05115,71,65
g05116,1,0
g05117,171,159
g05118,1,0
g05119,1,1
g05120,1759,1967
g05121,214,192
g05122,553,534
g05123,52,52
g05124,781,789
g05125,162,146
g05126,886,1061
g05127,37,30
g05128,75,49
g05129,2344,2340
g05130,16,14
g05131,47,41
g05132,803,695
g05133,296,314
g05134,76,71
g05135,49,34
g05136,1268,1148
g05137,173,222
g05138,732,798
g05139,1000,911
g05140,312,255
g05141,36,39
g05142,198,139
g05143,381,433
g05144,459,417
g05145,882,753
g05146,94,96
g05147,254,211
g05148,2,0
g05149,448,432
g05150,21,21
g05151,861,688
g05152,188,193
g05153,0,1
g05154,423,469
g05155,902,878
g05156,4,1
g05157,1,0
g05158,3,10
g05159,499,470
g05160,389,392
g05161,465,409
g05162,4,5
g05163,9,7
g05164,582,580
g05165,1445,1339
g05166,8,9
g05167,1275,1166
g05168,515,526
g05169,1,2
g05170,193,168
g05171,286,220
g05172,1269,1159
g05173,0,0
g05174,0,0
g05175,0,0
g05176,0,0
g05177,0,0
g05178,0,0
g05179,0,0
g05180,0,0
g05181,0,0
g05182,0,0
g05183,0,0
g05184,0,0
g05185,0,0
g05186,0,0
g05187,0,0
g05188,0,0
g05189,0,0
g05190,1,0
g05191,0,0
g05192,0,0
g05193,0,0
g05194,0,0
g05195,0,0
g05196,0,0
g05197,0,0
g05198,155,176
g05199,1,6
g05200,14,31
g05201,76,62
g05202,216,260
g05203,82,34
g05204,3,4
g05205,550,538
g05206,1085,980
g05207,86,78
g05208,2200,2122
g05209,1206,1058
g05210,92,98
g05211,0,0
g05212,239,243
g05213,322,332
g05214,5,2
g05215,60,63
g05216,918,770
g05217,1616,1755
g05218,506,505
g05219,172,180
g05220,3,0
g05221,888,842
g05222,56,46
g05223,8,9
g05224,1,2
g05225,75,67
g05226,177,169
g05227,27,24
g05228,1527,1463
g05229,404,340
g05230,5,3
g05231,9207,8952
g05232,360,305
g05233,7,7
g05234,418,365
g05235,172,168
g05236,17,8
g05237,42,42
g05238,0,0
g05239,3,4
g05240,577,546
g05241,56,52
g05242,2,0
g05243,1567,1378
g05244,478,433
g05245,1,0
g05246,1,0
g05247,33,60
g05248,523,517
g05249,1485,1373
g05250,159,135
g05251,661,658
g05252,492,404
g05253,1094,1032
g05254,2,11
g05255,206,230
g05256,966,1049
g05257,812,763
g05258,16,6
g05259,145,155
g05260,1,1
g05261,0,0
g05262,298,268
g05263,256,230
g05264,107,132
g05265,81,73
g05266,929,956
g05267,1397,1377
g05268,0,0
g05269,10,13
g05270,1,1
g05271,1,0
g05272,608,470
g05273,549,435
g05274,1217,1221
g05275,113,96
g05276,27,15
g05277,0,0
g05278,25,31
g05279,1,1
g05280,0,9
g05281,0,1
g05282,0,1
g05283,0,9
g05284,0,1
g05285,0,4
g05286,0,1
g05287,0,3
g05288,0,0
g05289,7,7
g05290,1877,991
g05291,0,0
g05292,0,1
g05293,0,0
g05294,9,19
g05295,7,11
g05296,2,1
g05297,10,9
g05298,244,284
g05299,79,62
g05300,17,39
g05301,1,0
g05302,1,0
g05303,1,0
g05304,5,6
g05305,3,1
g05306,1,0
g05307,1674,1561
g05308,3,3
g05309,378,309
g05310,500,418
g05311,24,16
g05312,1059,1087
g05313,179,202
g05314,560,509
g05315,542,501
g05316,0,2
g05317,0,0
g05318,1,0
g05319,0,0
g05320,0,0
g05321,0,0
g05322,0,1
g05323,0,0
g05324,183,176
g05325,99,93
g05326,3,1
g05327,1576,1527
g05328,261,233
g05329,2,10
g05330,2968,3226
g05331,0,0
g05332,563,566
g05333,0,2
g05334,0,1
g05335,1,0
g05336,0,2
g05337,2475,2276
g05338,32,39
g05339,841,845
g05340,203,224
g05341,178,140
g05342,12,14
g05343,24,26
g05344,19,23
g05345,904,873
g05346,110,117
g05347,534,559
g05348,0,3
g05349,191,210
g05350,856,740
g05351,68,46
g05352,45,55
g05353,1,0
g05354,60,36
g05355,753,763
g05356,72,83
g05357,142,134
g05358,0,0
g05359,1250,1151
g05360,0,0
g05361,0,0
g05362,0,0
g05363,0,0
g05364,0,0
g05365,0,0
g05366,0,0
g05367,0,0
g05368,0,0
g05369,0,0
g05370,0,0
g05371,0,0
g05372,0,0
g05373,0,0
g05374,0,0
g05375,0,0
g05376,0,0
g05377,0,0
g05378,0,0
g05379,0,0
g05380,0,0
g05381,0,0
g05382,0,0
g05383,0,0
g05384,0,0
g05385,0,0
g05386,0,0
g05387,0,0
g05388,0,0
g05389,5,7
g05390,1,2
g05391,5,8
g05392,6,6
g05393,18,27
g05394,31,28
g05395,21,16
g05396,6,6
g05397,17,14
g05398,51,48
g05399,47,36
g05400,27,18
g05401,6,12
g05402,2,5
g05403,24,13
g05404,10,16
g05405,13,16
g05406,7,9
g05407,11,9
g05408,16,14
g05409,5,8
g05410,17,18
g05411,15,9
g05412,35,32
g05413,44,33
g05414,44,24
g05415,83,73
g05416,38,37
g05417,1442,1147
g05418,49,45
g05419,3,7
g05420,15,10
g05421,28,27
g05422,17,21
g05423,17,12
g05424,43,21
g05425,26,22
g05426,41,43
g05427,15,8
g05428,0,0
g05429,5,6
g05430,0,0
g05431,6,11
g05432,0,0
g05433,2044,1971
g05434,76,75
g05435,11,9
g05436,12635,11442
g05437,20,13
g05438,44,49
g05439,1024,1015
g05440,469,406
g05441,33,44
g05442,3,0
g05443,212,244
g05444,10,10
g05445,448,426
g05446,480,439
g05447,232,217
g05448,6,6
g05449,966,898
g05450,835,725
g05451,4,4
g05452,0,0
g05453,2190,2049
g05454,1,2
g05455,55,46
g05456,167,148
g05457,99,79
g05458,2214,1957
g05459,16,11
g05460,23,24
g05461,2067,1949
g05462,1075,890
g05463,276,293
g05464,611,549
g05465,210,242
g05466,1753,1515
g05467,358,314
g05468,389,370
g05469,728,625
g05470,18,9
g05471,616,457
g05472,3,0
g05473,0,0
g05474,335,299
g05475,0,0
g05476,24,24
g05477,1237,1127
g05478,0,0
g05479,0,0
g05480,1,5
g05481,3,2
g05482,343,363
g05483,262,187
g05484,421,329
g05485,3186,2919
g05486,67,65
g05487,2563,2109
g05488,172,183
g05489,640,481
g05490,377,276
g05491,41,35
g05492,999,942
g05493,4,3
g05494,1315,1148
g05495,189,217
g05496,670,657
g05497,305,349
g05498,1329,1251
g05499,6,7
g05500,713,759
g05501,233,241
g05502,615,868
g05503,1767,1556
g05504,235,257
g05505,96,107
g05506,0,0
g05507,0,0
g05508,0,0
g05509,0,0
g05510,0,0
g05511,0,0
g05512,0,0
g05513,13,17
g05514,0,0
g05515,1,0
g05516,0,0
g05517,0,0
g05518,0,0
g05519,0,0
g05520,0,0
g05521,0,0
g05522,0,0
g05523,0,0
g05524,0,0
g05525,0,0
g05526,0,0
g05527,0,0
g05528,0,0
g05529,0,0
g05530,0,0
g05531,0,0
g05532,0,0
g05533,0,0
g05534,0,0
g05535,0,0
g05536,0,0
g05537,0,0
g05538,0,0
g05539,0,0
g05540,0,0
g05541,0,0
g05542,0,0
g05543,0,0
g05544,0,0
g05545,0,0
g05546,0,0
g05547,0,0
g05548,0,0
g05549,0,0
g05550,0,0
g05551,0,0
g05552,0,0
g05553,0,0
g05554,0,0
g05555,0,0
g05556,0,0
g05557,0,0
g05558,0,0
g05559,0,0
g05560,0,0
g05561,0,0
g05562,0,0
g05563,0,0
g05564,0,0
g05565,0,0
g05566,0,0
g05567,0,0
g05568,0,0
g05569,0,0
g05570,0,0
g05571,0,1
g05572,0,0
g05573,0,0
g05574,0,0
g05575,0,0
g05576,0,0
g05577,0,0
g05578,0,0
g05579,0,0
g05580,0,0
g05581,0,0
g05582,0,0
g05583,0,0
g05584,0,0
g05585,0,0
g05586,0,0
g05587,0,0
g05588,0,0
g05589,0,0
g05590,0,0
g05591,0,0
g05592,0,0
g05593,0,0
g05594,0,0
g05595,0,0
g05596,0,0
g05597,0,0
g05598,0,0
g05599,0,0
g05600,0,0
g05601,0,0
g05602,0,0
g05603,0,0
g05604,0,0
g05605,0,0
g05606,0,0
g05607,0,0
g05608,0,0
g05609,0,0
g05610,0,0
g05611,0,0
g05612,0,0
g05613,0,0
g05614,0,0
g05615,0,0
g05616,0,0
g05617,0,1
g05618,0,0
g05619,0,0
g05620,0,0
g05621,0,0
g05622,0,0
g05623,0,0
g05624,0,0
g05625,0,0
g05626,0,0
g05627,0,0
g05628,0,0
g05629,0,0
g05630,0,0
g05631,0,0
g05632,1,0
g05633,0,0
g05634,0,0
g05635,0,0
g05636,0,0
g05637,0,0
g05638,0,0
g05639,0,0
g05640,0,0
g05641,0,0
g05642,0,0
g05643,0,0
g05644,0,0
g05645,0,0
g05646,0,0
g05647,0,0
g05648,0,0
g05649,0,0
g05650,0,0
g05651,0,0
g05652,343,358
g05653,53,54
g05654,315,317
g05655,1769,1660
g05656,99,82
g05657,80,114
g05658,1047,1063
g05659,6,7
g05660,0,0
g05661,0,0
g05662,0,0
g05663,0,0
g05664,392,346
g05665,455,503
g05666,134,183
g05667,245,287
g05668,0,0
g05669,0,1
g05670,0,0
g05671,94,66
g05672,494,412
g05673,2,0
g05674,0,0
g05675,0,0
g05676,8,7
g05677,1,2
g05678,4538,4037
g05679,1558,1366
g05680,227,232
g05681,9261,7244
g05682,31521,23689
g05683,77,58
g05684,2163,2136
g05685,0,2
g05686,0,0
g05687,133,48
g05688,76,17
g05689,3,2
g05690,1,6
g05691,3,4
g05692,0,0
g05693,0,0
g05694,0,0
g05695,3,2
g05696,276,253
g05697,0,0
g05698,0,1
g05699,2353,2188
g05700,1424,1575
g05701,909,849
g05702,0,1
g05703,9,16
g05704,460,466
g05705,50,32
g05706,0,0
g05707,4,6
g05708,982,896
g05709,2445,2444
g05710,0,0
g05711,1535,1532
g05712,2156,2123
g05713,16,20
g05714,0,0
g05715,72,96
g05716,271,242
g05717,593,626
g05718,30,1
g05719,8311,7241
g05720,0,0
g05721,1227,1190
g05722,635,533
g05723,508,505
g05724,62,77
g05725,104,93
g05726,11,11
g05727,0,0
g05728,0,0
g05729,0,0
g05730,0,0
g05731,60,68
g05732,7935,6889
g05733,3116,2943
g05734,1352,1341
g05735,798,873
g05736,520,502
g05737,295,339
g05738,1054,949
g05739,8,25
g05740,1,5
g05741,256,220
g05742,1201,962
g05743,162,166
g05744,15,10
g05745,0,1
g05746,915,927
g05747,0,0
g05748,0,2
g05749,52,50
g05750,7,12
g05751,157,155
g05752,2458,2286
g05753,6,6
g05754,1024,937
g05755,179,181
g05756,0,0
g05757,1,1
g05758,1104,1049
g05759,22,36
g05760,0,0
g05761,0,0
g05762,0,0
g05763,1,0
g05764,0,0
g05765,0,0
g05766,0,0
g05767,0,0
g05768,0,0
g05769,0,0
g05770,0,0
g05771,0,0
g05772,0,0
g05773,0,0
g05774,1,0
g05775,182,189
g05776,205,201
g05777,108,54
g05778,0,0
g05779,250,143
g05780,17,13
g05781,1,0
g05782,813,908
g05783,0,2
g05784,41,65
g05785,0,0
g05786,0,0
g05787,0,0
g05788,1150,1078
g05789,341,341
g05790,0,0
g05791,0,1
g05792,0,0
g05793,149,168
g05794,581,601
g05795,45,33
g05796,1048,1037
g05797,32,33
g05798,7,7
g05799,20,15
g05800,3,2
g05801,657,884
g05802,0,0
g05803,0,0
g05804,0,0
g05805,0,0
g05806,0,0
g05807,0,0
g05808,0,0
g05809,0,0
g05810,702,596
g05811,1303,1393
g05812,118,90
g05813,1019,1113
g05814,1325,1344
g05815,1650,1703
g05816,3694,4217
g05817,823,878
g05818,4020,4240
g05819,437,513
g05820,368,350
g05821,50,46
g05822,0,0
g05823,0,1
g05824,1,71
g05825,42,11
g05826,0,0
g05827,0,0
g05828,4,2
g05829,53,65
g05830,2,2
g05831,8,13
g05832,0,0
g05833,416,451
g05834,729,757
g05835,627,257
g05836,304,222
g05837,768,1018
g05838,0,0
g05839,0,0
g05840,0,0
g05841,0,0
g05842,0,0
g05843,0,0
g05844,0,0
g05845,0,1
g05846,0,0
g05847,0,0
g05848,0,0
g05849,0,0
g05850,0,0
g05851,0,0
g05852,0,0
g05853,0,0
g05854,0,0
g05855,0,0
g05856,0,1
g05857,0,0
g05858,0,0
g05859,0,0
g05860,0,0
g05861,0,0
g05862,0,0
g05863,0,0
g05864,0,2
g05865,0,0
g05866,0,0
g05867,0,0
g05868,0,0
g05869,0,0
g05870,0,0
g05871,0,1
g05872,0,0
g05873,0,0
g05874,0,0
g05875,480,477
g05876,309,243
g05877,7,11
g05878,3,4
g05879,8,11
g05880,1,2
g05881,1583,1570
g05882,2540,3025
g05883,1583,1569
g05884,1084,1212
g05885,792,950
g05886,1843,1888
g05887,4171,4963
g05888,3605,3736
g05889,2543,3015
g05890,590,608
g05891,1641,1784
g05892,516,450
g05893,37,17
g05894,621,810
g05895,7447,8779
g05896,672,670
g05897,6049,6761
g05898,454,484
g05899,410,410
g05900,18,8
g05901,2057,3297
g05902,97,88
g05903,4446,4444
g05904,1876,2475
g05905,2,9
g05906,2718,3087
g05907,1665,2032
g05908,948,1103
g05909,1177,1678
g05910,2980,2445
g05911,1337,1700
g05912,4388,4324
g05913,0,1
g05914,0,1
g05915,2,0
g05916,0,0
g05917,1,0
g05918,5,0
g05919,2,2
g05920,3,4
g05921,628,697
g05922,200,101
g05923,0,1
g05924,7,8
g05925,335,320
g05926,16,26
g05927,0,1
g05928,236,240
g05929,1168,1229
g05930,225,217
g05931,305,311
g05932,3,5
g05933,55,54
g05934,513,476
g05935,2834,2313
g05936,302,254
g05937,1,11
g05938,1,3
g05939,0,0
g05940,0,0
g05941,0,0
g05942,0,0
g05943,1,0
g05944,0,0
g05945,0,0
g05946,0,0
g05947,0,1
g05948,0,0
g05949,0,0
g05950,0,0
g05951,0,0
g05952,0,0
g05953,0,0
g05954,2,0
g05955,0,0
g05956,0,0
g05957,0,0
g05958,0,0
g05959,0,1
g05960,0,0
g05961,0,0
g05962,0,0
g05963,0,0
g05964,0,0
g05965,0,1
g05966,206,206
g05967,1737,1487
g05968,3,3
g05969,383,378
g05970,421,439
g05971,224,225
g05972,395,401
g05973,1323,1318
g05974,0,0
g05975,716,734
g05976,89,46
g05977,754,803
g05978,99,94
g05979,12,13
g05980,0,0
g05981,45,46
g05982,0,1
g05983,0,5
g05984,1,37
g05985,57,40
g05986,87,125
g05987,4,0
g05988,224,221
g05989,668,582
g05990,419,202
g05991,1688,889
g05992,0,1
g05993,27,55
g05994,48,76
g05995,193,134
g05996,29,24
g05997,13,12
g05998,0,0
g05999,0,0
g06000,0,0
g06001,0,0
g06002,0,1
g06003,0,0
g06004,0,0
g06005,0,2
g06006,233,140
g06007,975,846
g06008,20,12
g06009,214,183
g06010,684,621
g06011,172,185
g06012,1597,1119
g06013,3,4
g06014,609,525
g06015,171,166
g06016,203,177
g06017,1374,1338
g06018,479,386
g06019,0,0
g06020,2268,2276
g06021,4,9
g06022,0,0
g06023,3,0
g06024,537,523
g06025,1,0
g06026,1374,1005
g06027,639,538
g06028,85,66
g06029,4,11
g06030,103,139
g06031,1,3
g06032,375,402
g06033,306,397
g06034,2522,2318
g06035,44,50
g06036,4,6
g06037,1005,1206
g06038,3210,3405
g06039,764,800
g06040,21,25
g06041,637,625
g06042,44325,39650
g06043,431,423
g06044,46,62
g06045,4233,4128
g06046,192,195
g06047,286,238
g06048,175,180
g06049,2,6
g06050,5,1
g06051,255,268
g06052,291,280
g06053,0,0
g06054,17,15
g06055,597,586
g06056,611,621
g06057,6,4
g06058,0,0
g06059,0,0
g06060,4,8
g06061,494,453
g06062,901,1071
g06063,837,732
g06064,17,15
g06065,738,659
g06066,2,4
g06067,833,951
g06068,62,42
g06069,73,74
g06070,183,220
g06071,300,246
g06072,79,59
g06073,517,488
g06074,673,624
g06075,336,356
g06076,11,12
g06077,0,0
g06078,15,18
g06079,0,0
g06080,0,0
g06081,0,0
g06082,997,934
g06083,370,320
g06084,649,615
g06085,445,396
g06086,854,785
g06087,20,18
g06088,0,0
g06089,5,11
g06090,565,469
g06091,971,699
g06092,547,520
g06093,2091,1991
g06094,1452,1382
g06095,4,3
g06096,66,49
g06097,92,105
g06098,783,682
g06099,1930,1681
g06100,430,403
g06101,11,9
g06102,0,1
g06103,0,0
g06104,103,87
g06105,571,482
g06106,1,1
g06107,364,335
g06108,6,7
g06109,0,3
g06110,1,3
g06111,1,0
g06112,207,221
g06113,3,1
g06114,878,951
g06115,4487,4003
g06116,121,122
g06117,387,396
g06118,190,200
g06119,225,236
g06120,7,10
g06121,58,52
g06122,3078,2435
g06123,373,330
g06124,108,99
g06125,107,138
g06126,2455,1787
g06127,39,24
g06128,1408,1086
g06129,399,424
g06130,2304,2102
g06131,0,0
g06132,0,1
g06133,0,0
g06134,0,0
g06135,0,0
g06136,0,0
g06137,0,1
g06138,0,0
g06139,185,168
g06140,0,0
g06141,0,0
g06142,0,0
g06143,0,0
g06144,1,0
g06145,0,0
g06146,0,0
g06147,0,0
g06148,26,22
g06149,969,1016
g06150,356,335
g06151,4,3
g06152,632,712
g06153,1118,1308
g06154,17,9
g06155,86,92
g06156,464,482
g06157,218,214
g06158,9,5
g06159,403,456
g06160,0,3
g06161,8,8
g06162,1,0
g06163,238,214
g06164,0,2
g06165,216,186
g06166,262,239
g06167,425,393
g06168,243,260
g06169,1486,1430
g06170,6,6
g06171,41,58
g06172,7,3
g06173,586,639
g06174,2,1
g06175,262,268
g06176,682,671
g06177,258,241
g06178,388,423
g06179,1085,1130
g06180,47,34
g06181,149,141
g06182,384,401
g06183,390,488
g06184,2386,1814
g06185,1346,1364
g06186,769,791
g06187,1,1
g06188,59,45
g06189,1,7
g06190,0,0
g06191,88,88
g06192,37,59
g06193,55,68
g06194,541,509
g06195,141,151
g06196,344,345
g06197,177,199
g06198,6183,6220
g06199,1210,1100
g06200,1909,2061
g06201,495,478
g06202,3007,2956
g06203,22,38
g06204,2,2
g06205,1,0
g06206,2,2
g06207,880,872
g06208,49,42
g06209,1486,1259
g06210,897,745
g06211,95,95
g06212,591,666
g06213,796,819
g06214,702,792
g06215,1855,2150
g06216,259,246
g06217,403,400
g06218,1968,1933
g06219,1837,1850
g06220,383,383
g06221,76,72
g06222,3,2
g06223,34,17
g06224,2429,2312
g06225,50,47
g06226,0,1
g06227,3106,3117
g06228,6,3
g06229,6,1
g06230,97,76
g06231,0,0
g06232,9,6
g06233,1,0
g06234,615,821
g06235,2313,2380
g06236,1,2
g06237,8,10
g06238,102,70
g06239,2,1
g06240,2902,2381
g06241,130,101
g06242,3053,3105
g06243,0,1
g06244,160,135
g06245,31,42
g06246,544,556
g06247,200,152
g06248,2839,2893
g06249,7,10
g06250,634,679
g06251,293,226
g06252,0,0
g06253,88,115
g06254,728,752
g06255,1,4
g06256,442,451
g06257,792,692
g06258,0,0
g06259,1,1
g06260,0,3
g06261,0,1
g06262,0,0
g06263,90,104
g06264,300,288
g06265,171,151
g06266,1645,1584
g06267,5,11
g06268,5,3
g06269,3665,3569
g06270,96,76
g06271,887,967
g06272,0,0
g06273,4,5
g06274,7,5
g06275,66,46
g06276,0,0
g06277,221,171
g06278,0,0
g06279,0,0
g06280,8,3
g06281,0,2
g06282,1,0
g06283,0,2
g06284,0,0
g06285,1,0
g06286,0,0
g06287,0,0
g06288,0,0
g06289,0,0
g06290,0,1
g06291,0,0
g06292,0,0
g06293,0,0
g06294,42,34
g06295,2,4
g06296,26,24
g06297,0,0
g06298,144,147
g06299,32,27
g06300,7,10
g06301,62,69
g06302,57,51
g06303,41,22
g06304,1,1
g06305,68,83
g06306,107,88
g06307,12,9
g06308,639,634
g06309,444,446
g06310,3,5
g06311,367,348
g06312,13,16
g06313,17,11
g06314,13,8
g06315,295,290
g06316,2211,1994
g06317,531,567
g06318,0,0
g06319,101,97
g06320,458,416
g06321,216,183
g06322,303,382
g06323,42,47
g06324,215,221
g06325,2291,1519
g06326,113,108
g06327,1,0
g06328,4,8
g06329,0,0
g06330,0,0
g06331,5,0
g06332,2967,3009
g06333,0,0
g06334,0,1
g06335,0,0
g06336,0,0
g06337,1,2
g06338,419,458
g06339,0,0
g06340,0,0
g06341,0,0
g06342,0,0
g06343,0,0
g06344,0,0
g06345,0,0
g06346,0,0
g06347,0,0
g06348,0,0
g06349,428,315
g06350,11,9
g06351,264,288
g06352,1538,1363
g06353,84,97
g06354,91,98
g06355,88,102
g06356,41,36
g06357,72,62
g06358,35,51
g06359,12,18
g06360,51,36
g06361,3,0
g06362,4,3
g06363,114,122
g06364,89,93
g06365,27,27
g06366,40,37
g06367,23,30
g06368,48,72
g06369,35,63
