,wt_E16.5_f4,wt_E16.5_f5
g06374,253,219
g06375,33,41
g06376,222,238
g06377,141,133
g06378,6,8
g06379,47,45
g06380,28,38
g06381,17,26
g06382,55,39
g06383,0,1
g06384,0,0
g06385,0,0
g06386,0,0
g06387,276,325
g06388,181,182
g06389,2,2
g06390,385,411
g06391,570,569
g06392,2,1
g06393,466,573
g06394,2233,2105
g06395,7,6
g06396,375,351
g06397,0,0
g06398,0,0
g06399,0,0
g06400,1,1
g06401,1584,1584
g06402,63,69
g06403,1,0
g06404,977,1193
g06405,0,0
g06406,451,464
g06407,1915,2048
g06408,6,5
g06409,449,373
g06410,561,475
g06411,398,327
g06412,397,327
g06413,0,0
g06414,247,253
g06415,1,1
g06416,1056,1030
g06417,73,70
g06418,2,1
g06419,664,371
g06420,14,14
g06421,246,211
g06422,587,593
g06423,51,49
g06424,251,211
g06425,789,667
g06426,0,0
g06427,270,225
g06428,221,180
g06429,3,0
g06430,1355,1232
g06431,62,45
g06432,714,701
g06433,2093,2100
g06434,915,894
g06435,157,189
g06436,57,46
g06437,28,18
g06438,52,48
g06439,355,318
g06440,1720,1453
g06441,1,1
g06442,1,0
g06443,1708,1540
g06444,1537,1510
g06445,1744,1586
g06446,4,7
g06447,159,127
g06448,1,0
g06449,174,162
g06450,1299,1183
g06451,3,2
g06452,91,62
g06453,387,367
g06454,140,143
g06455,2,0
g06456,434,395
g06457,27,27
g06458,4,2
g06459,33,50
g06460,11,21
g06461,842,867
g06462,10,3
g06463,1,1
g06464,14,7
g06465,459,426
g06466,2455,2392
g06467,189,187
g06468,45,34
g06469,718,582
g06470,0,0
g06471,3369,3238
g06472,431,368
g06473,1,1
g06474,0,0
g06475,0,0
g06476,0,1
g06477,4,4
g06478,200,168
g06479,347,346
g06480,1282,1153
g06481,47,46
g06482,1,0
g06483,92,84
g06484,56,77
g06485,9468,9325
g06486,17,22
g06487,130,134
g06488,1326,1169
g06489,3,3
g06490,13,16
g06491,91,77
g06492,1,0
g06493,5,2
g06494,786,774
g06495,178,144
g06496,5,9
g06497,339,319
g06498,332,246
g06499,12,5
g06500,411,454
g06501,447,408
g06502,0,1
g06503,40,24
g06504,808,814
g06505,0,0
g06506,1140,1040
g06507,147,166
g06508,474,489
g06509,1721,1274
g06510,48,43
g06511,431,330
g06512,377,431
g06513,427,392
g06514,650,663
g06515,3,3
g06516,0,0
g06517,0,0
g06518,0,1
g06519,1,0
g06520,252,268
g06521,1931,1756
g06522,975,884
g06523,34,28
g06524,1648,1578
g06525,254,202
g06526,0,0
g06527,409,416
g06528,110,101
g06529,3,0
g06530,101,116
g06531,0,3
g06532,3,4
g06533,711,680
g06534,0,1
g06535,2,0
g06536,179,197
g06537,881,858
g06538,415,412
g06539,6,12
g06540,16,12
g06541,329,316
g06542,37,42
g06543,249,270
g06544,1084,1022
g06545,1871,1726
g06546,15,30
g06547,1,0
g06548,29,29
g06549,235,253
g06550,624,629
g06551,795,561
g06552,741,688
g06553,5,3
g06554,3,3
g06555,0,0
g06556,183,155
g06557,523,540
g06558,223,221
g06559,767,752
g06560,17,20
g06561,75,81
g06562,1,1
g06563,1,0
g06564,4,0
g06565,414,442
g06566,2394,2299
g06567,2,5
g06568,0,0
g06569,3,2
g06570,66,75
g06571,260,256
g06572,398,388
g06573,65,55
g06574,1647,2079
g06575,0,0
g06576,242,275
g06577,1777,1667
g06578,243,171
g06579,109,137
g06580,16,24
g06581,13,14
g06582,17,17
g06583,1,5
g06584,16,19
g06585,212,184
g06586,302,305
g06587,125,106
g06588,397,324
g06589,689,599
g06590,59,57
g06591,897,885
g06592,53,34
g06593,140,117
g06594,294,295
g06595,1170,1135
g06596,0,0
g06597,0,1
g06598,3,2
g06599,0,0
g06600,0,0
g06601,4221,4136
g06602,13,19
g06603,981,1116
g06604,14,16
g06605,19,23
g06606,0,1
g06607,1518,1389
g06608,3235,2874
g06609,399,358
g06610,129,96
g06611,916,811
g06612,404,354
g06613,267,291
g06614,119,90
g06615,162,156
g06616,52,31
g06617,319,277
g06618,242,174
g06619,1,0
g06620,258,226
g06621,2,0
g06622,28,23
g06623,2,3
g06624,942,897
g06625,14,25
g06626,149,132
g06627,384,350
g06628,14,25
g06629,1,1
g06630,74,82
g06631,0,0
g06632,496,429
g06633,578,475
g06634,194,156
g06635,189,199
g06636,1794,1422
g06637,110,119
g06638,585,596
g06639,102,69
g06640,0,0
g06641,2,2
g06642,6,9
g06643,0,1
g06644,2,1
g06645,1671,1451
g06646,1,2
g06647,0,2
g06648,1449,1467
g06649,5,5
g06650,932,964
g06651,1163,999
g06652,19,8
g06653,48,23
g06654,2991,2988
g06655,61,37
g06656,3,2
g06657,528,418
g06658,673,470
g06659,1175,1156
g06660,577,587
g06661,5,6
g06662,0,0
g06663,0,0
g06664,0,0
g06665,0,0
g06666,19,23
g06667,618,514
g06668,0,0
g06669,7,1
g06670,0,0
g06671,8,9
g06672,325,297
g06673,0,2
g06674,134,125
g06675,1294,1169
g06676,100,68
g06677,627,595
g06678,52,56
g06679,681,510
g06680,557,448
g06681,1,3
g06682,801,620
g06683,386,355
g06684,555,696
g06685,202,265
g06686,98,143
g06687,0,2
g06688,0,1
g06689,93,77
g06690,373,372
g06691,0,0
g06692,423,646
g06693,89,114
g06694,1,3
g06695,0,1
g06696,563,492
g06697,0,0
g06698,138,147
g06699,982,912
g06700,969,812
g06701,684,677
g06702,170,154
g06703,12,4
g06704,46,20
g06705,5,6
g06706,2,1
g06707,3828,3380
g06708,30,35
g06709,884,793
g06710,180,148
g06711,0,0
g06712,0,0
g06713,0,0
g06714,0,0
g06715,0,0
g06716,0,0
g06717,0,0
g06718,0,0
g06719,0,0
g06720,0,0
g06721,0,0
g06722,0,0
g06723,1,4
g06724,0,0
g06725,0,0
g06726,2,1
g06727,0,0
g06728,0,0
g06729,0,0
g06730,0,0
g06731,0,0
g06732,0,0
g06733,0,0
g06734,0,0
g06735,0,0
g06736,0,0
g06737,0,0
g06738,0,0
g06739,0,0
g06740,0,0
g06741,0,0
g06742,0,0
g06743,0,0
g06744,0,0
g06745,0,0
g06746,0,0
g06747,0,0
g06748,0,0
g06749,0,0
g06750,0,0
g06751,0,0
g06752,0,0
g06753,0,0
g06754,0,0
g06755,0,0
g06756,0,0
g06757,0,0
g06758,0,0
g06759,0,0
g06760,0,0
g06761,0,0
g06762,0,0
g06763,0,0
g06764,0,0
g06765,0,0
g06766,0,2
g06767,0,0
g06768,0,0
g06769,0,0
g06770,0,0
g06771,0,0
g06772,0,0
g06773,0,0
g06774,0,0
g06775,0,0
g06776,0,0
g06777,0,0
g06778,0,0
g06779,0,0
g06780,0,0
g06781,0,0
g06782,0,0
g06783,0,3
g06784,0,1
g06785,0,0
g06786,0,0
g06787,0,0
g06788,0,1
g06789,0,0
g06790,0,1
g06791,0,0
g06792,0,0
g06793,0,0
g06794,1,0
g06795,0,0
g06796,0,0
g06797,0,0
g06798,0,0
g06799,2,1
g06800,2,1
g06801,0,0
g06802,1,1
g06803,0,0
g06804,0,0
g06805,0,0
g06806,1,0
g06807,0,0
g06808,0,0
g06809,0,0
g06810,0,0
g06811,0,3
g06812,3702,3598
g06813,188,327
g06814,306,411
g06815,291,235
g06816,610,534
g06817,728,617
g06818,80,65
g06819,2,0
g06820,1,0
g06821,11,5
g06822,2,0
g06823,0,4
g06824,61,57
g06825,0,0
g06826,1480,1425
g06827,39,40
g06828,4,4
g06829,752,799
g06830,315,290
g06831,0,1
g06832,19,36
g06833,2,1
g06834,30,28
g06835,0,0
g06836,1,0
g06837,550,460
g06838,848,902
g06839,1315,1112
g06840,0,0
g06841,1,1
g06842,123,96
g06843,586,549
g06844,1,4
g06845,2,1
g06846,107,74
g06847,492,434
g06848,4639,4344
g06849,123,116
g06850,296,267
g06851,152,132
g06852,413,333
g06853,352,294
g06854,384,349
g06855,37,26
g06856,363,329
g06857,0,0
g06858,0,0
g06859,1081,1133
g06860,1120,1002
g06861,641,663
g06862,128,129
g06863,94,80
g06864,7,1
g06865,205,152
g06866,777,724
g06867,516,531
g06868,77,78
g06869,939,737
g06870,266,260
g06871,4,6
g06872,2255,1993
g06873,70,64
g06874,698,670
g06875,49,40
g06876,688,660
g06877,34,34
g06878,785,510
g06879,469,563
g06880,2298,2431
g06881,336,340
g06882,40,45
g06883,287,266
g06884,1689,1539
g06885,1085,1200
g06886,832,796
g06887,552,453
g06888,2897,2748
g06889,801,751
g06890,928,783
g06891,640,654
g06892,14,4
g06893,41,36
g06894,578,541
g06895,1571,1340
g06896,91,95
g06897,52,55
g06898,71,62
g06899,540,532
g06900,20,18
g06901,1,1
g06902,5,7
g06903,15,13
g06904,87,63
g06905,1,0
g06906,450,515
g06907,0,2
g06908,618,577
g06909,2722,2263
g06910,0,0
g06911,0,3
g06912,7,4
g06913,604,797
g06914,0,1
g06915,66,64
g06916,471,501
g06917,125,105
g06918,1,2
g06919,1072,1054
g06920,162,127
g06921,0,0
g06922,0,0
g06923,0,0
g06924,1,2
g06925,0,0
g06926,0,0
g06927,0,0
g06928,0,0
g06929,0,0
g06930,0,0
g06931,0,0
g06932,0,0
g06933,0,0
g06934,0,0
g06935,15,13
g06936,793,797
g06937,9,5
g06938,766,773
g06939,1867,2364
g06940,842,645
g06941,2,6
g06942,7,9
g06943,994,1036
g06944,2,2
g06945,386,375
g06946,3,2
g06947,421,412
g06948,1436,1400
g06949,278,237
g06950,20,27
g06951,1,1
g06952,2,2
g06953,418,428
g06954,35,44
g06955,6,17
g06956,242,225
g06957,516,474
g06958,50,48
g06959,247,302
g06960,82,120
g06961,557,599
g06962,5247,4639
g06963,61,40
g06964,980,849
g06965,227,186
g06966,168,166
g06967,326,336
g06968,282,261
g06969,0,2
g06970,3,5
g06971,0,1
g06972,175,174
g06973,884,714
g06974,442,369
g06975,1042,932
g06976,11,9
g06977,13,12
g06978,2531,2518
g06979,58,65
g06980,4284,4537
g06981,3564,3474
g06982,373,309
g06983,4513,4362
g06984,1277,1124
g06985,251,205
g06986,90,92
g06987,970,922
g06988,87,93
g06989,1221,1161
g06990,372,373
g06991,340,331
g06992,592,615
g06993,95,92
g06994,145,124
g06995,407,389
g06996,839,788
g06997,3,3
g06998,52,27
g06999,436,291
g07000,160,147
g07001,0,0
g07002,127,132
g07003,64,49
g07004,1228,1204
g07005,120,150
g07006,0,0
g07007,0,1
g07008,2,3
g07009,732,654
g07010,1,0
g07011,7,4
g07012,203,197
g07013,0,1
g07014,0,1
g07015,691,602
g07016,114,106
g07017,11,21
g07018,0,0
g07019,59,34
g07020,40,25
g07021,805,697
g07022,1,1
g07023,1,1
g07024,186,172
g07025,0,1
g07026,0,0
g07027,0,0
g07028,0,0
g07029,0,0
g07030,0,0
g07031,3230,4113
g07032,0,1
g07033,329,244
g07034,126,100
g07035,153,158
g07036,1148,1265
g07037,10,4
g07038,4303,2501
g07039,53,35
g07040,324,292
g07041,2417,2249
g07042,0,0
g07043,2382,2151
g07044,5,3
g07045,2821,2471
g07046,49,56
g07047,0,0
g07048,0,1
g07049,0,0
g07050,1079,1070
g07051,1,5
g07052,0,1
g07053,0,0
g07054,9,9
g07055,337,348
g07056,1143,1136
g07057,3,0
g07058,0,0
g07059,0,3
g07060,0,0
g07061,23,22
g07062,1110,1200
g07063,24,19
g07064,275,254
g07065,0,0
g07066,0,1
g07067,0,0
g07068,0,0
g07069,0,0
g07070,12,43
g07071,0,0
g07072,0,0
g07073,0,0
g07074,0,0
g07075,0,0
g07076,0,0
g07077,0,0
g07078,0,0
g07079,0,0
g07080,0,0
g07081,0,0
g07082,0,0
g07083,0,0
g07084,0,0
g07085,0,0
g07086,0,0
g07087,0,0
g07088,14,3
g07089,0,0
g07090,0,0
g07091,0,0
g07092,0,0
g07093,0,0
g07094,0,0
g07095,2,1
g07096,0,0
g07097,0,0
g07098,0,0
g07099,0,0
g07100,1,1
g07101,0,0
g07102,0,0
g07103,0,0
g07104,0,0
g07105,0,0
g07106,0,0
g07107,0,0
g07108,0,0
g07109,1,2
g07110,0,0
g07111,0,0
g07112,12,17
g07113,221,178
g07114,21,33
g07115,594,582
g07116,110,108
g07117,1592,1325
g07118,237,196
g07119,46,43
g07120,109,90
g07121,1337,1291
g07122,0,0
g07123,733,505
g07124,14,12
g07125,1,1
g07126,0,0
g07127,0,0
g07128,3,0
g07129,249,284
g07130,0,0
g07131,89,100
g07132,793,931
g07133,1503,1387
g07134,14,9
g07135,137,100
g07136,916,797
g07137,72,34
g07138,559,523
g07139,183,215
g07140,902,1118
g07141,6158,5701
g07142,591,601
g07143,213,247
g07144,168,174
g07145,1717,1684
g07146,0,0
g07147,533,563
g07148,37,34
g07149,481,498
g07150,0,0
g07151,0,0
g07152,1,0
g07153,0,0
g07154,0,0
g07155,1444,1260
g07156,324,324
g07157,907,872
g07158,3,3
g07159,2,2
g07160,290,250
g07161,0,0
g07162,0,0
g07163,0,0
g07164,0,0
g07165,0,0
g07166,2,1
g07167,0,1
g07168,0,0
g07169,0,0
g07170,0,0
g07171,0,2
g07172,0,0
g07173,0,0
g07174,0,0
g07175,0,0
g07176,3,4
g07177,0,0
g07178,0,0
g07179,0,0
g07180,0,0
g07181,0,0
g07182,0,0
g07183,0,0
g07184,0,0
g07185,0,0
g07186,0,1
g07187,0,0
g07188,0,0
g07189,0,0
g07190,0,0
g07191,405,324
g07192,0,0
g07193,149835,139689
g07194,497,471
g07195,338,415
g07196,6,7
g07197,1,1
g07198,319,259
g07199,949,894
g07200,914,887
g07201,409,335
g07202,2,1
g07203,8,4
g07204,0,0
g07205,0,0
g07206,0,1
g07207,0,0
g07208,137,134
g07209,1083,926
g07210,0,0
g07211,10,7
g07212,122,95
g07213,21,5
g07214,10,1
g07215,0,0
g07216,0,0
g07217,0,0
g07218,0,0
g07219,0,0
g07220,0,0
g07221,0,0
g07222,0,0
g07223,0,0
g07224,1,0
g07225,1,1
g07226,214,227
g07227,664,342
g07228,1465,1095
g07229,0,0
g07230,0,1
g07231,1527,1416
g07232,89,72
g07233,678,687
g07234,48,42
g07235,0,1
g07236,1344,1447
g07237,519,524
g07238,2747,2728
g07239,1897,2236
g07240,2,7
g07241,97,80
g07242,204,226
g07243,1018,815
g07244,465,426
g07245,390,361
g07246,0,0
g07247,0,1
g07248,0,0
g07249,0,0
g07250,0,0
g07251,0,0
g07252,0,2
g07253,1,0
g07254,0,0
g07255,0,0
g07256,0,0
g07257,0,0
g07258,0,0
g07259,0,0
g07260,0,0
g07261,0,0
g07262,0,0
g07263,0,0
g07264,0,0
g07265,0,0
g07266,0,0
g07267,0,0
g07268,0,0
g07269,0,0
g07270,0,0
g07271,0,0
g07272,0,0
g07273,0,0
g07274,0,0
g07275,0,0
g07276,0,0
g07277,0,0
g07278,0,0
g07279,0,0
g07280,0,0
g07281,0,0
g07282,0,0
g07283,0,0
g07284,0,0
g07285,0,0
g07286,0,0
g07287,0,0
g07288,0,0
g07289,0,0
g07290,0,0
g07291,0,0
g07292,0,0
g07293,0,0
g07294,0,0
g07295,0,0
g07296,0,0
g07297,0,0
g07298,0,0
g07299,0,0
g07300,0,0
g07301,0,0
g07302,0,0
g07303,0,0
g07304,0,0
g07305,0,0
g07306,0,0
g07307,0,0
g07308,0,0
g07309,0,0
g07310,0,0
g07311,0,0
g07312,0,0
g07313,0,0
g07314,0,0
g07315,0,0
g07316,0,0
g07317,0,0
g07318,0,0
g07319,0,0
g07320,0,0
g07321,0,0
g07322,0,0
g07323,0,1
g07324,0,0
g07325,0,0
g07326,0,0
g07327,0,0
g07328,0,0
g07329,0,0
g07330,0,0
g07331,0,0
g07332,0,0
g07333,0,0
g07334,0,0
g07335,0,0
g07336,0,0
g07337,0,0
g07338,0,0
g07339,0,0
g07340,0,0
g07341,0,0
g07342,0,0
g07343,0,0
g07344,0,0
g07345,0,0
g07346,0,0
g07347,0,0
g07348,0,0
g07349,0,0
g07350,0,0
g07351,0,0
g07352,0,0
g07353,0,0
g07354,0,2
g07355,0,0
g07356,0,0
g07357,0,0
g07358,0,0
g07359,0,0
g07360,0,0
g07361,1,0
g07362,0,0
g07363,0,0
g07364,0,0
g07365,0,0
g07366,0,0
g07367,0,0
g07368,0,0
g07369,0,0
g07370,0,0
g07371,0,0
g07372,0,0
g07373,0,0
g07374,0,0
g07375,0,0
g07376,0,0
g07377,2,2
g07378,0,0
g07379,0,0
g07380,0,0
g07381,0,0
g07382,0,0
g07383,0,0
g07384,0,0
g07385,0,0
g07386,0,0
g07387,0,0
g07388,0,0
g07389,0,0
g07390,0,0
g07391,0,0
g07392,0,0
g07393,0,0
g07394,0,0
g07395,0,0
g07396,0,0
g07397,0,0
g07398,0,1
g07399,0,0
g07400,0,0
g07401,0,0
g07402,0,0
g07403,0,0
g07404,0,0
g07405,0,0
g07406,0,0
g07407,0,0
g07408,0,0
g07409,0,0
g07410,0,0
g07411,0,0
g07412,0,0
g07413,0,0
g07414,0,0
g07415,0,0
g07416,0,0
g07417,0,0
g07418,0,0
g07419,0,0
g07420,0,0
g07421,0,0
g07422,0,0
g07423,0,0
g07424,0,0
g07425,0,0
g07426,0,0
g07427,0,0
g07428,0,0
g07429,0,0
g07430,4,5
g07431,1125,1403
g07432,471,457
g07433,0,2
g07434,625,732
g07435,48,62
g07436,684,619
g07437,2262,2059
g07438,1022,881
g07439,9,9
g07440,1006,998
g07441,335,273
g07442,1251,1169
g07443,133,147
g07444,267,230
g07445,45,27
g07446,0,0
g07447,148,181
g07448,2498,2332
g07449,161,141
g07450,502,419
g07451,1,1
g07452,326,420
g07453,174,170
g07454,17,22
g07455,656,554
g07456,1300,1064
g07457,569,512
g07458,1317,1313
g07459,2,1
g07460,23,16
g07461,29,29
g07462,0,0
g07463,208,157
g07464,2842,2517
g07465,0,0
g07466,370,331
g07467,82,102
g07468,32,40
g07469,304,252
g07470,266,299
g07471,34,34
g07472,0,1
g07473,0,0
g07474,347,320
g07475,62,44
g07476,1,1
g07477,0,0
g07478,0,0
g07479,442,383
g07480,440,459
g07481,318,227
g07482,497,575
g07483,81,93
g07484,192,179
g07485,306,334
g07486,258,220
g07487,70,69
g07488,1053,1136
g07489,968,999
g07490,941,899
g07491,22,17
g07492,426,365
g07493,1542,1432
g07494,359,416
g07495,293,272
g07496,3087,2294
g07497,403,374
g07498,1144,919
g07499,463,411
g07500,28,26
g07501,43,41
g07502,34,35
g07503,249,266
g07504,236,218
g07505,823,783
g07506,1652,1627
g07507,10,17
g07508,550,463
g07509,359,329
g07510,7893,6390
g07511,10,15
g07512,10,5
g07513,0,1
g07514,1,0
g07515,0,0
g07516,4,5
g07517,931,523
g07518,8,13
g07519,14,9
g07520,0,0
g07521,0,2
g07522,2,0
g07523,1,0
g07524,0,0
g07525,1,1
g07526,3,2
g07527,0,3
g07528,0,4
g07529,22,24
g07530,293,297
g07531,132,93
g07532,305,346
g07533,113,125
g07534,682,700
g07535,432,407
g07536,38,41
g07537,1727,1698
g07538,0,0
g07539,111,85
g07540,1654,1524
g07541,661,473
g07542,327,423
g07543,3,4
g07544,229,212
g07545,84,62
g07546,269,231
g07547,0,0
g07548,500,495
g07549,40,38
g07550,788,747
g07551,206,187
g07552,3,2
g07553,172,207
g07554,573,462
g07555,1003,848
g07556,1495,1283
g07557,37,23
g07558,0,0
g07559,0,0
g07560,590,517
g07561,1,0
g07562,0,1
g07563,2,1
g07564,20,7
g07565,16,6
g07566,194,188
g07567,627,669
g07568,143,174
g07569,240,239
g07570,62,69
g07571,1157,1121
g07572,80,69
g07573,1250,1073
g07574,1,5
g07575,3,2
g07576,495,470
g07577,175,143
g07578,45,28
g07579,281,259
g07580,2643,2506
g07581,249,221
g07582,346,316
g07583,1,1
g07584,1,1
g07585,4,8
g07586,211,179
g07587,875,906
g07588,0,0
g07589,440,340
g07590,109,95
g07591,149,148
g07592,24,38
g07593,131,128
g07594,0,2
g07595,0,3
g07596,0,0
g07597,3,0
g07598,320,285
g07599,0,2
g07600,0,0
g07601,72,89
g07602,8,13
g07603,1062,1011
g07604,30,25
g07605,640,563
g07606,0,1
g07607,0,0
g07608,0,0
g07609,0,0
g07610,0,0
g07611,2,2
g07612,4374,4054
g07613,1164,1053
g07614,20,16
g07615,1,4
g07616,2,2
g07617,43,45
g07618,638,553
g07619,561,515
g07620,15,19
g07621,0,0
g07622,239,213
g07623,147,176
g07624,4,0
g07625,1,2
g07626,0,0
g07627,7,2
g07628,0,0
g07629,6,1
g07630,94,98
g07631,3,8
g07632,3,5
g07633,0,0
g07634,0,0
g07635,1108,920
g07636,282,277
g07637,220,311
g07638,1030,1045
g07639,1015,1007
g07640,15,12
g07641,308,375
g07642,2,2
g07643,1025,989
g07644,5,10
g07645,173,190
g07646,457,387
g07647,352,282
g07648,561,519
g07649,23,22
g07650,1148,1142
g07651,17,12
g07652,1368,1484
g07653,5,0
g07654,1,4
g07655,105,82
g07656,3,5
g07657,149,159
g07658,6,10
g07659,94,86
g07660,3663,3307
g07661,11,7
g07662,6,4
g07663,37,27
g07664,0,0
g07665,2203,2283
g07666,9,6
g07667,31,56
g07668,918,764
g07669,649,874
g07670,95,103
g07671,15,14
g07672,6,4
g07673,14,12
g07674,668,672
g07675,434,359
g07676,20,23
g07677,245,240
g07678,22,23
g07679,4,5
g07680,0,4
g07681,0,0
g07682,1,1
g07683,1,2
g07684,171,177
g07685,0,0
g07686,0,0
g07687,0,1
g07688,712,819
g07689,0,0
g07690,0,0
g07691,0,0
g07692,0,0
g07693,0,3
g07694,2,7
g07695,0,0
g07696,0,0
g07697,1473,1315
g07698,0,0
g07699,445,356
g07700,806,684
g07701,68,55
g07702,299,269
g07703,2,5
g07704,190,164
g07705,573,471
g07706,1157,1092
g07707,359,304
g07708,1391,1114
g07709,348,454
g07710,45,52
g07711,391,345
g07712,8,5
g07713,568,514
g07714,0,1
g07715,724,702
g07716,2256,1965
g07717,4,14
g07718,44,34
g07719,953,988
g07720,1410,1048
g07721,33,50
g07722,455,449
g07723,52,50
g07724,3,3
g07725,164,173
g07726,6,12
g07727,1326,1363
g07728,104,90
g07729,0,0
g07730,373,327
g07731,0,0
g07732,0,0
g07733,2,1
g07734,808,826
g07735,2,2
g07736,0,2
g07737,729,637
g07738,805,766
g07739,1,3
g07740,404,396
g07741,16086,15359
g07742,152,233
g07743,396,311
g07744,7,6
g07745,1216,897
g07746,0,0
g07747,0,0
g07748,80,75
g07749,578,496
g07750,784,668
g07751,57,53
g07752,0,0
g07753,13,14
g07754,1,0
g07755,663,727
g07756,1,5
g07757,2,3
g07758,838,744
g07759,1,1
g07760,0,0
g07761,0,0
g07762,815,770
g07763,190,124
g07764,17,12
g07765,848,972
g07766,5,3
g07767,5,2
g07768,469,410
g07769,12,6
g07770,557,346
g07771,825,745
g07772,298,293
g07773,2989,2803
g07774,152,174
g07775,0,0
g07776,16,20
g07777,5,2
g07778,287,308
g07779,93,83
g07780,386,313
g07781,5,1
g07782,13,8
g07783,0,0
g07784,309,261
g07785,30,15
g07786,0,0
g07787,0,0
g07788,0,0
g07789,3,3
g07790,1606,1490
g07791,240,272
g07792,553,581
g07793,0,1
g07794,22,25
g07795,193,222
g07796,243,256
g07797,76,55
g07798,161,171
g07799,16,20
g07800,550,475
g07801,953,901
g07802,588,496
g07803,16,28
g07804,5,3
g07805,0,0
g07806,3,6
g07807,0,0
g07808,7,3
g07809,250,331
g07810,21,20
g07811,0,0
g07812,556,567
g07813,1154,996
g07814,311,250
g07815,4,2
g07816,0,0
g07817,166,215
g07818,8,8
g07819,0,2
g07820,1,2
g07821,181,216
g07822,340,308
g07823,343,341
g07824,683,654
g07825,333,275
g07826,786,872
g07827,1,0
g07828,405,442
g07829,1,0
g07830,482,448
g07831,33,27
g07832,244,219
g07833,319,290
g07834,3046,2828
g07835,1559,1461
g07836,21,28
g07837,0,0
g07838,1,2
g07839,623,474
g07840,1087,915
g07841,4697,4722
g07842,1574,1301
g07843,91,78
g07844,19,21
g07845,736,737
g07846,0,0
g07847,0,0
g07848,14,7
g07849,387,444
g07850,1,0
g07851,387,426
g07852,1276,1305
g07853,994,716
g07854,2,7
g07855,0,0
g07856,10,6
g07857,432,449
g07858,0,0
g07859,0,1
g07860,0,0
g07861,0,0
g07862,0,0
g07863,0,0
g07864,0,0
g07865,0,0
g07866,0,0
g07867,0,0
g07868,0,0
g07869,0,0
g07870,0,0
g07871,13,20
g07872,618,554
g07873,0,0
g07874,24,17
g07875,0,0
g07876,0,0
g07877,0,1
g07878,2,6
g07879,1,5
g07880,1,1
g07881,1,0
g07882,85,61
g07883,3,1
g07884,8,2
g07885,0,0
g07886,491,531
g07887,50,54
g07888,740,646
g07889,202,185
g07890,646,533
g07891,51,72
g07892,0,0
g07893,0,0
g07894,99,102
g07895,176,154
g07896,373,390
g07897,1706,1499
g07898,209,206
g07899,15,13
g07900,0,2
g07901,0,5
g07902,2552,2853
g07903,541,605
g07904,487,501
g07905,0,0
g07906,3032,2924
g07907,768,783
g07908,260,289
g07909,949,871
g07910,497,336
g07911,2190,2123
g07912,627,586
g07913,39,45
g07914,167,167
g07915,3,1
g07916,26,18
g07917,1741,1723
g07918,108,130
g07919,4,0
g07920,2,0
g07921,0,1
g07922,0,2
g07923,2,5
g07924,1,1
g07925,99,115
g07926,48,46
g07927,69,62
g07928,307,307
g07929,1,2
g07930,118,147
g07931,17,19
g07932,5,6
g07933,0,0
g07934,2607,2335
g07935,2,9
g07936,820,841
g07937,93,106
g07938,835,1056
g07939,5,4
g07940,407,348
g07941,3711,3249
g07942,763,707
g07943,14,6
g07944,34,61
g07945,0,0
g07946,0,0
g07947,17,19
g07948,733,534
g07949,9,4
g07950,477,567
g07951,230,191
g07952,96,92
g07953,2,0
g07954,1445,1741
g07955,1,0
g07956,84,104
g07957,1434,1541
g07958,137,139
g07959,1643,1556
g07960,585,601
g07961,65,80
g07962,144,174
g07963,2,9
g07964,1477,1577
g07965,591,647
g07966,2291,2321
g07967,506,532
g07968,2,3
g07969,347,284
g07970,759,796
g07971,424,426
g07972,0,0
g07973,0,0
g07974,5,4
g07975,6,3
g07976,17,21
g07977,4,2
g07978,33,22
g07979,0,0
g07980,357,336
g07981,407,524
g07982,141,131
g07983,32,34
g07984,0,1
g07985,1093,972
g07986,89,80
g07987,13,13
g07988,0,0
g07989,967,911
g07990,117,131
g07991,38,51
g07992,3,1
g07993,1500,1468
g07994,2032,1967
g07995,386,376
g07996,5,8
g07997,1,0
g07998,1638,1348
g07999,2317,2451
g08000,5,8
g08001,3,2
g08002,653,588
g08003,1879,1687
g08004,1544,1511
g08005,47,43
g08006,0,0
g08007,563,525
g08008,489,544
g08009,106,108
g08010,12,7
g08011,0,0
g08012,21,29
g08013,1,2
g08014,2,1
g08015,1,2
g08016,15,13
g08017,3,1
g08018,0,0
g08019,194,214
g08020,1619,1560
g08021,1,2
g08022,1304,1232
g08023,431,207
g08024,491,437
g08025,3,3
g08026,262,247
g08027,118,119
g08028,12,22
g08029,1218,1224
g08030,53,34
g08031,26,57
g08032,352,299
g08033,489,436
g08034,4006,3713
g08035,46,59
g08036,1,3
g08037,0,0
g08038,53,47
g08039,0,0
g08040,430,622
g08041,23,18
g08042,4,2
g08043,1100,1179
g08044,87,66
g08045,4813,4340
g08046,116,109
g08047,0,6
g08048,242,272
g08049,8,10
g08050,2303,2494
g08051,578,524
g08052,373,296
g08053,5,4
g08054,52,44
g08055,41,41
g08056,1730,1486
g08057,77,87
g08058,1154,1044
g08059,1806,1577
g08060,101,112
g08061,554,525
g08062,0,1
g08063,68,65
g08064,374,377
g08065,477,497
g08066,138,97
g08067,8,4
g08068,673,627
g08069,211,275
g08070,2,1
g08071,2681,2710
g08072,1,2
g08073,3,1
g08074,1246,903
g08075,28,27
g08076,2,2
g08077,15,9
g08078,443,382
g08079,1077,955
