,wt_E14.5_f4,wt_E14.5_f5
g11372,31,24
g11373,720,1037
g11374,735,992
g11375,15,11
g11376,1,1
g11377,1084,1238
g11378,274,312
g11379,728,830
g11380,712,802
g11381,1,0
g11382,1728,1998
g11383,87,141
g11384,2,8
g11385,89,82
g11386,0,0
g11387,724,894
g11388,814,1071
g11389,5,4
g11390,4,3
g11391,1,0
g11392,0,0
g11393,1,1
g11394,0,0
g11395,0,2
g11396,1126,1496
g11397,36,42
g11398,5999,6926
g11399,52,100
g11400,740,804
g11401,168,247
g11402,71,132
g11403,302,351
g11404,3,0
g11405,0,2
g11406,5,18
g11407,12,14
g11408,1,1
g11409,80,101
g11410,1537,1899
g11411,703,815
g11412,5,8
g11413,492,568
g11414,2,1
g11415,2173,2319
g11416,5816,5650
g11417,24,24
g11418,0,0
g11419,504,575
g11420,362,383
g11421,275,408
g11422,14,26
g11423,0,0
g11424,1112,1195
g11425,672,894
g11426,779,851
g11427,401,445
g11428,4,3
g11429,94,99
g11430,0,2
g11431,0,0
g11432,54,61
g11433,3213,3617
g11434,27,47
g11435,85,99
g11436,1,0
g11437,0,0
g11438,274,348
g11439,288,367
g11440,330,452
g11441,47,69
g11442,733,849
g11443,1482,2215
g11444,67,94
g11445,1,1
g11446,39,37
g11447,5,12
g11448,10,16
g11449,966,1236
g11450,7,15
g11451,0,2
g11452,4,3
g11453,9,8
g11454,1515,1145
g11455,455,648
g11456,1914,2693
g11457,1166,1343
g11458,1275,1593
g11459,0,0
g11460,0,0
g11461,176,298
g11462,173,268
g11463,599,852
g11464,1617,1889
g11465,103,106
g11466,0,0
g11467,757,991
g11468,124,188
g11469,0,0
g11470,198,228
g11471,219,257
g11472,1708,2139
g11473,8,12
g11474,125,142
g11475,27,41
g11476,0,1
g11477,0,0
g11478,0,0
g11479,2700,3172
g11480,83,109
g11481,0,1
g11482,10,1
g11483,43,61
g11484,1,0
g11485,21,43
g11486,0,0
g11487,393,645
g11488,342,414
g11489,104,138
g11490,170,216
g11491,16,20
g11492,19,27
g11493,3335,3949
g11494,629,722
g11495,118,153
g11496,778,1086
g11497,5,5
g11498,262,318
g11499,240,323
g11500,91,107
g11501,689,840
g11502,669,825
g11503,45,79
g11504,1176,1402
g11505,385,421
g11506,871,1071
g11507,585,796
g11508,17,42
g11509,18,10
g11510,0,2
g11511,0,1
g11512,3709,4558
g11513,0,0
g11514,15,25
g11515,107,155
g11516,1,2
g11517,273,338
g11518,7,7
g11519,114,169
g11520,493,581
g11521,747,926
g11522,160,178
g11523,1258,1504
g11524,1348,1589
g11525,142,171
g11526,539,629
g11527,20,23
g11528,143,182
g11529,7,6
g11530,127,134
g11531,807,1038
g11532,585,691
g11533,9,10
g11534,357,418
g11535,1,5
g11536,34,63
g11537,534,583
g11538,53,63
g11539,72,80
g11540,1,4
g11541,552,637
g11542,387,514
g11543,3,1
g11544,251,291
g11545,432,564
g11546,101,129
g11547,95,164
g11548,2,2
g11549,1684,2026
g11550,81,85
g11551,510,681
g11552,490,574
g11553,22,39
g11554,1364,1558
g11555,11,14
g11556,2,0
g11557,70,114
g11558,442,502
g11559,124,154
g11560,1,6
g11561,113,155
g11562,12235,15047
g11563,5,2
g11564,67,68
g11565,692,856
g11566,2,3
g11567,319,268
g11568,13,27
g11569,1348,1785
g11570,0,0
g11571,0,0
g11572,0,0
g11573,513,568
g11574,578,652
g11575,202,216
g11576,341,355
g11577,1624,1921
g11578,5,10
g11579,249,364
g11580,26,30
g11581,540,574
g11582,0,0
g11583,357,457
g11584,1044,1229
g11585,232,317
g11586,0,0
g11587,37,40
g11588,251,352
g11589,899,1144
g11590,0,0
g11591,0,0
g11592,1773,2180
g11593,33,32
g11594,0,0
g11595,0,0
g11596,1358,1768
g11597,102,156
g11598,1324,1536
g11599,1,3
g11600,318,420
g11601,24,28
g11602,90,73
g11603,0,0
g11604,668,676
g11605,0,6
g11606,214,242
g11607,0,2
g11608,60,104
g11609,349,508
g11610,321,354
g11611,468,548
g11612,4,4
g11613,44,64
g11614,483,596
g11615,0,0
g11616,236,250
g11617,212,229
g11618,418,618
g11619,5,6
g11620,89,174
g11621,2134,2726
g11622,812,886
g11623,449,643
g11624,1442,1690
g11625,524,584
g11626,470,608
g11627,813,1035
g11628,30,35
g11629,248,298
g11630,3,8
g11631,71,56
g11632,32,56
g11633,0,8
g11634,123,149
g11635,66,86
g11636,1251,1567
g11637,0,0
g11638,0,0
g11639,0,0
g11640,0,0
g11641,0,0
g11642,0,0
g11643,0,0
g11644,66,85
g11645,0,0
g11646,0,0
g11647,0,0
g11648,0,0
g11649,0,0
g11650,0,0
g11651,0,0
g11652,0,0
g11653,0,0
g11654,0,0
g11655,0,0
g11656,0,0
g11657,0,0
g11658,0,0
g11659,148,199
g11660,204,269
g11661,939,1110
g11662,2038,2463
g11663,138,165
g11664,27,23
g11665,37,48
g11666,0,0
g11667,369,379
g11668,939,1090
g11669,325,382
g11670,25,28
g11671,1384,1719
g11672,49,76
g11673,487,553
g11674,906,1093
g11675,1075,1312
g11676,242,309
g11677,3,1
g11678,305,354
g11679,215,266
g11680,140,202
g11681,284,310
g11682,1061,1224
g11683,55,72
g11684,380,486
g11685,9,14
g11686,140,202
g11687,314,443
g11688,133,202
g11689,34,56
g11690,1019,1219
g11691,61,98
g11692,441,585
g11693,705,972
g11694,2104,2582
g11695,595,774
g11696,642,923
g11697,3566,4115
g11698,253,300
g11699,32,75
g11700,1,1
g11701,15,20
g11702,465,740
g11703,447,515
g11704,870,1011
g11705,157,157
g11706,1,4
g11707,30,35
g11708,8,8
g11709,1313,1546
g11710,381,450
g11711,27,47
g11712,310,435
g11713,402,605
g11714,20,32
g11715,1087,1292
g11716,276,361
g11717,7460,9568
g11718,265,381
g11719,16,28
g11720,62,64
g11721,82,87
g11722,541,600
g11723,678,865
g11724,479,560
g11725,865,899
g11726,1351,1414
g11727,626,737
g11728,10,12
g11729,1171,1479
g11730,766,1052
g11731,321,357
g11732,8,5
g11733,924,1113
g11734,1116,1336
g11735,119549,149727
g11736,54,63
g11737,386,429
g11738,53,58
g11739,415,492
g11740,56,57
g11741,76,73
g11742,889,1234
g11743,294,432
g11744,573,646
g11745,0,0
g11746,410,532
g11747,46,60
g11748,0,0
g11749,413,633
g11750,480,610
g11751,66,62
g11752,176,221
g11753,259,368
g11754,590,690
g11755,8,13
g11756,405,439
g11757,191,179
g11758,30,33
g11759,309,371
g11760,165,237
g11761,355,443
g11762,0,3
g11763,3,3
g11764,9,14
g11765,716,901
g11766,126,162
g11767,558,715
g11768,0,0
g11769,0,0
g11770,1515,1771
g11771,199,230
g11772,246,277
g11773,753,909
g11774,385,450
g11775,10,21
g11776,1358,1550
g11777,632,939
g11778,117,161
g11779,621,845
g11780,68,90
g11781,1,8
g11782,326,345
g11783,104,108
g11784,20,26
g11785,40,32
g11786,851,1069
g11787,132,135
g11788,271,314
g11789,11,25
g11790,22,28
g11791,514,596
g11792,361,411
g11793,658,872
g11794,592,650
g11795,241,290
g11796,156,225
g11797,132,177
g11798,123,152
g11799,81,112
g11800,118,167
g11801,2381,2604
g11802,50,84
g11803,48,72
g11804,105,99
g11805,1540,1925
g11806,2048,2816
g11807,25,47
g11808,579,741
g11809,646,746
g11810,530,727
g11811,12,8
g11812,641,689
g11813,4,2
g11814,2670,3030
g11815,2538,3687
g11816,970,1141
g11817,82,117
g11818,9,7
g11819,0,0
g11820,0,0
g11821,0,0
g11822,0,0
g11823,0,0
g11824,0,0
g11825,0,0
g11826,28,53
g11827,48,52
g11828,0,2
g11829,16,21
g11830,741,967
g11831,429,468
g11832,22,44
g11833,354,368
g11834,12,17
g11835,1196,1436
g11836,1193,1807
g11837,303,298
g11838,167,232
g11839,272,266
g11840,147,135
g11841,372,421
g11842,46,59
g11843,720,914
g11844,1472,1835
g11845,405,903
g11846,329,594
g11847,42,72
g11848,1007,1062
g11849,180,242
g11850,102,72
g11851,54,31
g11852,304,312
g11853,420,531
g11854,2664,3122
g11855,363,426
g11856,773,977
g11857,35,45
g11858,419,511
g11859,115,125
g11860,1848,2022
g11861,441,482
g11862,1019,1042
g11863,14368,16636
g11864,0,1
g11865,235,329
g11866,2,3
g11867,1,2
g11868,650,759
g11869,1118,1753
g11870,20,30
g11871,384,519
g11872,458,575
g11873,1092,1403
g11874,1497,1869
g11875,600,627
g11876,625,622
g11877,46,88
g11878,140,236
g11879,297,448
g11880,17,16
g11881,3,7
g11882,414,546
g11883,882,1086
g11884,130,178
g11885,111,168
g11886,163,236
g11887,173,205
g11888,10128,12397
g11889,31,57
g11890,4,2
g11891,3,0
g11892,312,329
g11893,2,4
g11894,1,1
g11895,1,1
g11896,51,63
g11897,2043,2548
g11898,732,957
g11899,2469,2749
g11900,1,0
g11901,15,11
g11902,116,155
g11903,0,1
g11904,0,0
g11905,0,0
g11906,0,0
g11907,0,0
g11908,1,1
g11909,0,0
g11910,0,0
g11911,0,0
g11912,0,2
g11913,0,0
g11914,0,8
g11915,22,44
g11916,2,12
g11917,1,0
g11918,0,1
g11919,40,35
g11920,0,2
g11921,1,0
g11922,0,0
g11923,74,75
g11924,6,8
g11925,44,47
g11926,1,6
g11927,0,2
g11928,0,0
g11929,0,0
g11930,0,0
g11931,0,1
g11932,216,270
g11933,109,190
g11934,0,0
g11935,0,0
g11936,0,0
g11937,1,1
g11938,378,521
g11939,804,1125
g11940,0,0
g11941,0,0
g11942,0,0
g11943,0,0
g11944,0,0
g11945,0,0
g11946,0,0
g11947,0,0
g11948,0,0
g11949,0,0
g11950,0,0
g11951,0,0
g11952,0,0
g11953,0,0
g11954,0,0
g11955,0,0
g11956,76,150
g11957,794,1168
g11958,853,980
g11959,15,23
g11960,1,4
g11961,1,1
g11962,0,0
g11963,0,0
g11964,0,3
g11965,706,840
g11966,20,21
g11967,1584,1951
g11968,15,26
g11969,0,0
g11970,0,0
g11971,0,0
g11972,0,0
g11973,1,0
g11974,0,0
g11975,0,0
g11976,0,0
g11977,0,0
g11978,0,0
g11979,0,0
g11980,0,0
g11981,0,0
g11982,0,0
g11983,0,0
g11984,0,0
g11985,0,0
g11986,0,1
g11987,0,0
g11988,0,1
g11989,0,0
g11990,0,0
g11991,0,0
g11992,0,0
g11993,0,0
g11994,0,0
g11995,0,0
g11996,0,0
g11997,0,0
g11998,0,0
g11999,0,0
g12000,0,0
g12001,0,0
g12002,0,0
g12003,0,0
g12004,0,0
g12005,0,1
g12006,0,0
g12007,0,0
g12008,0,0
g12009,0,1
g12010,0,0
g12011,684,939
g12012,1175,1552
g12013,354,401
g12014,10,10
g12015,1729,2334
g12016,297,378
g12017,43,73
g12018,751,965
g12019,6,4
g12020,609,993
g12021,148,189
g12022,239,330
g12023,469,631
g12024,850,982
g12025,425,444
g12026,74,55
g12027,57,59
g12028,189,235
g12029,26,34
g12030,191,270
g12031,435,454
g12032,0,0
g12033,4,5
g12034,1,0
g12035,15,27
g12036,33,46
g12037,1,6
g12038,907,1178
g12039,20,36
g12040,220,224
g12041,318,451
g12042,2094,2227
g12043,274,424
g12044,1,2
g12045,0,0
g12046,87,112
g12047,0,0
g12048,1257,1620
g12049,138,173
g12050,1,1
g12051,307,337
g12052,386,454
g12053,611,862
g12054,45,82
g12055,0,0
g12056,352,391
g12057,117,116
g12058,19,46
g12059,104,138
g12060,199,197
g12061,1558,1606
g12062,0,0
g12063,148,194
g12064,130,164
g12065,1,0
g12066,735,923
g12067,0,2
g12068,10,16
g12069,5,3
g12070,305,341
g12071,1989,2293
g12072,56,63
g12073,0,0
g12074,756,954
g12075,0,0
g12076,3,4
g12077,818,1028
g12078,5,4
g12079,559,790
g12080,164,232
g12081,0,0
g12082,1,0
g12083,175,263
g12084,10,11
g12085,104,134
g12086,526,685
g12087,914,1216
g12088,90,115
g12089,1,4
g12090,278,332
g12091,0,0
g12092,1,2
g12093,742,913
g12094,5,14
g12095,3,0
g12096,180,234
g12097,11,18
g12098,1,1
g12099,15,23
g12100,1604,1932
g12101,593,660
g12102,1,1
g12103,1024,1293
g12104,559,758
g12105,93,144
g12106,0,0
g12107,1499,1791
g12108,100,104
g12109,1,0
g12110,0,0
g12111,0,0
g12112,0,0
g12113,98,62
g12114,989,1186
g12115,7,7
g12116,1614,1951
g12117,79,123
g12118,0,0
g12119,191,243
g12120,579,716
g12121,39,40
g12122,522,567
g12123,865,1273
g12124,998,1174
g12125,2046,2600
g12126,47,50
g12127,0,0
g12128,0,0
g12129,50,59
g12130,0,0
g12131,2,1
g12132,1,0
g12133,0,0
g12134,0,0
g12135,10,15
g12136,1,0
g12137,49,44
g12138,19,4
g12139,116,148
g12140,5159,6026
g12141,12,14
g12142,67,47
g12143,521,560
g12144,144,153
g12145,5,8
g12146,11,7
g12147,0,1
g12148,7,13
g12149,19,13
g12150,52,77
g12151,215,257
g12152,0,0
g12153,515,772
g12154,0,1
g12155,124,186
g12156,162,182
g12157,89,121
g12158,0,0
g12159,33,34
g12160,6,9
g12161,182,287
g12162,74,112
g12163,288,464
g12164,4769,5609
g12165,242,342
g12166,1774,1718
g12167,112,148
g12168,6,11
g12169,648,875
g12170,16,3
g12171,1332,1151
g12172,1531,1657
g12173,23,38
g12174,282,425
g12175,2,2
g12176,18,31
g12177,827,1028
g12178,0,2
g12179,248,300
g12180,0,2
g12181,20,24
g12182,0,2
g12183,186,225
g12184,62,128
g12185,61,93
g12186,1083,1584
g12187,404,494
g12188,423,501
g12189,623,661
g12190,4,1
g12191,0,1
g12192,0,0
g12193,0,0
g12194,0,0
g12195,0,1
g12196,0,0
g12197,0,0
g12198,0,0
g12199,0,0
g12200,0,0
g12201,1,1
g12202,0,0
g12203,0,0
g12204,0,0
g12205,195,211
g12206,744,1176
g12207,1242,1487
g12208,203,288
g12209,187,304
g12210,0,4
g12211,259,298
g12212,0,1
g12213,405,702
g12214,7,17
g12215,0,1
g12216,0,0
g12217,1,1
g12218,0,0
g12219,67,83
g12220,4022,4537
g12221,40,63
g12222,6,9
g12223,358,486
g12224,321,365
g12225,519,653
g12226,0,3
g12227,511,634
g12228,142,165
g12229,99,140
g12230,608,680
g12231,49,64
g12232,250,392
g12233,630,757
g12234,958,1169
g12235,253,361
g12236,18,13
g12237,28,37
g12238,5,23
g12239,200,294
g12240,271,326
g12241,90,108
g12242,792,969
g12243,493,655
g12244,126,193
g12245,251,399
g12246,0,0
g12247,187,256
g12248,342,426
g12249,63,96
g12250,299,387
g12251,65,78
g12252,5,4
g12253,204,202
g12254,36,42
g12255,15,15
g12256,52,50
g12257,35,59
g12258,379,573
g12259,1,1
g12260,305,347
g12261,10,13
g12262,155,200
g12263,447,498
g12264,52,66
g12265,2,6
g12266,1,3
g12267,448,587
g12268,2,18
g12269,1,1
g12270,325,407
g12271,599,700
g12272,264,278
g12273,41,64
g12274,15,12
g12275,6,8
g12276,9600,12159
g12277,252,290
g12278,718,814
g12279,9,12
g12280,638,882
g12281,6,7
g12282,16,20
g12283,1271,1544
g12284,594,866
g12285,53,93
g12286,6,12
g12287,1981,2573
g12288,67,88
g12289,424,668
g12290,386,417
g12291,232,297
g12292,1261,1479
g12293,93,93
g12294,428,636
g12295,60,125
g12296,3,3
g12297,82,79
g12298,826,1164
g12299,2,11
g12300,156,189
g12301,39,48
g12302,146,212
g12303,233,283
g12304,0,0
g12305,0,9
g12306,181,180
g12307,337,397
g12308,2873,3227
g12309,9,27
g12310,274,328
g12311,104,86
g12312,1870,2132
g12313,398,500
g12314,1239,1600
g12315,5,6
g12316,73,84
g12317,1456,1841
g12318,41,42
g12319,218,240
g12320,519,636
g12321,110,121
g12322,626,793
g12323,0,0
g12324,14,23
g12325,47,71
g12326,2778,3515
g12327,296,313
g12328,150,193
g12329,65,81
g12330,602,921
g12331,562,789
g12332,302,340
g12333,1032,1180
g12334,4,2
g12335,100,115
g12336,220,208
g12337,185,223
g12338,960,1369
g12339,1405,2149
g12340,237,332
g12341,268,330
g12342,141,162
g12343,1008,1145
g12344,92,121
g12345,1,0
g12346,244,309
g12347,3150,3567
g12348,382,439
g12349,100,135
g12350,1977,2142
g12351,312,288
g12352,0,0
g12353,2475,3214
g12354,28,32
g12355,368,493
g12356,9,10
g12357,231,247
g12358,3,3
g12359,237,381
g12360,301,474
g12361,0,0
g12362,7,9
g12363,1142,1375
g12364,0,0
g12365,1640,1842
g12366,5,10
g12367,428,557
g12368,191,348
g12369,2,5
g12370,0,0
g12371,34,38
g12372,0,1
g12373,2031,2579
g12374,155,297
g12375,728,918
g12376,4,4
g12377,334,377
g12378,1318,1634
g12379,78,91
g12380,674,809
g12381,0,0
g12382,3,7
g12383,428,498
g12384,430,539
g12385,330,454
g12386,1,2
g12387,266,347
g12388,81,63
g12389,0,2
g12390,0,11
g12391,356,406
g12392,183,252
g12393,3,3
g12394,192,222
g12395,455,585
g12396,19,23
g12397,477,647
g12398,135,95
g12399,84,105
g12400,329,383
g12401,1336,1783
g12402,3,2
g12403,14,20
g12404,664,871
g12405,357,437
g12406,9,13
g12407,2174,2645
g12408,975,1152
g12409,48,52
g12410,0,0
g12411,0,0
g12412,0,3
g12413,0,0
g12414,1,0
g12415,0,0
g12416,0,0
g12417,804,1450
g12418,0,0
g12419,4,5
g12420,9,12
g12421,420,662
g12422,0,0
g12423,2,5
g12424,131,140
g12425,1375,1768
g12426,32,72
g12427,49,68
g12428,2,2
g12429,1,2
g12430,654,868
g12431,24,52
g12432,349,368
g12433,2,6
g12434,798,1018
g12435,168,281
g12436,5869,7090
g12437,1,1
g12438,336,426
g12439,89,121
g12440,625,799
g12441,143,172
g12442,220,310
g12443,3,0
g12444,542,734
g12445,1,0
g12446,14,8
g12447,0,0
g12448,0,0
g12449,0,0
g12450,0,0
g12451,0,0
g12452,0,0
g12453,0,0
g12454,0,0
g12455,0,0
g12456,0,0
g12457,0,0
g12458,0,0
g12459,0,0
g12460,0,0
g12461,1008,1384
g12462,453,521
g12463,86,98
g12464,2,1
g12465,0,2
g12466,0,3
g12467,208,265
g12468,7,15
g12469,243,268
g12470,610,651
g12471,105,143
g12472,8,7
g12473,652,911
g12474,6,30
g12475,3,7
g12476,1310,1680
g12477,25,34
g12478,632,807
g12479,64,76
g12480,1268,1454
g12481,207,286
g12482,122,153
g12483,1,0
g12484,35,78
g12485,342,367
g12486,121,172
g12487,297,261
g12488,203,275
g12489,852,1122
g12490,355,361
g12491,100,105
g12492,681,862
g12493,111,121
g12494,704,954
g12495,74,71
g12496,1,0
g12497,28,29
g12498,0,2
g12499,473,623
g12500,1632,2157
g12501,118,124
g12502,50,42
g12503,43,29
g12504,0,0
g12505,81,108
g12506,15,20
g12507,3,5
g12508,4,5
g12509,169,216
g12510,2128,2476
g12511,179,235
g12512,60,70
g12513,538,953
g12514,166,228
g12515,0,1
g12516,0,0
g12517,1,2
g12518,3,1
g12519,0,1
g12520,0,0
g12521,0,0
g12522,1,2
g12523,3,1
g12524,0,0
g12525,0,0
g12526,1,0
g12527,0,0
g12528,0,0
g12529,0,0
g12530,0,0
g12531,0,0
g12532,0,0
g12533,0,0
g12534,0,0
g12535,0,0
g12536,0,0
g12537,0,0
g12538,0,0
g12539,0,0
g12540,0,0
g12541,1,0
g12542,0,0
g12543,0,0
g12544,0,0
g12545,0,0
g12546,0,0
g12547,0,0
g12548,0,2
g12549,0,0
g12550,1,0
g12551,1,2
g12552,0,0
g12553,2,0
g12554,0,1
g12555,148,232
g12556,0,0
g12557,0,2
g12558,315,428
g12559,1,4
g12560,1018,1263
g12561,0,0
g12562,12,18
g12563,1620,2003
g12564,352,427
g12565,410,499
g12566,14,26
g12567,69,103
g12568,334,455
g12569,183,208
g12570,174,203
g12571,697,876
g12572,37,83
g12573,95,113
g12574,1,1
g12575,8510,10749
g12576,16885,21069
g12577,27,29
g12578,190,225
g12579,2,4
g12580,898,1230
g12581,0,7
g12582,1208,1228
g12583,0,0
g12584,25,36
g12585,92,140
g12586,15,28
g12587,142,200
g12588,644,861
g12589,757,857
g12590,96,102
g12591,0,0
g12592,177,172
g12593,0,0
g12594,128,179
g12595,85,95
g12596,362,407
g12597,1007,1240
g12598,83,99
g12599,1047,1236
g12600,0,0
g12601,600,742
g12602,667,738
g12603,0,1
g12604,272,357
g12605,17,28
g12606,7,3
g12607,3,6
g12608,49,77
g12609,3,2
g12610,0,0
g12611,3,8
g12612,32,46
g12613,0,0
g12614,2,10
g12615,483,649
g12616,1416,2044
g12617,80,119
g12618,8,10
g12619,175,223
g12620,92,177
g12621,3,0
g12622,0,1
g12623,0,0
g12624,209,310
g12625,1,2
g12626,8,16
g12627,145,188
g12628,1078,1373
g12629,532,683
g12630,251,283
g12631,1720,1999
g12632,0,1
g12633,11,12
g12634,318,337
g12635,1,0
g12636,15,24
g12637,0,0
g12638,4,6
g12639,20,16
g12640,5,2
g12641,44,35
g12642,0,0
g12643,15,17
g12644,78,81
g12645,207,407
g12646,0,0
g12647,602,890
g12648,2120,2372
g12649,166,224
g12650,308,361
g12651,306,354
g12652,339,429
g12653,153,196
g12654,4,8
g12655,852,1165
g12656,1,1
g12657,1,1
g12658,424,489
g12659,127,105
g12660,861,999
g12661,0,1
g12662,16,9
g12663,1375,1639
g12664,1,1
g12665,2,2
g12666,26,18
g12667,107,171
g12668,413,512
g12669,87,126
g12670,97,127
g12671,414,486
g12672,588,749
g12673,2,2
g12674,3,7
g12675,217,331
g12676,60,92
g12677,13,6
g12678,1005,1055
g12679,135,202
g12680,111,123
g12681,189,193
g12682,57,149
g12683,611,966
g12684,0,1
g12685,610,834
g12686,0,0
g12687,75,113
g12688,204,276
g12689,109,142
g12690,80,112
g12691,0,1
g12692,16,18
g12693,628,807
g12694,211,257
g12695,599,665
g12696,140,232
g12697,427,611
g12698,75,127
g12699,1158,1243
g12700,9,10
g12701,92,107
g12702,20,26
g12703,1,0
g12704,0,0
g12705,0,0
g12706,0,0
g12707,0,0
g12708,181,330
g12709,0,1
g12710,0,0
g12711,0,0
g12712,0,0
g12713,0,0
g12714,0,0
g12715,0,0
g12716,178,287
g12717,1097,1400
g12718,615,798
g12719,406,490
g12720,514,552
g12721,0,0
g12722,32,26
g12723,262,276
g12724,6,9
g12725,5,2
g12726,1299,1417
g12727,617,671
g12728,31,22
g12729,472,587
g12730,906,1152
g12731,1154,1346
g12732,614,718
g12733,2127,2719
g12734,102,141
g12735,1547,1876
g12736,723,817
g12737,1,0
g12738,94,102
g12739,400,474
g12740,134,149
g12741,28,25
g12742,15,32
g12743,1,2
g12744,0,0
g12745,0,0
g12746,0,0
g12747,478,483
g12748,740,821
g12749,945,1113
g12750,270,359
g12751,272,360
g12752,3498,4483
g12753,7,11
g12754,509,577
g12755,7,3
g12756,483,671
g12757,56,101
g12758,449,770
g12759,243,257
g12760,11,18
g12761,2,5
g12762,64,96
g12763,225,277
g12764,464,517
g12765,56,85
g12766,1370,1696
g12767,715,830
g12768,1403,1333
g12769,7527,8399
g12770,392,512
g12771,1,5
g12772,0,0
g12773,21,27
g12774,1404,2181
g12775,346,499
g12776,5,10
g12777,417,572
g12778,63,88
g12779,1674,2103
g12780,3,3
g12781,381,532
g12782,7,4
g12783,1018,1224
g12784,9,3
g12785,4,7
g12786,0,0
g12787,1352,1624
g12788,247,292
g12789,20,22
g12790,3,2
g12791,270,339
g12792,2210,2734
g12793,19,19
g12794,35,37
g12795,308,347
g12796,2080,2260
g12797,1,2
g12798,355,392
g12799,212,198
g12800,844,958
g12801,468,549
g12802,2,2
g12803,50,64
g12804,447,529
g12805,1337,1551
g12806,741,915
g12807,13055,17757
g12808,254,320
g12809,1718,1837
g12810,112,120
g12811,167,211
g12812,579,777
g12813,657,1121
g12814,197,265
g12815,521,622
g12816,105,172
g12817,9,12
g12818,913,1145
g12819,61,77
g12820,219,280
g12821,1495,1794
g12822,897,1066
g12823,435,561
g12824,345,420
g12825,437,690
g12826,8,14
g12827,1420,1678
g12828,225,264
g12829,0,5
g12830,6,4
g12831,2,0
g12832,0,0
g12833,18,9
g12834,405,419
g12835,349,365
g12836,241,236
g12837,193,181
g12838,665,800
g12839,390,424
g12840,343,440
g12841,548,690
g12842,382,543
g12843,24,33
g12844,1021,1202
g12845,1412,1766
g12846,29,26
g12847,35,28
g12848,9,3
g12849,777,997
g12850,36,73
g12851,83,155
g12852,382,432
g12853,2011,2284
g12854,7,5
g12855,47,28
g12856,118,165
g12857,418,605
g12858,895,1035
g12859,73,93
g12860,186,204
g12861,176,240
g12862,2412,3168
g12863,367,471
g12864,190,249
g12865,1619,1785
g12866,1282,1555
g12867,679,979
g12868,4,2
g12869,567,760
g12870,278,478
g12871,10,7
g12872,274,340
g12873,531,607
g12874,108,120
g12875,450,566
g12876,313,440
g12877,24,31
g12878,413,502
g12879,354,319
g12880,907,1174
g12881,448,525
g12882,1,1
g12883,408,437
g12884,339,448
g12885,12,13
g12886,8,11
g12887,315,397
g12888,24,22
g12889,529,609
g12890,11,11
g12891,32,34
g12892,23,26
g12893,573,1058
g12894,1365,1390
g12895,331,446
g12896,127,118
g12897,25,42
g12898,162,183
g12899,205,309
g12900,235,331
g12901,1408,1856
g12902,318,354
g12903,467,534
g12904,80,80
g12905,464,550
g12906,862,977
g12907,28,48
g12908,5,10
g12909,750,957
g12910,112,154
g12911,836,936
g12912,1590,1943
g12913,8598,9995
g12914,229,251
g12915,674,853
g12916,647,713
g12917,2,7
g12918,143,198
g12919,26,43
g12920,4,0
g12921,9,7
g12922,1026,1265
g12923,932,1275
g12924,1,0
g12925,2622,3288
g12926,308,363
g12927,0,0
g12928,1,0
g12929,538,671
g12930,9,11
g12931,1732,1999
g12932,54,61
g12933,0,1
g12934,4,4
g12935,330,469
g12936,371,518
g12937,0,1
g12938,41,47
g12939,591,815
g12940,331,370
g12941,0,0
g12942,5,2
g12943,185,240
g12944,0,0
g12945,0,0
g12946,0,0
g12947,0,0
g12948,0,0
g12949,1,0
g12950,0,0
g12951,0,0
g12952,0,0
g12953,0,0
g12954,0,0
g12955,0,0
g12956,0,1
g12957,0,0
g12958,0,0
g12959,0,0
g12960,0,0
g12961,0,0
g12962,0,0
g12963,0,0
g12964,0,0
g12965,0,0
g12966,0,1
g12967,0,1
g12968,0,0
g12969,0,0
g12970,0,0
g12971,0,0
g12972,0,0
g12973,730,790
g12974,2112,2875
g12975,0,0
g12976,399,496
g12977,303,388
g12978,1727,2094
g12979,195,317
g12980,2383,2991
g12981,55,69
g12982,445,465
g12983,14,32
g12984,777,974
g12985,1277,1628
g12986,1,4
g12987,130,156
g12988,3,4
g12989,7,3
g12990,240,416
g12991,8,11
g12992,674,748
g12993,507,577
g12994,584,734
g12995,1060,1397
g12996,106,130
g12997,531,771
g12998,253,405
g12999,9,24
g13000,24,32
g13001,0,0
g13002,280,351
g13003,2777,3657
g13004,39,45
g13005,153,211
g13006,0,0
g13007,0,0
g13008,1227,1626
g13009,571,734
g13010,534,794
g13011,925,1123
g13012,3918,5483
g13013,105,92
g13014,161,178
g13015,388,557
g13016,9,20
g13017,1,0
g13018,1550,1802
g13019,0,0
g13020,0,0
g13021,1,2
g13022,65,97
g13023,43,59
g13024,105,139
g13025,1515,1825
g13026,10723,15529
g13027,82,131
g13028,1242,1581
g13029,177,285
g13030,2,1
g13031,596,787
g13032,751,912
g13033,1403,1783
g13034,296,353
g13035,350,655
g13036,169,201
g13037,61,90
g13038,131,224
g13039,2,2
g13040,0,0
g13041,20,23
g13042,366,558
g13043,111,198
g13044,1,6
g13045,11,25
g13046,0,2
g13047,4,14
g13048,2,6
g13049,0,1
g13050,223,268
g13051,3,3
g13052,17,18
g13053,1085,1352
g13054,0,0
g13055,15,17
g13056,0,1
g13057,832,991
g13058,220,275
g13059,1767,2320
g13060,47,61
g13061,8,15
g13062,1033,1262
g13063,163,168
g13064,51,53
g13065,0,0
g13066,63,68
g13067,127,184
