,het_E14.5_f5,het_E14.5_f4
g03496,8,12
g03497,0,0
g03498,160,340
g03499,1,2
g03500,8,4
g03501,319,314
g03502,55,88
g03503,389,443
g03504,608,826
g03505,121,180
g03506,57,85
g03507,42,24
g03508,1,0
g03509,19,13
g03510,0,0
g03511,21,12
g03512,612,515
g03513,32,16
g03514,1940,1742
g03515,226,346
g03516,3,5
g03517,208,269
g03518,741,854
g03519,1709,1941
g03520,76,69
g03521,1067,1384
g03522,58,40
g03523,29,16
g03524,202,284
g03525,741,876
g03526,11,13
g03527,102,97
g03528,28,43
g03529,386,483
g03530,49,64
g03531,395,419
g03532,52,59
g03533,62,139
g03534,10,14
g03535,19,17
g03536,1,1
g03537,1,0
g03538,0,0
g03539,0,0
g03540,0,0
g03541,0,0
g03542,0,0
g03543,0,0
g03544,0,0
g03545,0,0
g03546,0,0
g03547,0,0
g03548,0,0
g03549,0,0
g03550,0,0
g03551,0,0
g03552,0,0
g03553,0,0
g03554,0,0
g03555,0,0
g03556,0,0
g03557,1,0
g03558,0,0
g03559,0,0
g03560,0,0
g03561,0,0
g03562,0,0
g03563,0,0
g03564,0,0
g03565,0,0
g03566,0,0
g03567,1,0
g03568,0,0
g03569,1,0
g03570,265,502
g03571,12,25
g03572,1032,1193
g03573,2525,3585
g03574,474,567
g03575,170,179
g03576,327,510
g03577,892,1069
g03578,0,5
g03579,689,795
g03580,1265,1287
g03581,1158,1172
g03582,0,2
g03583,0,0
g03584,364,408
g03585,332,352
g03586,52,89
g03587,1139,1394
g03588,223,242
g03589,206,232
g03590,949,954
g03591,1,7
g03592,281,317
g03593,63,64
g03594,5,7
g03595,60,63
g03596,4704,5047
g03597,7,11
g03598,117,166
g03599,206,342
g03600,1,1
g03601,759,976
g03602,306,359
g03603,976,1101
g03604,1212,1463
g03605,4736,3770
g03606,69,76
g03607,12,14
g03608,7,8
g03609,665,584
g03610,419,504
g03611,311,272
g03612,408,410
g03613,3,6
g03614,514,658
g03615,147,159
g03616,1058,1161
g03617,291,391
g03618,1323,1916
g03619,8,0
g03620,26,57
g03621,697,777
g03622,1793,2173
g03623,1,0
g03624,1465,1809
g03625,16,13
g03626,412,417
g03627,1,3
g03628,21,31
g03629,576,641
g03630,27,26
g03631,459,575
g03632,18,17
g03633,780,922
g03634,197,214
g03635,17,21
g03636,2897,3776
g03637,134,207
g03638,2614,2888
g03639,8,7
g03640,1344,1665
g03641,13,19
g03642,11,18
g03643,2,2
g03644,178,383
g03645,704,647
g03646,78,69
g03647,182,215
g03648,827,1103
g03649,1,0
g03650,0,0
g03651,289,302
g03652,374,341
g03653,1325,1754
g03654,166,173
g03655,132,152
g03656,28,37
g03657,5,7
g03658,2,5
g03659,5,13
g03660,597,641
g03661,18,24
g03662,1794,1984
g03663,611,733
g03664,2861,3179
g03665,14,13
g03666,0,2
g03667,661,676
g03668,338,752
g03669,530,475
g03670,291,329
g03671,17,9
g03672,0,2
g03673,0,0
g03674,115,122
g03675,190,447
g03676,197,458
g03677,3,2
g03678,116,213
g03679,970,1230
g03680,1080,1091
g03681,448,485
g03682,203,237
g03683,489,846
g03684,168,180
g03685,171,330
g03686,28,28
g03687,282,212
g03688,436,483
g03689,97,110
g03690,2017,2447
g03691,0,1
g03692,2544,2734
g03693,37,45
g03694,80,77
g03695,193,216
g03696,129,139
g03697,56,71
g03698,406,690
g03699,5,7
g03700,0,1
g03701,0,0
g03702,0,1
g03703,10,2
g03704,968,1147
g03705,486,622
g03706,381,393
g03707,663,751
g03708,59,106
g03709,21,34
g03710,56,63
g03711,769,1032
g03712,186,203
g03713,418,539
g03714,3910,4316
g03715,338,301
g03716,711,1627
g03717,129,123
g03718,359,297
g03719,1,0
g03720,43,131
g03721,1,4
g03722,1,8
g03723,19,20
g03724,9,4
g03725,66,60
g03726,8,6
g03727,0,0
g03728,0,1
g03729,184,254
g03730,0,0
g03731,2,3
g03732,252,316
g03733,8,20
g03734,1161,1264
g03735,226,209
g03736,179,219
g03737,11,5
g03738,145,193
g03739,500,697
g03740,44,57
g03741,75,78
g03742,309,303
g03743,12,15
g03744,0,0
g03745,9,9
g03746,42,46
g03747,1,0
g03748,5,2
g03749,1,1
g03750,19,14
g03751,17,14
g03752,4,5
g03753,20,19
g03754,48,38
g03755,1,2
g03756,96,111
g03757,2306,2986
g03758,230,375
g03759,3,2
g03760,26,31
g03761,74,67
g03762,550,580
g03763,8,7
g03764,1,5
g03765,37,19
g03766,2,2
g03767,11,14
g03768,9,7
g03769,2,4
g03770,3,0
g03771,1,1
g03772,0,8
g03773,512,680
g03774,6,19
g03775,452,553
g03776,457,616
g03777,24,34
g03778,68,91
g03779,445,456
g03780,4,9
g03781,786,999
g03782,424,501
g03783,109,222
g03784,40,90
g03785,0,1
g03786,110,130
g03787,97,75
g03788,1,4
g03789,825,1048
g03790,23,40
g03791,37,35
g03792,309,304
g03793,70,127
g03794,2,13
g03795,559,782
g03796,1,2
g03797,1078,1144
g03798,7,15
g03799,325,402
g03800,433,526
g03801,0,0
g03802,20,17
g03803,2,1
g03804,6,6
g03805,49,52
g03806,366,469
g03807,302,29
g03808,0,0
g03809,320,318
g03810,822,1101
g03811,2891,3177
g03812,245,279
g03813,1260,1474
g03814,82,87
g03815,403,537
g03816,3,1
g03817,59,91
g03818,294,462
g03819,6241,7062
g03820,395,520
g03821,12,14
g03822,253,277
g03823,378,650
g03824,338,356
g03825,207,191
g03826,428,532
g03827,0,0
g03828,1053,1582
g03829,421,804
g03830,112,102
g03831,15,13
g03832,3,6
g03833,1,1
g03834,31,24
g03835,4,5
g03836,14,10
g03837,0,0
g03838,191,287
g03839,1233,1592
g03840,14,13
g03841,92,77
g03842,13,8
g03843,100,122
g03844,1,1
g03845,291,652
g03846,12,12
g03847,1,2
g03848,108,124
g03849,1,3
g03850,0,0
g03851,0,0
g03852,1,0
g03853,609,814
g03854,11,12
g03855,1,2
g03856,0,0
g03857,4,4
g03858,0,1
g03859,0,0
g03860,1562,2104
g03861,2,3
g03862,25,33
g03863,604,822
g03864,50,62
g03865,508,470
g03866,0,0
g03867,1,0
g03868,139,175
g03869,272,334
g03870,193,170
g03871,240,460
g03872,0,0
g03873,3,5
g03874,138,130
g03875,20,29
g03876,27,26
g03877,73,68
g03878,194,213
g03879,528,755
g03880,60,92
g03881,447,543
g03882,172,176
g03883,328,345
g03884,0,0
g03885,0,0
g03886,177,312
g03887,448,529
g03888,578,627
g03889,1081,1277
g03890,942,1339
g03891,490,683
g03892,3042,3980
g03893,229,198
g03894,193,202
g03895,2389,2968
g03896,687,874
g03897,54,90
g03898,1822,1609
g03899,2,5
g03900,54,62
g03901,24,20
g03902,83,123
g03903,106,109
g03904,162,99
g03905,2469,3062
g03906,425,467
g03907,76,89
g03908,622,808
g03909,3,4
g03910,3,6
g03911,0,0
g03912,0,0
g03913,0,0
g03914,0,0
g03915,0,0
g03916,0,0
g03917,11981,10016
g03918,161,129
g03919,10,7
g03920,1726,2274
g03921,43,39
g03922,884,1375
g03923,267,183
g03924,354,400
g03925,38,23
g03926,8,5
g03927,15,4
g03928,14,10
g03929,1182,1249
g03930,265,293
g03931,528,663
g03932,995,1056
g03933,25,26
g03934,1036,1685
g03935,258,417
g03936,366,489
g03937,6,5
g03938,8,3
g03939,72,99
g03940,682,817
g03941,78,43
g03942,144,97
g03943,23,18
g03944,6,4
g03945,7,4
g03946,1471,1237
g03947,14,14
g03948,0,0
g03949,138,202
g03950,1042,1151
g03951,22,22
g03952,1,0
g03953,0,1
g03954,12,0
g03955,9,0
g03956,68,99
g03957,1,7
g03958,535,1367
g03959,178,454
g03960,139,383
g03961,186,453
g03962,88,172
g03963,1,0
g03964,119,277
g03965,392,1049
g03966,155,385
g03967,1,3
g03968,1,0
g03969,18,26
g03970,10,25
g03971,300,564
g03972,941,1155
g03973,17,18
g03974,1618,1876
g03975,561,455
g03976,0,0
g03977,358,442
g03978,2,0
g03979,5,15
g03980,242,279
g03981,92,127
g03982,119,84
g03983,94,69
g03984,116,146
g03985,7,14
g03986,542,659
g03987,145,194
g03988,1,2
g03989,454,496
g03990,5426,6332
g03991,740,866
g03992,754,832
g03993,291,347
g03994,19,34
g03995,812,1118
g03996,552,664
g03997,52,66
g03998,115,242
g03999,0,0
g04000,34,47
g04001,1190,1637
g04002,66,59
g04003,437,413
g04004,248,313
g04005,1175,1733
g04006,343,365
g04007,2,4
g04008,1790,2276
g04009,5,10
g04010,1597,1835
g04011,46,70
g04012,9,13
g04013,5,2
g04014,10,10
g04015,352,528
g04016,27,15
g04017,33,90
g04018,645,784
g04019,1124,1315
g04020,1495,1745
g04021,0,2
g04022,99,284
g04023,15,9
g04024,2,1
g04025,306,395
g04026,84,107
g04027,4,25
g04028,101,117
g04029,1227,1086
g04030,201,274
g04031,46,73
g04032,26,29
g04033,11,4
g04034,1,0
g04035,676,691
g04036,0,0
g04037,0,0
g04038,0,1
g04039,27,26
g04040,182,231
g04041,1232,1499
g04042,0,0
g04043,1003,1148
g04044,1506,2200
g04045,211,294
g04046,1107,1353
g04047,133,176
g04048,538,621
g04049,296,298
g04050,314,271
g04051,368,355
g04052,605,566
g04053,8,11
g04054,5115,5568
g04055,6925,5574
g04056,22,18
g04057,3,1
g04058,191,231
g04059,1076,1420
g04060,16,44
g04061,4,5
g04062,2,2
g04063,3,3
g04064,1,3
g04065,5,1
g04066,1847,1496
g04067,1,2
g04068,3,1
g04069,1,1
g04070,27,57
g04071,0,1
g04072,0,0
g04073,0,0
g04074,0,1
g04075,0,0
g04076,0,0
g04077,1,0
g04078,0,0
g04079,0,0
g04080,0,0
g04081,0,0
g04082,0,0
g04083,0,0
g04084,0,0
g04085,1,0
g04086,0,0
g04087,0,0
g04088,0,0
g04089,1,0
g04090,0,0
g04091,0,0
g04092,0,0
g04093,0,0
g04094,0,0
g04095,0,0
g04096,0,0
g04097,0,0
g04098,0,0
g04099,0,0
g04100,0,0
g04101,0,0
g04102,0,0
g04103,0,0
g04104,0,1
g04105,0,0
g04106,0,0
g04107,1,0
g04108,1,0
g04109,3,0
g04110,1,2
g04111,2,8
g04112,1,0
g04113,1,2
g04114,1,0
g04115,3,0
g04116,1,2
g04117,16,17
g04118,1600,1040
g04119,833,383
g04120,1,0
g04121,2362,2001
g04122,12,10
g04123,269,260
g04124,0,1
g04125,358,222
g04126,0,1
g04127,293,668
g04128,1483,1372
g04129,821,855
g04130,2035,1901
g04131,737,834
g04132,20,15
g04133,561,639
g04134,4071,5312
g04135,7,16
g04136,283,359
g04137,1872,1970
g04138,29,23
g04139,640,757
g04140,458,510
g04141,28,28
g04142,575,540
g04143,3,4
g04144,1507,1862
g04145,38,87
g04146,0,0
g04147,81,124
g04148,541,613
g04149,124,120
g04150,1047,1213
g04151,1287,1368
g04152,846,1102
g04153,128,131
g04154,2,1
g04155,291,372
g04156,264,338
g04157,141,115
g04158,780,1008
g04159,392,399
g04160,54,83
g04161,291,358
g04162,18,21
g04163,75,150
g04164,353,335
g04165,300,357
g04166,537,550
g04167,94,112
g04168,386,546
g04169,97,126
g04170,629,845
g04171,1357,1528
g04172,53,62
g04173,29,13
g04174,0,0
g04175,413,448
g04176,88,149
g04177,166,183
g04178,87,64
g04179,22,47
g04180,57,69
g04181,1318,1736
g04182,212,275
g04183,95,119
g04184,641,690
g04185,1984,2586
g04186,27,27
g04187,0,0
g04188,100,101
g04189,1,2
g04190,59,83
g04191,623,734
g04192,203,321
g04193,323,549
g04194,0,0
g04195,5,7
g04196,599,764
g04197,1,0
g04198,178,353
g04199,11,11
g04200,314,383
g04201,0,0
g04202,1,0
g04203,0,0
g04204,281,364
g04205,355,424
g04206,233,270
g04207,901,1090
g04208,110,104
g04209,8,6
g04210,474,562
g04211,1363,1976
g04212,1910,2412
g04213,292,289
g04214,443,1096
g04215,839,913
g04216,911,763
g04217,1088,1924
g04218,48,54
g04219,1342,1371
g04220,27,27
g04221,1858,1777
g04222,12,13
g04223,13,28
g04224,310,376
g04225,472,760
g04226,472,508
g04227,3,4
g04228,1377,1339
g04229,2,2
g04230,0,2
g04231,14,15
g04232,487,494
g04233,34,34
g04234,4,1
g04235,1299,1139
g04236,13,13
g04237,863,1062
g04238,67,108
g04239,70,81
g04240,527,589
g04241,81,130
g04242,60,70
g04243,4,7
g04244,0,4
g04245,142,145
g04246,24,31
g04247,159,165
g04248,5,1
g04249,220,186
g04250,0,1
g04251,0,0
g04252,0,0
g04253,0,6
g04254,1029,1247
g04255,42,62
g04256,25,31
g04257,211,189
g04258,863,1170
g04259,3,9
g04260,718,928
g04261,11,29
g04262,1,0
g04263,2462,5433
g04264,83,223
g04265,1675,1675
g04266,371,348
g04267,1749,1873
g04268,1668,2541
g04269,0,1
g04270,166,179
g04271,1,4
g04272,368,383
g04273,107,148
g04274,983,1159
g04275,1637,1522
g04276,2,3
g04277,1114,1607
g04278,123,297
g04279,28,56
g04280,55,109
g04281,2522,3128
g04282,162,174
g04283,880,1013
g04284,1122,1199
g04285,405,471
g04286,687,877
g04287,1792,2173
g04288,980,1240
g04289,1189,1512
g04290,1092,1047
g04291,4,12
g04292,1,0
g04293,1,0
g04294,20,27
g04295,70,58
g04296,4,8
g04297,165,164
g04298,208,237
g04299,80,117
g04300,548,792
g04301,1231,1092
g04302,8,20
g04303,77,80
g04304,5755,6959
g04305,117,145
g04306,303,347
g04307,985,1225
g04308,184,197
g04309,11,21
g04310,2217,2418
g04311,7,6
g04312,550,644
g04313,16,16
g04314,527,656
g04315,9,8
g04316,773,914
g04317,9,8
g04318,731,733
g04319,114,180
g04320,150,200
g04321,8,13
g04322,15,54
g04323,466,642
g04324,0,1
g04325,1,1
g04326,103,128
g04327,24,29
g04328,605,449
g04329,0,0
g04330,191,213
g04331,0,1
g04332,74,94
g04333,996,1169
g04334,0,0
g04335,975,1373
g04336,44,54
g04337,107,152
g04338,60,79
g04339,276,263
g04340,2986,3404
g04341,50,42
g04342,1,0
g04343,0,0
g04344,352,354
g04345,301,412
g04346,1047,1519
g04347,101,83
g04348,11,10
g04349,484,643
g04350,338,319
g04351,7,13
g04352,303,428
g04353,0,0
g04354,16,8
g04355,293,197
g04356,1,0
g04357,1,0
g04358,82,54
g04359,0,0
g04360,207,260
g04361,11,21
g04362,625,742
g04363,324,348
g04364,275,258
g04365,49,60
g04366,1175,1236
g04367,336,417
g04368,1,1
g04369,6,9
g04370,19,41
g04371,624,845
g04372,20,25
g04373,35,49
g04374,57,71
g04375,0,1
g04376,495,464
g04377,13,33
g04378,5,3
g04379,1,0
g04380,2,4
g04381,9,23
g04382,0,1
g04383,0,0
g04384,0,0
g04385,0,0
g04386,2,0
g04387,19,21
g04388,0,0
g04389,255,343
g04390,116,120
g04391,133,154
g04392,7,20
g04393,140,238
g04394,13,21
g04395,0,2
g04396,1,0
g04397,4,5
g04398,163,269
g04399,483,694
g04400,446,499
g04401,313,370
g04402,193,292
g04403,1,0
g04404,0,0
g04405,10,13
g04406,80,97
g04407,217,275
g04408,2,0
g04409,1916,2650
g04410,27,26
g04411,852,921
g04412,377,440
g04413,419,500
g04414,142,176
g04415,159,237
g04416,298,533
g04417,3,1
g04418,0,0
g04419,611,729
g04420,609,597
g04421,164,170
g04422,135,114
g04423,6,2
g04424,3,1
g04425,264,304
g04426,30,43
g04427,9,9
g04428,566,754
g04429,44,34
g04430,188,201
g04431,14,16
g04432,918,1103
g04433,3091,3825
g04434,3118,3857
g04435,690,718
g04436,80,58
g04437,456,440
g04438,174,216
g04439,76,65
g04440,414,525
g04441,1054,1441
g04442,768,1077
g04443,197,200
g04444,15,24
g04445,526,476
g04446,784,854
g04447,4,11
g04448,913,1018
g04449,45,65
g04450,703,976
g04451,71,91
g04452,5,8
g04453,689,778
g04454,28,44
g04455,748,932
g04456,3,5
g04457,110,103
g04458,151,213
g04459,3,2
g04460,147,156
g04461,0,1
g04462,1,3
g04463,1,4
g04464,70,54
g04465,0,2
g04466,1,1
g04467,1,0
g04468,215,288
g04469,682,718
g04470,127,134
g04471,3180,3588
g04472,214,239
g04473,216,518
g04474,173,173
g04475,1667,1814
g04476,2541,2814
g04477,10,10
g04478,1732,1986
g04479,147,192
g04480,14,23
g04481,2,4
g04482,444,387
g04483,436,523
g04484,69,84
g04485,642,650
g04486,2,4
g04487,30,33
g04488,8,4
g04489,122,121
g04490,29,24
g04491,353,447
g04492,67,77
g04493,14,29
g04494,5,16
g04495,466,581
g04496,539,506
g04497,1706,1657
g04498,40,51
g04499,101,75
g04500,112,73
g04501,505,587
g04502,177,146
g04503,34,37
g04504,103,115
g04505,115,222
g04506,0,0
g04507,568,527
g04508,74,110
g04509,374,435
g04510,1367,1974
g04511,84,114
g04512,1339,1399
g04513,1035,1259
g04514,79,56
g04515,165,172
g04516,127,121
g04517,0,2
g04518,897,608
g04519,446,555
g04520,144,286
g04521,1,3
g04522,911,1061
g04523,26,32
g04524,473,608
g04525,235,280
g04526,408,413
g04527,380,650
g04528,0,0
g04529,0,0
g04530,402,384
g04531,273,287
g04532,94,91
g04533,1489,1842
g04534,135,155
g04535,9,12
g04536,104,126
g04537,370,394
g04538,7,8
g04539,7,5
g04540,240,245
g04541,22,21
g04542,19,10
g04543,467,523
g04544,789,1078
g04545,1,2
g04546,0,4
g04547,37,45
g04548,262,292
g04549,153,161
g04550,840,798
g04551,573,703
g04552,200,259
g04553,493,533
g04554,0,1
g04555,26,15
g04556,479,617
g04557,10,14
g04558,2947,3024
g04559,8344,8809
g04560,4937,4999
g04561,1206,1558
g04562,673,811
g04563,10,8
g04564,450,594
g04565,221,345
g04566,207,232
g04567,38,60
g04568,216,225
g04569,24,25
g04570,92,159
g04571,434,594
g04572,257,312
g04573,586,666
g04574,442,817
g04575,66,76
g04576,35,21
g04577,5,7
g04578,262,252
g04579,313,362
g04580,377,441
g04581,420,467
g04582,3832,4554
g04583,108,135
g04584,443,600
g04585,1498,1599
g04586,0,5
g04587,1,0
g04588,2,8
g04589,0,1
g04590,1,0
g04591,0,1
g04592,24,22
g04593,117,124
g04594,197,254
g04595,384,348
g04596,1087,1366
g04597,1138,1416
g04598,904,1007
g04599,119,189
g04600,279,354
g04601,20,26
g04602,1002,1401
g04603,348,234
g04604,256,310
g04605,160,198
g04606,1,3
g04607,8,13
g04608,155,192
g04609,1946,2557
g04610,996,1819
g04611,228,330
g04612,797,784
g04613,480,563
g04614,145,149
g04615,2686,3190
g04616,7,15
g04617,4,10
g04618,465,732
g04619,303,391
g04620,344,434
g04621,274,323
g04622,94,136
g04623,1003,1247
g04624,22,25
g04625,1,1
g04626,999,1097
g04627,35,42
g04628,54,59
g04629,12,26
g04630,0,6
g04631,577,690
g04632,136,262
g04633,131,127
g04634,50,37
g04635,177,252
g04636,1240,1456
g04637,262,225
g04638,33,32
g04639,2,1
g04640,0,0
g04641,10,16
g04642,382,416
g04643,12,9
g04644,196,173
g04645,0,0
g04646,1393,1650
g04647,1,1
g04648,2530,2912
g04649,2,1
g04650,1761,1480
g04651,429,333
g04652,4,4
g04653,3594,3696
g04654,425,453
g04655,435,488
g04656,45,69
g04657,0,0
g04658,735,527
g04659,5,1
g04660,175,250
g04661,0,2
g04662,0,2
g04663,55,60
g04664,1,0
g04665,0,0
g04666,181,197
g04667,1512,1612
g04668,86,138
g04669,0,0
g04670,5,10
g04671,0,1
g04672,0,5
g04673,412,615
g04674,14,25
g04675,221,411
g04676,1764,2191
g04677,1358,1601
g04678,277,417
g04679,0,0
g04680,0,0
g04681,1780,2339
g04682,239,340
g04683,0,1
g04684,93,147
g04685,454,461
g04686,1703,2154
g04687,76,77
g04688,2,9
g04689,19,24
g04690,4079,4618
g04691,10,15
g04692,145,163
g04693,1,1
g04694,10,19
g04695,732,963
g04696,285,308
g04697,93,131
g04698,34,39
g04699,0,0
g04700,2,0
g04701,32,23
g04702,0,0
g04703,0,0
g04704,22,17
g04705,2,5
g04706,0,0
g04707,0,0
g04708,0,0
g04709,0,0
g04710,14,11
g04711,0,1
g04712,0,0
g04713,6,8
g04714,9,3
g04715,8,17
g04716,3,2
g04717,327,431
g04718,191,264
g04719,944,972
g04720,193,241
g04721,975,1069
g04722,691,931
g04723,13,21
g04724,2,2
g04725,0,0
g04726,2,4
g04727,42,43
g04728,8,4
g04729,8,13
g04730,0,1
g04731,34,19
g04732,0,0
g04733,178,223
g04734,232,160
g04735,303,397
g04736,39,49
g04737,935,921
g04738,84,103
g04739,660,768
g04740,3883,6279
g04741,575,716
g04742,1,1
g04743,0,0
g04744,1,0
g04745,1039,1043
g04746,28,48
g04747,95,106
g04748,1,5
g04749,4,10
g04750,4354,6535
g04751,1,1
g04752,1,0
g04753,0,0
g04754,3,14
g04755,583,779
g04756,190,225
g04757,173,98
g04758,620,694
g04759,205,290
g04760,19,55
g04761,526,1204
g04762,49,89
g04763,4678,4463
g04764,2,0
g04765,26,19
g04766,0,1
g04767,335,439
g04768,18,23
g04769,239,284
g04770,71,96
g04771,4,2
g04772,0,0
g04773,4867,5201
g04774,883,976
g04775,0,2
g04776,184,187
g04777,0,3
g04778,106,84
g04779,68,74
g04780,632,760
g04781,138,262
g04782,1582,1779
g04783,555,1030
g04784,2,1
g04785,122,118
g04786,2,3
g04787,237,366
g04788,505,738
g04789,64,90
g04790,6,21
g04791,486,440
g04792,4,10
g04793,26,29
g04794,238,249
g04795,23,13
g04796,3,2
g04797,191,206
g04798,6,3
g04799,1207,906
g04800,68,68
g04801,197,292
g04802,1,2
g04803,559,667
g04804,27,33
g04805,0,0
g04806,543,445
g04807,6,5
g04808,0,1
g04809,3,2
g04810,572,985
g04811,43,86
g04812,4,3
g04813,1551,2245
g04814,400,627
g04815,0,0
g04816,388,295
g04817,119,173
g04818,0,0
g04819,821,728
g04820,10,8
g04821,79,176
g04822,2,3
g04823,70,83
g04824,569,863
g04825,122,173
g04826,19,9
g04827,330,463
g04828,8,5
g04829,1,2
g04830,244,272
g04831,648,865
g04832,21,35
g04833,459,936
g04834,158,135
g04835,1,3
g04836,656,963
g04837,747,1633
g04838,246,261
g04839,622,1133
g04840,2,0
g04841,0,1
g04842,0,0
g04843,0,0
g04844,0,0
g04845,259,256
g04846,829,869
g04847,671,788
g04848,88,67
g04849,2206,2847
g04850,202,253
g04851,4233,5021
g04852,222,257
g04853,1420,1418
g04854,155,174
g04855,0,1
g04856,30,38
g04857,1806,1923
g04858,0,0
g04859,1624,2969
g04860,410,481
g04861,10,9
g04862,126,114
g04863,0,0
g04864,1,0
g04865,382,471
g04866,28,39
g04867,233,313
g04868,842,1095
g04869,1185,1724
g04870,626,666
g04871,63,70
g04872,5,10
g04873,61,69
g04874,0,1
g04875,0,0
g04876,42,39
g04877,0,1
g04878,0,0
g04879,100,129
g04880,9,10
g04881,189,244
g04882,207,211
g04883,899,1169
g04884,355,329
g04885,1,0
g04886,12,34
g04887,1393,1754
g04888,574,666
g04889,0,0
g04890,211,247
g04891,0,1
g04892,0,0
g04893,0,0
g04894,0,1
g04895,0,0
g04896,123,156
g04897,7,11
g04898,605,693
g04899,126,149
g04900,2,0
g04901,0,2
g04902,12,8
g04903,6,16
g04904,0,2
g04905,13,10
g04906,51,95
g04907,350,386
g04908,156,171
g04909,2167,2680
g04910,76,97
g04911,255,388
g04912,1509,1630
g04913,1,2
g04914,669,794
g04915,177,205
g04916,0,0
g04917,4,0
g04918,186,365
g04919,0,0
g04920,0,0
g04921,48,47
g04922,327,395
g04923,873,1014
g04924,773,854
g04925,731,1005
g04926,576,657
g04927,511,539
g04928,1,0
g04929,2,0
g04930,202,358
g04931,1,2
g04932,4,5
g04933,34,28
g04934,199,225
g04935,582,785
g04936,277,336
g04937,198,232
g04938,211,206
g04939,42,62
g04940,1149,1712
g04941,829,1040
g04942,1703,1845
g04943,0,0
g04944,85,97
g04945,606,678
g04946,209,284
g04947,59,66
g04948,34,39
g04949,1,1
g04950,117,141
g04951,1240,1412
g04952,93,107
g04953,246,452
g04954,24,19
g04955,450,472
g04956,1370,1558
g04957,52,80
g04958,1,2
g04959,391,375
g04960,0,2
g04961,171,328
g04962,686,909
g04963,195,271
g04964,626,532
g04965,668,932
g04966,142,177
g04967,87,82
g04968,635,724
g04969,1,0
g04970,125,196
g04971,580,646
g04972,640,946
g04973,0,0
g04974,2,2
g04975,904,1241
g04976,36,40
g04977,126,173
g04978,363,481
g04979,3,17
g04980,638,1202
g04981,26,42
g04982,288,296
g04983,124,111
g04984,986,1391
g04985,394,538
g04986,25,40
g04987,1,2
g04988,710,606
g04989,448,470
g04990,371,434
g04991,165,226
g04992,256,294
g04993,0,0
g04994,173,119
g04995,3,6
g04996,290,319
g04997,0,0
g04998,2474,2821
g04999,46,48
g05000,4,1
g05001,224,274
g05002,131,295
g05003,5,2
g05004,4,25
g05005,13,46
g05006,63,121
g05007,851,957
g05008,0,3
g05009,445,562
g05010,73,69
g05011,14,17
g05012,472,516
g05013,3201,3602
g05014,13,6
g05015,10,6
g05016,1,2
g05017,924,987
g05018,152,290
g05019,154,159
g05020,467,492
g05021,7,4
g05022,104,127
g05023,14,9
g05024,5,5
g05025,0,0
g05026,322,366
g05027,7,2
g05028,256,444
g05029,87,99
g05030,2,2
g05031,497,536
g05032,395,407
g05033,585,626
g05034,419,580
g05035,1,0
g05036,510,816
g05037,5,2
g05038,488,617
g05039,538,729
g05040,713,896
g05041,35,32
g05042,367,730
g05043,280,296
g05044,216,240
g05045,32,72
g05046,431,624
g05047,316,397
g05048,68,49
g05049,503,501
g05050,94,90
g05051,2465,1708
g05052,144,165
g05053,815,766
g05054,898,1234
g05055,1,2
g05056,339,427
g05057,2,2
g05058,795,858
g05059,29,43
g05060,519,371
g05061,4,0
g05062,27,76
g05063,53,126
g05064,559,617
g05065,0,0
g05066,5,10
g05067,1753,1832
g05068,21,20
g05069,224,254
g05070,0,0
g05071,197,317
g05072,23,23
g05073,45,44
g05074,40,50
g05075,227,277
g05076,38,47
g05077,684,786
g05078,13,14
g05079,305,302
g05080,24,67
g05081,70,127
g05082,259,475
g05083,1382,1615
g05084,1121,1101
g05085,21,34
g05086,0,0
g05087,2,0
g05088,64,120
g05089,359,393
g05090,635,755
g05091,3003,3326
g05092,958,1063
g05093,96,67
g05094,405,364
g05095,241,303
g05096,81,94
g05097,171,231
g05098,3,6
g05099,3,5
g05100,0,0
g05101,42,32
g05102,308,346
g05103,33,28
g05104,544,558
g05105,25,20
g05106,165,274
g05107,569,661
g05108,87,129
g05109,298,330
g05110,256,316
g05111,44,59
g05112,111,122
g05113,366,434
g05114,54,64
g05115,70,78
g05116,27,39
g05117,130,148
g05118,0,1
g05119,17,21
g05120,1379,1355
g05121,200,246
g05122,123,124
g05123,13,9
g05124,875,1300
g05125,128,145
g05126,1021,958
g05127,57,49
g05128,81,100
g05129,1875,2207
g05130,83,177
g05131,82,88
g05132,497,584
g05133,296,356
g05134,55,80
g05135,49,54
g05136,1197,1282
g05137,127,137
g05138,546,560
g05139,179,187
g05140,284,272
g05141,20,26
g05142,64,89
g05143,289,365
g05144,431,479
g05145,1305,1354
g05146,143,157
g05147,140,190
g05148,1,0
g05149,391,523
g05150,31,25
g05151,1045,1395
g05152,140,148
g05153,0,1
g05154,474,509
g05155,601,736
g05156,30,75
g05157,45,121
g05158,1,8
g05159,560,602
g05160,373,421
g05161,390,494
g05162,6,10
g05163,10,21
g05164,566,715
g05165,1195,1580
g05166,7,5
g05167,709,826
g05168,421,510
g05169,2,2
g05170,142,162
g05171,203,299
g05172,913,1259
g05173,0,0
g05174,0,0
g05175,0,0
g05176,0,0
g05177,0,0
g05178,0,0
g05179,0,0
g05180,0,0
g05181,0,0
g05182,1,1
g05183,0,0
g05184,0,0
g05185,0,0
g05186,0,0
g05187,0,0
g05188,0,0
g05189,0,0
g05190,0,0
g05191,0,0
g05192,0,0
g05193,0,0
