,mut_E16.5_f4,mut_E16.5_f5
g03938,2,2
g03939,78,57
g03940,743,557
g03941,56,40
g03942,162,133
g03943,51,47
g03944,7,3
g03945,8,8
g03946,844,710
g03947,9,9
g03948,1,0
g03949,248,196
g03950,1312,1012
g03951,25,21
g03952,0,1
g03953,0,1
g03954,0,3
g03955,0,1
g03956,50,32
g03957,4,6
g03958,99,143
g03959,43,50
g03960,119,118
g03961,74,73
g03962,39,49
g03963,0,0
g03964,142,86
g03965,284,231
g03966,207,173
g03967,0,0
g03968,0,0
g03969,25,31
g03970,5,7
g03971,728,541
g03972,821,705
g03973,12,9
g03974,2821,2082
g03975,703,673
g03976,1,0
g03977,548,425
g03978,3,2
g03979,16,6
g03980,400,335
g03981,93,75
g03982,98,122
g03983,1067,774
g03984,139,135
g03985,5,14
g03986,640,538
g03987,157,163
g03988,0,0
g03989,228,168
g03990,6160,4977
g03991,869,746
g03992,1102,1000
g03993,414,292
g03994,9,9
g03995,884,576
g03996,1047,763
g03997,95,71
g03998,936,547
g03999,2,1
g04000,38,28
g04001,1163,918
g04002,46,44
g04003,216,235
g04004,333,258
g04005,1040,714
g04006,361,281
g04007,1,0
g04008,3237,2296
g04009,7,2
g04010,1827,1580
g04011,10,7
g04012,5,6
g04013,18,16
g04014,13,9
g04015,551,350
g04016,19,13
g04017,5,9
g04018,758,630
g04019,1421,1135
g04020,2001,1610
g04021,3,3
g04022,0,16
g04023,5,2
g04024,2,0
g04025,380,318
g04026,167,103
g04027,2,5
g04028,207,154
g04029,2260,1696
g04030,355,339
g04031,109,85
g04032,41,31
g04033,56,33
g04034,1,1
g04035,744,526
g04036,0,0
g04037,1,0
g04038,2,3
g04039,2803,1757
g04040,273,207
g04041,1661,1352
g04042,1,1
g04043,1116,917
g04044,1102,954
g04045,176,148
g04046,1415,1022
g04047,155,114
g04048,557,474
g04049,1761,1259
g04050,519,414
g04051,296,302
g04052,766,602
g04053,27,12
g04054,6292,4964
g04055,2506,2243
g04056,181,137
g04057,0,1
g04058,192,114
g04059,964,692
g04060,10,5
g04061,4,2
g04062,1,2
g04063,0,0
g04064,1,1
g04065,7,2
g04066,90099,60037
g04067,2,0
g04068,58,24
g04069,6,3
g04070,4217,2354
g04071,1,2
g04072,0,0
g04073,3,5
g04074,1,3
g04075,0,0
g04076,1,0
g04077,0,0
g04078,0,0
g04079,0,0
g04080,0,0
g04081,0,0
g04082,0,0
g04083,0,0
g04084,0,0
g04085,0,0
g04086,0,0
g04087,0,0
g04088,0,0
g04089,0,0
g04090,0,0
g04091,0,0
g04092,0,0
g04093,0,0
g04094,0,0
g04095,0,0
g04096,0,0
g04097,0,0
g04098,0,1
g04099,0,0
g04100,0,0
g04101,0,0
g04102,0,0
g04103,0,0
g04104,0,0
g04105,0,0
g04106,0,0
g04107,0,0
g04108,0,0
g04109,0,0
g04110,1,3
g04111,3,1
g04112,18,22
g04113,3,3
g04114,38,30
g04115,4,4
g04116,4,4
g04117,3319,2875
g04118,11075,11891
g04119,956,1307
g04120,0,1
g04121,31754,22063
g04122,193,110
g04123,4773,2846
g04124,4,1
g04125,360,409
g04126,11,9
g04127,46,76
g04128,9173,7244
g04129,1130,760
g04130,2138,1619
g04131,712,588
g04132,11,10
g04133,610,486
g04134,6539,5363
g04135,8,2
g04136,229,207
g04137,1740,1586
g04138,32,30
g04139,831,725
g04140,606,496
g04141,33,43
g04142,511,446
g04143,15,9
g04144,2760,2033
g04145,1,9
g04146,0,0
g04147,140,120
g04148,911,760
g04149,394,339
g04150,1817,1401
g04151,3458,2484
g04152,964,878
g04153,166,152
g04154,6,1
g04155,417,312
g04156,421,355
g04157,116,87
g04158,1499,1231
g04159,399,339
g04160,39,34
g04161,1357,877
g04162,60,48
g04163,270,200
g04164,553,461
g04165,475,462
g04166,705,710
g04167,119,118
g04168,451,354
g04169,156,123
g04170,996,735
g04171,1628,1400
g04172,81,81
g04173,194,158
g04174,0,0
g04175,389,337
g04176,176,129
g04177,148,118
g04178,59,47
g04179,36,21
g04180,260,200
g04181,2463,1888
g04182,418,280
g04183,35,48
g04184,752,648
g04185,2351,1886
g04186,85,87
g04187,0,0
g04188,155,130
g04189,10,3
g04190,89,58
g04191,761,618
g04192,258,162
g04193,80,71
g04194,1,2
g04195,19,12
g04196,953,747
g04197,0,0
g04198,131,106
g04199,85,77
g04200,168,138
g04201,0,0
g04202,0,0
g04203,0,0
g04204,279,238
g04205,434,375
g04206,163,130
g04207,2126,1471
g04208,138,137
g04209,22,26
g04210,527,391
g04211,1590,1146
g04212,2580,1843
g04213,214,279
g04214,46,65
g04215,886,778
g04216,992,1019
g04217,1075,723
g04218,131,95
g04219,1231,1131
g04220,10,9
g04221,1492,1040
g04222,17,14
g04223,18,23
g04224,423,323
g04225,70,81
g04226,422,309
g04227,10,9
g04228,1161,1085
g04229,1,4
g04230,1,1
g04231,3,4
g04232,572,446
g04233,5,10
g04234,1,1
g04235,699,703
g04236,13,18
g04237,1259,953
g04238,179,116
g04239,205,148
g04240,642,565
g04241,45,56
g04242,72,87
g04243,7,4
g04244,1,0
g04245,183,145
g04246,99,56
g04247,473,307
g04248,10,12
g04249,268,300
g04250,0,0
g04251,0,0
g04252,0,0
g04253,1,0
g04254,1385,1207
g04255,50,51
g04256,8,6
g04257,363,284
g04258,1044,854
g04259,13,8
g04260,500,439
g04261,0,0
g04262,0,0
g04263,92,412
g04264,3,21
g04265,1375,1178
g04266,317,311
g04267,1693,1434
g04268,2524,1778
g04269,0,0
g04270,462,431
g04271,0,0
g04272,426,281
g04273,124,102
g04274,1049,751
g04275,1893,1408
g04276,1,1
g04277,1133,1020
g04278,492,415
g04279,56,47
g04280,32,24
g04281,2366,2072
g04282,177,159
g04283,1240,963
g04284,794,745
g04285,397,388
g04286,1094,814
g04287,1963,1583
g04288,1733,1340
g04289,2338,1856
g04290,2829,2355
g04291,10,5
g04292,0,0
g04293,0,0
g04294,24,16
g04295,128,101
g04296,6,13
g04297,239,196
g04298,334,227
g04299,84,61
g04300,1154,870
g04301,1628,1573
g04302,39,23
g04303,84,69
g04304,6938,5485
g04305,122,117
g04306,286,272
g04307,1392,1084
g04308,219,190
g04309,29,22
g04310,2264,1895
g04311,2,4
g04312,598,551
g04313,15,10
g04314,442,371
g04315,10,8
g04316,1283,1056
g04317,9,6
g04318,652,599
g04319,577,393
g04320,25,23
g04321,0,3
g04322,3,9
g04323,423,392
g04324,1,1
g04325,0,0
g04326,125,100
g04327,35,22
g04328,1013,859
g04329,0,2
g04330,125,92
g04331,2,1
g04332,115,75
g04333,1551,1295
g04334,0,1
g04335,804,664
g04336,115,91
g04337,286,274
g04338,40,47
g04339,423,395
g04340,2758,2532
g04341,33,43
g04342,0,1
g04343,0,0
g04344,323,291
g04345,892,692
g04346,1748,1397
g04347,103,90
g04348,23,13
g04349,818,686
g04350,268,227
g04351,0,2
g04352,243,143
g04353,0,0
g04354,3,0
g04355,45,53
g04356,0,1
g04357,0,0
g04358,90,65
g04359,1,2
g04360,236,190
g04361,5,5
g04362,702,582
g04363,400,364
g04364,198,172
g04365,62,46
g04366,1135,903
g04367,242,210
g04368,4,0
g04369,3,4
g04370,36,32
g04371,1082,740
g04372,23,21
g04373,5,14
g04374,10,17
g04375,0,0
g04376,279,220
g04377,24,31
g04378,6,6
g04379,0,0
g04380,6,3
g04381,13,9
g04382,0,2
g04383,1,0
g04384,1,0
g04385,1,1
g04386,0,2
g04387,40,37
g04388,12,5
g04389,752,508
g04390,150,105
g04391,175,154
g04392,2,0
g04393,117,88
g04394,24,14
g04395,11,13
g04396,3,0
g04397,94,56
g04398,92,81
g04399,601,467
g04400,497,365
g04401,533,311
g04402,281,193
g04403,0,0
g04404,0,0
g04405,41,28
g04406,86,64
g04407,453,309
g04408,0,0
g04409,2200,1812
g04410,11,21
g04411,950,717
g04412,377,334
g04413,570,467
g04414,477,378
g04415,165,124
g04416,342,250
g04417,2,6
g04418,0,0
g04419,829,664
g04420,672,543
g04421,228,147
g04422,565,408
g04423,16,19
g04424,1,3
g04425,351,261
g04426,121,105
g04427,29,17
g04428,632,484
g04429,29,22
g04430,647,510
g04431,52,69
g04432,937,748
g04433,3822,2949
g04434,3879,2974
g04435,597,507
g04436,207,179
g04437,580,599
g04438,441,291
g04439,132,107
g04440,529,415
g04441,1033,788
g04442,1181,1038
g04443,360,246
g04444,23,21
g04445,7625,4122
g04446,984,880
g04447,17,6
g04448,899,747
g04449,6,6
g04450,239,209
g04451,101,91
g04452,6,6
g04453,662,626
g04454,461,275
g04455,839,665
g04456,3,1
g04457,415,265
g04458,459,303
g04459,12,7
g04460,175,198
g04461,1,1
g04462,0,1
g04463,7,5
g04464,99,70
g04465,0,0
g04466,1,2
g04467,0,2
g04468,158,133
g04469,897,676
g04470,217,119
g04471,3751,3199
g04472,231,207
g04473,19,45
g04474,200,181
g04475,2234,1717
g04476,2870,2226
g04477,2,4
g04478,1369,1061
g04479,313,284
g04480,47,24
g04481,2,2
g04482,1009,972
g04483,635,499
g04484,104,96
g04485,697,611
g04486,2,1
g04487,60,48
g04488,6,10
g04489,160,114
g04490,51,25
g04491,665,505
g04492,96,64
g04493,22,15
g04494,5,1
g04495,843,595
g04496,739,579
g04497,1621,1390
g04498,36,29
g04499,113,131
g04500,149,155
g04501,640,506
g04502,528,443
g04503,117,81
g04504,165,127
g04505,6,15
g04506,0,0
g04507,616,419
g04508,106,60
g04509,897,597
g04510,983,784
g04511,11,19
g04512,1398,1194
g04513,1151,899
g04514,364,256
g04515,223,192
g04516,111,83
g04517,0,0
g04518,929,710
g04519,391,275
g04520,33,48
g04521,0,0
g04522,1094,902
g04523,33,28
g04524,573,449
g04525,254,212
g04526,1343,1072
g04527,319,237
g04528,0,0
g04529,0,0
g04530,275,243
g04531,355,251
g04532,104,102
g04533,2281,1840
g04534,187,148
g04535,4,3
g04536,66,59
g04537,312,242
g04538,8,5
g04539,14,5
g04540,258,267
g04541,18,18
g04542,17,20
g04543,327,302
g04544,1275,1043
g04545,9,15
g04546,1,1
g04547,59,38
g04548,303,265
g04549,140,125
g04550,796,760
g04551,748,635
g04552,270,214
g04553,411,391
g04554,0,0
g04555,1,4
g04556,561,437
g04557,60,31
g04558,5227,4136
g04559,14902,11900
g04560,4754,4324
g04561,1554,1179
g04562,628,541
g04563,5,8
g04564,645,466
g04565,541,390
g04566,331,225
g04567,60,33
g04568,278,229
g04569,158,95
g04570,100,67
g04571,542,383
g04572,328,316
g04573,578,471
g04574,232,187
g04575,115,81
g04576,309,283
g04577,8,3
g04578,191,214
g04579,371,309
g04580,635,548
g04581,475,446
g04582,4907,4308
g04583,134,92
g04584,586,376
g04585,1755,1399
g04586,1,1
g04587,2,4
g04588,57,33
g04589,2,2
g04590,0,0
g04591,0,1
g04592,6,8
g04593,92,70
g04594,177,157
g04595,337,318
g04596,1036,769
g04597,1234,882
g04598,933,804
g04599,332,256
g04600,255,209
g04601,29,18
g04602,1239,1029
g04603,1894,1944
g04604,308,261
g04605,1415,1066
g04606,7,5
g04607,6,7
g04608,204,227
g04609,3892,3051
g04610,394,397
g04611,122,114
g04612,980,874
g04613,560,493
g04614,122,100
g04615,2296,1606
g04616,7,9
g04617,4,1
g04618,145,133
g04619,189,135
g04620,403,334
g04621,355,311
g04622,116,105
g04623,1087,923
g04624,28,28
g04625,1,1
g04626,2174,1635
g04627,16,20
g04628,61,34
g04629,6,11
g04630,2,1
g04631,829,675
g04632,49,25
g04633,92,81
g04634,31,36
g04635,287,239
g04636,1345,1100
g04637,173,138
g04638,19,14
g04639,0,1
g04640,0,0
g04641,5,12
g04642,657,572
g04643,6,0
g04644,142,150
g04645,1,1
g04646,1322,1044
g04647,12,8
g04648,2978,2378
g04649,4,7
g04650,3737,2771
g04651,882,652
g04652,7,2
g04653,4924,4268
g04654,2,1
g04655,284,218
g04656,61,45
g04657,1,0
g04658,376,392
g04659,4,4
g04660,210,177
g04661,2,2
g04662,1,0
g04663,97,73
g04664,4,1
g04665,0,0
g04666,184,167
g04667,1706,1445
g04668,28,21
g04669,0,0
g04670,5,3
g04671,0,0
g04672,1,0
g04673,385,359
g04674,13,13
g04675,145,106
g04676,2204,1689
g04677,1453,1291
g04678,399,371
g04679,0,0
g04680,0,0
g04681,712,519
g04682,227,162
g04683,0,2
g04684,34,36
g04685,356,280
g04686,2466,1956
g04687,220,192
g04688,2,0
g04689,3,3
g04690,4261,3630
g04691,881,525
g04692,155,143
g04693,2,0
g04694,8,11
g04695,568,511
g04696,230,245
g04697,76,64
g04698,26,20
g04699,0,0
g04700,3,1
g04701,29,16
g04702,0,0
g04703,0,0
g04704,12,11
g04705,4,0
g04706,0,0
g04707,0,0
g04708,0,0
g04709,0,0
g04710,19,5
g04711,0,0
g04712,0,0
g04713,5,4
g04714,24,21
g04715,3,8
g04716,3,2
g04717,238,210
g04718,313,209
g04719,800,793
g04720,235,158
g04721,1334,1091
g04722,612,455
g04723,4,3
g04724,5,4
g04725,0,1
g04726,1,3
g04727,17,13
g04728,3,5
g04729,4,5
g04730,1,0
g04731,23,16
g04732,0,0
g04733,242,182
g04734,2946,2330
g04735,269,224
g04736,29,27
g04737,749,810
g04738,72,83
g04739,5200,4095
g04740,3037,2533
g04741,589,616
g04742,0,0
g04743,0,0
g04744,0,0
g04745,649,561
g04746,27,18
g04747,55,59
g04748,0,1
g04749,0,3
g04750,869,790
g04751,0,0
g04752,0,0
g04753,0,0
g04754,4,5
g04755,1102,724
g04756,237,198
g04757,188,222
g04758,676,615
g04759,300,248
g04760,0,5
g04761,3,63
g04762,0,3
g04763,3213,2636
g04764,0,1
g04765,8,11
g04766,0,1
g04767,329,272
g04768,10,7
g04769,290,222
g04770,98,80
g04771,4,4
g04772,0,0
g04773,5090,4051
g04774,1125,877
g04775,6,9
g04776,182,183
g04777,1,0
g04778,95,122
g04779,76,57
g04780,747,601
g04781,84,77
g04782,2396,1858
g04783,353,330
g04784,1,2
g04785,289,213
g04786,1,0
g04787,282,225
g04788,852,617
g04789,95,70
g04790,12,10
g04791,913,800
g04792,20,15
g04793,18,14
g04794,181,237
g04795,9,9
g04796,0,0
g04797,202,168
g04798,0,0
g04799,1643,1178
g04800,63,39
g04801,241,187
g04802,4,9
g04803,1127,882
g04804,58,47
g04805,0,0
g04806,1163,960
g04807,29,18
g04808,0,0
g04809,0,1
g04810,313,305
g04811,21,25
g04812,4,5
g04813,1693,1299
g04814,532,428
g04815,1,1
g04816,754,568
g04817,151,108
g04818,1,0
g04819,351,349
g04820,9,6
g04821,19,18
g04822,0,0
g04823,34,41
g04824,735,729
g04825,22,10
g04826,25,15
g04827,1039,694
g04828,36,13
g04829,3,1
g04830,235,181
g04831,379,400
g04832,52,41
g04833,169,144
g04834,124,138
g04835,0,1
g04836,1284,1046
g04837,188,229
g04838,423,294
g04839,140,180
g04840,1,1
g04841,0,0
g04842,0,0
g04843,0,0
g04844,0,0
g04845,136,109
g04846,819,747
g04847,961,723
g04848,157,98
g04849,2505,1918
g04850,273,191
g04851,8604,6410
g04852,477,353
g04853,1407,1308
g04854,167,154
g04855,0,1
g04856,48,34
g04857,2478,1854
g04858,0,0
g04859,728,712
g04860,113,90
g04861,4,1
g04862,489,421
g04863,0,0
g04864,1,1
g04865,1129,988
g04866,108,95
g04867,373,251
g04868,1241,917
g04869,1739,1275
g04870,1432,1121
g04871,74,40
g04872,7,5
g04873,77,52
g04874,0,1
g04875,0,0
g04876,45,41
g04877,0,1
g04878,0,0
g04879,123,85
g04880,30,17
g04881,181,121
g04882,245,185
g04883,1217,959
g04884,736,556
g04885,2,0
g04886,8,6
g04887,1874,1644
g04888,608,463
g04889,0,0
g04890,176,129
g04891,0,0
g04892,2,2
g04893,0,0
g04894,0,0
g04895,0,0
g04896,3,4
g04897,0,1
g04898,549,479
g04899,94,94
g04900,0,3
g04901,0,0
g04902,1,2
g04903,0,1
g04904,0,0
g04905,2,1
g04906,10,13
g04907,589,450
g04908,190,141
g04909,2426,1990
g04910,91,77
g04911,374,305
g04912,1589,1363
g04913,0,0
g04914,1337,1001
g04915,310,223
g04916,0,1
g04917,0,1
g04918,6,23
g04919,0,0
g04920,0,0
g04921,18,12
g04922,342,244
g04923,892,747
g04924,881,651
g04925,832,596
g04926,477,405
g04927,557,521
g04928,0,0
g04929,0,0
g04930,20,47
g04931,0,2
g04932,7,7
g04933,50,41
g04934,383,306
g04935,1024,753
g04936,298,259
g04937,221,174
g04938,357,254
g04939,73,77
g04940,712,565
g04941,1436,1053
g04942,4674,3402
g04943,2,3
g04944,198,140
g04945,742,624
g04946,385,260
g04947,53,71
g04948,43,28
g04949,1,0
g04950,138,104
g04951,1518,1215
g04952,113,82
g04953,82,94
g04954,9,12
g04955,485,402
g04956,2860,2212
g04957,100,67
g04958,109,71
g04959,1302,1047
g04960,0,1
g04961,59,92
g04962,834,684
g04963,247,246
g04964,1257,1161
g04965,877,646
g04966,195,175
g04967,65,57
g04968,753,680
g04969,3,1
g04970,171,125
g04971,464,395
g04972,234,156
g04973,0,1
g04974,1,0
g04975,2252,1604
g04976,26,39
g04977,152,142
g04978,347,272
g04979,4,3
g04980,9,99
g04981,2,3
g04982,258,211
g04983,602,473
g04984,1490,1117
g04985,628,451
g04986,7,15
g04987,0,0
g04988,142,103
g04989,121,79
g04990,409,277
g04991,183,126
g04992,121,107
g04993,0,0
g04994,212,177
g04995,4,0
g04996,1084,889
g04997,1,0
g04998,4451,3801
g04999,93,89
g05000,9,4
g05001,187,152
g05002,4,25
g05003,0,0
g05004,5,5
g05005,9,8
g05006,7,5
g05007,872,874
g05008,0,0
g05009,608,487
g05010,67,57
g05011,20,11
g05012,4579,3020
g05013,3948,3281
g05014,10,8
g05015,4,7
g05016,0,2
g05017,1181,914
g05018,26,49
g05019,99,101
g05020,754,671
g05021,3,5
g05022,143,126
g05023,36,20
g05024,5,3
g05025,0,0
g05026,564,458
g05027,7,3
g05028,668,461
g05029,150,106
g05030,1,0
g05031,324,270
g05032,430,388
g05033,846,601
g05034,255,274
g05035,0,0
g05036,611,491
g05037,2,0
g05038,635,490
g05039,1083,787
g05040,1134,866
g05041,227,161
g05042,685,283
g05043,513,428
g05044,263,269
g05045,38,26
g05046,680,479
g05047,615,459
g05048,952,788
g05049,505,446
g05050,84,84
g05051,2250,1937
g05052,151,134
g05053,898,631
g05054,934,613
g05055,3,2
g05056,363,322
g05057,3,1
g05058,774,740
g05059,33,14
g05060,532,637
g05061,0,0
g05062,1,4
g05063,6,7
g05064,1223,1004
g05065,1,0
g05066,8,2
g05067,2706,2105
g05068,30,24
g05069,96,143
g05070,0,1
g05071,92,66
g05072,6,5
g05073,29,30
g05074,34,33
g05075,305,217
g05076,48,26
g05077,781,583
g05078,7,7
g05079,327,243
g05080,58,57
g05081,128,120
g05082,718,446
g05083,1397,1187
g05084,2153,1891
g05085,8,4
g05086,0,1
g05087,2,2
g05088,27,24
g05089,651,587
g05090,546,445
g05091,3193,2553
g05092,2275,1815
g05093,602,455
g05094,668,520
g05095,229,186
g05096,163,111
g05097,443,286
g05098,2,4
g05099,0,1
g05100,1,0
g05101,30,14
g05102,163,146
g05103,18,24
g05104,1083,820
g05105,43,40
g05106,346,283
g05107,866,696
g05108,44,43
g05109,284,249
g05110,573,484
g05111,40,32
g05112,169,113
g05113,369,360
g05114,37,49
g05115,67,50
g05116,0,0
g05117,135,131
g05118,0,0
g05119,0,4
g05120,1905,1453
g05121,205,186
g05122,445,345
g05123,32,30
g05124,735,631
g05125,175,120
g05126,839,781
g05127,33,26
g05128,52,64
g05129,2319,1984
g05130,12,24
g05131,53,36
g05132,687,590
g05133,305,266
g05134,81,72
g05135,42,34
g05136,1241,981
g05137,170,194
g05138,659,667
g05139,1124,635
g05140,366,203
g05141,38,34
g05142,244,98
g05143,441,363
g05144,426,355
g05145,777,645
g05146,99,78
g05147,248,178
g05148,0,0
g05149,437,383
g05150,21,9
g05151,691,595
g05152,170,194
g05153,0,0
g05154,425,293
g05155,890,740
g05156,2,0
g05157,0,12
g05158,0,1
g05159,395,380
g05160,352,305
g05161,440,356
g05162,2,5
g05163,8,8
g05164,539,468
g05165,1433,1096
g05166,13,7
g05167,1246,928
g05168,498,361
g05169,5,4
g05170,190,138
g05171,250,235
g05172,1251,993
g05173,0,0
g05174,0,0
g05175,0,0
g05176,0,0
g05177,0,0
g05178,0,0
g05179,0,0
g05180,0,0
g05181,0,0
g05182,0,0
g05183,0,0
g05184,0,0
g05185,0,0
g05186,0,0
g05187,0,0
g05188,0,0
g05189,0,0
g05190,0,0
g05191,0,0
g05192,0,0
g05193,0,0
g05194,0,0
g05195,0,0
g05196,0,0
g05197,0,0
g05198,161,124
g05199,4,2
g05200,10,93
g05201,92,46
g05202,177,185
g05203,147,33
g05204,4,3
g05205,555,538
g05206,1004,808
g05207,60,69
g05208,2208,1733
g05209,1045,947
g05210,106,79
g05211,0,1
g05212,239,193
g05213,386,280
g05214,2,15
g05215,55,40
g05216,981,713
g05217,1768,1378
g05218,534,490
g05219,163,118
g05220,0,1
g05221,875,708
g05222,49,38
g05223,5,9
g05224,1,0
g05225,64,36
g05226,139,129
g05227,24,20
g05228,1661,1319
g05229,348,286
g05230,4,2
g05231,9699,7643
g05232,335,255
g05233,7,8
g05234,311,302
g05235,141,118
g05236,16,5
g05237,39,47
g05238,3,0
g05239,6,7
g05240,628,422
g05241,44,34
g05242,1,5
g05243,1528,1161
g05244,455,396
g05245,0,0
g05246,1,0
g05247,37,25
g05248,433,437
g05249,1558,1255
g05250,173,120
g05251,709,578
g05252,527,359
g05253,1190,845
g05254,4,4
g05255,159,174
g05256,939,809
g05257,835,680
g05258,18,30
g05259,167,138
g05260,0,1
g05261,0,1
g05262,284,241
g05263,225,183
g05264,150,92
g05265,101,87
g05266,943,731
g05267,1402,1026
g05268,0,0
g05269,15,55
g05270,6,4
g05271,0,2
g05272,584,387
g05273,524,418
g05274,1226,1015
g05275,103,69
g05276,33,19
g05277,0,0
g05278,37,28
g05279,1,0
g05280,0,0
g05281,0,0
g05282,0,0
g05283,0,0
g05284,1,0
g05285,0,0
g05286,0,0
g05287,0,0
g05288,0,0
g05289,5,3
g05290,2296,924
g05291,0,0
g05292,0,1
g05293,0,0
g05294,14,12
g05295,10,5
g05296,5,3
g05297,12,7
g05298,203,256
g05299,54,73
g05300,7,54
g05301,0,0
g05302,0,0
g05303,0,0
g05304,4,10
g05305,1,2
g05306,0,0
g05307,1556,1295
g05308,3,2
g05309,359,273
g05310,507,359
g05311,12,26
g05312,1282,905
g05313,238,172
g05314,542,442
g05315,528,434
g05316,0,0
g05317,0,0
g05318,0,0
g05319,0,0
g05320,0,0
g05321,0,0
g05322,0,10
g05323,0,0
g05324,156,176
g05325,95,67
g05326,6,4
g05327,1477,1181
g05328,288,189
g05329,2,4
g05330,3071,2615
g05331,0,0
g05332,523,450
g05333,0,0
g05334,0,1
g05335,0,1
g05336,0,0
g05337,2365,1906
g05338,29,30
g05339,846,673
g05340,168,174
g05341,182,136
g05342,11,9
g05343,23,15
g05344,20,23
g05345,830,677
g05346,80,99
g05347,531,426
g05348,0,0
g05349,169,153
g05350,784,544
g05351,44,48
g05352,44,33
g05353,0,1
g05354,63,58
g05355,706,552
g05356,70,43
g05357,128,121
g05358,0,0
g05359,1249,910
g05360,0,0
g05361,0,0
g05362,0,0
g05363,0,0
g05364,0,0
g05365,0,0
g05366,0,0
g05367,0,0
g05368,0,0
g05369,0,0
g05370,0,0
g05371,0,0
g05372,0,0
g05373,0,0
g05374,0,0
g05375,0,0
g05376,0,0
g05377,0,0
g05378,0,0
g05379,0,0
g05380,0,0
g05381,0,0
g05382,0,0
g05383,0,0
g05384,0,0
g05385,0,0
g05386,0,0
g05387,0,0
g05388,0,0
g05389,5,8
g05390,4,2
g05391,3,6
g05392,7,7
g05393,20,26
g05394,28,37
g05395,18,13
g05396,6,4
g05397,10,12
g05398,46,36
g05399,42,47
g05400,21,15
g05401,12,13
g05402,6,3
g05403,12,15
g05404,24,9
g05405,12,13
g05406,4,5
g05407,3,13
g05408,12,12
g05409,3,6
g05410,15,16
g05411,10,11
g05412,22,28
g05413,37,27
g05414,44,24
g05415,81,76
g05416,40,34
g05417,1323,1012
g05418,35,24
g05419,4,1
g05420,8,8
g05421,25,22
g05422,18,6
g05423,15,16
g05424,34,27
g05425,19,16
g05426,42,30
g05427,11,18
g05428,0,0
g05429,2,4
g05430,0,0
g05431,7,12
g05432,0,1
g05433,2033,1619
g05434,63,69
g05435,9,16
g05436,11080,9651
g05437,13,14
g05438,41,32
g05439,968,730
g05440,482,378
g05441,34,25
g05442,2,3
g05443,203,167
g05444,18,14
g05445,400,338
g05446,463,338
g05447,252,179
g05448,5,4
g05449,934,753
g05450,781,607
g05451,11,10
g05452,1,0
g05453,2033,1635
g05454,1,0
g05455,50,39
g05456,120,109
g05457,84,94
g05458,2123,1597
g05459,13,7
g05460,30,37
g05461,2057,1529
g05462,970,743
g05463,275,251
g05464,577,489
g05465,238,204
g05466,1698,1361
g05467,311,258
g05468,395,313
g05469,718,560
g05470,15,14
g05471,605,399
g05472,1,3
g05473,0,1
g05474,316,279
g05475,0,0
g05476,19,12
g05477,1197,877
g05478,0,0
g05479,0,0
g05480,2,1
g05481,0,11
g05482,285,277
g05483,221,154
g05484,386,278
g05485,2983,2304
g05486,78,43
g05487,2560,1674
g05488,164,144
g05489,593,488
g05490,343,258
g05491,47,28
g05492,1005,800
g05493,1,4
g05494,1276,909
g05495,180,164
g05496,667,560
g05497,314,304
g05498,1085,984
g05499,7,6
g05500,670,551
g05501,225,158
g05502,653,611
g05503,1730,1449
g05504,208,203
g05505,106,97
g05506,1,0
g05507,0,0
g05508,0,0
g05509,0,0
g05510,0,0
g05511,0,0
g05512,0,0
g05513,9,6
g05514,0,0
g05515,0,0
g05516,0,0
g05517,0,0
g05518,0,0
g05519,0,0
g05520,0,0
g05521,0,0
g05522,0,0
g05523,0,0
g05524,0,0
g05525,0,0
g05526,0,0
g05527,0,0
g05528,0,0
g05529,0,0
g05530,0,0
g05531,0,0
g05532,0,0
g05533,0,0
g05534,0,0
g05535,0,0
g05536,0,0
g05537,0,0
g05538,0,0
g05539,0,0
g05540,0,0
g05541,0,0
g05542,0,0
g05543,0,0
g05544,0,0
g05545,0,0
g05546,0,0
g05547,0,0
g05548,0,0
g05549,0,0
g05550,0,0
g05551,0,0
g05552,0,0
g05553,0,0
g05554,0,0
g05555,0,0
g05556,0,0
g05557,0,0
g05558,0,0
g05559,0,0
g05560,0,0
g05561,0,0
g05562,0,0
g05563,0,0
g05564,0,0
g05565,0,0
g05566,0,0
g05567,0,0
g05568,0,0
g05569,0,0
g05570,0,0
g05571,0,0
g05572,0,0
g05573,0,0
g05574,0,0
g05575,0,0
g05576,0,0
g05577,0,0
g05578,0,0
g05579,0,0
g05580,0,0
g05581,0,0
g05582,0,0
g05583,0,0
g05584,0,0
g05585,0,0
g05586,0,1
g05587,0,0
g05588,0,0
g05589,0,0
g05590,0,0
g05591,0,0
g05592,0,0
g05593,0,0
g05594,0,0
g05595,0,0
g05596,0,0
g05597,0,0
g05598,0,0
g05599,0,0
g05600,0,0
g05601,0,0
g05602,0,0
g05603,0,0
g05604,0,0
g05605,0,0
g05606,0,0
g05607,0,0
g05608,0,0
g05609,0,0
g05610,0,0
g05611,0,0
g05612,0,0
g05613,0,0
g05614,0,0
g05615,0,0
g05616,0,0
g05617,0,0
g05618,1,1
g05619,0,0
g05620,0,0
g05621,0,0
g05622,0,0
g05623,0,0
g05624,0,0
g05625,0,0
g05626,0,0
g05627,0,0
g05628,0,0
g05629,0,0
g05630,0,0
g05631,0,0
g05632,0,0
g05633,0,0
g05634,0,0
g05635,0,0
g05636,0,0
g05637,0,0
g05638,0,0
