,mut_E16.5_f4,mut_E16.5_f5
g22105,0,0
g22106,0,0
g22107,0,0
g22108,1,0
g22109,0,0
g22110,0,0
g22111,0,0
g22112,0,1
g22113,0,0
g22114,0,0
g22115,0,0
g22116,0,1
g22117,0,0
g22118,0,0
g22119,0,0
g22120,0,0
g22121,0,1
g22122,0,0
g22123,0,0
g22124,0,0
g22125,0,0
g22126,0,0
g22127,0,0
g22128,0,0
g22129,0,0
g22130,0,0
g22131,0,1
g22132,0,0
g22133,0,0
g22134,0,0
g22135,0,0
g22136,0,0
g22137,0,0
g22138,0,0
g22139,0,0
g22140,0,0
g22141,0,1
g22142,0,0
g22143,0,0
g22144,1188,900
g22145,6888,4906
g22146,6776,4861
g22147,1,0
g22148,0,0
g22149,43,57
g22150,0,0
g22151,2,1
g22152,0,0
g22153,0,0
g22154,0,0
g22155,0,0
g22156,0,0
g22157,0,0
g22158,0,0
g22159,0,0
g22160,0,0
g22161,0,0
g22162,0,0
g22163,0,0
g22164,0,0
g22165,0,0
g22166,0,0
g22167,0,0
g22168,0,0
g22169,0,0
g22170,0,0
g22171,0,0
g22172,0,0
g22173,8,9
g22174,25,19
g22175,9,3
g22176,56,29
g22177,1,2
g22178,0,0
g22179,72,52
g22180,0,3
g22181,11,5
g22182,56,57
g22183,18,12
g22184,1,0
g22185,0,0
g22186,0,0
g22187,0,0
g22188,0,1
g22189,1,0
g22190,0,1
g22191,0,1
g22192,0,0
g22193,0,0
g22194,0,0
g22195,0,0
g22196,0,0
g22197,5,1
g22198,0,0
g22199,0,0
g22200,0,0
g22201,0,0
g22202,0,1
g22203,0,0
g22204,0,0
g22205,0,0
g22206,0,0
g22207,0,0
g22208,0,0
g22209,2,0
g22210,0,0
g22211,0,2
g22212,0,0
g22213,0,0
g22214,0,0
g22215,0,0
g22216,0,0
g22217,0,1
g22218,0,0
g22219,0,0
g22220,0,0
g22221,0,0
g22222,0,0
g22223,0,1
g22224,1,1
g22225,603,491
g22226,44,36
g22227,1,1
g22228,0,1
g22229,0,0
g22230,1221,969
g22231,2650,1906
g22232,863,605
g22233,322,278
g22234,7,2
g22235,613,472
g22236,1064,740
g22237,549,421
g22238,659,566
g22239,1543,1329
g22240,532,401
g22241,1459,1291
g22242,1470,1142
g22243,591,542
g22244,2,4
g22245,0,0
g22246,2,3
g22247,0,0
g22248,0,0
g22249,1,1
g22250,0,0
g22251,0,0
g22252,0,2
g22253,61,47
g22254,68,43
g22255,0,0
g22256,0,0
g22257,0,0
g22258,0,0
g22259,0,0
g22260,0,0
g22261,0,0
g22262,0,0
g22263,0,0
g22264,0,0
g22265,0,0
g22266,0,0
g22267,0,0
g22268,0,0
g22269,0,0
g22270,0,0
g22271,0,0
g22272,0,0
g22273,0,0
g22274,0,0
g22275,0,0
g22276,0,0
g22277,0,0
g22278,0,0
g22279,0,0
g22280,0,0
g22281,0,0
g22282,31,19
g22283,174,180
g22284,952,790
g22285,8,9
g22286,19,10
g22287,0,1
g22288,0,1
g22289,0,2
g22290,0,0
g22291,0,0
g22292,1,0
g22293,0,0
g22294,0,0
g22295,0,0
g22296,0,0
g22297,0,0
g22298,0,0
g22299,0,0
g22300,0,0
g22301,0,0
g22302,0,0
g22303,0,0
g22304,0,0
g22305,0,0
g22306,0,0
g22307,0,0
g22308,0,0
g22309,0,0
g22310,0,1
g22311,0,0
g22312,0,0
g22313,0,0
g22314,0,0
g22315,0,0
g22316,0,0
g22317,0,0
g22318,0,0
g22319,0,0
g22320,0,0
g22321,0,0
g22322,0,0
g22323,0,0
g22324,0,1
g22325,0,0
g22326,0,0
g22327,0,0
g22328,0,0
g22329,0,0
g22330,0,0
g22331,1,0
g22332,1130,674
g22333,1523,1478
g22334,497,403
g22335,90,68
g22336,477,357
g22337,5,6
g22338,2,6
g22339,15,8
g22340,418,276
g22341,20,24
g22342,644,616
g22343,136,106
g22344,3,6
g22345,1,1
g22346,708,577
g22347,81,73
g22348,115,128
g22349,2280,1807
g22350,281,214
g22351,0,0
g22352,2648,2032
g22353,32,30
g22354,51,41
g22355,539,438
g22356,589,528
g22357,566,489
g22358,1683,1408
g22359,38,17
g22360,0,0
g22361,1012,760
g22362,46,55
g22363,740,622
g22364,99,89
g22365,2,3
g22366,1503,1107
g22367,9788,9454
g22368,15,14
g22369,365,264
g22370,3706,2901
g22371,355,225
g22372,377,368
g22373,48,23
g22374,1108,1286
g22375,52,37
g22376,1413,1340
g22377,468,291
g22378,0,1
g22379,284,181
g22380,374,298
g22381,0,0
g22382,1100,857
g22383,438,370
g22384,493,350
g22385,1909,1603
g22386,1363,1119
g22387,5,7
g22388,331,248
g22389,30,27
g22390,349,78
g22391,22,17
g22392,38,38
g22393,0,0
g22394,1,0
g22395,867,776
g22396,1,0
g22397,798,716
g22398,458,306
g22399,19,20
g22400,3,6
g22401,16,16
g22402,1818,1326
g22403,555,448
g22404,163,82
g22405,1312,1014
g22406,2549,2065
g22407,4292,3692
g22408,0,0
g22409,8,4
g22410,1445,1050
g22411,223,153
g22412,198,168
g22413,38,24
g22414,710,505
g22415,336,359
g22416,823,726
g22417,1376,1144
g22418,41,50
g22419,375,342
g22420,0,3
g22421,0,0
g22422,0,0
g22423,3,2
g22424,0,0
g22425,0,0
g22426,0,0
g22427,0,0
g22428,0,0
g22429,878,726
g22430,3,11
g22431,1,0
g22432,42,48
g22433,258,228
g22434,121,92
g22435,647,498
g22436,65,56
g22437,3,3
g22438,117,103
g22439,19,14
g22440,2,0
g22441,100,78
g22442,0,1
g22443,0,1
g22444,0,0
g22445,1,2
g22446,0,0
g22447,1906,1517
g22448,25,26
g22449,20,16
g22450,386,296
g22451,4,3
g22452,1,0
g22453,3988,2951
g22454,785,669
g22455,1198,886
g22456,3,2
g22457,1,0
g22458,826,642
g22459,129,112
g22460,22,21
g22461,0,5
g22462,0,0
g22463,1066,826
g22464,81,29
g22465,121,41
g22466,423,340
g22467,224,163
g22468,1155,888
g22469,205,134
g22470,1634,1369
g22471,30,16
g22472,162,144
g22473,804,620
g22474,454,436
g22475,1,1
g22476,52,42
g22477,790,592
g22478,0,4
g22479,416,204
g22480,2015,1585
g22481,1826,1511
g22482,122,114
g22483,3,2
g22484,298,264
g22485,325,291
g22486,0,1
g22487,41,45
g22488,0,12
g22489,1,1
g22490,0,0
g22491,1,2
g22492,0,0
g22493,132,107
g22494,284,227
g22495,749,549
g22496,37,20
g22497,1969,1569
g22498,565,509
g22499,28,22
g22500,1555,1378
g22501,943,807
g22502,54,33
g22503,529,377
g22504,106,76
g22505,15,10
g22506,466,341
g22507,3450,2569
g22508,512,434
g22509,50,47
g22510,89,92
g22511,1482,1196
g22512,3525,3009
g22513,200,141
g22514,54,31
g22515,1,0
g22516,601,324
g22517,312,190
g22518,247,232
g22519,160,150
g22520,253,222
g22521,451,327
g22522,530,451
g22523,1069,835
g22524,517,400
g22525,378,292
g22526,26,17
g22527,1198,976
g22528,15232,11379
g22529,40,35
g22530,7,23
g22531,1,0
g22532,211,170
g22533,379,337
g22534,647,552
g22535,2032,1615
g22536,198,165
g22537,101,81
g22538,2,2
g22539,18,61
g22540,2,2
g22541,868,702
g22542,512,312
g22543,660,463
g22544,302,219
g22545,279,280
g22546,2160,1643
g22547,546,466
g22548,1,0
g22549,89,58
g22550,12,6
g22551,22,13
g22552,96,67
g22553,983,783
g22554,1117,737
g22555,12990,8379
g22556,24,26
g22557,19,21
g22558,313,262
g22559,526,410
g22560,329,276
g22561,684,513
g22562,1,0
g22563,28,21
g22564,280,220
g22565,139,90
g22566,79,80
g22567,112,86
g22568,147,115
g22569,79,59
g22570,152,140
g22571,181,166
g22572,433,429
g22573,442,342
g22574,112,103
g22575,1775,1672
g22576,2,3
g22577,301,232
g22578,212,156
g22579,1428,1115
g22580,5,2
g22581,686,560
g22582,404,301
g22583,106,67
g22584,95,67
g22585,5,3
g22586,1695,1080
g22587,250,207
g22588,658,508
g22589,251,193
g22590,35,29
g22591,436,379
g22592,277,275
g22593,993,761
g22594,107,96
g22595,414,434
g22596,986,877
g22597,296,240
g22598,834,618
g22599,91,74
g22600,91,75
g22601,431,414
g22602,52,65
g22603,1297,973
g22604,1808,1244
g22605,226,149
g22606,3,4
g22607,0,0
g22608,4,4
g22609,1,3
g22610,831,556
g22611,179,160
g22612,385,285
g22613,479,487
g22614,113,123
g22615,420,421
g22616,15,11
g22617,93,77
g22618,877,788
g22619,438,395
g22620,523,453
g22621,1328,1119
g22622,1086,986
g22623,2,1
g22624,861,835
g22625,5,1
g22626,3626,2978
g22627,852,599
g22628,718,554
g22629,1866,1573
g22630,2,2
g22631,0,2
g22632,20,10
g22633,9,7
g22634,1249,925
g22635,1571,1301
g22636,0,0
g22637,0,0
g22638,0,0
g22639,0,0
g22640,7,12
g22641,1,1
g22642,4,3
g22643,3,5
g22644,220,255
g22645,186,178
g22646,245,202
g22647,943,795
g22648,0,0
g22649,0,0
g22650,1464,1225
g22651,0,6
g22652,163,170
g22653,559,544
g22654,22,25
g22655,37,46
g22656,2036,1558
g22657,1,0
g22658,224,186
g22659,436,388
g22660,193,134
g22661,612,475
g22662,92,77
g22663,1126,867
g22664,852,717
g22665,0,0
g22666,0,0
g22667,791,598
g22668,8,9
g22669,146,147
g22670,624,550
g22671,533,444
g22672,1,2
g22673,10,4
g22674,780,786
g22675,94,99
g22676,106,111
g22677,2644,2302
g22678,217,197
g22679,0,0
g22680,1,0
g22681,1,0
g22682,0,0
g22683,1,1
g22684,343,266
g22685,0,0
g22686,26,31
g22687,8230,7215
g22688,1,0
g22689,0,0
g22690,0,1
g22691,0,0
g22692,6,6
g22693,54,41
g22694,438,500
g22695,41,49
g22696,94,65
g22697,487,362
g22698,0,14
g22699,85,98
g22700,333,292
g22701,198,171
g22702,1,5
g22703,93,117
g22704,14,31
g22705,20,18
g22706,239,175
g22707,347,336
g22708,26,30
g22709,0,0
g22710,11,6
g22711,9,21
g22712,0,1
g22713,20,13
g22714,1,0
g22715,5,7
g22716,84,72
g22717,915,669
g22718,211,171
g22719,0,0
g22720,7,25
g22721,2,8
g22722,76,61
g22723,849,680
g22724,80,49
g22725,65,47
g22726,12,20
g22727,0,0
g22728,0,0
g22729,0,0
g22730,6,7
g22731,2,0
g22732,2,1
g22733,0,0
g22734,0,0
g22735,0,0
g22736,0,0
g22737,0,0
g22738,0,0
g22739,0,0
g22740,0,0
g22741,0,0
g22742,0,0
g22743,0,0
g22744,0,0
g22745,0,0
g22746,0,0
g22747,0,0
g22748,0,0
g22749,0,0
g22750,0,1
g22751,5,13
g22752,2761,1690
g22753,791,510
g22754,1,1
g22755,0,1
g22756,361,330
g22757,1103,810
g22758,78,85
g22759,1374,953
g22760,121,100
g22761,1,0
g22762,0,0
g22763,483,343
g22764,24,20
g22765,1909,1458
g22766,153,110
g22767,741,705
g22768,11,4
g22769,97,109
g22770,3070,2350
g22771,60,49
g22772,1885,1342
g22773,188,180
g22774,3898,2905
g22775,1966,1514
g22776,96,67
g22777,52,67
g22778,905,605
g22779,6,1
g22780,1168,894
g22781,43,39
g22782,1,3
g22783,5,3
g22784,5,4
g22785,442,466
g22786,134,113
g22787,1955,1566
g22788,418,323
g22789,1445,1064
g22790,398,401
g22791,1,13
g22792,1,24
g22793,188,198
g22794,115,113
g22795,1114,1027
g22796,16,13
g22797,176,169
g22798,67,61
g22799,1035,812
g22800,78,55
g22801,192,202
g22802,542,458
g22803,2851,2273
g22804,332,269
g22805,25,24
g22806,8,4
g22807,6,5
g22808,3,2
g22809,12,10
g22810,1563,1365
g22811,30,33
g22812,0,0
g22813,782,595
g22814,184,178
g22815,0,0
g22816,1,0
g22817,0,0
g22818,0,0
g22819,1,0
g22820,0,0
g22821,0,0
g22822,0,0
g22823,0,0
g22824,0,0
g22825,0,0
g22826,94,78
g22827,12520,8767
g22828,47,45
g22829,7476,4508
g22830,384,286
g22831,140,91
g22832,10597,6312
g22833,17,13
g22834,6,2
g22835,142750,98152
g22836,13841,9759
g22837,26703,21774
g22838,5,5
g22839,1038,795
g22840,0,0
g22841,0,0
g22842,1,4
g22843,12,11
g22844,65,64
g22845,334,267
g22846,5284,4400
g22847,502,386
g22848,127,96
g22849,58,60
g22850,10385,9267
g22851,5,3
g22852,11612,8900
g22853,52,60
g22854,12,12
g22855,2078,1746
g22856,1913,1257
g22857,108,83
g22858,35,36
g22859,93,87
g22860,1716,1363
g22861,0,0
g22862,14,19
g22863,106,76
g22864,849,732
g22865,0,0
g22866,8,36
g22867,2273,1736
g22868,1772,1362
g22869,30,31
g22870,155,147
g22871,604,419
g22872,0,0
g22873,0,0
g22874,0,0
g22875,0,2
g22876,148,58
g22877,235,179
g22878,2804,2147
g22879,3,0
g22880,225,190
g22881,268,297
g22882,1,5
g22883,0,0
g22884,0,0
g22885,956,751
g22886,2,2
g22887,649,531
g22888,38,24
g22889,1,0
g22890,374,327
g22891,398,298
g22892,436,315
g22893,3,0
g22894,859,660
g22895,916,779
g22896,299,187
g22897,22,15
g22898,700,532
g22899,1,0
g22900,2,5
g22901,5,9
g22902,646,535
g22903,4,7
g22904,0,2
g22905,4,8
g22906,0,0
g22907,0,2
g22908,0,1
g22909,0,0
g22910,0,4
g22911,1,1
g22912,164,99
g22913,310,252
g22914,495,333
g22915,20,16
g22916,251,170
g22917,1024,777
g22918,46,39
g22919,217,204
g22920,118,121
g22921,726,535
g22922,1247,1138
g22923,35,29
g22924,186,184
g22925,140,142
g22926,83,71
g22927,419,350
g22928,0,1
g22929,0,0
g22930,0,0
g22931,3,2
g22932,1383,1173
g22933,14,17
g22934,1455,1070
g22935,0,0
g22936,62,61
g22937,69,51
g22938,1023,744
g22939,4,4
g22940,89,59
g22941,0,0
g22942,2,2
g22943,0,2
g22944,246,141
g22945,23,13
g22946,17095,11365
g22947,7722,5273
g22948,7,8
g22949,2,1
g22950,4,4
g22951,849,620
g22952,371,283
g22953,394,323
g22954,1599,1295
g22955,2,0
g22956,0,2
g22957,0,0
g22958,1110,905
g22959,1,2
g22960,0,1
g22961,0,6
g22962,0,0
g22963,1,4
g22964,0,0
g22965,868,725
g22966,0,0
g22967,3255,2480
g22968,170,136
g22969,69,57
g22970,289,263
g22971,0,1
g22972,1,5
g22973,14,10
g22974,300,280
g22975,1921,1587
g22976,5387,4216
g22977,52,34
g22978,0,2
g22979,11,5
g22980,212,136
g22981,443,432
g22982,440,354
g22983,746,654
g22984,0,1
g22985,3,0
g22986,2,9
g22987,1980,1300
g22988,2,2
g22989,1346,1144
g22990,0,0
g22991,1624,1297
g22992,397,292
g22993,2,0
g22994,662,635
g22995,45,40
g22996,228,213
g22997,83,64
g22998,94,79
g22999,5,1
g23000,1540,1081
g23001,934,645
g23002,887,695
g23003,174,151
g23004,1,1
g23005,2811,1704
g23006,15,58
g23007,0,0
g23008,485,383
g23009,253,204
g23010,3521,2317
g23011,59,55
g23012,0,1
g23013,0,0
g23014,0,0
g23015,0,0
g23016,0,0
g23017,0,0
g23018,0,0
g23019,0,0
g23020,17,26
g23021,41,29
g23022,0,0
g23023,1,1
g23024,0,0
g23025,0,0
g23026,0,0
g23027,0,0
g23028,0,0
g23029,0,0
g23030,0,0
g23031,0,0
g23032,21,18
g23033,0,0
g23034,70,67
g23035,18,7
g23036,10,15
g23037,3,0
g23038,0,0
g23039,0,0
g23040,0,0
g23041,0,0
g23042,0,0
g23043,0,0
g23044,0,0
g23045,0,0
g23046,0,0
g23047,0,0
g23048,0,0
g23049,0,0
g23050,0,0
g23051,0,0
g23052,0,0
g23053,0,0
g23054,0,0
g23055,0,0
g23056,0,0
g23057,0,0
g23058,0,0
g23059,0,0
g23060,0,0
g23061,0,0
g23062,0,0
g23063,0,0
g23064,0,0
g23065,0,0
g23066,0,0
g23067,0,0
g23068,0,0
g23069,0,0
g23070,0,0
g23071,0,0
g23072,0,0
g23073,127,104
g23074,0,0
g23075,0,0
g23076,0,0
g23077,0,0
g23078,0,0
g23079,0,0
g23080,0,0
g23081,0,0
g23082,0,0
g23083,0,0
g23084,5,3
g23085,570,508
g23086,5,3
g23087,58,50
g23088,708,538
g23089,592,465
g23090,570,489
g23091,1,1
g23092,375,259
g23093,2,1
g23094,241,161
g23095,183,151
g23096,729,603
g23097,103,66
g23098,228,189
g23099,105,67
g23100,739,503
g23101,178,166
g23102,590,532
g23103,313,300
g23104,158,129
g23105,1336,1253
g23106,546,443
g23107,3,2
g23108,0,2
g23109,0,2
g23110,1352,1028
g23111,385,303
g23112,506,383
g23113,184,173
g23114,1,11
g23115,0,0
g23116,467,287
g23117,2,7
g23118,0,0
g23119,0,1
g23120,5,7
g23121,6,5
g23122,3,4
g23123,749,589
g23124,582,421
g23125,2,6
g23126,314,248
g23127,1269,1108
g23128,196,132
g23129,2968,2481
g23130,59,55
g23131,1284,1107
g23132,577,485
g23133,428,398
g23134,33,27
g23135,545,458
g23136,200,130
g23137,70,32
g23138,121,97
g23139,1046,779
g23140,3,3
g23141,487,394
g23142,167,159
g23143,1375,1018
g23144,2905,2321
g23145,185,157
g23146,117,89
g23147,0,2
g23148,164,143
g23149,1452,1151
g23150,618,493
g23151,2104,1599
g23152,102,102
g23153,1634,941
g23154,136,102
g23155,0,1
g23156,7,6
g23157,1427,886
g23158,0,0
g23159,0,0
g23160,0,2
g23161,1,1
g23162,0,0
g23163,0,0
g23164,0,0
g23165,22,23
g23166,0,0
g23167,71,88
g23168,0,0
g23169,344,314
g23170,3,4
g23171,512,403
g23172,598,494
g23173,223,199
g23174,1,0
g23175,10,14
g23176,2,2
g23177,1,0
g23178,0,0
g23179,599,473
g23180,126,126
g23181,13,13
g23182,2,0
g23183,353,353
g23184,785,612
g23185,162,138
g23186,633,529
g23187,0,0
g23188,379,250
g23189,7,4
g23190,205,177
g23191,504,355
g23192,1,2
g23193,658,500
g23194,1471,1019
g23195,0,1
g23196,0,1
g23197,199,163
g23198,123,120
g23199,1419,1310
g23200,1142,916
g23201,51,40
g23202,804,633
g23203,77,55
g23204,1028,812
g23205,4,3
g23206,347,222
g23207,8,1
g23208,0,0
g23209,245,188
g23210,160,130
g23211,27,22
g23212,1946,1609
g23213,21,23
g23214,25,32
g23215,6,11
g23216,0,0
g23217,525,422
g23218,0,1
g23219,162,107
g23220,55,46
g23221,139,132
g23222,258,248
g23223,656,569
g23224,1165,807
g23225,189,168
g23226,1,0
g23227,0,0
g23228,0,0
g23229,0,0
g23230,0,0
g23231,926,662
g23232,222,213
g23233,1533,1310
g23234,174,159
g23235,1,2
g23236,2378,2087
g23237,1249,873
g23238,409,295
g23239,0,0
g23240,0,0
g23241,0,0
g23242,0,0
g23243,0,0
g23244,1,0
g23245,0,0
g23246,0,0
g23247,0,0
g23248,5547,5380
g23249,249,230
g23250,1,1
g23251,0,0
g23252,0,0
g23253,0,0
g23254,0,2
g23255,56,50
g23256,108,104
g23257,34,36
g23258,0,1
g23259,195,206
g23260,10,7
g23261,21,23
g23262,1005,746
g23263,0,1
g23264,30,29
g23265,753,602
g23266,106,61
g23267,10,9
g23268,293,246
g23269,405,360
g23270,4463,3292
g23271,0,0
g23272,5346,3901
g23273,216,149
g23274,281,198
g23275,510,428
g23276,11,13
g23277,149,157
g23278,1,0
g23279,1044,854
g23280,993,835
g23281,392,330
g23282,0,1
g23283,196,138
g23284,243,194
g23285,0,0
g23286,6,5
g23287,597,442
g23288,284,301
g23289,1535,1364
g23290,20,16
g23291,1,1
g23292,1,1
g23293,17,7
g23294,234,234
g23295,302,277
g23296,110,71
g23297,1093,1007
g23298,40,19
g23299,0,0
g23300,4,7
g23301,80,210
g23302,0,0
g23303,0,0
g23304,0,0
g23305,1,0
g23306,0,0
g23307,3,2
g23308,3,2
g23309,1,0
g23310,0,1
g23311,1,1
g23312,0,0
g23313,1,2
g23314,0,0
g23315,0,0
g23316,0,0
g23317,0,0
g23318,0,0
g23319,0,0
g23320,1,0
g23321,0,2
g23322,158,160
g23323,149,137
g23324,377,308
g23325,1,0
g23326,6,2
g23327,310,195
g23328,7,3
g23329,348,335
g23330,313,269
g23331,13,12
g23332,13,13
g23333,2,7
g23334,2,1
g23335,1,1
g23336,7,14
g23337,0,0
g23338,0,0
g23339,1256,662
g23340,212,203
g23341,1604,1186
g23342,7,3
g23343,467,390
g23344,366,307
g23345,21,11
g23346,3,1
g23347,99,79
g23348,341,296
g23349,26,15
g23350,17,21
g23351,0,0
g23352,12,43
g23353,1,2
g23354,151,93
g23355,0,0
g23356,485,374
g23357,1697,1087
g23358,254,223
g23359,102,109
g23360,0,1
g23361,4,3
g23362,4,3
g23363,45,63
g23364,0,0
g23365,51,56
g23366,5,3
g23367,127,75
g23368,0,0
g23369,1,1
g23370,39,27
g23371,126,113
g23372,0,1
g23373,68,40
g23374,0,1
g23375,1547,1468
g23376,439,313
g23377,283,198
g23378,9,6
g23379,603,486
g23380,687,396
g23381,158,73
g23382,30,29
g23383,1791,1871
g23384,485,511
g23385,93,74
g23386,182,136
g23387,30,38
g23388,75,64
g23389,0,0
g23390,0,0
g23391,174,151
g23392,20,15
g23393,386,330
g23394,62,76
g23395,819,660
g23396,1494,1244
g23397,258,189
g23398,91,85
g23399,5,14
g23400,12,17
g23401,18,12
g23402,996,808
g23403,68,37
g23404,2283,1898
g23405,3,1
g23406,1874,1525
g23407,443,307
g23408,14,13
g23409,2,15
g23410,0,3
g23411,7,78
g23412,315,321
g23413,134,143
g23414,388,338
g23415,9,2
g23416,626,542
g23417,149,118
g23418,311,249
g23419,592,544
g23420,0,0
g23421,647,446
g23422,883,691
g23423,1240,1369
g23424,117,92
g23425,117,92
g23426,1224,827
g23427,13,9
g23428,219,214
g23429,457,332
g23430,2,11
g23431,72,41
g23432,474,349
g23433,171,162
g23434,385,380
g23435,3526,2469
g23436,433,307
g23437,659,538
g23438,619,504
g23439,52,42
g23440,3,0
g23441,741,549
g23442,523,443
g23443,3487,2059
g23444,3,0
g23445,2,3
g23446,19,4
g23447,133,124
g23448,178,119
g23449,1915,1516
g23450,1268,822
g23451,81,57
g23452,386,321
g23453,7,7
g23454,209,181
g23455,64,49
g23456,3,4
g23457,613,566
g23458,12,15
g23459,1008,779
g23460,24,24
g23461,396,401
g23462,1,0
g23463,4,17
g23464,0,0
g23465,0,1
g23466,300,239
g23467,2073,1562
g23468,671,540
g23469,142,61
g23470,780,572
g23471,257,206
g23472,927,763
g23473,235,219
g23474,669,448
g23475,267,215
g23476,885,715
g23477,1439,953
g23478,364,267
g23479,552,486
g23480,1,4
g23481,124,166
g23482,567,439
g23483,3,4
g23484,2,3
g23485,432,317
g23486,776,636
g23487,1377,1125
g23488,328,289
g23489,97,38
g23490,2362,2168
g23491,37,60
g23492,227,150
g23493,15,7
g23494,25,36
g23495,492,390
g23496,106,101
g23497,113,86
g23498,70,65
g23499,213,189
g23500,11,11
g23501,0,0
g23502,1,0
g23503,0,0
g23504,5140,4374
g23505,1864,1469
g23506,557,393
g23507,0,3
g23508,0,0
g23509,1054,843
g23510,524,600
g23511,251,232
g23512,1472,1362
g23513,9,12
g23514,188,133
g23515,385,354
g23516,1135,896
g23517,53,49
g23518,266,209
g23519,1364,1006
g23520,920,590
g23521,10,13
g23522,1613,1324
g23523,15,16
g23524,492,368
g23525,1,1
g23526,2,2
g23527,716,616
g23528,46,34
g23529,788,558
g23530,2026,1820
g23531,4,2
g23532,0,3
g23533,1,1
g23534,3,1
g23535,134,107
g23536,3,0
g23537,1166,799
g23538,149,90
g23539,328,281
g23540,316,274
g23541,0,0
g23542,687,789
g23543,0,1
g23544,0,1
g23545,1,0
g23546,136,98
g23547,533,473
g23548,524,459
g23549,447,368
g23550,1,0
g23551,166,135
g23552,33,27
g23553,1107,850
g23554,2113,1780
g23555,2994,2348
g23556,187,122
g23557,18,14
g23558,261,192
g23559,53,88
g23560,1,0
g23561,4,9
g23562,1014,743
g23563,1320,1206
g23564,51,38
g23565,1162,840
g23566,429,358
g23567,49,44
g23568,381,304
g23569,199,181
g23570,662,288
g23571,16,8
g23572,297,270
g23573,1,0
g23574,1,3
g23575,36,68
g23576,0,0
g23577,941,800
g23578,3320,3000
g23579,1467,1040
g23580,1219,849
g23581,219,152
g23582,683,430
g23583,964,738
g23584,1351,1125
g23585,1699,1427
g23586,296,228
g23587,521,414
g23588,2445,2130
g23589,1261,1046
g23590,959,710
g23591,14,9
g23592,3,0
g23593,0,0
g23594,87,56
g23595,24,20
g23596,0,0
g23597,24,17
g23598,39,26
g23599,317,294
g23600,2,0
g23601,362,303
g23602,11,10
g23603,473,379
g23604,30,27
g23605,20,12
g23606,1,0
g23607,0,1
g23608,7,2
g23609,10,9
g23610,2,5
g23611,2,4
g23612,2166,1280
g23613,1253,961
g23614,296,261
g23615,155,142
g23616,105,86
g23617,549,375
g23618,1508,1196
g23619,738,650
g23620,117,121
g23621,677,509
g23622,61,57
g23623,34,32
g23624,3886,3115
g23625,734,636
g23626,901,701
g23627,9562,7581
g23628,2,0
g23629,851,680
g23630,223,184
g23631,227,224
g23632,5,9
g23633,401,323
g23634,102,99
g23635,43,34
g23636,12,10
g23637,396,318
g23638,3925,2823
g23639,1533,785
g23640,557,355
g23641,16,16
g23642,839,632
g23643,1683,1273
g23644,2803,2044
g23645,457,351
g23646,258,203
g23647,4,2
g23648,228,185
g23649,247,192
g23650,216,269
g23651,1092,1035
g23652,37,22
g23653,0,0
g23654,0,0
g23655,2638,1938
g23656,422,331
g23657,61,43
g23658,199,191
g23659,1247,804
g23660,2423,1931
g23661,142,145
g23662,1190,1001
g23663,662,571
g23664,7,3
g23665,876,849
g23666,312,238
g23667,67,60
g23668,711,657
g23669,0,0
g23670,0,0
g23671,5,17
g23672,2,7
g23673,0,1
g23674,306,321
g23675,151,195
g23676,693,551
g23677,8,7
g23678,719,570
g23679,10,16
g23680,936,683
g23681,1058,740
g23682,830,697
g23683,29,21
g23684,8,8
g23685,84,44
g23686,597,437
g23687,2,8
g23688,0,0
g23689,3,0
g23690,31,56
g23691,0,1
g23692,1855,1651
g23693,612,632
g23694,693,456
g23695,258,275
g23696,1066,1129
g23697,138,146
g23698,490,328
g23699,121,84
g23700,425,336
g23701,1,3
g23702,2893,2462
g23703,227,186
g23704,1101,775
g23705,16,7
g23706,0,0
g23707,0,0
g23708,0,0
g23709,0,0
g23710,0,2
g23711,0,0
g23712,0,0
g23713,0,1
g23714,1,1
g23715,82,93
g23716,8,9
g23717,1634,1252
g23718,361,264
g23719,58,35
g23720,8,4
g23721,558,529
g23722,154,131
g23723,0,4
g23724,4,10
g23725,360,373
g23726,989,927
g23727,577,475
g23728,0,0
g23729,0,0
g23730,1232,873
g23731,1,1
g23732,12,15
g23733,177,164
g23734,661,520
g23735,568,512
g23736,783,643
g23737,136,87
g23738,0,2
g23739,118,105
g23740,290,217
g23741,0,0
g23742,489,305
g23743,581,456
g23744,315,254
g23745,544,516
g23746,450,351
g23747,10,4
g23748,723,565
g23749,84,82
g23750,0,0
g23751,434,357
g23752,503,374
g23753,3,7
g23754,0,2
g23755,260,198
g23756,326,263
g23757,427,339
g23758,485,432
g23759,924,614
g23760,20,12
g23761,0,1
g23762,155,137
g23763,486,518
g23764,249,193
g23765,3072,3028
g23766,71,47
g23767,3,4
g23768,286,216
g23769,813,702
g23770,0,0
g23771,32,72
g23772,2,4
g23773,9,11
g23774,0,0
g23775,4177,3633
g23776,0,1
g23777,0,0
g23778,1165,1119
g23779,199,208
g23780,69,42
g23781,197,132
g23782,59,52
g23783,102,85
g23784,0,0
g23785,0,0
g23786,0,0
g23787,526,525
g23788,883,682
g23789,2625,1971
g23790,11,3
g23791,518,366
g23792,8,2
g23793,0,0
g23794,203,167
g23795,7,5
g23796,325,224
g23797,309,236
g23798,0,0
g23799,0,0
g23800,1,0
g23801,0,1
g23802,0,0
g23803,94,67
g23804,781,501
g23805,2260,1958
